Date,SABTN
2014-01-01,74.2
2014-01-02,73.6
2014-01-03,73.8
2014-01-06,74.45
2014-01-07,73.8
2014-01-08,74.1
2014-01-09,74.05
2014-01-10,73.7
2014-01-13,73.75
2014-01-14,73.9
2014-01-15,73.95
2014-01-16,75.4
2014-01-17,73.5
2014-01-20,72.25
2014-01-21,71.1
2014-01-22,71.3
2014-01-23,72.0
2014-01-24,71.7
2014-01-27,71.1
2014-01-28,72.35
2014-01-29,70.25
2014-01-30,69.95
2014-01-31,70.35
2014-02-03,69.25
2014-02-04,70.4
2014-02-05,70.2
2014-02-06,70.05
2014-02-07,70.4
2014-02-10,70.4
2014-02-11,70.4
2014-02-12,71.0
2014-02-13,71.8
2014-02-14,71.4
2014-02-17,72.15
2014-02-18,70.65
2014-02-19,71.0
2014-02-20,70.75
2014-02-21,71.15
2014-02-24,71.25
2014-02-25,71.55
2014-02-26,71.75
2014-02-28,70.2
2014-03-03,70.6
2014-03-04,70.45
2014-03-05,70.9
2014-03-06,70.55
2014-03-07,70.2
2014-03-10,70.5
2014-03-11,70.05
2014-03-12,70.35
2014-03-13,70.2
2014-03-14,70.55
2014-03-18,70.65
2014-03-19,70.7
2014-03-20,70.05
2014-03-21,70.35
2014-03-22,70.7
2014-03-24,70.65
2014-03-25,70.2
2014-03-26,67.55
2014-03-27,69.75
2014-03-28,71.2
2014-03-31,70.55
2014-04-01,70.4
2014-04-02,70.65
2014-04-03,70.25
2014-04-04,70.65
2014-04-07,71.15
2014-04-09,71.9
2014-04-10,70.5
2014-04-11,71.5
2014-04-15,70.05
2014-04-16,70.3
2014-04-17,71.2
2014-04-21,70.85
2014-04-22,70.35
2014-04-23,69.65
2014-04-25,70.25
2014-04-28,70.05
2014-04-29,70.3
2014-04-30,71.95
2014-05-02,71.45
2014-05-05,70.15
2014-05-06,70.35
2014-05-07,70.55
2014-05-08,70.3
2014-05-09,70.55
2014-05-12,79.8
2014-05-13,83.9
2014-05-14,83.7
2014-05-15,81.15
2014-05-16,84.25
2014-05-19,84.6
2014-05-20,87.95
2014-05-21,85.2
2014-05-22,86.4
2014-05-23,88.25
2014-05-26,87.45
2014-05-27,85.45
2014-05-28,85.8
2014-05-29,87.35
2014-05-30,92.65
2014-06-02,91.45
2014-06-03,96.7
2014-06-04,95.95
2014-06-05,95.85
2014-06-06,95.35
2014-06-09,94.85
2014-06-10,94.5
2014-06-11,93.8
2014-06-12,91.65
2014-06-13,90.0
2014-06-16,90.75
2014-06-17,92.0
2014-06-18,90.7
2014-06-19,95.5
2014-06-20,100.15
2014-06-23,100.3
2014-06-24,100.0
2014-06-25,99.95
2014-06-26,99.85
2014-06-27,99.95
2014-06-30,100.2
2014-07-01,105.1
2014-07-02,105.15
2014-07-03,106.8
2014-07-04,105.15
2014-07-07,104.3
2014-07-08,103.6
2014-07-09,104.65
2014-07-10,107.25
2014-07-11,106.45
2014-07-14,104.7
2014-07-15,105.65
2014-07-16,105.6
2014-07-17,117.05
2014-07-18,113.8
2014-07-21,113.7
2014-07-22,112.6
2014-07-23,111.9
2014-07-24,115.75
2014-07-25,113.85
2014-07-28,114.25
2014-07-30,113.9
2014-07-31,117.9
2014-08-01,116.2
2014-08-04,114.3
2014-08-05,117.95
2014-08-06,116.45
2014-08-07,118.85
2014-08-08,119.8
2014-08-11,120.35
2014-08-12,119.8
2014-08-13,117.45
2014-08-14,118.45
2014-08-18,111.7
2014-08-19,112.2
2014-08-20,118.55
2014-08-21,118.25
2014-08-22,116.25
2014-08-25,118.65
2014-08-26,115.3
2014-08-27,119.3
2014-08-28,120.9
2014-09-01,129.6
2014-09-02,129.2
2014-09-03,128.0
2014-09-04,126.2
2014-09-05,125.15
2014-09-08,143.65
2014-09-09,139.5
2014-09-10,139.9
2014-09-11,138.8
2014-09-12,141.75
2014-09-15,138.1
2014-09-16,136.25
2014-09-17,135.75
2014-09-18,137.2
2014-09-19,138.65
2014-09-22,137.7
2014-09-23,133.55
2014-09-24,133.7
2014-09-25,133.75
2014-09-26,135.25
2014-09-29,136.15
2014-09-30,143.4
2014-10-01,141.2
2014-10-07,140.9
2014-10-08,139.95
2014-10-09,141.55
2014-10-10,144.65
2014-10-13,143.5
2014-10-14,140.95
2014-10-16,137.55
2014-10-17,140.55
2014-10-20,139.3
2014-10-21,141.25
2014-10-22,141.6
2014-10-23,144.65
2014-10-27,143.9
2014-10-28,143.3
2014-10-29,145.5
2014-10-30,146.25
2014-10-31,147.5
2014-11-03,147.05
2014-11-05,151.15
2014-11-07,151.7
2014-11-10,147.95
2014-11-11,150.9
2014-11-12,152.2
2014-11-13,148.3
2014-11-14,151.85
2014-11-17,148.35
2014-11-18,155.0
2014-11-19,154.0
2014-11-20,154.2
2014-11-21,153.95
2014-11-24,154.2
2014-11-25,154.45
2014-11-26,160.55
2014-11-27,161.5
2014-11-28,170.25
2014-12-01,174.05
2014-12-02,172.3
2014-12-03,173.95
2014-12-04,182.6
2014-12-05,188.6
2014-12-08,186.3
2014-12-09,184.0
2014-12-10,184.75
2014-12-11,184.55
2014-12-12,185.9
2014-12-15,185.6
2014-12-16,185.25
2014-12-17,183.15
2014-12-18,184.25
2014-12-19,208.0
2014-12-22,217.9
2014-12-23,203.75
2014-12-24,205.8
2014-12-26,206.85
2014-12-29,210.35
2014-12-30,210.85
2014-12-31,209.0
