Date,AMBUJACEM
2014-01-01,183.65
2014-01-02,179.15
2014-01-03,177.8
2014-01-06,176.3
2014-01-07,175.25
2014-01-08,174.7
2014-01-09,170.65
2014-01-10,167.25
2014-01-13,170.1
2014-01-14,167.65
2014-01-15,170.05
2014-01-16,169.4
2014-01-17,170.0
2014-01-20,172.1
2014-01-21,170.9
2014-01-22,171.2
2014-01-23,171.2
2014-01-24,162.95
2014-01-27,157.35
2014-01-28,158.0
2014-01-29,158.6
2014-01-30,157.35
2014-01-31,159.15
2014-02-03,155.25
2014-02-04,155.8
2014-02-05,155.1
2014-02-06,155.85
2014-02-07,162.85
2014-02-10,162.15
2014-02-11,160.7
2014-02-12,158.4
2014-02-13,154.05
2014-02-14,151.15
2014-02-17,151.05
2014-02-18,152.75
2014-02-19,154.6
2014-02-20,152.75
2014-02-21,162.0
2014-02-24,160.05
2014-02-25,164.1
2014-02-26,165.95
2014-02-28,168.0
2014-03-03,167.9
2014-03-04,168.35
2014-03-05,169.5
2014-03-06,173.8
2014-03-07,182.15
2014-03-10,182.65
2014-03-11,184.3
2014-03-12,180.65
2014-03-13,180.8
2014-03-14,181.3
2014-03-18,184.0
2014-03-19,189.5
2014-03-20,182.75
2014-03-21,184.5
2014-03-22,184.45
2014-03-24,186.1
2014-03-25,183.4
2014-03-26,186.35
2014-03-27,192.3
2014-03-28,199.65
2014-03-31,202.2
2014-04-01,203.15
2014-04-02,200.65
2014-04-03,204.85
2014-04-04,203.35
2014-04-07,209.4
2014-04-09,211.15
2014-04-10,212.35
2014-04-11,217.2
2014-04-15,213.85
2014-04-16,207.75
2014-04-17,216.65
2014-04-21,216.0
2014-04-22,214.6
2014-04-23,218.75
2014-04-25,209.05
2014-04-28,200.1
2014-04-29,202.4
2014-04-30,197.75
2014-05-02,201.9
2014-05-05,202.55
2014-05-06,198.85
2014-05-07,194.55
2014-05-08,192.95
2014-05-09,207.15
2014-05-12,211.45
2014-05-13,221.65
2014-05-14,223.95
2014-05-15,219.2
2014-05-16,224.35
2014-05-19,219.4
2014-05-20,216.95
2014-05-21,214.6
2014-05-22,214.45
2014-05-23,213.2
2014-05-26,210.15
2014-05-27,208.45
2014-05-28,219.6
2014-05-29,214.05
2014-05-30,217.6
2014-06-02,222.85
2014-06-03,231.0
2014-06-04,229.85
2014-06-05,229.95
2014-06-06,231.0
2014-06-09,237.05
2014-06-10,230.15
2014-06-11,228.2
2014-06-12,225.6
2014-06-13,222.9
2014-06-16,222.55
2014-06-17,224.9
2014-06-18,221.5
2014-06-19,219.5
2014-06-20,218.2
2014-06-23,222.85
2014-06-24,222.9
2014-06-25,221.3
2014-06-26,218.35
2014-06-27,216.65
2014-06-30,220.6
2014-07-01,223.75
2014-07-02,226.3
2014-07-03,225.25
2014-07-04,223.7
2014-07-07,223.6
2014-07-08,218.25
2014-07-09,218.95
2014-07-10,219.85
2014-07-11,214.5
2014-07-14,215.35
2014-07-15,219.9
2014-07-16,221.65
2014-07-17,224.8
2014-07-18,219.75
2014-07-21,220.95
2014-07-22,223.1
2014-07-23,215.85
2014-07-24,218.15
2014-07-25,211.9
2014-07-28,206.05
2014-07-30,209.15
2014-07-31,206.4
2014-08-01,203.35
2014-08-04,204.4
2014-08-05,212.75
2014-08-06,208.25
2014-08-07,210.25
2014-08-08,203.45
2014-08-11,205.25
2014-08-12,208.9
2014-08-13,205.7
2014-08-14,210.9
2014-08-18,214.0
2014-08-19,216.5
2014-08-20,215.7
2014-08-21,213.95
2014-08-22,211.25
2014-08-25,212.45
2014-08-26,208.95
2014-08-27,206.95
2014-08-28,206.3
2014-09-01,208.45
2014-09-02,215.75
2014-09-03,214.5
2014-09-04,211.75
2014-09-05,212.75
2014-09-08,219.3
2014-09-09,219.0
2014-09-10,216.85
2014-09-11,215.0
2014-09-12,214.8
2014-09-15,210.75
2014-09-16,206.9
2014-09-17,209.2
2014-09-18,213.45
2014-09-19,215.05
2014-09-22,214.15
2014-09-23,213.8
2014-09-24,212.05
2014-09-25,206.95
2014-09-26,212.05
2014-09-29,214.75
2014-09-30,213.7
2014-10-01,210.65
2014-10-07,209.5
2014-10-08,208.2
2014-10-09,215.8
2014-10-10,211.45
2014-10-13,208.85
2014-10-14,208.15
2014-10-16,206.2
2014-10-17,207.35
2014-10-20,212.9
2014-10-21,213.6
2014-10-22,216.9
2014-10-23,217.55
2014-10-27,221.35
2014-10-28,224.95
2014-10-29,226.15
2014-10-30,223.7
2014-10-31,227.65
2014-11-03,227.85
2014-11-05,223.0
2014-11-07,221.95
2014-11-10,221.55
2014-11-11,225.35
2014-11-12,229.45
2014-11-13,226.2
2014-11-14,230.1
2014-11-17,227.75
2014-11-18,226.6
2014-11-19,222.15
2014-11-20,221.65
2014-11-21,225.95
2014-11-24,230.05
2014-11-25,228.4
2014-11-26,228.8
2014-11-27,225.35
2014-11-28,229.9
2014-12-01,230.35
2014-12-02,228.5
2014-12-03,230.05
2014-12-04,230.05
2014-12-05,236.95
2014-12-08,231.5
2014-12-09,225.85
2014-12-10,225.65
2014-12-11,223.05
2014-12-12,225.8
2014-12-15,228.3
2014-12-16,218.9
2014-12-17,220.7
2014-12-18,223.95
2014-12-19,225.15
2014-12-22,228.85
2014-12-23,227.45
2014-12-24,226.85
2014-12-26,226.05
2014-12-29,230.3
2014-12-30,229.95
2014-12-31,228.85
