Date,TATACOMM
2014-01-01,309.55
2014-01-02,299.75
2014-01-03,309.35
2014-01-06,315.2
2014-01-07,314.4
2014-01-08,310.2
2014-01-09,303.1
2014-01-10,302.4
2014-01-13,305.1
2014-01-14,304.75
2014-01-15,303.85
2014-01-16,297.45
2014-01-17,297.85
2014-01-20,299.55
2014-01-21,307.2
2014-01-22,309.85
2014-01-23,304.05
2014-01-24,296.7
2014-01-27,277.0
2014-01-28,274.65
2014-01-29,281.5
2014-01-30,273.05
2014-01-31,276.0
2014-02-03,267.1
2014-02-04,273.45
2014-02-05,275.3
2014-02-06,297.2
2014-02-07,294.2
2014-02-10,293.05
2014-02-11,296.75
2014-02-12,302.85
2014-02-13,291.8
2014-02-14,288.95
2014-02-17,279.85
2014-02-18,279.3
2014-02-19,272.45
2014-02-20,274.7
2014-02-21,271.4
2014-02-24,272.65
2014-02-25,277.8
2014-02-26,279.1
2014-02-28,277.05
2014-03-03,276.65
2014-03-04,286.8
2014-03-05,286.65
2014-03-06,292.15
2014-03-07,288.85
2014-03-10,289.3
2014-03-11,281.15
2014-03-12,286.95
2014-03-13,284.3
2014-03-14,282.2
2014-03-18,283.9
2014-03-19,286.9
2014-03-20,285.5
2014-03-21,285.0
2014-03-22,285.5
2014-03-24,285.7
2014-03-25,285.1
2014-03-26,287.55
2014-03-27,296.6
2014-03-28,302.55
2014-03-31,307.1
2014-04-01,301.85
2014-04-02,302.05
2014-04-03,302.0
2014-04-04,302.65
2014-04-07,292.4
2014-04-09,294.25
2014-04-10,292.9
2014-04-11,298.75
2014-04-15,312.6
2014-04-16,306.9
2014-04-17,310.75
2014-04-21,309.35
2014-04-22,307.75
2014-04-23,310.55
2014-04-25,302.25
2014-04-28,304.35
2014-04-29,296.25
2014-04-30,283.05
2014-05-02,279.05
2014-05-05,273.15
2014-05-06,274.75
2014-05-07,271.75
2014-05-08,269.05
2014-05-09,274.4
2014-05-12,276.95
2014-05-13,285.5
2014-05-14,289.9
2014-05-15,285.75
2014-05-16,294.35
2014-05-19,304.4
2014-05-20,333.3
2014-05-21,337.5
2014-05-22,336.3
2014-05-23,343.15
2014-05-26,336.35
2014-05-27,336.55
2014-05-28,335.2
2014-05-29,326.25
2014-05-30,347.8
2014-06-02,355.85
2014-06-03,355.35
2014-06-04,352.05
2014-06-05,356.95
2014-06-06,374.3
2014-06-09,384.6
2014-06-10,380.05
2014-06-11,368.0
2014-06-12,366.45
2014-06-13,353.45
2014-06-16,366.45
2014-06-17,379.15
2014-06-18,373.15
2014-06-19,363.05
2014-06-20,364.15
2014-06-23,363.8
2014-06-24,373.45
2014-06-25,380.3
2014-06-26,375.55
2014-06-27,380.05
2014-06-30,392.95
2014-07-01,401.45
2014-07-02,398.3
2014-07-03,392.8
2014-07-04,408.7
2014-07-07,404.35
2014-07-08,382.3
2014-07-09,367.65
2014-07-10,360.35
2014-07-11,348.6
2014-07-14,352.9
2014-07-15,365.2
2014-07-16,369.5
2014-07-17,374.9
2014-07-18,371.55
2014-07-21,378.6
2014-07-22,386.85
2014-07-23,389.2
2014-07-24,384.4
2014-07-25,372.9
2014-07-28,367.95
2014-07-30,370.8
2014-07-31,371.4
2014-08-01,374.2
2014-08-04,378.25
2014-08-05,369.25
2014-08-06,356.2
2014-08-07,351.4
2014-08-08,341.65
2014-08-11,338.05
2014-08-12,349.65
2014-08-13,345.9
2014-08-14,349.85
2014-08-18,362.25
2014-08-19,362.4
2014-08-20,356.0
2014-08-21,359.55
2014-08-22,356.7
2014-08-25,355.25
2014-08-26,354.25
2014-08-27,359.5
2014-08-28,375.8
2014-09-01,375.9
2014-09-02,371.7
2014-09-03,371.55
2014-09-04,382.95
2014-09-05,385.5
2014-09-08,393.2
2014-09-09,387.25
2014-09-10,395.7
2014-09-11,391.75
2014-09-12,384.85
2014-09-15,379.05
2014-09-16,368.35
2014-09-17,359.95
2014-09-18,369.0
2014-09-19,370.7
2014-09-22,369.6
2014-09-23,363.75
2014-09-24,359.75
2014-09-25,349.75
2014-09-26,353.0
2014-09-29,361.55
2014-09-30,358.4
2014-10-01,359.95
2014-10-07,370.1
2014-10-08,362.0
2014-10-09,373.3
2014-10-10,378.1
2014-10-13,376.55
2014-10-14,384.15
2014-10-16,362.5
2014-10-17,365.85
2014-10-20,374.55
2014-10-21,374.7
2014-10-22,381.55
2014-10-23,383.15
2014-10-27,382.5
2014-10-28,383.05
2014-10-29,382.2
2014-10-30,395.75
2014-10-31,402.7
2014-11-03,411.7
2014-11-05,411.6
2014-11-07,427.7
2014-11-10,431.85
2014-11-11,437.4
2014-11-12,435.45
2014-11-13,430.15
2014-11-14,436.0
2014-11-17,442.15
2014-11-18,444.95
2014-11-19,432.3
2014-11-20,430.15
2014-11-21,434.6
2014-11-24,442.3
2014-11-25,437.75
2014-11-26,447.85
2014-11-27,458.25
2014-11-28,458.5
2014-12-01,445.0
2014-12-02,466.95
2014-12-03,468.4
2014-12-04,455.8
2014-12-05,462.95
2014-12-08,446.9
2014-12-09,429.65
2014-12-10,432.9
2014-12-11,431.4
2014-12-12,431.4
2014-12-15,434.5
2014-12-16,415.9
2014-12-17,413.5
2014-12-18,433.0
2014-12-19,426.0
2014-12-22,440.15
2014-12-23,442.65
2014-12-24,437.45
2014-12-26,432.25
2014-12-29,429.95
2014-12-30,430.3
2014-12-31,440.95
