Date,GUJAPOLLO
2014-01-01,104.5
2014-01-02,101.95
2014-01-03,100.55
2014-01-06,101.9
2014-01-07,101.6
2014-01-08,101.9
2014-01-09,101.85
2014-01-10,100.9
2014-01-13,104.25
2014-01-14,107.5
2014-01-15,107.65
2014-01-16,106.2
2014-01-17,107.35
2014-01-20,104.9
2014-01-21,107.85
2014-01-22,106.05
2014-01-23,105.2
2014-01-24,104.4
2014-01-27,102.5
2014-01-28,103.2
2014-01-29,102.15
2014-01-30,101.55
2014-01-31,102.5
2014-02-03,102.3
2014-02-04,102.95
2014-02-05,102.0
2014-02-06,102.1
2014-02-07,103.55
2014-02-10,102.85
2014-02-11,102.5
2014-02-12,102.5
2014-02-13,102.5
2014-02-14,102.05
2014-02-17,101.0
2014-02-18,100.55
2014-02-19,101.7
2014-02-20,100.4
2014-02-21,101.0
2014-02-24,101.45
2014-02-25,102.05
2014-02-26,102.75
2014-02-28,102.55
2014-03-03,103.0
2014-03-04,104.5
2014-03-05,105.0
2014-03-06,106.3
2014-03-07,107.0
2014-03-10,108.0
2014-03-11,108.15
2014-03-12,108.0
2014-03-13,108.0
2014-03-14,107.9
2014-03-18,108.25
2014-03-19,110.15
2014-03-20,110.0
2014-03-21,110.0
2014-03-22,110.0
2014-03-24,111.0
2014-03-25,111.0
2014-03-26,112.1
2014-03-27,112.85
2014-03-28,114.0
2014-03-31,114.55
2014-04-01,115.1
2014-04-02,117.4
2014-04-03,120.1
2014-04-04,120.1
2014-04-07,117.1
2014-04-09,116.1
2014-04-10,113.7
2014-04-11,110.5
2014-04-15,110.0
2014-04-16,110.0
2014-04-17,110.05
2014-04-21,110.25
2014-04-22,110.15
2014-04-23,110.1
2014-04-25,109.35
2014-04-28,109.0
2014-04-29,109.3
2014-04-30,107.45
2014-05-02,110.05
2014-05-05,111.0
2014-05-06,112.0
2014-05-07,113.0
2014-05-08,115.1
2014-05-09,113.85
2014-05-12,116.05
2014-05-13,116.65
2014-05-14,118.05
2014-05-15,119.0
2014-05-16,120.0
2014-05-19,121.55
2014-05-20,122.25
2014-05-21,124.1
2014-05-22,139.3
2014-05-23,139.55
2014-05-26,136.8
2014-05-27,129.8
2014-05-28,132.0
2014-05-29,134.2
2014-05-30,132.8
2014-06-02,137.6
2014-06-03,139.4
2014-06-04,139.5
2014-06-05,140.1
2014-06-06,142.8
2014-06-09,143.25
2014-06-10,141.8
2014-06-11,141.35
2014-06-12,139.75
2014-06-13,136.7
2014-06-16,140.75
2014-06-17,140.35
2014-06-18,145.15
2014-06-19,140.8
2014-06-20,136.8
2014-06-23,134.9
2014-06-24,140.2
2014-06-25,138.0
2014-06-26,135.95
2014-06-27,136.05
2014-06-30,137.1
2014-07-01,138.15
2014-07-02,139.5
2014-07-03,137.3
2014-07-04,136.45
2014-07-07,136.25
2014-07-08,133.2
2014-07-09,130.65
2014-07-10,133.3
2014-07-11,130.05
2014-07-14,132.0
2014-07-15,132.5
2014-07-16,132.9
2014-07-17,132.65
2014-07-18,131.65
2014-07-21,132.35
2014-07-22,131.8
2014-07-23,131.1
2014-07-24,133.45
2014-07-25,129.45
2014-07-28,128.15
2014-07-30,127.25
2014-07-31,126.35
2014-08-01,126.2
2014-08-04,125.3
2014-08-05,126.15
2014-08-06,128.65
2014-08-07,127.75
2014-08-08,125.65
2014-08-11,125.05
2014-08-12,125.7
2014-08-13,125.95
2014-08-14,126.45
2014-08-18,122.7
2014-08-19,121.15
2014-08-20,122.65
2014-08-21,122.15
2014-08-22,121.65
2014-08-25,122.85
2014-08-26,120.55
2014-08-27,122.95
2014-08-28,123.85
2014-09-01,121.8
2014-09-02,124.0
2014-09-03,122.95
2014-09-04,123.35
2014-09-05,124.45
2014-09-08,124.2
2014-09-09,122.85
2014-09-10,124.2
2014-09-11,126.9
2014-09-12,131.15
2014-09-15,132.25
2014-09-16,132.75
2014-09-17,136.5
2014-09-18,135.95
2014-09-19,131.8
2014-09-22,129.65
2014-09-23,122.35
2014-09-24,121.65
2014-09-25,115.75
2014-09-26,120.4
2014-09-29,120.85
2014-09-30,120.45
2014-10-01,119.3
2014-10-07,121.85
2014-10-08,118.95
2014-10-09,119.2
2014-10-10,119.2
2014-10-13,116.85
2014-10-14,114.45
2014-10-16,114.2
2014-10-17,113.6
2014-10-20,114.15
2014-10-21,115.05
2014-10-22,115.85
2014-10-23,115.3
2014-10-27,115.0
2014-10-28,116.85
2014-10-29,115.15
2014-10-30,114.4
2014-10-31,113.65
2014-11-03,116.1
2014-11-05,118.7
2014-11-07,118.2
2014-11-10,116.7
2014-11-11,118.2
2014-11-12,119.8
2014-11-13,120.5
2014-11-14,118.9
2014-11-17,119.85
2014-11-18,120.0
2014-11-19,120.35
2014-11-20,121.05
2014-11-21,119.55
2014-11-24,117.1
2014-11-25,116.0
2014-11-26,115.55
2014-11-27,118.5
2014-11-28,120.0
2014-12-01,117.3
2014-12-02,118.95
2014-12-03,119.85
2014-12-04,120.1
2014-12-05,119.4
2014-12-08,118.0
2014-12-09,117.85
2014-12-10,117.65
2014-12-11,116.65
2014-12-12,116.85
2014-12-15,117.45
2014-12-16,113.1
2014-12-17,114.65
2014-12-18,115.75
2014-12-19,115.75
2014-12-22,115.25
2014-12-23,117.45
2014-12-24,117.9
2014-12-26,116.3
2014-12-29,118.2
2014-12-30,120.05
2014-12-31,119.8
