Date,TECHM
2014-01-01,1828.1
2014-01-02,1816.1
2014-01-03,1835.5
2014-01-06,1815.85
2014-01-07,1804.05
2014-01-08,1840.6
2014-01-09,1829.05
2014-01-10,1878.9
2014-01-13,1884.5
2014-01-14,1893.25
2014-01-15,1884.05
2014-01-16,1866.25
2014-01-17,1775.25
2014-01-20,1828.7
2014-01-21,1828.65
2014-01-22,1842.15
2014-01-23,1830.65
2014-01-24,1793.55
2014-01-27,1760.25
2014-01-28,1738.75
2014-01-29,1749.55
2014-01-30,1718.3
2014-01-31,1786.95
2014-02-03,1763.1
2014-02-04,1770.85
2014-02-05,1839.85
2014-02-06,1845.5
2014-02-07,1823.15
2014-02-10,1832.15
2014-02-11,1861.7
2014-02-12,1875.65
2014-02-13,1813.8
2014-02-14,1831.85
2014-02-17,1823.75
2014-02-18,1822.05
2014-02-19,1842.85
2014-02-20,1832.25
2014-02-21,1848.2
2014-02-24,1831.45
2014-02-25,1839.6
2014-02-26,1820.95
2014-02-28,1867.25
2014-03-03,1906.45
2014-03-04,1900.0
2014-03-05,1903.85
2014-03-06,1923.2
2014-03-07,1836.0
2014-03-10,1799.6
2014-03-11,1781.75
2014-03-12,1802.75
2014-03-13,1780.55
2014-03-14,1785.25
2014-03-18,1794.35
2014-03-19,1777.5
2014-03-20,1822.15
2014-03-21,1808.95
2014-03-22,1819.65
2014-03-24,1844.3
2014-03-25,1828.8
2014-03-26,1815.35
2014-03-27,1833.45
2014-03-28,1836.75
2014-03-31,1795.35
2014-04-01,1819.55
2014-04-02,1831.8
2014-04-03,1811.35
2014-04-04,1813.1
2014-04-07,1793.0
2014-04-09,1737.75
2014-04-10,1708.2
2014-04-11,1739.55
2014-04-15,1764.2
2014-04-16,1750.6
2014-04-17,1771.8
2014-04-21,1774.0
2014-04-22,1773.7
2014-04-23,1765.0
2014-04-25,1804.75
2014-04-28,1825.25
2014-04-29,1846.3
2014-04-30,1832.15
2014-05-02,1837.6
2014-05-05,1820.0
2014-05-06,1801.4
2014-05-07,1736.45
2014-05-08,1745.3
2014-05-09,1776.45
2014-05-12,1794.4
2014-05-13,1822.55
2014-05-14,1837.6
2014-05-15,1830.25
2014-05-16,1822.55
2014-05-19,1738.75
2014-05-20,1771.05
2014-05-21,1746.5
2014-05-22,1747.85
2014-05-23,1786.35
2014-05-26,1805.4
2014-05-27,1854.45
2014-05-28,1886.85
2014-05-29,1877.75
2014-05-30,1923.0
2014-06-02,1895.9
2014-06-03,1901.2
2014-06-04,1886.1
2014-06-05,1904.4
2014-06-06,1910.15
2014-06-09,1955.75
2014-06-10,2004.15
2014-06-11,2019.05
2014-06-12,1998.8
2014-06-13,2021.35
2014-06-16,2022.65
2014-06-17,2027.05
2014-06-18,2011.85
2014-06-19,2030.55
2014-06-20,2009.05
2014-06-23,2002.55
2014-06-24,1994.55
2014-06-25,2018.2
2014-06-26,2047.2
2014-06-27,2125.7
2014-06-30,2152.0
2014-07-01,2108.9
2014-07-02,2100.7
2014-07-03,2113.45
2014-07-04,2115.9
2014-07-07,2137.3
2014-07-08,2105.7
2014-07-09,2067.35
2014-07-10,2021.45
2014-07-11,2049.9
2014-07-14,2038.6
2014-07-15,2062.75
2014-07-16,2077.45
2014-07-17,2100.45
2014-07-18,2121.8
2014-07-21,2109.15
2014-07-22,2135.35
2014-07-23,2150.3
2014-07-24,2178.65
2014-07-25,2176.7
2014-07-28,2191.05
2014-07-30,2161.4
2014-07-31,2150.6
2014-08-01,2127.25
2014-08-04,2167.1
2014-08-05,2187.7
2014-08-06,2204.85
2014-08-07,2210.75
2014-08-08,2188.65
2014-08-11,2161.2
2014-08-12,2165.6
2014-08-13,2147.9
2014-08-14,2150.7
2014-08-18,2202.6
2014-08-19,2211.15
2014-08-20,2221.7
2014-08-21,2236.25
2014-08-22,2306.45
2014-08-25,2313.65
2014-08-26,2353.35
2014-08-27,2329.6
2014-08-28,2363.0
2014-09-01,2371.85
2014-09-02,2406.65
2014-09-03,2443.15
2014-09-04,2468.5
2014-09-05,2468.25
2014-09-08,2487.7
2014-09-09,2439.0
2014-09-10,2444.35
2014-09-11,2443.9
2014-09-12,2445.75
2014-09-15,2468.0
2014-09-16,2423.25
2014-09-17,2424.8
2014-09-18,2426.1
2014-09-19,2478.25
2014-09-22,2469.2
2014-09-23,2473.8
2014-09-24,2485.05
2014-09-25,2501.95
2014-09-26,2473.25
2014-09-29,2486.65
2014-09-30,2489.7
2014-10-01,2520.8
2014-10-07,2514.1
2014-10-08,2396.2
2014-10-09,2336.45
2014-10-10,2339.05
2014-10-13,2368.0
2014-10-14,2372.1
2014-10-16,2305.35
2014-10-17,2273.0
2014-10-20,2296.05
2014-10-21,2330.7
2014-10-22,2334.75
2014-10-23,2359.25
2014-10-27,2326.4
2014-10-28,2371.25
2014-10-29,2396.95
2014-10-30,2479.55
2014-10-31,2517.7
2014-11-03,2580.35
2014-11-05,2610.6
2014-11-07,2651.65
2014-11-10,2634.1
2014-11-11,2630.0
2014-11-12,2620.45
2014-11-13,2645.0
2014-11-14,2638.0
2014-11-17,2596.15
2014-11-18,2596.45
2014-11-19,2627.25
2014-11-20,2705.7
2014-11-21,2676.35
2014-11-24,2661.3
2014-11-25,2620.4
2014-11-26,2647.1
2014-11-27,2646.25
2014-11-28,2640.05
2014-12-01,2653.05
2014-12-02,2657.4
2014-12-03,2692.6
2014-12-04,2679.25
2014-12-05,2618.15
2014-12-08,2612.8
2014-12-09,2612.15
2014-12-10,2571.5
2014-12-11,2618.75
2014-12-12,2588.55
2014-12-15,2495.75
2014-12-16,2534.55
2014-12-17,2495.75
2014-12-18,2549.4
2014-12-19,2579.4
2014-12-22,2594.45
2014-12-23,2572.75
2014-12-24,2517.6
2014-12-26,2566.7
2014-12-29,2589.75
2014-12-30,2611.65
2014-12-31,2593.55
