Date,BALPHARMA
2014-01-01,26.25
2014-01-02,27.3
2014-01-03,25.95
2014-01-06,26.75
2014-01-07,25.45
2014-01-08,26.7
2014-01-09,28.0
2014-01-10,29.4
2014-01-13,28.6
2014-01-14,27.5
2014-01-15,27.05
2014-01-16,27.4
2014-01-17,27.25
2014-01-20,26.1
2014-01-21,26.2
2014-01-22,26.55
2014-01-23,25.65
2014-01-24,26.1
2014-01-27,25.75
2014-01-28,25.4
2014-01-29,25.6
2014-01-30,25.55
2014-01-31,25.9
2014-02-03,25.25
2014-02-04,26.0
2014-02-05,25.4
2014-02-06,25.5
2014-02-07,25.5
2014-02-10,25.6
2014-02-11,25.8
2014-02-12,25.25
2014-02-13,25.25
2014-02-14,25.1
2014-02-17,26.3
2014-02-18,27.6
2014-02-19,28.95
2014-02-20,30.35
2014-02-21,31.85
2014-02-24,33.4
2014-02-25,33.9
2014-02-26,34.45
2014-02-28,36.1
2014-03-03,37.9
2014-03-04,39.75
2014-03-05,38.5
2014-03-06,38.65
2014-03-07,36.8
2014-03-10,35.6
2014-03-11,34.05
2014-03-12,34.4
2014-03-13,34.3
2014-03-14,33.1
2014-03-18,33.0
2014-03-19,32.85
2014-03-20,32.65
2014-03-21,32.05
2014-03-22,33.35
2014-03-24,31.75
2014-03-25,30.8
2014-03-26,30.35
2014-03-27,30.7
2014-03-28,31.65
2014-03-31,31.8
2014-04-01,31.4
2014-04-02,32.4
2014-04-03,34.0
2014-04-04,34.8
2014-04-07,34.65
2014-04-09,35.1
2014-04-10,35.35
2014-04-11,34.5
2014-04-15,34.0
2014-04-16,33.3
2014-04-17,32.85
2014-04-21,33.8
2014-04-22,34.8
2014-04-23,34.45
2014-04-25,35.0
2014-04-28,34.45
2014-04-29,34.5
2014-04-30,33.8
2014-05-02,34.1
2014-05-05,34.85
2014-05-06,33.85
2014-05-07,32.4
2014-05-08,33.35
2014-05-09,32.8
2014-05-12,32.05
2014-05-13,32.0
2014-05-14,32.1
2014-05-15,32.0
2014-05-16,31.6
2014-05-19,32.25
2014-05-20,33.5
2014-05-21,34.0
2014-05-22,34.15
2014-05-23,33.8
2014-05-26,32.05
2014-05-27,33.0
2014-05-28,33.0
2014-05-29,30.4
2014-05-30,29.4
2014-06-02,30.65
2014-06-03,29.95
2014-06-04,30.65
2014-06-05,33.7
2014-06-06,37.05
2014-06-09,38.65
2014-06-10,37.8
2014-06-11,37.75
2014-06-12,39.0
2014-06-13,37.1
2014-06-16,36.45
2014-06-17,38.25
2014-06-18,40.15
2014-06-19,42.15
2014-06-20,44.25
2014-06-23,42.7
2014-06-24,43.45
2014-06-25,45.4
2014-06-26,46.55
2014-06-27,47.8
2014-06-30,50.15
2014-07-01,52.65
2014-07-02,55.25
2014-07-03,58.0
2014-07-04,55.6
2014-07-07,58.3
2014-07-08,55.85
2014-07-09,58.05
2014-07-10,57.7
2014-07-11,59.9
2014-07-14,62.85
2014-07-15,63.6
2014-07-16,60.45
2014-07-17,63.25
2014-07-18,66.3
2014-07-21,63.0
2014-07-22,66.15
2014-07-23,65.5
2014-07-24,62.25
2014-07-25,59.15
2014-07-28,59.85
2014-07-30,61.2
2014-07-31,63.1
2014-08-01,64.85
2014-08-04,70.1
2014-08-05,76.65
2014-08-06,69.0
2014-08-07,62.2
2014-08-08,56.5
2014-08-11,52.6
2014-08-12,55.2
2014-08-13,57.95
2014-08-14,60.75
2014-08-18,60.75
2014-08-19,60.2
2014-08-20,61.6
2014-08-21,59.95
2014-08-22,59.0
2014-08-25,59.6
2014-08-26,59.15
2014-08-27,58.95
2014-08-28,58.05
2014-09-01,60.95
2014-09-02,63.95
2014-09-03,62.0
2014-09-04,62.7
2014-09-05,68.9
2014-09-08,75.1
2014-09-09,73.35
2014-09-10,67.0
2014-09-11,70.1
2014-09-12,70.35
2014-09-15,69.45
2014-09-16,65.15
2014-09-17,64.8
2014-09-18,65.9
2014-09-19,66.4
2014-09-22,66.2
2014-09-23,67.9
2014-09-24,66.0
2014-09-25,63.9
2014-09-26,68.15
2014-09-29,68.6
2014-09-30,68.85
2014-10-01,66.85
2014-10-07,65.55
2014-10-08,65.05
2014-10-09,67.25
2014-10-10,68.45
2014-10-13,69.6
2014-10-14,69.0
2014-10-16,70.6
2014-10-17,67.9
2014-10-20,68.5
2014-10-21,68.75
2014-10-22,68.25
2014-10-23,68.65
2014-10-27,72.9
2014-10-28,70.65
2014-10-29,84.7
2014-10-30,84.25
2014-10-31,83.85
2014-11-03,100.35
2014-11-05,85.2
2014-11-07,87.7
2014-11-10,84.4
2014-11-11,83.65
2014-11-12,85.95
2014-11-13,84.85
2014-11-14,84.05
2014-11-17,83.75
2014-11-18,83.2
2014-11-19,81.0
2014-11-20,79.4
2014-11-21,83.55
2014-11-24,84.0
2014-11-25,93.0
2014-11-26,85.4
2014-11-27,86.25
2014-11-28,85.05
2014-12-01,83.1
2014-12-02,81.9
2014-12-03,83.55
2014-12-04,85.35
2014-12-05,82.75
2014-12-08,81.15
2014-12-09,79.75
2014-12-10,80.05
2014-12-11,78.2
2014-12-12,76.0
2014-12-15,74.45
2014-12-16,69.8
2014-12-17,68.65
2014-12-18,70.6
2014-12-19,68.8
2014-12-22,69.0
2014-12-23,69.15
2014-12-24,68.65
2014-12-26,68.5
2014-12-29,68.7
2014-12-30,69.4
2014-12-31,70.5
