Date,VMART
2014-01-01,237.9
2014-01-02,231.45
2014-01-03,233.55
2014-01-06,228.5
2014-01-07,235.0
2014-01-08,238.0
2014-01-09,240.85
2014-01-10,240.2
2014-01-13,235.45
2014-01-14,238.0
2014-01-15,241.8
2014-01-16,243.0
2014-01-17,240.5
2014-01-20,241.55
2014-01-21,242.75
2014-01-22,242.35
2014-01-23,245.05
2014-01-24,254.95
2014-01-27,255.45
2014-01-28,255.25
2014-01-29,258.2
2014-01-30,255.0
2014-01-31,254.6
2014-02-03,257.0
2014-02-04,255.0
2014-02-05,257.4
2014-02-06,262.3
2014-02-07,265.9
2014-02-10,275.1
2014-02-11,285.75
2014-02-12,289.95
2014-02-13,276.55
2014-02-14,278.15
2014-02-17,279.15
2014-02-18,282.7
2014-02-19,278.9
2014-02-20,275.2
2014-02-21,274.95
2014-02-24,271.1
2014-02-25,266.0
2014-02-26,255.85
2014-02-28,258.85
2014-03-03,261.15
2014-03-04,264.1
2014-03-05,271.75
2014-03-06,280.8
2014-03-07,280.0
2014-03-10,280.05
2014-03-11,273.65
2014-03-12,266.05
2014-03-13,271.9
2014-03-14,273.9
2014-03-18,283.65
2014-03-19,284.4
2014-03-20,280.65
2014-03-21,276.9
2014-03-22,273.05
2014-03-24,277.15
2014-03-25,277.0
2014-03-26,275.35
2014-03-27,272.3
2014-03-28,268.9
2014-03-31,286.1
2014-04-01,290.4
2014-04-02,288.35
2014-04-03,282.95
2014-04-04,283.4
2014-04-07,286.15
2014-04-09,284.25
2014-04-10,297.3
2014-04-11,314.95
2014-04-15,303.95
2014-04-16,294.8
2014-04-17,325.95
2014-04-21,326.65
2014-04-22,324.85
2014-04-23,342.7
2014-04-25,338.4
2014-04-28,339.85
2014-04-29,318.2
2014-04-30,319.4
2014-05-02,326.65
2014-05-05,324.4
2014-05-06,329.8
2014-05-07,322.6
2014-05-08,312.3
2014-05-09,310.35
2014-05-12,300.05
2014-05-13,300.05
2014-05-14,310.3
2014-05-15,316.65
2014-05-16,309.25
2014-05-19,304.9
2014-05-20,310.35
2014-05-21,319.35
2014-05-22,314.65
2014-05-23,320.5
2014-05-26,306.1
2014-05-27,310.0
2014-05-28,304.45
2014-05-29,304.9
2014-05-30,311.65
2014-06-02,303.3
2014-06-03,306.7
2014-06-04,305.85
2014-06-05,305.05
2014-06-06,305.3
2014-06-09,306.25
2014-06-10,315.7
2014-06-11,313.8
2014-06-12,308.95
2014-06-13,304.8
2014-06-16,301.9
2014-06-17,304.5
2014-06-18,303.7
2014-06-19,304.9
2014-06-20,307.4
2014-06-23,341.15
2014-06-24,347.4
2014-06-25,340.4
2014-06-26,337.45
2014-06-27,338.9
2014-06-30,368.8
2014-07-01,384.95
2014-07-02,386.2
2014-07-03,389.75
2014-07-04,378.65
2014-07-07,370.55
2014-07-08,360.45
2014-07-09,350.65
2014-07-10,358.9
2014-07-11,344.25
2014-07-14,348.3
2014-07-15,367.65
2014-07-16,368.85
2014-07-17,365.3
2014-07-18,368.55
2014-07-21,380.45
2014-07-22,373.95
2014-07-23,364.95
2014-07-24,354.2
2014-07-25,353.9
2014-07-28,364.85
2014-07-30,360.85
2014-07-31,359.3
2014-08-01,359.45
2014-08-04,355.95
2014-08-05,359.45
2014-08-06,364.6
2014-08-07,367.9
2014-08-08,369.75
2014-08-11,362.3
2014-08-12,374.4
2014-08-13,368.9
2014-08-14,368.45
2014-08-18,372.55
2014-08-19,389.1
2014-08-20,386.95
2014-08-21,391.9
2014-08-22,384.35
2014-08-25,427.0
2014-08-26,425.0
2014-08-27,427.9
2014-08-28,457.0
2014-09-01,495.4
2014-09-02,521.75
2014-09-03,497.0
2014-09-04,485.15
2014-09-05,540.15
2014-09-08,573.1
2014-09-09,557.8
2014-09-10,573.05
2014-09-11,563.8
2014-09-12,571.85
2014-09-15,576.65
2014-09-16,543.4
2014-09-17,532.1
2014-09-18,539.95
2014-09-19,533.7
2014-09-22,529.5
2014-09-23,511.05
2014-09-24,510.15
2014-09-25,502.1
2014-09-26,512.5
2014-09-29,532.9
2014-09-30,534.8
2014-10-01,537.85
2014-10-07,535.05
2014-10-08,590.65
2014-10-09,579.55
2014-10-10,586.2
2014-10-13,598.75
2014-10-14,589.05
2014-10-16,558.65
2014-10-17,559.3
2014-10-20,551.6
2014-10-21,544.75
2014-10-22,576.65
2014-10-23,576.85
2014-10-27,570.35
2014-10-28,576.15
2014-10-29,575.75
2014-10-30,584.65
2014-10-31,547.45
2014-11-03,539.95
2014-11-05,532.1
2014-11-07,527.0
2014-11-10,539.5
2014-11-11,532.95
2014-11-12,529.75
2014-11-13,536.65
2014-11-14,543.85
2014-11-17,542.85
2014-11-18,540.1
2014-11-19,538.95
2014-11-20,539.3
2014-11-21,535.2
2014-11-24,539.05
2014-11-25,538.55
2014-11-26,537.8
2014-11-27,531.1
2014-11-28,528.9
2014-12-01,524.35
2014-12-02,517.7
2014-12-03,518.95
2014-12-04,536.25
2014-12-05,531.5
2014-12-08,522.3
2014-12-09,504.8
2014-12-10,533.3
2014-12-11,533.35
2014-12-12,551.2
2014-12-15,532.0
2014-12-16,515.15
2014-12-17,535.0
2014-12-18,524.05
2014-12-19,542.3
2014-12-22,539.0
2014-12-23,530.6
2014-12-24,526.85
2014-12-26,530.3
2014-12-29,542.0
2014-12-30,535.3
2014-12-31,535.85
