Date,IPCALAB
2014-01-01,721.8
2014-01-02,728.8
2014-01-03,700.6
2014-01-06,721.35
2014-01-07,724.3
2014-01-08,744.95
2014-01-09,762.2
2014-01-10,760.9
2014-01-13,763.4
2014-01-14,757.65
2014-01-15,757.8
2014-01-16,763.1
2014-01-17,756.65
2014-01-20,775.4
2014-01-21,764.65
2014-01-22,758.55
2014-01-23,757.75
2014-01-24,764.9
2014-01-27,767.75
2014-01-28,796.45
2014-01-29,813.85
2014-01-30,826.8
2014-01-31,829.05
2014-02-03,826.8
2014-02-04,821.9
2014-02-05,816.75
2014-02-06,799.4
2014-02-07,814.5
2014-02-10,802.4
2014-02-11,805.1
2014-02-12,803.65
2014-02-13,804.9
2014-02-14,824.3
2014-02-17,825.65
2014-02-18,830.45
2014-02-19,838.4
2014-02-20,845.85
2014-02-21,886.35
2014-02-24,885.1
2014-02-25,879.2
2014-02-26,885.95
2014-02-28,886.8
2014-03-03,895.5
2014-03-04,893.7
2014-03-05,877.5
2014-03-06,856.75
2014-03-07,827.7
2014-03-10,820.9
2014-03-11,839.2
2014-03-12,819.0
2014-03-13,835.6
2014-03-14,818.15
2014-03-18,815.6
2014-03-19,822.0
2014-03-20,828.05
2014-03-21,858.35
2014-03-22,860.1
2014-03-24,841.05
2014-03-25,837.7
2014-03-26,820.55
2014-03-27,828.2
2014-03-28,834.95
2014-03-31,844.85
2014-04-01,826.85
2014-04-02,844.2
2014-04-03,834.2
2014-04-04,831.95
2014-04-07,829.95
2014-04-09,819.55
2014-04-10,818.55
2014-04-11,813.65
2014-04-15,808.7
2014-04-16,786.05
2014-04-17,791.9
2014-04-21,794.8
2014-04-22,798.4
2014-04-23,819.8
2014-04-25,816.95
2014-04-28,819.05
2014-04-29,825.25
2014-04-30,836.0
2014-05-02,836.9
2014-05-05,839.25
2014-05-06,840.85
2014-05-07,839.35
2014-05-08,835.15
2014-05-09,830.8
2014-05-12,822.05
2014-05-13,811.9
2014-05-14,814.8
2014-05-15,801.85
2014-05-16,786.9
2014-05-19,734.85
2014-05-20,760.55
2014-05-21,781.15
2014-05-22,804.2
2014-05-23,772.2
2014-05-26,769.85
2014-05-27,782.9
2014-05-28,785.25
2014-05-29,774.95
2014-05-30,788.6
2014-06-02,788.95
2014-06-03,799.8
2014-06-04,797.7
2014-06-05,809.6
2014-06-06,814.85
2014-06-09,807.45
2014-06-10,835.95
2014-06-11,828.05
2014-06-12,833.6
2014-06-13,827.85
2014-06-16,853.85
2014-06-17,845.15
2014-06-18,836.0
2014-06-19,825.75
2014-06-20,825.1
2014-06-23,836.6
2014-06-24,827.65
2014-06-25,825.65
2014-06-26,837.15
2014-06-27,864.5
2014-06-30,877.85
2014-07-01,866.75
2014-07-02,878.8
2014-07-03,870.2
2014-07-04,880.9
2014-07-07,883.6
2014-07-08,881.05
2014-07-09,864.05
2014-07-10,859.6
2014-07-11,849.05
2014-07-14,844.55
2014-07-15,847.0
2014-07-16,855.75
2014-07-17,859.7
2014-07-18,851.9
2014-07-21,858.45
2014-07-22,849.55
2014-07-23,837.85
2014-07-24,726.8
2014-07-25,719.15
2014-07-28,701.7
2014-07-30,715.25
2014-07-31,706.45
2014-08-01,724.8
2014-08-04,720.6
2014-08-05,725.75
2014-08-06,723.45
2014-08-07,724.5
2014-08-08,692.4
2014-08-11,699.7
2014-08-12,718.25
2014-08-13,715.2
2014-08-14,714.6
2014-08-18,728.45
2014-08-19,729.8
2014-08-20,738.55
2014-08-21,746.55
2014-08-22,741.75
2014-08-25,731.7
2014-08-26,729.5
2014-08-27,755.45
2014-08-28,746.2
2014-09-01,754.05
2014-09-02,762.9
2014-09-03,768.7
2014-09-04,760.95
2014-09-05,789.3
2014-09-08,802.85
2014-09-09,801.7
2014-09-10,796.55
2014-09-11,823.15
2014-09-12,819.7
2014-09-15,800.8
2014-09-16,774.8
2014-09-17,779.35
2014-09-18,779.25
2014-09-19,781.25
2014-09-22,788.15
2014-09-23,772.55
2014-09-24,749.95
2014-09-25,743.3
2014-09-26,753.75
2014-09-29,779.05
2014-09-30,791.95
2014-10-01,783.7
2014-10-07,750.5
2014-10-08,738.55
2014-10-09,744.8
2014-10-10,746.9
2014-10-13,734.75
2014-10-14,714.4
2014-10-16,683.8
2014-10-17,686.35
2014-10-20,682.3
2014-10-21,684.85
2014-10-22,701.05
2014-10-23,728.95
2014-10-27,732.45
2014-10-28,744.25
2014-10-29,732.35
2014-10-30,731.1
2014-10-31,731.3
2014-11-03,747.0
2014-11-05,669.1
2014-11-07,661.35
2014-11-10,637.3
2014-11-11,669.25
2014-11-12,659.1
2014-11-13,669.65
2014-11-14,684.2
2014-11-17,675.9
2014-11-18,671.8
2014-11-19,674.1
2014-11-20,671.35
2014-11-21,666.75
2014-11-24,657.9
2014-11-25,660.65
2014-11-26,673.0
2014-11-27,678.6
2014-11-28,684.25
2014-12-01,686.4
2014-12-02,695.05
2014-12-03,721.5
2014-12-04,723.75
2014-12-05,727.1
2014-12-08,726.35
2014-12-09,711.35
2014-12-10,712.25
2014-12-11,726.25
2014-12-12,738.4
2014-12-15,727.55
2014-12-16,726.15
2014-12-17,714.55
2014-12-18,706.25
2014-12-19,709.9
2014-12-22,709.95
2014-12-23,717.9
2014-12-24,719.0
2014-12-26,735.6
2014-12-29,740.25
2014-12-30,733.35
2014-12-31,731.35
