Date,IVZINGOLD
2014-01-01,2796.35
2014-01-02,2791.0
2014-01-03,2869.8
2014-01-06,2830.0
2014-01-07,2830.0
2014-01-08,2815.0
2014-01-09,2830.0
2014-01-10,2835.0
2014-01-13,2830.0
2014-01-14,2801.05
2014-01-15,2819.45
2014-01-16,2806.05
2014-01-17,2830.0
2014-01-20,2854.25
2014-01-21,2821.0
2014-01-22,2811.05
2014-01-23,2809.65
2014-01-24,2842.0
2014-01-27,2872.3
2014-01-28,2830.0
2014-01-29,2870.3
2014-01-30,2832.35
2014-01-31,2833.0
2014-02-03,2827.25
2014-02-04,2848.75
2014-02-05,2859.95
2014-02-06,2840.1
2014-02-07,2830.0
2014-02-10,2873.0
2014-02-11,2889.95
2014-02-12,2867.1
2014-02-13,2870.0
2014-02-14,2885.0
2014-02-17,2906.65
2014-02-18,2927.0
2014-02-19,2935.0
2014-02-20,2907.0
2014-02-21,2910.0
2014-02-24,2937.2
2014-02-25,2930.0
2014-02-26,2932.5
2014-02-28,2922.8
2014-03-03,2932.35
2014-03-04,2936.6
2014-03-05,2914.9
2014-03-06,2892.95
2014-03-07,2920.8
2014-03-10,2872.45
2014-03-11,2874.95
2014-03-12,2892.5
2014-03-13,2882.5
2014-03-14,2890.0
2014-03-18,2880.0
2014-03-19,2862.0
2014-03-20,2835.0
2014-03-21,2812.3
2014-03-22,2889.95
2014-03-24,2807.75
2014-03-25,2792.0
2014-03-26,2764.95
2014-03-27,2730.7
2014-03-28,2745.0
2014-03-31,2774.5
2014-04-01,2761.0
2014-04-02,2712.2
2014-04-03,2733.85
2014-04-04,2744.0
2014-04-07,2743.9
2014-04-09,2759.0
2014-04-10,2785.0
2014-04-11,2772.45
2014-04-15,2810.0
2014-04-16,2813.45
2014-04-17,2825.0
2014-04-21,2830.0
2014-04-22,2830.0
2014-04-23,2860.0
2014-04-25,2867.45
2014-04-28,2880.0
2014-04-29,2855.1
2014-04-30,2860.0
2014-05-02,2893.0
2014-05-05,2885.0
2014-05-06,2861.0
2014-05-07,2865.0
2014-05-08,2874.9
2014-05-09,2840.0
2014-05-12,2830.0
2014-05-13,2791.35
2014-05-14,2800.0
2014-05-15,2800.05
2014-05-16,2750.6
2014-05-19,2725.0
2014-05-20,2728.45
2014-05-21,2700.0
2014-05-22,2614.0
2014-05-23,2693.0
2014-05-26,2600.05
2014-05-27,2578.9
2014-05-28,2580.0
2014-05-29,2538.05
2014-05-30,2531.8
2014-06-02,2506.0
2014-06-03,2515.05
2014-06-04,2530.0
2014-06-05,2500.7
2014-06-06,2492.6
2014-06-09,2496.0
2014-06-10,2525.0
2014-06-11,2569.0
2014-06-12,2565.3
2014-06-13,2635.0
2014-06-16,2691.65
2014-06-17,2636.45
2014-06-18,2601.0
2014-06-19,2646.7
2014-06-20,2674.45
2014-06-23,2680.05
2014-06-24,2689.35
2014-06-25,2665.05
2014-06-26,2698.0
2014-06-27,2663.05
2014-06-30,2675.0
2014-07-01,2682.85
2014-07-02,2679.95
2014-07-03,2663.5
2014-07-04,2641.7
2014-07-07,2648.6
2014-07-08,2679.65
2014-07-09,2645.35
2014-07-10,2705.75
2014-07-11,2691.6
2014-07-14,2670.15
2014-07-15,2658.55
2014-07-16,2670.0
2014-07-17,2670.0
2014-07-18,2690.0
2014-07-21,2675.0
2014-07-22,2695.0
2014-07-23,2653.35
2014-07-24,2690.0
2014-07-25,2626.85
2014-07-28,2636.65
2014-07-30,2621.75
2014-07-31,2659.0
2014-08-01,2632.0
2014-08-04,2769.75
2014-08-05,2700.0
2014-08-06,2664.75
2014-08-07,2700.0
2014-08-08,2702.9
2014-08-11,2700.0
2014-08-12,2695.05
2014-08-13,2684.45
2014-08-14,2685.1
2014-08-18,2695.0
2014-08-19,2681.05
2014-08-20,2674.0
2014-08-21,2660.0
2014-08-22,2637.1
2014-08-25,2625.0
2014-08-26,2663.75
2014-08-27,2640.0
2014-08-28,2629.65
2014-09-01,2654.95
2014-09-02,2642.95
2014-09-03,2625.0
2014-09-04,2620.0
2014-09-05,2610.0
2014-09-08,2601.0
2014-09-09,2590.4
2014-09-10,2587.0
2014-09-11,2580.0
2014-09-12,2565.35
2014-09-15,2579.0
2014-09-16,2565.65
2014-09-17,2569.5
2014-09-18,2531.25
2014-09-19,2548.65
2014-09-22,2545.0
2014-09-23,2560.85
2014-09-24,2545.0
2014-09-25,2520.0
2014-09-26,2570.95
2014-09-29,2599.0
2014-09-30,2589.0
2014-10-01,2590.0
2014-10-07,2548.5
2014-10-08,2560.35
2014-10-09,2550.0
2014-10-10,2560.0
2014-10-13,2580.0
2014-10-14,2590.0
2014-10-16,2608.7
2014-10-17,2600.0
2014-10-20,2582.0
2014-10-21,2644.05
2014-10-22,2583.0
2014-10-23,2650.0
2014-10-27,2579.35
2014-10-28,2561.0
2014-10-29,2565.0
2014-10-30,2534.65
2014-10-31,2498.85
2014-11-03,2510.0
2014-11-05,2455.45
2014-11-07,2454.8
2014-11-10,2461.65
2014-11-11,2486.9
2014-11-12,2460.0
2014-11-13,2485.55
2014-11-14,2435.25
2014-11-17,2500.0
2014-11-18,2509.9
2014-11-19,2529.0
2014-11-20,2498.3
2014-11-21,2485.0
2014-11-24,2514.0
2014-11-25,2513.95
2014-11-26,2510.0
2014-11-27,2515.0
2014-11-28,2510.0
2014-12-01,2468.3
2014-12-02,2469.6
2014-12-03,2498.0
2014-12-04,2480.0
2014-12-05,2499.0
2014-12-08,2500.0
2014-12-09,2501.0
2014-12-10,2560.0
2014-12-11,2528.0
2014-12-12,2551.0
2014-12-15,2514.95
2014-12-16,2540.0
2014-12-17,2545.0
2014-12-18,2574.4
2014-12-19,2535.0
2014-12-22,2517.0
2014-12-23,2515.0
2014-12-24,2509.6
2014-12-26,2510.0
2014-12-29,2510.2
2014-12-30,2582.55
2014-12-31,2530.0
