Date,TATASPONGE
2014-01-01,303.95
2014-01-02,297.4
2014-01-03,298.5
2014-01-06,297.55
2014-01-07,299.05
2014-01-08,304.15
2014-01-09,301.3
2014-01-10,298.2
2014-01-13,296.2
2014-01-14,302.65
2014-01-15,312.0
2014-01-16,303.4
2014-01-17,297.9
2014-01-20,310.25
2014-01-21,319.15
2014-01-22,350.3
2014-01-23,405.2
2014-01-24,380.45
2014-01-27,370.9
2014-01-28,351.5
2014-01-29,355.65
2014-01-30,347.6
2014-01-31,364.55
2014-02-03,357.5
2014-02-04,353.1
2014-02-05,369.3
2014-02-06,366.45
2014-02-07,368.3
2014-02-10,364.7
2014-02-11,372.2
2014-02-12,364.85
2014-02-13,353.15
2014-02-14,355.95
2014-02-17,356.15
2014-02-18,357.45
2014-02-19,376.5
2014-02-20,418.9
2014-02-21,412.9
2014-02-24,415.45
2014-02-25,432.05
2014-02-26,429.55
2014-02-28,435.45
2014-03-03,476.6
2014-03-04,505.3
2014-03-05,507.35
2014-03-06,478.5
2014-03-07,453.45
2014-03-10,489.5
2014-03-11,473.2
2014-03-12,477.1
2014-03-13,458.15
2014-03-14,461.4
2014-03-18,461.35
2014-03-19,474.75
2014-03-20,473.9
2014-03-21,483.8
2014-03-22,476.8
2014-03-24,480.4
2014-03-25,474.1
2014-03-26,473.15
2014-03-27,474.35
2014-03-28,485.4
2014-03-31,508.05
2014-04-01,512.6
2014-04-02,516.95
2014-04-03,509.9
2014-04-04,513.35
2014-04-07,519.85
2014-04-09,514.75
2014-04-10,505.35
2014-04-11,498.05
2014-04-15,483.6
2014-04-16,477.65
2014-04-17,487.5
2014-04-21,484.2
2014-04-22,479.35
2014-04-23,477.05
2014-04-25,477.85
2014-04-28,479.35
2014-04-29,575.2
2014-04-30,567.9
2014-05-02,601.8
2014-05-05,602.5
2014-05-06,590.7
2014-05-07,568.7
2014-05-08,560.45
2014-05-09,559.2
2014-05-12,544.45
2014-05-13,560.7
2014-05-14,570.0
2014-05-15,554.35
2014-05-16,545.0
2014-05-19,556.1
2014-05-20,561.8
2014-05-21,570.85
2014-05-22,582.9
2014-05-23,584.4
2014-05-26,566.0
2014-05-27,561.6
2014-05-28,571.2
2014-05-29,558.85
2014-05-30,570.5
2014-06-02,571.65
2014-06-03,654.35
2014-06-04,653.1
2014-06-05,642.7
2014-06-06,661.15
2014-06-09,647.35
2014-06-10,651.25
2014-06-11,638.75
2014-06-12,625.65
2014-06-13,593.6
2014-06-16,591.85
2014-06-17,646.4
2014-06-18,628.5
2014-06-19,627.35
2014-06-20,639.0
2014-06-23,635.2
2014-06-24,631.35
2014-06-25,641.1
2014-06-26,646.4
2014-06-27,643.55
2014-06-30,654.4
2014-07-01,701.2
2014-07-02,687.85
2014-07-03,687.45
2014-07-04,670.5
2014-07-07,671.3
2014-07-08,633.0
2014-07-09,612.2
2014-07-10,621.15
2014-07-11,618.25
2014-07-14,640.1
2014-07-15,692.8
2014-07-16,709.4
2014-07-17,803.2
2014-07-18,840.65
2014-07-21,854.7
2014-07-22,857.6
2014-07-23,851.6
2014-07-24,1021.9
2014-07-25,1102.6
2014-07-28,1055.4
2014-07-30,958.5
2014-07-31,887.85
2014-08-01,883.7
2014-08-04,899.15
2014-08-05,904.05
2014-08-06,876.75
2014-08-07,896.65
2014-08-08,852.4
2014-08-11,873.9
2014-08-12,876.95
2014-08-13,843.45
2014-08-14,840.35
2014-08-18,857.4
2014-08-19,852.45
2014-08-20,850.0
2014-08-21,855.85
2014-08-22,849.8
2014-08-25,868.85
2014-08-26,861.7
2014-08-27,867.85
2014-08-28,847.25
2014-09-01,856.6
2014-09-02,864.65
2014-09-03,870.95
2014-09-04,855.3
2014-09-05,881.2
2014-09-08,942.75
2014-09-09,934.75
2014-09-10,928.85
2014-09-11,925.85
2014-09-12,926.25
2014-09-15,905.75
2014-09-16,853.6
2014-09-17,848.55
2014-09-18,867.7
2014-09-19,994.6
2014-09-22,964.7
2014-09-23,934.6
2014-09-24,875.5
2014-09-25,849.3
2014-09-26,782.4
2014-09-29,802.65
2014-09-30,885.45
2014-10-01,892.7
2014-10-07,844.5
2014-10-08,872.7
2014-10-09,884.95
2014-10-10,863.7
2014-10-13,884.25
2014-10-14,908.2
2014-10-16,838.85
2014-10-17,820.35
2014-10-20,764.15
2014-10-21,762.25
2014-10-22,751.6
2014-10-23,767.75
2014-10-27,727.75
2014-10-28,708.8
2014-10-29,709.25
2014-10-30,715.4
2014-10-31,715.55
2014-11-03,718.25
2014-11-05,714.55
2014-11-07,690.7
2014-11-10,679.5
2014-11-11,706.9
2014-11-12,697.8
2014-11-13,684.1
2014-11-14,686.3
2014-11-17,693.05
2014-11-18,692.2
2014-11-19,707.55
2014-11-20,706.85
2014-11-21,688.8
2014-11-24,694.45
2014-11-25,666.75
2014-11-26,665.6
2014-11-27,671.75
2014-11-28,663.5
2014-12-01,642.6
2014-12-02,636.1
2014-12-03,651.65
2014-12-04,660.7
2014-12-05,647.4
2014-12-08,639.7
2014-12-09,623.6
2014-12-10,614.9
2014-12-11,584.85
2014-12-12,653.75
2014-12-15,648.15
2014-12-16,610.75
2014-12-17,598.05
2014-12-18,639.15
2014-12-19,620.2
2014-12-22,624.85
2014-12-23,616.1
2014-12-24,662.15
2014-12-26,679.15
2014-12-29,696.65
2014-12-30,682.9
2014-12-31,686.25
