Symbol,Rm-Rf %,SMB %,Adj-r_sq,const,high-low
IMFA,0.001,,0.0616,0.7482,0.2228
KECL,0.0,,0.17,0.5934,0.3514
CAPF,0.0,,0.3564,0.3658,0.7629
OFSS,0.0,,0.0714,0.3783,0.8513
GENUSPOWER,0.0,,0.0689,0.2635,0.882
DENABANK,0.0,,0.1084,0.1319,0.3566
SUNFLAG,0.0,,0.1864,0.3118,0.4884
TPLPLASTEH,0.0014,,0.0391,0.621,0.9913
PBAINFRA,0.0,,0.0817,0.9761,0.9464
NUCLEUS,0.0429,,0.0086,0.0712,0.4833
GPPL,0.0001,,0.0942,0.6228,0.1065
SMLISUZU,0.0,,0.096,0.1917,0.4482
STCINDIA,0.0,,0.1468,0.6854,0.0387
SOMICONVEY,0.0013,,0.0457,0.7983,0.6536
JSWENERGY,0.0,,0.1846,0.7525,0.3637
GULFOILLUB,0.0687,,0.0079,0.1233,0.1604
DELTACORP,0.0,,0.1997,0.2655,0.5555
JOCIL,0.0077,,0.0222,0.8392,0.6737
KAVVERITEL,0.0374,,0.0107,0.6958,0.7867
ALKEM,0.0011,,0.0407,0.3181,0.9253
MOREPENLAB,0.0,,0.0771,0.4256,0.044
APLAPOLLO,0.0,,0.0885,0.0337,0.9677
VIKASECO,0.0,,0.1001,0.2658,0.8156
HEROMOTOCO,0.0,,0.1928,0.8396,0.0034
ARVIND,0.0,,0.2529,0.8631,0.4222
IRB,0.0,,0.3181,0.3677,0.8886
SHARDAMOTR,0.0016,,0.0654,0.1363,0.1102
DCMSHRIRAM,0.0,,0.0904,0.0368,0.3763
FAIRCHEM,0.004,,0.0324,0.8009,0.8703
MARALOVER,0.0,,0.0893,0.4072,0.4008
OCL,0.0,,0.1638,0.087,0.1056
M&M,0.054,,0.0071,0.542,0.4101
HSCL,0.0,,0.0983,0.0081,0.3431
HILTON,0.0023,,0.0297,0.2882,0.276
CHENNPETRO,0.0,,0.1341,0.6317,0.2031
PANORAMUNI,0.0125,,0.0234,0.9486,0.8153
HDFCMFGETF,0.1101,,0.0118,0.1505,0.4011
UBL,0.0,,0.079,0.4175,0.7544
INEOSSTYRO,0.0,,0.1114,0.2884,0.9047
BAJAJHIND,0.0,,0.137,0.4929,0.529
CORDSCABLE,0.0001,,0.0766,0.3792,0.6805
CANFINHOME,0.7834,,0.0009,0.5336,0.2097
INFY,0.0007,,0.0415,0.9774,0.6505
SARDAEN,0.0,,0.1744,0.3025,0.0006
NIITTECH,0.0005,,0.053,0.2962,0.6789
ZUARIGLOB,0.0,,0.0912,0.1508,0.1795
DHFL,0.0,,0.3211,0.1419,0.5879
IVZINGOLD,0.0736,,0.0067,0.3912,0.8618
MMTC,0.0,,0.1297,0.8483,0.1472
HCC,0.0,,0.3219,0.1539,0.1381
NATHBIOGEN,0.0,,0.0846,0.1313,0.5486
AROGRANITE,0.0003,,0.052,0.784,0.9761
RAIN,0.0,,0.1173,0.0036,0.7164
ORISSAMINE,0.0,,0.1057,0.373,0.0303
MINDTECK,0.0,,0.1218,0.3273,0.0179
CTE,0.0975,,0.0067,0.518,0.7905
RPGLIFE,0.0002,,0.0535,0.6975,0.8857
LAMBODHARA,0.0,,0.0783,0.7195,0.7475
CONCOR,0.0018,,0.0715,0.9214,0.0556
SHRIRAMCIT,0.0008,,0.0751,0.9112,0.0852
DALMIABHA,0.0,,0.2107,0.0413,0.0283
INDSWFTLAB,0.0003,,0.0447,0.2005,0.1542
LAKSHMIEFL,0.0,,0.098,0.0992,0.9568
JCHAC,0.0003,,0.0536,0.0969,0.8453
GLAXO,0.0004,,0.0476,0.422,0.844
KALPATPOWR,0.0,,0.1169,0.1044,0.473
BRFL,0.0025,,0.0332,0.6109,0.8713
ACCELYA,0.0823,,0.005,0.9888,0.8189
JINDRILL,0.0,,0.0958,0.648,0.7082
TATACOMM,0.0,,0.221,0.4786,0.261
AHLUCONT,0.0124,,0.0252,0.3157,0.6987
DBL,0.0,,0.1252,0.0046,0.8887
CEBBCO,0.0017,,0.0371,0.8097,0.3827
SALZERELEC,0.0043,,0.046,0.528,0.2583
GODREJIND,0.0,,0.2845,0.848,0.1357
TATAMOTORS,0.0,,0.284,0.0879,0.1646
FELDVR,0.0021,,0.0546,0.1275,0.2171
DAMODARIND,0.0001,,0.0898,0.6312,0.1693
PLASTIBLEN,0.2545,,-0.0022,0.4881,0.9561
M50,0.0,,0.0746,0.1789,0.5355
BANSWRAS,0.0001,,0.0529,0.7443,0.5206
ALBK,0.0,,0.3289,0.4066,0.1093
AUTOAXLES,0.0773,,0.0186,0.0146,0.2777
BYKE,0.0001,,0.063,0.8437,0.7788
ROLTA,0.0,,0.1897,0.2685,0.4814
GUFICBIO,0.0003,,0.0437,0.1083,0.235
AKZOINDIA,0.0004,,0.0749,0.48,0.1543
LUXIND,0.0192,,0.0154,0.0289,0.7128
SOMANYCERA,0.0,,0.1247,0.0929,0.8446
ASHAPURMIN,0.0,,0.086,0.7164,0.5212
PONNIERODE,0.0002,,0.0617,0.2312,0.7116
NIPPOBATRY,0.0,,0.1121,0.226,0.1792
APLLTD,0.0616,,0.0117,0.5377,0.6892
JAIBALAJI,0.0001,,0.0725,0.6371,0.6043
WINDMACHIN,0.0798,,0.0117,0.1732,0.5437
HGS,0.0013,,0.0368,0.1862,0.6943
RAMANEWS,0.0,,0.1015,0.3646,0.3717
NMDC,0.0,,0.3251,0.2182,0.2476
KICL,0.0,,0.0736,0.0544,0.6535
VIPULLTD,0.0001,,0.0749,0.9459,0.5884
ESCORTS,0.0,,0.2518,0.0953,0.1159
HSIL,0.0,,0.0963,0.2331,0.5201
ARIES,0.0,,0.1239,0.9252,0.7212
ZENSARTECH,0.1704,,-0.0003,0.9168,0.726
HDFCNIFETF,0.0,,0.5158,0.0761,0.6835
KPRMILL,0.0024,,0.0456,0.3867,0.4193
SHIRPUR-G,0.0008,,0.0397,0.2848,0.6576
PANAMAPET,0.0029,,0.028,0.1116,0.2164
HINDUNILVR,0.0,,0.0994,0.0118,0.2342
PRECOT,0.0684,,0.0189,0.7389,0.3221
JYOTHYLAB,0.0187,,0.0483,0.9923,0.059
LICNETFGSC,0.0962,,0.0064,0.8952,0.1784
REDINGTON,0.0039,,0.0381,0.1017,0.5525
SICAL,0.0,,0.1192,0.9902,0.7263
UNIENTER,0.0,,0.0978,0.5921,0.4127
AVANTIFEED,0.0,,0.0857,0.0026,0.5169
WELCORP,0.0,,0.1729,0.5048,0.1218
MFSL,0.0001,,0.0815,0.7312,0.1872
VIJAYABANK,0.0,,0.1243,0.773,0.2655
USHAMART,0.0,,0.1613,0.9255,0.2088
YESBANK,0.0312,,0.0275,0.3064,0.2639
CHROMATIC,0.0258,,0.0162,0.9394,0.7703
JISLDVREQS,0.0,,0.2385,0.7867,0.205
HINDALCO,0.0,,0.306,0.5599,0.2838
JMA,0.0325,,0.0111,0.3862,0.2774
GSKCONS,0.0108,,0.0197,0.1198,0.6968
HINDOILEXP,0.0,,0.1248,0.3183,0.6453
TAJGVK,0.0062,,0.06,0.4869,0.0541
BHAGERIA,0.0,,0.1122,0.2292,0.8717
TTKHLTCARE,0.6135,,-0.0071,0.9479,0.8668
FCL,0.0,,0.1007,0.1493,0.1726
BIRLACORPN,0.0002,,0.0512,0.0549,0.5442
HISARMETAL,0.0421,,0.0132,0.0488,0.9942
JINDALSTEL,0.0,,0.3449,0.1696,0.2464
SUNDRMBRAK,0.0001,,0.0595,0.5337,0.5949
CUPID,0.0,,0.0887,0.6373,0.6697
CARERATING,0.0,,0.0866,0.6054,0.749
PATELENG,0.0,,0.2894,0.1487,0.6979
AIFL,0.7537,,-0.0058,0.3964,0.5983
LAKPRE,0.001,,0.0432,0.873,0.9441
MGL,0.0,,0.1721,0.7204,0.1163
TCI,0.0,,0.1605,0.2521,0.4542
PENIND,0.0,,0.1801,0.5831,0.1032
LSIL,0.8056,,-0.0008,0.7213,0.2496
SINTEX,0.0034,,0.0267,0.5624,0.2122
ONGC,0.0,,0.1155,0.609,0.6993
INDORAMA,0.0,,0.1126,0.8601,0.5592
IDBI,0.0,,0.2686,0.1195,0.0705
DSSL,0.0262,,0.0147,0.0354,0.8676
VINATIORGA,0.0,,0.1165,0.3405,0.262
HATHWAY,0.008,,0.0213,0.8866,0.5772
ASHIMASYN,0.0,,0.1544,0.3593,0.072
CNOVAPETRO,0.0006,,0.0406,0.4584,0.5008
BSL,0.0,,0.0717,0.708,0.8097
JINDWORLD,0.0403,,0.0299,0.1749,0.1686
RUPA,0.0001,,0.0611,0.3544,0.943
REFEX,0.0058,,0.0327,0.6516,0.6395
MOHITIND,0.0148,,0.0318,0.9844,0.3361
ALICON,0.0,,0.106,0.2703,0.449
MANGALAM,0.0,,0.1119,0.5795,0.0055
BHARATFIN,0.0,,0.1952,0.5856,0.0603
PFIZER,0.0539,,0.0127,0.5331,0.696
SHRIRAMEPC,0.0012,,0.0466,0.8252,0.6422
RANASUG,0.0,,0.1249,0.0524,0.5045
INFRABEES,0.0,,0.3953,0.4576,0.1669
SUVEN,0.0,,0.0711,0.9426,0.9031
KARMAENG,0.8209,,-0.0081,0.9578,0.6421
BAYERCROP,0.0,,0.0884,0.9512,0.1191
JAMNAAUTO,0.0174,,0.022,0.7613,0.7124
TNPETRO,0.0,,0.0725,0.1731,0.713
BRIGADE,0.0,,0.1198,0.1233,0.9546
DBCORP,0.8865,,0.0019,0.9973,0.1632
TGBHOTELS,0.0,,0.1687,0.1365,0.9344
NAGREEKCAP,0.596,,-0.0033,0.0019,0.4854
DHAMPURSUG,0.0,,0.1154,0.8792,0.7642
SETFNIFBK,0.0,,0.3787,0.0972,0.4937
RELCONS,0.5182,,0.0053,0.3914,0.1975
PFOCUS,0.0,,0.1112,0.5266,0.7699
COFFEEDAY,0.0,,0.0685,0.4765,0.2653
LOVABLE,0.0,,0.132,0.3539,0.6116
TORNTPOWER,0.0,,0.2064,0.5862,0.5143
ENIL,0.0005,,0.0503,0.5413,0.8622
DHANBANK,0.0,,0.2093,0.7254,0.6246
ELECON,0.0,,0.1711,0.3368,0.0001
SPAL,0.0,,0.1228,0.8658,0.018
PATINTLOG,0.0,,0.1789,0.4483,0.8131
NITESHEST,0.0007,,0.0382,0.6541,0.1734
PEL,0.0,,0.1715,0.2383,0.6218
ANANTRAJ,0.0,,0.3182,0.9708,0.6535
PUNJABCHEM,0.0,,0.1401,0.1497,0.875
IFCI,0.0,,0.2236,0.4257,0.8691
JAYAGROGN,0.0054,,0.0236,0.721,0.207
GMRINFRA,0.0,,0.2618,0.8285,0.7852
TCIDEVELOP,0.0041,,0.0293,0.2878,0.6581
WALCHANNAG,0.0,,0.1055,0.6864,0.5271
PSB,0.0,,0.2033,0.4363,0.1096
SMSPHARMA,0.0,,0.0615,0.8284,0.0366
BALAMINES,0.0,,0.0909,0.3011,0.4302
MUKANDENGG,0.0,,0.1537,0.9365,0.7297
JETAIRWAYS,0.0,,0.1886,0.2115,0.2242
GAIL,0.0001,,0.0729,0.9247,0.5987
GABRIEL,0.0,,0.1075,0.1429,0.1455
SOTL,0.0037,,0.0416,0.1448,0.429
ZENTEC,0.0001,,0.107,0.4981,0.0245
KOTHARIPRO,0.0,,0.1008,0.9127,0.7778
NAVKARCORP,0.0,,0.1071,0.7726,0.6276
SRF,0.0,,0.1766,0.9081,0.0453
PRESSMN,0.0,,0.1553,0.6284,0.2632
ANDHRSUGAR,0.0,,0.1146,0.1033,0.3203
TEXRAIL,0.0,,0.101,0.5872,0.6494
WENDT,0.0,,0.0627,0.1712,0.5899
PRECAM,0.0,,0.0897,0.4613,0.0324
KINGFA,0.0,,0.1265,0.4809,0.0371
BPL,0.0,,0.1381,0.7915,0.0691
ANDHRABANK,0.0,,0.2767,0.5312,0.2295
NRBBEARING,0.0,,0.1169,0.3041,0.1143
RTNPOWER,0.0,,0.096,0.8235,0.134
KAMATHOTEL,0.0,,0.0932,0.0482,0.734
IPAPPM,0.0,,0.1549,0.5886,0.3824
MOTHERSUMI,0.0013,,0.0555,0.9907,0.2915
NIFTYBEES,0.0,,0.8141,0.0055,0.4342
EKC,0.0,,0.1363,0.4354,0.0843
CCL,0.0062,,0.0224,0.6761,0.2647
ATFL,0.021,,0.0256,0.2918,0.4412
GINNIFILA,0.0,,0.104,0.459,0.8608
IGPL,0.0,,0.1322,0.0512,0.4525
LT,0.0009,,0.058,0.5544,0.3216
TEXINFRA,0.0,,0.128,0.6043,0.8451
VTL,0.0242,,0.0172,0.2733,0.0676
IOB,0.0,,0.1632,0.2715,0.4661
COSMOFILMS,0.0,,0.2176,0.5361,0.8164
GITANJALI,0.0,,0.1553,0.6799,0.749
WEIZMANIND,0.0018,,0.0387,0.2413,0.9224
PHILIPCARB,0.0,,0.1404,0.0077,0.7958
RUBYMILLS,0.0,,0.0823,0.7688,0.9416
ADANITRANS,0.0,,0.1047,0.0352,0.6383
JHS,0.0,,0.1009,0.3953,0.375
CERA,0.0001,,0.0628,0.0495,0.8012
CONSOFINVT,0.0084,,0.0258,0.4797,0.887
GSPL,0.0043,,0.0329,0.2058,0.7863
AIAENG,0.0396,,0.0263,0.6907,0.2398
JUBLFOOD,0.0,,0.0936,0.1159,0.2806
CMICABLES,0.0,,0.0665,0.249,0.9029
PRECWIRE,0.0006,,0.0451,0.0896,0.8525
PIDILITIND,0.0,,0.1918,0.2972,0.0873
INOXWIND,0.0006,,0.0502,0.4144,0.7402
CEATLTD,0.0,,0.1277,0.3383,0.0958
JUNIORBEES,0.0,,0.7876,0.0426,0.2238
SYNCOM,0.0,,0.0692,0.828,0.8742
VISAKAIND,0.0,,0.129,0.0711,0.5252
RELIANCE,0.0134,,0.0235,0.9603,0.0336
SADBHAV,0.0,,0.1137,0.295,0.9128
GHCL,0.0,,0.0979,0.8577,0.4488
CARBORUNIV,0.0,,0.143,0.2992,0.4425
TCS,0.0701,,0.0054,0.4371,0.5923
HINDCOMPOS,0.8265,,-0.008,0.4404,0.9866
NAGAFERT,0.0011,,0.0701,0.401,0.1548
MSPL,0.0206,,0.0232,0.3061,0.7533
BEARDSELL,0.9183,,-0.0088,0.5857,0.7007
BPCL,0.0051,,0.0521,0.3888,0.1328
HINDUJAVEN,0.0002,,0.0542,0.3327,0.8595
INDIANB,0.0,,0.2856,0.8002,0.0241
COX&KINGS,0.0,,0.1003,0.3998,0.2379
ULTRACEMCO,0.0,,0.2488,0.9031,0.3301
EIHAHOTELS,0.0017,,0.046,0.6154,0.5225
SHREYAS,0.0037,,0.0261,0.0673,0.2433
M&MFIN,0.0,,0.2517,0.6141,0.0514
EIHOTEL,0.0386,,0.0178,0.151,0.5551
VICEROY,0.0,,0.0932,0.4669,0.9927
FORTIS,0.0,,0.0793,0.485,0.3379
SUDARSCHEM,0.0,,0.1377,0.7272,0.7304
IIFL,0.0,,0.2127,0.0365,0.7638
TANLA,0.0,,0.1227,0.1217,0.5284
OILCOUNTUB,0.0,,0.0977,0.8453,0.2856
SHEMAROO,0.3407,,0.003,0.5303,0.1097
SRHHYPOLTD,0.0002,,0.0632,0.4851,0.682
MARUTI,0.0,,0.2889,0.0117,0.8618
M100,0.0,,0.1706,0.0909,0.1323
THOMASCOOK,0.0047,,0.0848,0.5113,0.0066
MARICO,0.0,,0.1293,0.4441,0.1342
MCDHOLDING,0.0026,,0.0338,0.9545,0.967
UMANGDAIRY,0.0,,0.1232,0.7,0.7797
ASAHIINDIA,0.0,,0.1198,0.121,0.2375
SREINFRA,0.0,,0.1621,0.9946,0.0253
TALWALKARS,0.0,,0.0837,0.6592,0.6179
KANANIIND,0.104,,0.0208,0.3789,0.1675
HTMEDIA,0.0,,0.1067,0.6254,0.2368
