Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const,WML %
HINDZINC,0.0002,0.0029,0.3147,0.3104,0.5999,0.0062
BINANIIND,0.0,0.0099,0.0011,0.2642,0.435,0.0862
SUPREMEIND,0.0001,0.1394,0.6964,0.0721,0.0157,0.621
GICHSGFIN,0.0,0.0403,0.0003,0.3463,0.8472,0.0385
POLARIS,0.0,0.0102,0.0279,0.0723,0.3726,0.1191
MAYURUNIQ,0.0707,0.109,0.3911,0.0057,0.8933,0.9231
HAVELLS,0.0,0.238,0.1826,0.179,0.1512,0.9293
JAYNECOIND,0.0,0.0,0.0001,0.2839,0.4496,0.0997
IDBIGOLD,0.1278,0.5145,0.7364,-0.005,0.88,0.4683
63MOONS,0.011,0.9429,0.8872,0.1074,0.5269,0.0328
TTKPRESTIG,0.0005,0.5313,0.7184,0.0582,0.6009,0.4318
INDIAGLYCO,0.0,0.0005,0.0023,0.2246,0.7924,0.0935
NETWORK18,0.0,0.0066,0.0007,0.4065,0.609,0.4963
BALRAMCHIN,0.0004,0.0102,0.0064,0.1143,0.5413,0.5157
JUBILANT,0.0006,0.0711,0.0366,0.0854,0.8098,0.9474
EASUNREYRL,0.0094,0.6987,0.8258,0.0837,0.5092,0.0738
BBTC,0.0,0.0004,0.0006,0.2791,0.4745,0.692
SUPPETRO,0.0069,0.0727,0.1218,0.1337,0.2811,0.0051
MAHLIFE,0.0,0.0008,0.0556,0.1097,0.5595,0.1677
RELCAPITAL,0.0,0.0241,0.0,0.7624,0.7001,0.0004
AJMERA,0.0,0.0315,0.0347,0.1275,0.1812,0.5606
EMCO,0.0,0.0002,0.0027,0.1819,0.4193,0.0852
HDFCBANK,0.0,0.0407,0.0004,0.5027,0.5002,0.3533
GREENPOWER,0.3292,0.9557,0.9118,-0.0058,0.5887,0.8605
VADILALIND,0.0,0.0734,0.9003,0.2939,0.5726,0.0789
ENGINERSIN,0.0001,0.7454,0.3011,0.2166,0.9357,0.0082
INGERRAND,0.0,0.0,0.0085,0.2269,0.6437,0.6985
ARCHIES,0.0,0.0,0.0,0.2029,0.5883,0.4489
TWL,0.0002,0.0,0.0,0.2224,0.1324,0.0116
DISHTV,0.0,0.0761,0.0377,0.1909,0.9715,0.7584
BIOCON,0.0,0.0039,0.0131,0.154,0.0093,0.4296
KTKBANK,0.0,0.7759,0.103,0.4261,0.9738,0.0103
BHEL,0.0,0.9525,0.4343,0.3124,0.9351,0.3823
MANGLMCEM,0.0,0.0,0.0,0.2778,0.4308,0.2502
SANOFI,0.0109,0.3389,0.3327,0.0254,0.2152,0.5141
GRANULES,0.0,0.0002,0.0028,0.1862,0.191,0.8566
RADICO,0.137,0.0455,0.0882,0.0295,0.5272,0.3181
MCLEODRUSS,0.0011,0.4435,0.1352,0.1028,0.7259,0.6766
CENTRALBK,0.0,0.0002,0.0001,0.4329,0.3248,0.2262
BANKINDIA,0.0,0.1444,0.6414,0.5121,0.9858,0.0004
COALINDIA,0.0,0.9033,0.6623,0.1729,0.9704,0.4323
VENUSREM,0.0,0.1661,0.3835,0.1589,0.5752,0.4691
BOMDYEING,0.0,0.0,0.0,0.3689,0.8834,0.2887
WABCOINDIA,0.0027,0.0387,0.0241,0.0432,0.2337,0.2018
ALEMBICLTD,0.0903,0.6933,0.8385,0.035,0.6882,0.5533
DCW,0.0,0.0033,0.0005,0.2976,0.6342,0.0183
TVSMOTOR,0.0,0.0622,0.1279,0.1192,0.036,0.7544
TAKE,0.0024,0.0052,0.0047,0.0453,0.2945,0.0534
HFCL,0.0,0.0001,0.0028,0.1343,0.5771,0.8187
INDHOTEL,0.0,0.1503,0.002,0.2328,0.5144,0.1344
EVERESTIND,0.0,0.0001,0.0017,0.2094,0.877,0.6525
HONDAPOWER,0.0,0.0007,0.0012,0.1127,0.7783,0.0315
GTL,0.0,0.0,0.0,0.3038,0.5511,0.5614
UFLEX,0.0,0.0002,0.0062,0.3529,0.2532,0.0
ORCHIDPHAR,0.0,0.0,0.0001,0.3758,0.3777,0.0008
FLEXITUFF,0.0392,0.0136,0.024,0.0193,0.3962,0.3113
MOIL,0.0,0.0537,0.6472,0.2509,0.4177,0.1009
NESTLEIND,0.0,0.3889,0.6082,0.081,0.4473,0.046
AUROPHARMA,0.0001,0.2202,0.0,0.2907,0.0185,0.4298
BLUEDART,0.0005,0.0165,0.1427,0.0724,0.0058,0.566
TATAGLOBAL,0.0,0.0448,0.0001,0.3045,0.4562,0.7294
GUJFLUORO,0.0,0.2328,0.2202,0.1985,0.6376,0.0572
CIPLA,0.0,0.373,0.4103,0.1543,0.587,0.9255
HEG,0.0,0.0005,0.0003,0.1781,0.6468,0.3413
PCJEWELLER,0.0,0.0016,0.0584,0.1407,0.5636,0.0115
SANGHVIMOV,0.0183,0.8932,0.0881,0.1226,0.1613,0.1613
DBREALTY,0.0,0.0006,0.0,0.324,0.1976,0.7815
METKORE,0.0032,0.1038,0.6702,0.0304,0.7744,0.9785
GDL,0.0241,0.7593,0.7824,0.0331,0.5655,0.6895
FEL,0.0,0.4761,0.0017,0.2987,0.1526,0.1101
SHILPI,0.0106,0.0012,0.0,0.1025,0.244,0.9445
ACE,0.0,0.0,0.0002,0.282,0.9559,0.6519
UNITY,0.0,0.0037,0.0,0.398,0.7738,0.2918
RELIGARE,0.0006,0.3272,0.0903,0.0673,0.8333,0.0554
NHPC,0.0,0.0015,0.037,0.1648,0.6575,0.0555
GAEL,0.0029,0.0051,0.011,0.0477,0.4643,0.4361
SAIL,0.0,0.5868,0.7223,0.4056,0.7258,0.0
HONAUT,0.0,0.8597,0.4544,0.1098,0.4559,0.7211
PHOENIXLTD,0.0226,0.3996,0.3905,0.0366,0.9586,0.4682
LOKESHMACH,0.041,0.0212,0.37,0.0091,0.8292,0.3049
COLPAL,0.0002,0.6861,0.3889,0.1391,0.877,0.6523
PRATIBHA,0.0,0.0001,0.002,0.234,0.384,0.7889
RJL,0.0048,0.8655,0.9005,0.0463,0.748,0.9549
RAJESHEXPO,0.0007,0.0604,0.0997,0.0468,0.3139,0.2485
BLISSGVS,0.0027,0.0049,0.0225,0.0414,0.5976,0.3892
BANCOINDIA,0.2587,0.0186,0.035,0.042,0.4544,0.1728
ADANIPOWER,0.0003,0.2564,0.0076,0.3469,0.9766,0.0
SANGHIIND,0.0012,0.0182,0.0048,0.0601,0.7401,0.1148
RELINFRA,0.0,0.0079,0.002,0.6833,0.8703,0.0
KOTAKNIFTY,0.0,0.6953,0.0008,0.5668,0.0513,0.5059
GESHIP,0.0302,0.0931,0.0301,0.0374,0.2418,0.8838
OMAXE,0.0003,0.8968,0.6707,0.1389,0.5694,0.378
NDL,0.3391,0.7919,0.0797,0.0268,0.9224,0.1793
KCP,0.0001,0.0019,0.0004,0.1058,0.2858,0.2919
EDL,0.0203,0.0369,0.1447,0.0695,0.8481,0.0751
BEL,0.0002,0.1498,0.0315,0.0886,0.6356,0.3029
PFS,0.0,0.0,0.0,0.2661,0.8101,0.4309
ECLERX,0.1166,0.2689,0.1089,0.0124,0.0707,0.7827
GRAPHITE,0.1139,0.0103,0.0669,0.0472,0.435,0.1426
SWANENERGY,0.1188,0.0809,0.0675,0.0375,0.7698,0.8679
OMKARCHEM,0.0,0.0002,0.0125,0.1021,0.8401,0.314
SRSLTD,0.0001,0.1397,0.0081,0.0971,0.7405,0.0073
MAHABANK,0.0,0.0106,0.0008,0.3039,0.1976,0.3033
GET&D,0.0,0.0027,0.3343,0.1398,0.2215,0.7692
LAKSHVILAS,0.0,0.0019,0.0006,0.3096,0.8061,0.8429
LYKALABS,0.0004,0.0272,0.0375,0.0602,0.5993,0.2885
MMFL,0.0006,0.0387,0.2845,0.12,0.4056,0.0291
KANSAINER,0.0392,0.0899,0.0281,0.0188,0.5519,0.0948
UNICHEMLAB,0.0,0.0059,0.0364,0.1118,0.3075,0.7164
COROMANDEL,0.0003,0.0776,0.4221,0.0904,0.557,0.2547
JSWSTEEL,0.0,0.0093,0.1719,0.4129,0.238,0.0206
VAKRANGEE,0.8,0.3485,0.8367,0.0079,0.1084,0.0735
TBZ,0.0,0.0368,0.4192,0.1083,0.7339,0.1227
INFRATEL,0.0008,0.97,0.9042,0.1009,0.9153,0.3705
KPIT,0.0,0.0002,0.1342,0.1373,0.0255,0.0575
MADRASFERT,0.0,0.1433,0.3381,0.1588,0.5039,0.104
HUBTOWN,0.0345,0.2624,0.0834,0.0556,0.3506,0.4476
RECLTD,0.0,0.9604,0.5562,0.446,0.4612,0.0448
NIITLTD,0.0001,0.0001,0.0017,0.1963,0.2549,0.015
SIMPLEXINF,0.0,0.0047,0.0473,0.1541,0.3729,0.1111
TTML,0.0002,0.0,0.0,0.1364,0.985,0.9103
CANBK,0.0,0.1486,0.4879,0.5207,0.4886,0.0008
NILKAMAL,0.0,0.0,0.0038,0.1643,0.9196,0.7789
SUNDARMFIN,0.0,0.0428,0.0739,0.1361,0.2001,0.0282
TIMETECHNO,0.0001,0.0216,0.0353,0.0818,0.8396,0.3262
LIQUIDBEES,0.4008,0.8545,0.4697,0.0449,0.0,0.0003
PUNJLLOYD,0.0,0.2895,0.0003,0.4346,0.5188,0.0152
SCI,0.0,0.0,0.0001,0.2985,0.5407,0.2112
DHARSUGAR,0.0,0.0,0.0023,0.1125,0.5365,0.9035
PIIND,0.0182,0.219,0.9446,0.0101,0.7228,0.8506
BAJAJHLDNG,0.0116,0.8671,0.3592,0.0296,0.8269,0.746
ASTRAZEN,0.0001,0.0563,0.0645,0.0918,0.8363,0.9155
SURYAROSNI,0.0,0.0,0.0005,0.1756,0.3801,0.1718
DIAPOWER,0.0,0.0,0.0084,0.1766,0.8951,0.4087
VEDL,0.0002,0.0033,0.6615,0.338,0.4868,0.0021
EXIDEIND,0.0,0.9295,0.6683,0.1807,0.8846,0.3807
KSCL,0.0007,0.3789,0.562,0.0813,0.0659,0.5104
FINCABLES,0.0,0.0,0.0068,0.2316,0.0334,0.7147
BGRENERGY,0.0,0.0346,0.0739,0.3395,0.6031,0.0007
TECHNO,0.0,0.0018,0.3878,0.0859,0.976,0.621
APTECHT,0.0,0.0,0.0,0.2024,0.1614,0.4933
NOIDATOLL,0.0004,0.0202,0.2951,0.0771,0.5323,0.3618
NELCO,0.006,0.0702,0.0582,0.0625,0.9222,0.6165
GRASIM,0.0,0.1409,0.3992,0.3509,0.8917,0.8117
SUNTECK,0.0236,0.8285,0.5226,0.0607,0.18,0.3155
UCOBANK,0.0,0.1065,0.048,0.5331,0.5592,0.0201
KOTAKBANK,0.0,0.0451,0.016,0.4533,0.2861,0.142
DICIND,0.072,0.1199,0.7165,0.0089,0.0835,0.5493
TV18BRDCST,0.0,0.9343,0.2339,0.2858,0.915,0.946
DPL,0.0281,0.042,0.0001,0.0983,0.4882,0.6176
ASHOKA,0.0023,0.1993,0.6169,0.0491,0.7915,0.3039
MAHSEAMLES,0.0476,0.0187,0.2969,0.0102,0.24,0.7244
MOTILALOFS,0.0001,0.0267,0.0001,0.1731,0.7827,0.6234
GMDCLTD,0.0,0.1185,0.429,0.206,0.5942,0.0041
INSECTICID,0.0011,0.0268,0.2065,0.0743,0.4785,0.3112
FSL,0.0002,0.0007,0.0041,0.1106,0.0323,0.5726
TATAMTRDVR,0.0,0.8098,0.1421,0.3137,0.284,0.9244
KOLTEPATIL,0.0,0.0,0.0,0.4567,0.3974,0.0171
DOLPHINOFF,0.0,0.0067,0.0398,0.118,0.6883,0.9501
PRESTIGE,0.0,0.0354,0.0707,0.197,0.778,0.0908
INFINITE,0.0815,0.232,0.0372,0.0342,0.5407,0.9998
INOXLEISUR,0.0,0.0,0.0042,0.2606,0.0332,0.0667
UNIONBANK,0.0,0.0868,0.1721,0.5649,0.2385,0.0022
ALCHEM,0.0,0.0476,0.2563,0.2004,0.9813,0.0668
GRAVITA,0.017,0.2446,0.2061,0.054,0.1271,0.3714
SJVN,0.093,0.0146,0.0607,0.0768,0.2659,0.0231
TORNTPHARM,0.6045,0.5837,0.1249,-0.0035,0.721,0.3671
CHOLAFIN,0.0,0.1785,0.0385,0.154,0.9345,0.1898
ATUL,0.0,0.0762,0.0046,0.1898,0.4341,0.7765
APCOTEXIND,0.0028,0.0795,0.0958,0.0366,0.4889,0.3128
SEAMECLTD,0.003,0.0008,0.0048,0.1062,0.8364,0.1781
RANEHOLDIN,0.0295,0.0661,0.0193,0.0245,0.7927,0.1896
INDOWIND,0.0002,0.002,0.0013,0.1086,0.5917,0.912
ASIANPAINT,0.0057,0.8985,0.8945,0.0557,0.5423,0.8616
GODFRYPHLP,0.0763,0.5093,0.768,0.0124,0.8713,0.5757
MANINFRA,0.0148,0.6122,0.8375,0.1343,0.5554,0.0009
EIDPARRY,0.0,0.0589,0.1081,0.2561,0.795,0.3822
GEPIL,0.0,0.0109,0.205,0.1892,0.4441,0.2691
EDELWEISS,0.0003,0.3426,0.0438,0.1041,0.8219,0.4344
NOCIL,0.0,0.0004,0.0003,0.2854,0.6769,0.4556
HCL-INSYS,0.0,0.001,0.0054,0.1028,0.3883,0.4856
JKPAPER,0.0,0.001,0.0009,0.1706,0.9177,0.6376
ICICIGOLD,0.068,0.8592,0.0549,0.017,0.9786,0.8434
SOUTHBANK,0.0,0.114,0.0013,0.2912,0.5801,0.3359
RAMCOIND,0.0,0.0049,0.0015,0.1299,0.5122,0.6737
ANSALHSG,0.0656,0.1001,0.7169,0.0296,0.9752,0.0946
HIKAL,0.093,0.2802,0.4018,-0.0025,0.9363,0.2408
ZEELEARN,0.0013,0.0192,0.2702,0.0373,0.6231,0.7474
PGIL,0.0001,0.8808,0.0511,0.1606,0.1824,0.5086
BHARTIARTL,0.0,0.0172,0.3353,0.3117,0.7243,0.2372
LAOPALA,0.0,0.0027,0.0028,0.1468,0.0361,0.0838
GOACARBON,0.0,0.0,0.0015,0.1288,0.717,0.5906
DCBBANK,0.0,0.0045,0.0004,0.3985,0.2658,0.2928
SUPRAJIT,0.0018,0.0009,0.0182,0.0561,0.0433,0.8298
SURYALAXMI,0.1946,0.1595,0.0077,0.0537,0.704,0.5067
SHAKTIPUMP,0.0,0.0092,0.1173,0.1203,0.1761,0.3358
HARRMALAYA,0.0,0.0035,0.1493,0.2389,0.4559,0.0148
TATAPOWER,0.0,0.5743,0.5821,0.2574,0.8503,0.1168
SRIPIPES,0.0,0.0029,0.1843,0.1395,0.4527,0.1995
MANINDS,0.0184,0.134,0.0111,0.0429,0.0934,0.2287
GRUH,0.0,0.1597,0.5465,0.1305,0.3386,0.7182
HEIDELBERG,0.0,0.0003,0.218,0.2054,0.9299,0.9628
CESC,0.0,0.5049,0.0288,0.1576,0.0916,0.6411
SMARTLINK,0.0757,0.5585,0.2295,0.0372,0.3364,0.5102
TIRUMALCHM,0.0,0.0004,0.0001,0.1438,0.6119,0.6037
RUCHISOYA,0.0126,0.156,0.2356,0.037,0.7229,0.7144
MANGCHEFER,0.0003,0.0003,0.0,0.1468,0.1354,0.7358
TNPL,0.0,0.0136,0.638,0.098,0.1428,0.3538
ONMOBILE,0.0,0.0001,0.1851,0.2322,0.7783,0.9131
DQE,0.0001,0.0003,0.0072,0.139,0.0103,0.1188
SUMEETINDS,0.0106,0.8159,0.6878,0.0409,0.4071,0.4974
KSBPUMPS,0.0027,0.9791,0.775,0.0419,0.3568,0.0756
RAINBOWPAP,0.0248,0.9106,0.8341,0.0628,0.9749,0.1615
VARDMNPOLY,0.0005,0.0841,0.4103,0.044,0.4729,0.4687
GEOJITFSL,0.0,0.002,0.0005,0.1865,0.956,0.6662
CANTABIL,0.1856,0.9741,0.5478,0.0052,0.6526,0.4137
BAJAJ-AUTO,0.0,0.5321,0.0417,0.3509,0.813,0.0072
SYNDIBANK,0.0,0.5685,0.0924,0.4527,0.988,0.0022
ADFFOODS,0.0,0.0,0.0,0.1983,0.9448,0.4491
BRITANNIA,0.0,0.0842,0.3163,0.1087,0.0089,0.024
IMFA,0.0002,0.1431,0.0627,0.1747,0.7323,0.0387
CAPF,0.0002,0.0796,0.1349,0.1089,0.7286,0.3249
OFSS,0.0673,0.8675,0.112,0.0448,0.6938,0.7575
DENABANK,0.0,0.3797,0.0032,0.5923,0.2974,0.0004
SUNFLAG,0.1419,0.715,0.6633,0.0446,0.5826,0.2593
NUCLEUS,0.0008,0.0085,0.0147,0.0833,0.0167,0.7991
GPPL,0.1973,0.0879,0.2288,-0.0007,0.1575,0.8889
STCINDIA,0.0801,0.1544,0.3927,0.3518,0.1503,0.0
JSWENERGY,0.0,0.4994,0.005,0.4913,0.5673,0.0027
DELTACORP,0.0005,0.1802,0.0672,0.1617,0.178,0.0514
HEROMOTOCO,0.0,0.6181,0.0166,0.2201,0.2408,0.8871
ARVIND,0.0,0.0279,0.0327,0.2509,0.0967,0.9278
IRB,0.0,0.8349,0.5758,0.3135,0.7181,0.0018
DCMSHRIRAM,0.0074,0.0015,0.0013,0.0563,0.9406,0.4429
MARALOVER,0.0061,0.0048,0.017,0.0666,0.1996,0.5271
OCL,0.0159,0.5668,0.1275,0.0629,0.4266,0.8418
M&M,0.0,0.5355,0.0339,0.3159,0.455,0.393
HSCL,0.1244,0.2681,0.8714,0.0467,0.6836,0.0179
CHENNPETRO,0.0,0.0014,0.0318,0.1184,0.5566,0.3516
HDFCMFGETF,0.1034,0.7893,0.191,0.0063,0.9527,0.7385
UBL,0.0003,0.6672,0.0729,0.1078,0.9455,0.2253
INEOSSTYRO,0.0,0.0056,0.1717,0.1241,0.3921,0.1924
BAJAJHIND,0.0,0.0,0.0,0.316,0.6732,0.0101
INFY,0.0441,0.6974,0.0173,0.0406,0.0518,0.1575
SARDAEN,0.0,0.0,0.0002,0.3371,0.3459,0.0211
NIITTECH,0.3594,0.8505,0.6726,0.0235,0.0516,0.1981
ZUARIGLOB,0.0031,0.0096,0.0113,0.1251,0.8872,0.0611
DHFL,0.0,0.0179,0.737,0.2678,0.1163,0.0915
AUTOIND,0.0,0.0,0.0001,0.3293,0.5181,0.0631
IVZINGOLD,0.0043,0.0648,0.775,0.029,0.9849,0.0563
MMTC,0.193,0.3771,0.3031,0.3625,0.001,0.0
HCC,0.0,0.001,0.0187,0.2289,0.4776,0.1017
RAIN,0.8956,0.6265,0.3586,0.0069,0.9319,0.6803
ORISSAMINE,0.0,0.0423,0.0042,0.4022,0.9906,0.0001
RPGLIFE,0.2074,0.9055,0.6682,0.0013,0.9568,0.4728
CONCOR,0.2471,0.7175,0.6682,-0.0009,0.9871,0.7601
SHRIRAMCIT,0.0816,0.0457,0.1231,0.0101,0.4094,0.8923
DALMIABHA,0.0002,0.0357,0.071,0.0734,0.6197,0.7014
GLAXO,0.6209,0.9261,0.1438,0.0039,0.1798,0.652
KALPATPOWR,0.0,0.0005,0.0016,0.1575,0.4216,0.5636
BRFL,0.4882,0.407,0.4315,-0.0111,0.6964,0.3425
JINDRILL,0.0,0.0,0.0005,0.1913,0.6563,0.345
TATACOMM,0.0001,0.3565,0.0331,0.195,0.1571,0.1771
CEBBCO,0.0,0.0,0.0,0.2617,0.0125,0.2963
GODREJIND,0.0,0.6221,0.2025,0.311,0.708,0.3179
TATAMOTORS,0.0,0.6751,0.2077,0.2589,0.2718,0.149
FELDVR,0.0,0.1946,0.0035,0.2452,0.0993,0.2447
ABGSHIP,0.4696,0.3272,0.8956,-0.0038,0.9447,0.3451
M50,0.0,0.1588,0.59,0.4466,0.123,0.683
ALBK,0.0,0.1404,0.1536,0.5329,0.3614,0.0
AUTOAXLES,0.0071,0.1141,0.7951,0.0873,0.8481,0.0134
ROLTA,0.0,0.0305,0.4231,0.1237,0.2372,0.4077
AKZOINDIA,0.0031,0.1783,0.3215,0.0367,0.8425,0.6882
APLLTD,0.0001,0.2672,0.3197,0.0988,0.0072,0.9602
HGS,0.0088,0.0138,0.0622,0.0327,0.0772,0.81
RAMANEWS,0.0044,0.0,0.0003,0.1115,0.8754,0.4007
NMDC,0.0,0.8148,0.1563,0.4115,0.4031,0.0
ESCORTS,0.0,0.0077,0.001,0.2513,0.0161,0.1613
HSIL,0.0,0.0,0.0,0.2582,0.9168,0.9429
ARIES,0.0,0.0028,0.0001,0.1313,0.9449,0.2141
CASTEXTECH,0.0005,0.0245,0.0417,0.1111,0.9973,0.2516
ZENSARTECH,0.0001,0.0001,0.0088,0.0719,0.11,0.1663
NATNLSTEEL,0.0,0.0013,0.0004,0.1866,0.5375,0.5647
KPRMILL,0.0,0.006,0.0009,0.2001,0.1933,0.5687
HINDUNILVR,0.0,0.7538,0.1611,0.1517,0.5327,0.0256
JYOTHYLAB,0.0007,0.1275,0.3143,0.0476,0.2972,0.5213
SICAL,0.404,0.033,0.0152,0.0336,0.9492,0.3751
WELCORP,0.0,0.0,0.0003,0.1962,0.8307,0.4005
MFSL,0.0,0.043,0.021,0.1232,0.898,0.2265
VIJAYABANK,0.0,0.6411,0.0005,0.6304,0.2182,0.0011
USHAMART,0.0001,0.0014,0.0003,0.166,0.5229,0.3579
YESBANK,0.0,0.7333,0.8176,0.4185,0.7849,0.5316
ONELIFECAP,0.5927,0.3624,0.8996,0.007,0.3865,0.095
JISLDVREQS,0.0,0.0062,0.004,0.3483,0.4118,0.028
HINDALCO,0.0,0.0198,0.8892,0.4137,0.6273,0.0029
GSKCONS,0.0,0.4501,0.1853,0.1146,0.321,0.2057
TAJGVK,0.4505,0.3128,0.3808,-0.0056,0.7762,0.7008
BIRLACORPN,0.0,0.0,0.0011,0.2146,0.656,0.2989
JINDALSTEL,0.0,0.8988,0.5778,0.278,0.6783,0.0003
SUNDRMBRAK,0.0138,0.0225,0.0067,0.0644,0.2571,0.7928
CARERATING,0.0096,0.2756,0.9074,0.069,0.8637,0.0374
PATELENG,0.0,0.013,0.0,0.4043,0.7989,0.0006
TCI,0.0,0.0,0.053,0.1384,0.2616,0.4103
PENIND,0.3008,0.0131,0.0083,0.0216,0.9486,0.7403
SINTEX,0.0,0.0001,0.0,0.4073,0.8497,0.0218
ONGC,0.0,0.0416,0.0356,0.4699,0.4409,0.0331
INDORAMA,0.0,0.0003,0.0004,0.1153,0.9299,0.5959
IDBI,0.0,0.9689,0.0647,0.6235,0.2493,0.0
VINATIORGA,0.003,0.002,0.0007,0.0786,0.2789,0.7239
HATHWAY,0.0,0.2861,0.5063,0.1197,0.575,0.6429
ATLASCYCLE,0.0,0.0,0.0069,0.261,0.7139,0.2502
BHARATFIN,0.0,0.1402,0.1603,0.2065,0.224,0.0614
PFIZER,0.0799,0.0251,0.0808,0.0077,0.6715,0.2582
SUVEN,0.0,0.0038,0.0138,0.1284,0.0179,0.8137
BAYERCROP,0.0021,0.4674,0.2163,0.0563,0.0887,0.349
TNPETRO,0.004,0.0017,0.0446,0.0821,0.859,0.1676
BRIGADE,0.0,0.0,0.0,0.4971,0.9072,0.1364
DBCORP,0.0,0.2557,0.9137,0.1255,0.0677,0.2335
PFOCUS,0.0,0.0146,0.1302,0.0827,0.6688,0.3136
ALOKTEXT,0.0,0.0,0.0,0.2186,0.9645,0.8272
LOVABLE,0.0,0.0007,0.0049,0.1973,0.7236,0.9183
TORNTPOWER,0.0019,0.0114,0.0382,0.1545,0.9725,0.0053
ENIL,0.0,0.0428,0.312,0.1675,0.0953,0.6593
DHANBANK,0.0,0.001,0.0001,0.3617,0.7321,0.0155
ELECON,0.0,0.0001,0.0005,0.1863,0.8676,0.5102
ARSHIYA,0.0178,0.0088,0.0017,0.0608,0.0681,0.845
PEL,0.001,0.7554,0.936,0.0766,0.5933,0.3843
ANANTRAJ,0.0,0.0014,0.0002,0.4263,0.8638,0.8994
IFCI,0.0,0.1729,0.0017,0.4912,0.7515,0.0556
ESSDEE,0.0349,0.8391,0.0081,0.1177,0.2569,0.7368
JAYAGROGN,0.0001,0.0066,0.0145,0.0901,0.1231,0.6568
GMRINFRA,0.0,0.4099,0.4677,0.3469,0.0796,0.0006
WALCHANNAG,0.0,0.0001,0.0,0.3778,0.6508,0.0559
PSB,0.0,0.0,0.0,0.4343,0.157,0.0927
BALAMINES,0.0009,0.0003,0.0002,0.0973,0.6132,0.6929
MUKANDENGG,0.0006,0.1091,0.6402,0.0858,0.9062,0.1531
JETAIRWAYS,0.0,0.0764,0.1474,0.1212,0.5526,0.8857
GAIL,0.0,0.4219,0.0576,0.2249,0.7579,0.1388
GABRIEL,0.0006,0.0001,0.0002,0.1046,0.5924,0.9159
SOTL,0.0182,0.0903,0.1846,0.0215,0.9655,0.8684
ROHITFERRO,0.0,0.0,0.0001,0.2128,0.3979,0.739
SRF,0.0002,0.0007,0.004,0.1532,0.1776,0.0694
TEXRAIL,0.0,0.0041,0.0375,0.1235,0.9897,0.5432
BPL,0.0,0.0,0.0078,0.1674,0.5487,0.8081
ANDHRABANK,0.0,0.0386,0.0005,0.5098,0.2462,0.0042
NRBBEARING,0.0202,0.1383,0.0006,0.1254,0.3975,0.5089
RTNPOWER,0.0,0.0,0.0,0.5154,0.8985,0.008
IPAPPM,0.0,0.0123,0.0027,0.1363,0.5857,0.252
MOTHERSUMI,0.1665,0.9439,0.6358,0.0006,0.8595,0.4301
NIFTYBEES,0.0,0.0,0.0,0.8861,0.0008,0.3318
CCL,0.0,0.0023,0.4424,0.0853,0.8142,0.0681
ATFL,0.0002,0.003,0.018,0.079,0.3077,0.7462
LT,0.0,0.8392,0.6602,0.216,0.7725,0.4904
TEXINFRA,0.0,0.0039,0.0583,0.2001,0.8056,0.3423
VTL,0.0,0.0006,0.2308,0.0827,0.0144,0.9339
IOB,0.0,0.4421,0.0299,0.6036,0.3097,0.0014
COSMOFILMS,0.0,0.0,0.0,0.2489,0.5237,0.1595
GITANJALI,0.205,0.0049,0.0076,0.0909,0.0242,0.0217
PHILIPCARB,0.0001,0.0081,0.1073,0.126,0.8887,0.1521
RUBYMILLS,0.0007,0.013,0.0109,0.0656,0.4168,0.4295
CERA,0.0023,0.0602,0.0137,0.0475,0.0167,0.0261
GSPL,0.0,0.0074,0.0031,0.2416,0.8673,0.4476
AIAENG,0.0662,0.8205,0.3804,0.0386,0.0964,0.5555
JUBLFOOD,0.0439,0.6819,0.187,0.0552,0.6556,0.5294
PIDILITIND,0.0,0.0494,0.3973,0.1491,0.1672,0.0025
CEATLTD,0.0002,0.0026,0.0,0.1674,0.0018,0.8066
JUNIORBEES,0.0,0.0388,0.0,0.5339,0.1615,0.4089
VISAKAIND,0.0,0.0002,0.0031,0.2789,0.7048,0.3279
RELIANCE,0.0,0.0,0.0083,0.5426,0.328,0.2363
SADBHAV,0.0,0.0004,0.0189,0.1409,0.8579,0.3489
GHCL,0.0002,0.0491,0.1768,0.0746,0.7439,0.9006
CARBORUNIV,0.0788,0.5844,0.4905,0.0371,0.5251,0.2338
TCS,0.0,0.0544,0.0004,0.1585,0.0067,0.1133
MSPL,0.0056,0.0507,0.0228,0.0871,0.7979,0.3417
BPCL,0.0,0.6809,0.9802,0.3726,0.4485,0.3419
GPIL,0.0,0.0,0.0,0.3142,0.7783,0.007
HINDUJAVEN,0.0,0.0005,0.0957,0.1341,0.3239,0.0957
INDIANB,0.0,0.0959,0.0804,0.3062,0.7585,0.0047
COX&KINGS,0.0,0.0015,0.4905,0.1617,0.4803,0.2712
ULTRACEMCO,0.0,0.2732,0.1427,0.2942,0.7214,0.2928
M&MFIN,0.0004,0.0363,0.3557,0.0476,0.9652,0.7396
EIHOTEL,0.0,0.003,0.0057,0.2382,0.4483,0.0171
VICEROY,0.0034,0.002,0.0053,0.0959,0.7468,0.2944
FORTIS,0.0003,0.0592,0.0094,0.1065,0.8649,0.8726
IIFL,0.0,0.0009,0.0004,0.3632,0.9179,0.8455
OILCOUNTUB,0.0008,0.0053,0.0585,0.0966,0.9308,0.1919
MARUTI,0.0,0.7365,0.8039,0.2973,0.2257,0.763
