Symbol,Rm-Rf %,SMB %,Adj-r_sq,const,high-low
SHAKTIPUMP,0.0,,0.1244,0.9585,0.9244
HARRMALAYA,0.0,,0.2401,0.4979,0.5333
ISMTLTD,0.0,,0.1735,0.771,0.0118
TATAPOWER,0.0,,0.3826,0.3678,0.9262
CANDC,0.0,,0.1257,0.6846,0.6343
SRIPIPES,0.0,,0.344,0.7031,0.8672
REMSONSIND,0.0047,,0.0616,0.6931,0.7479
MANINDS,0.0,,0.2937,0.1451,0.7655
GILLANDERS,0.0,,0.1655,0.953,0.9392
UCALFUEL,0.0,,0.3205,0.4487,0.0755
GRUH,0.0,,0.1647,0.315,0.5883
A2ZINFRA,0.0,,0.3115,0.2326,0.129
HEIDELBERG,0.0,,0.3002,0.1317,0.077
VMART,0.0,,0.139,0.6407,0.54
CESC,0.0,,0.2568,0.198,0.2002
CELEBRITY,0.0,,0.1834,0.6857,0.1977
SMARTLINK,0.0,,0.1317,0.6489,0.2599
TIRUMALCHM,0.0,,0.2372,0.0099,0.4012
OCCL,0.0,,0.1461,0.266,0.1162
RUCHISOYA,0.0,,0.322,0.3613,0.3189
MANGCHEFER,0.0,,0.1279,0.8359,0.2444
TNPL,0.0,,0.3295,0.2793,0.6838
ONMOBILE,0.0,,0.1696,0.5286,0.5986
DQE,0.0,,0.1942,0.5491,0.9286
SUMEETINDS,0.0,,0.1819,0.0697,0.8848
FLFL,0.0,,0.1777,0.145,0.517
KSBPUMPS,0.0,,0.1238,0.676,0.4689
MARKSANS,0.0,,0.1944,0.2434,0.7846
VARDMNPOLY,0.0,,0.1278,0.3952,0.8363
GEOJITFSL,0.0,,0.2005,0.9847,0.2523
CANTABIL,0.001,,0.0644,0.6294,0.7891
MEGASOFT,0.0001,,0.0992,0.0973,0.7594
BAJAJ-AUTO,0.0,,0.3221,0.4915,0.5285
SYNDIBANK,0.0,,0.3642,0.4871,0.7807
BARTRONICS,0.0,,0.1114,0.2611,0.8481
THEMISMED,0.0001,,0.1145,0.2377,0.3422
ADFFOODS,0.0,,0.1749,0.1984,0.2157
BRITANNIA,0.0,,0.2988,0.87,0.0003
IMFA,0.0,,0.1592,0.0029,0.3417
KECL,0.0,,0.3119,0.7423,0.3247
CAPF,0.0,,0.4711,0.12,0.8124
OFSS,0.0,,0.1908,0.4935,0.0176
GENUSPOWER,0.0,,0.3075,0.6817,0.6409
DENABANK,0.0,,0.2178,0.767,0.7531
SUNFLAG,0.0,,0.2135,0.2813,0.2077
TPLPLASTEH,0.0145,,0.0468,0.1985,0.4498
PBAINFRA,0.0029,,0.1068,0.5615,0.0445
NUCLEUS,0.0,,0.2401,0.6742,0.3176
GPPL,0.0,,0.1175,0.9983,0.7898
SMLISUZU,0.0,,0.324,0.9349,0.0179
STCINDIA,0.0,,0.1606,0.3648,0.9201
JSWENERGY,0.0,,0.4224,0.4746,0.3894
GULFOILLUB,0.0,,0.2069,0.3088,0.0602
SAMBHAAV,0.0265,,0.0455,0.6709,0.2748
DELTACORP,0.0,,0.2396,0.3013,0.0734
JOCIL,0.0,,0.235,0.6905,0.8481
KAVVERITEL,0.0287,,0.0177,0.452,0.7484
ALKEM,0.0047,,0.0351,0.5081,0.7296
MOREPENLAB,0.0,,0.1893,0.4113,0.3691
APLAPOLLO,0.0,,0.2304,0.2841,0.5944
VIKASECO,0.0001,,0.0865,0.8615,0.8732
HEROMOTOCO,0.0,,0.3283,0.3166,0.1492
ARVIND,0.0,,0.4339,0.6116,0.1004
IRB,0.0,,0.4077,0.7018,0.7785
SHARDAMOTR,0.0,,0.1784,0.7257,0.4101
DCMSHRIRAM,0.0,,0.3334,0.1571,0.0643
FAIRCHEM,0.0002,,0.0582,0.0756,0.3243
MARALOVER,0.0,,0.2161,0.9016,0.6787
OCL,0.0,,0.1935,0.1721,0.3855
M&M,0.0,,0.2923,0.8868,0.7812
HSCL,0.0,,0.2403,0.0549,0.1111
SKIL,0.0,,0.211,0.7077,0.5976
HILTON,0.0044,,0.0583,0.9157,0.4908
CHENNPETRO,0.0,,0.204,0.2637,0.7546
PANORAMUNI,0.0,,0.1642,0.4982,0.1653
HDFCMFGETF,0.0405,,0.0272,0.1614,0.6097
UBL,0.0,,0.118,0.6642,0.5878
INEOSSTYRO,0.0,,0.1898,0.6183,0.7463
BAJAJHIND,0.0,,0.2403,0.7324,0.5009
CORDSCABLE,0.0,,0.1433,0.4873,0.8555
MRO-TEK,0.0034,,0.0401,0.2988,0.8003
CANFINHOME,0.0,,0.2922,0.1835,0.0442
INFY,0.0,,0.1536,0.9873,0.6348
SARDAEN,0.0,,0.2766,0.0558,0.647
NIITTECH,0.0,,0.1263,0.6257,0.7169
ZUARIGLOB,0.0,,0.1718,0.9436,0.8197
DHFL,0.0,,0.5568,0.5444,0.107
AUTOIND,0.0,,0.1843,0.8079,0.8113
IVZINGOLD,0.8814,,-0.0051,0.2611,0.5319
MMTC,0.0,,0.1695,0.56,0.5617
HCC,0.0,,0.2272,0.2249,0.0324
NATHBIOGEN,0.0,,0.1892,0.1666,0.5381
AROGRANITE,0.0,,0.1822,0.5227,0.2665
RAIN,0.0,,0.2526,0.1912,0.8884
ORISSAMINE,0.0,,0.1273,0.5596,0.7964
SKMEGGPROD,0.0,,0.1196,0.067,0.5421
CTE,0.1095,,0.0423,0.196,0.1083
ALPSINDUS,0.0004,,0.0629,0.4494,0.8192
RPGLIFE,0.0,,0.2301,0.2446,0.0093
LAMBODHARA,0.0001,,0.1194,0.2839,0.3078
CONCOR,0.0,,0.1362,0.6086,0.3401
SHRIRAMCIT,0.0,,0.1722,0.481,0.1839
DALMIABHA,0.0,,0.2883,0.111,0.0236
INDSWFTLAB,0.0,,0.2253,0.7307,0.5762
LAKSHMIEFL,0.0,,0.1204,0.028,0.2333
JCHAC,0.0,,0.2188,0.6925,0.5465
GLAXO,0.0031,,0.1171,0.4834,0.0219
KALPATPOWR,0.0,,0.1969,0.7527,0.7962
KILITCH,0.0,,0.1284,0.9935,0.6197
BRFL,0.0,,0.096,0.9011,0.8621
ACCELYA,0.0,,0.085,0.0559,0.3936
JINDRILL,0.0,,0.1917,0.3601,0.0155
TATACOMM,0.0,,0.243,0.0957,0.8601
AHLUCONT,0.0,,0.2682,0.9116,0.0502
CEBBCO,0.0,,0.2091,0.4422,0.9203
SALZERELEC,0.0,,0.2373,0.5351,0.1278
GODREJIND,0.0,,0.3606,0.3212,0.3636
TATAMOTORS,0.0,,0.4459,0.2917,0.2216
UTTAMSUGAR,0.0,,0.0937,0.1999,0.9202
FELDVR,0.4567,,-0.0062,0.4945,0.6131
PLASTIBLEN,0.0,,0.1703,0.6563,0.833
ABGSHIP,0.0,,0.1616,0.3937,0.9783
M50,0.0,,0.1689,0.5906,0.4644
BANSWRAS,0.0,,0.1081,0.5002,0.6653
ALBK,0.0,,0.4119,0.9897,0.7979
AUTOAXLES,0.0,,0.2414,0.9723,0.5372
BYKE,0.0,,0.2592,0.6107,0.1618
ROLTA,0.0,,0.1599,0.3211,0.9479
GUFICBIO,0.0,,0.1787,0.7198,0.9731
AKZOINDIA,0.0,,0.1366,0.6988,0.2466
LUXIND,0.002,,0.031,0.5329,0.0891
SOMANYCERA,0.0,,0.168,0.3324,0.1501
ASHAPURMIN,0.0,,0.2742,0.5124,0.687
PONNIERODE,0.0005,,0.064,0.5585,0.9428
NIPPOBATRY,0.0,,0.1184,0.9305,0.6195
APLLTD,0.0,,0.0972,0.8812,0.4505
JAIBALAJI,0.2119,,0.0309,0.3032,0.1173
WINDMACHIN,0.0,,0.1951,0.7029,0.0722
HGS,0.0,,0.2104,0.6537,0.3026
RAMANEWS,0.0,,0.1238,0.3583,0.7008
NMDC,0.0,,0.3115,0.1868,0.7617
KICL,0.0012,,0.0719,0.7646,0.5202
VIPULLTD,0.0,,0.1232,0.5866,0.4433
ESCORTS,0.0,,0.3058,0.0785,0.0119
HSIL,0.0,,0.1976,0.9167,0.4772
ARIES,0.0,,0.219,0.1859,0.0537
CASTEXTECH,0.0,,0.1498,0.8029,0.324
ZENSARTECH,0.0233,,0.0654,0.917,0.0993
MURUDCERA,0.0,,0.2047,0.6899,0.3454
HDFCNIFETF,0.0,,0.5125,0.3104,0.3007
KPRMILL,0.0007,,0.0679,0.7516,0.8088
SHIRPUR-G,0.0,,0.1492,0.215,0.5744
PANAMAPET,0.0005,,0.1549,0.4906,0.009
HINDUNILVR,0.0,,0.133,0.8284,0.3847
PRECOT,0.0,,0.1145,0.5968,0.4723
JYOTHYLAB,0.0,,0.2403,0.5006,0.6131
LICNETFGSC,0.2661,,-0.0029,0.089,0.66
REDINGTON,0.0005,,0.0839,0.6975,0.4806
SICAL,0.0,,0.2293,0.306,0.3391
UNIENTER,0.0,,0.1864,0.2285,0.0084
AVANTIFEED,0.0,,0.2005,0.4353,0.7876
WELCORP,0.0,,0.2367,0.618,0.5988
EON,0.0,,0.1643,0.882,0.4324
MFSL,0.0002,,0.1104,0.657,0.2813
VIJAYABANK,0.0,,0.1788,0.2088,0.3481
USHAMART,0.0,,0.213,0.3069,0.6153
YESBANK,0.0,,0.4488,0.0196,0.7935
CHROMATIC,0.0419,,0.0288,0.9409,0.5454
ONELIFECAP,0.0,,0.2696,0.1666,0.9357
JISLDVREQS,0.0,,0.2534,0.2987,0.2696
HINDALCO,0.0,,0.4168,0.0277,0.9945
BEDMUTHA,0.0,,0.1875,0.4427,0.6983
JMA,0.0,,0.1104,0.8383,0.7531
GSKCONS,0.0048,,0.0816,0.444,0.1341
IBULISL,0.0001,,0.1102,0.1219,0.4056
HINDOILEXP,0.0,,0.3425,0.0564,0.6327
TAJGVK,0.0,,0.1824,0.6312,0.3066
BHAGERIA,0.001,,0.0672,0.075,0.783
TTKHLTCARE,0.0,,0.1218,0.8209,0.5154
FCL,0.0,,0.2617,0.893,0.038
BIRLACORPN,0.0,,0.2033,0.1617,0.1828
JINDALSTEL,0.0,,0.3774,0.8655,0.798
SUNDRMBRAK,0.0,,0.1511,0.2757,0.9459
CARERATING,0.0001,,0.1163,0.8112,0.2603
PATELENG,0.0,,0.1304,0.653,0.4237
AIFL,0.0,,0.1281,0.153,0.5866
LAKPRE,0.0045,,0.0806,0.7614,0.1632
TCI,0.0,,0.1547,0.5521,0.5546
PENIND,0.0,,0.3053,0.6431,0.3975
SINTEX,0.0,,0.4807,0.5955,0.9637
ONGC,0.0,,0.1118,0.9258,0.0717
INDORAMA,0.0,,0.2215,0.8795,0.9276
IDBI,0.0,,0.3749,0.6764,0.3029
DSSL,0.0536,,0.0105,0.6986,0.5154
VINATIORGA,0.0,,0.1554,0.2558,0.0796
HATHWAY,0.0,,0.1166,0.7723,0.6989
ATLASCYCLE,0.0,,0.225,0.1237,0.4758
ASHIMASYN,0.0,,0.2361,0.8058,0.351
BSL,0.0001,,0.1468,0.8061,0.0502
JINDWORLD,0.0174,,0.0403,0.4552,0.5276
RUPA,0.0,,0.1411,0.7914,0.7411
REFEX,0.0001,,0.0723,0.1898,0.5195
MOHITIND,0.0062,,0.039,0.8573,0.9565
ALICON,0.0,,0.2295,0.6509,0.4582
MANGALAM,0.0,,0.1561,0.6969,0.1595
BHARATFIN,0.0,,0.3683,0.4103,0.3088
PFIZER,0.0017,,0.0804,0.3391,0.2905
SHRIRAMEPC,0.0001,,0.0776,0.9196,0.8117
RANASUG,0.0003,,0.1336,0.0931,0.0498
INFRABEES,0.0,,0.5063,0.7164,0.8486
SUVEN,0.0,,0.2689,0.4093,0.2929
KARMAENG,0.0039,,0.0311,0.1789,0.362
BAYERCROP,0.0057,,0.0842,0.224,0.101
JAMNAAUTO,0.0,,0.4325,0.2777,0.6041
TNPETRO,0.0,,0.209,0.5554,0.3838
BRIGADE,0.0034,,0.0412,0.7699,0.8471
DBCORP,0.0003,,0.1081,0.4326,0.2022
TGBHOTELS,0.0,,0.1879,0.7771,0.9908
AFL,0.0,,0.2304,0.6371,0.1497
DHAMPURSUG,0.0,,0.1841,0.1249,0.2997
SETFNIFBK,0.0,,0.4126,0.3471,0.4556
RELCONS,0.0075,,0.0276,0.7381,0.3359
PFOCUS,0.0,,0.197,0.4765,0.385
COFFEEDAY,0.0,,0.1672,0.3152,0.7618
ALOKTEXT,0.0001,,0.0693,0.5877,0.4699
LOVABLE,0.0,,0.4061,0.8831,0.4722
TORNTPOWER,0.0003,,0.0741,0.7309,0.8654
ENIL,0.0004,,0.0778,0.5711,0.6674
DHANBANK,0.0,,0.1831,0.6352,0.7232
ELECON,0.0,,0.3524,0.5649,0.9
PATINTLOG,0.0,,0.2588,0.4826,0.5107
NITESHEST,0.0,,0.2247,0.5425,0.3865
ARSHIYA,0.0,,0.2307,0.9838,0.9556
PEL,0.0,,0.149,0.0669,0.045
ANANTRAJ,0.0,,0.3328,0.8342,0.8637
PUNJABCHEM,0.0,,0.2534,0.3242,0.0028
SASTASUNDR,0.0,,0.1409,0.8626,0.3423
IFCI,0.0,,0.3576,0.7378,0.6945
ANDHRACEMT,0.0,,0.1541,0.8393,0.5774
JAYAGROGN,0.0,,0.1374,0.0064,0.9696
GMRINFRA,0.0,,0.4953,0.528,0.7167
TCIDEVELOP,0.0053,,0.0426,0.5531,0.9686
WALCHANNAG,0.0,,0.3945,0.7681,0.7222
PSB,0.0,,0.2434,0.2915,0.4195
SMSPHARMA,0.0,,0.2967,0.6213,0.4008
BALAMINES,0.0,,0.2032,0.0678,0.7277
MUKANDENGG,0.0,,0.2557,0.7041,0.8786
JETAIRWAYS,0.0,,0.3198,0.0783,0.5812
GAIL,0.0,,0.2402,0.2821,0.2159
GABRIEL,0.0,,0.2599,0.4766,0.9743
SOTL,0.0,,0.1924,0.2593,0.1713
ZENTEC,0.0,,0.3438,0.4482,0.8911
KOTHARIPRO,0.0,,0.1379,0.2411,0.3621
ROHITFERRO,0.0,,0.1073,0.9274,0.9492
NAVKARCORP,0.0,,0.1404,0.6594,0.8053
SRF,0.0,,0.338,0.2676,0.1884
PRESSMN,0.0,,0.3029,0.6528,0.1408
ANDHRSUGAR,0.0,,0.2241,0.2195,0.9262
TEXRAIL,0.0,,0.2642,0.5904,0.7799
WENDT,0.0001,,0.1586,0.7122,0.0264
PRECAM,0.0,,0.1496,0.7612,0.6889
BPL,0.0,,0.1779,0.2164,0.0473
ANDHRABANK,0.0,,0.4912,0.4561,0.5879
NRBBEARING,0.0,,0.1952,0.5629,0.441
RTNPOWER,0.0,,0.2982,0.4138,0.7599
KAMATHOTEL,0.0,,0.1968,0.3167,0.2089
IPAPPM,0.0,,0.2296,0.5308,0.2101
MOTHERSUMI,0.0,,0.4558,0.4401,0.4508
NIFTYBEES,0.0,,0.8767,0.0266,0.0847
EKC,0.0,,0.207,0.1567,0.8669
CCL,0.0004,,0.1126,0.3591,0.133
ATFL,0.0068,,0.0788,0.6957,0.1202
GINNIFILA,0.0,,0.2582,0.989,0.1741
IGPL,0.0,,0.2377,0.1166,0.3804
LT,0.0,,0.3905,0.4902,0.2006
TEXINFRA,0.0,,0.2615,0.7407,0.388
VTL,0.0,,0.1782,0.1089,0.3488
SURANAIND,0.0098,,0.0522,0.4013,0.4025
IOB,0.0,,0.3314,0.5306,0.8452
COSMOFILMS,0.0,,0.2793,0.424,0.1606
CCCL,0.0002,,0.1088,0.5915,0.2929
GITANJALI,0.0,,0.1558,0.3415,0.1283
WEIZMANIND,0.0,,0.2125,0.4213,0.0495
CINEVISTA,0.0035,,0.0418,0.59,0.8678
PHILIPCARB,0.0,,0.2422,0.1291,0.028
RUBYMILLS,0.0,,0.2825,0.9034,0.1816
ADANITRANS,0.0,,0.315,0.2024,0.176
JHS,0.002,,0.0598,0.3392,0.7649
CERA,0.0,,0.1806,0.7202,0.2007
TARAPUR,0.0,,0.0904,0.8365,0.7107
CONSOFINVT,0.0,,0.308,0.6415,0.509
GSPL,0.0,,0.1848,0.7275,0.6051
AIAENG,0.0559,,0.0119,0.1191,0.8143
JUBLFOOD,0.0,,0.2468,0.2694,0.136
PRECWIRE,0.0,,0.0891,0.9497,0.1663
PIDILITIND,0.0,,0.2444,0.4861,0.3169
CENTEXT,0.0716,,0.0056,0.0934,0.3115
INOXWIND,0.0,,0.1791,0.2518,0.2361
CEATLTD,0.0,,0.2588,0.5323,0.3387
JUNIORBEES,0.0,,0.6966,0.1985,0.2822
SYNCOM,0.0,,0.1103,0.5065,0.8016
VISAKAIND,0.0,,0.298,0.143,0.425
RELIANCE,0.0,,0.3296,0.3683,0.1375
SADBHAV,0.0,,0.2012,0.7658,0.4402
GHCL,0.0,,0.2951,0.0473,0.8469
CARBORUNIV,0.0,,0.2093,0.1346,0.3011
TCS,0.0,,0.1729,0.7553,0.7532
HINDCOMPOS,0.0,,0.0794,0.2874,0.3841
MSPL,0.0,,0.0878,0.8945,0.0729
BPCL,0.0095,,0.0427,0.9413,0.6583
GPIL,0.0,,0.1711,0.9739,0.0823
HINDUJAVEN,0.0,,0.167,0.4352,0.7757
INDIANB,0.0,,0.2204,0.0787,0.9071
COX&KINGS,0.0,,0.3493,0.7557,0.4458
ULTRACEMCO,0.0,,0.3974,0.2531,0.4883
EIHAHOTELS,0.0,,0.211,0.5543,0.548
SHREYAS,0.0,,0.2067,0.6185,0.5762
M&MFIN,0.0,,0.2915,0.5,0.3312
EIHOTEL,0.0001,,0.0938,0.2697,0.5933
VICEROY,0.0,,0.273,0.9006,0.728
FORTIS,0.0,,0.1669,0.7119,0.0872
SUDARSCHEM,0.0,,0.2171,0.0226,0.3478
IIFL,0.0,,0.2095,0.3834,0.0895
TANLA,0.0,,0.1653,0.4259,0.496
OILCOUNTUB,0.0,,0.0852,0.4892,0.1671
SHEMAROO,0.0,,0.2654,0.2558,0.7947
SRHHYPOLTD,0.0,,0.1883,0.139,0.438
MARUTI,0.0,,0.3758,0.2755,0.3144
M100,0.0,,0.238,0.449,0.7719
THOMASCOOK,0.0,,0.2094,0.9668,0.5133
MARICO,0.0,,0.1952,0.3063,0.4422
MCDHOLDING,0.0,,0.1228,0.3069,0.477
UMANGDAIRY,0.0,,0.1393,0.8423,0.3536
ASAHIINDIA,0.0,,0.2792,0.5108,0.1021
SREINFRA,0.0,,0.4349,0.4506,0.5506
TALWALKARS,0.0,,0.336,0.8893,0.2753
KANANIIND,0.0,,0.1019,0.2015,0.4848
HTMEDIA,0.0,,0.1076,0.5852,0.3135
