,Adj-r_sq,F-statistics,HML %,P(F-value),Rm-Rf %,SMB %,Symbol,WML %,const,high-low
1087,0.074,18.8651,0.0414,0.0,0.0,0.0,PRECOT,0.3277,0.9675,0.3001
1088,0.1028,29.1945,0.5109,0.0,0.0,0.004,JYOTHYLAB,0.1887,0.1893,0.8851
1089,0.0078,2.0504,0.7351,0.0699,0.0917,0.0239,LICNETFGSC,0.8626,0.1772,0.0877
1090,0.0939,26.4852,0.0217,0.0,0.0,0.0,REDINGTON,0.6594,0.2736,0.568
1091,0.1689,48.1449,0.0,0.0,0.0,0.0,SICAL,0.15,0.2353,0.0902
1092,0.1169,31.2915,0.0,0.0,0.0,0.0,UNIENTER,0.983,0.1722,0.1862
1093,0.0726,11.491,0.8803,0.0,0.0001,0.1479,AVANTIFEED,0.0012,0.4219,0.8209
1094,0.2572,85.4899,0.0,0.0,0.0,0.0,WELCORP,0.368,0.7702,0.7743
1095,0.1124,27.9522,0.0528,0.0,0.0,0.0,EON,0.1128,0.2754,0.1941
1096,0.1283,36.9031,0.0301,0.0,0.0,0.0005,MFSL,0.1987,0.2899,0.2459
1097,0.3376,126.3899,0.0,0.0,0.0,0.8511,VIJAYABANK,0.0006,0.4232,0.151
1098,0.1933,59.9297,0.0,0.0,0.0,0.0,USHAMART,0.9902,0.75,0.6643
1099,0.2251,72.4678,0.4728,0.0,0.0,0.0004,YESBANK,0.9594,0.5695,0.7071
1100,0.0495,12.1028,0.126,0.0,0.0,0.0011,CHROMATIC,0.8904,0.104,0.9431
1101,0.307,109.987,0.0,0.0,0.0,0.0,JISLDVREQS,0.02,0.336,0.0525
1102,0.3886,157.331,0.0,0.0,0.0,0.0,HINDALCO,0.1312,0.1336,0.6393
1103,0.0909,14.3943,0.2531,0.0,0.0,0.0002,JMA,0.0786,0.3582,0.4139
1104,0.0873,24.5442,0.0,0.0,0.0,0.5454,GSKCONS,0.2483,0.1424,0.1708
1105,0.3328,117.6107,0.0,0.0,0.0,0.0,HINDOILEXP,0.0001,0.4135,0.0551
1106,0.1458,42.9905,0.0,0.0,0.0,0.0,TAJGVK,0.2754,0.3895,0.0002
1107,0.0602,7.5497,0.9013,0.0,0.0,0.1082,TTKHLTCARE,0.1776,0.8785,0.5587
1108,0.1153,19.9947,0.0005,0.0,0.0,0.0004,FCL,0.2381,0.8596,0.2595
1109,0.1719,52.0608,0.0083,0.0,0.0,0.0,BIRLACORPN,0.0784,0.0694,0.4252
1110,0.2953,104.0984,0.0,0.0,0.0,0.0205,JINDALSTEL,0.2772,0.5441,0.8845
1111,0.1452,40.14,0.0,0.0,0.0,0.0,SUNDRMBRAK,0.1311,0.1663,0.9878
1112,0.0785,21.947,0.4697,0.0,0.0,0.0001,CARERATING,0.4709,0.4175,0.8952
1113,0.3298,119.5186,0.0,0.0,0.0,0.0,PATELENG,0.0005,0.9033,0.0161
1114,0.0564,7.1238,0.1976,0.0,0.0033,0.0055,AIFL,0.6482,0.2166,0.9806
1115,0.0632,15.7744,0.0033,0.0,0.0,0.0,LAKPRE,0.6284,0.6862,0.9523
1116,0.2186,69.2436,0.009,0.0,0.0,0.0,TCI,0.4655,0.2831,0.4181
1117,0.2367,76.2896,0.0,0.0,0.0,0.0,PENIND,0.4165,0.4025,0.2687
1118,0.2312,74.9817,0.0,0.0,0.0,0.0,SINTEX,0.0028,0.9659,0.1399
1119,0.286,99.5388,0.0017,0.0,0.0,0.0,ONGC,0.0083,0.698,0.0128
1120,0.1494,41.3844,0.0,0.0,0.0,0.0,INDORAMA,0.6151,0.3192,0.8116
1121,0.4967,243.7779,0.0,0.0,0.0,0.4224,IDBI,0.0376,0.456,0.0951
1122,0.0072,2.2786,0.2286,0.0451,0.2112,0.0115,DSSL,0.6985,0.0324,0.6635
1123,0.0972,27.4934,0.0019,0.0,0.0,0.0001,VINATIORGA,0.5077,0.0253,0.1623
1124,0.0839,23.5289,0.1355,0.0,0.0,0.0012,HATHWAY,0.6956,0.3911,0.9178
1125,0.0667,15.5163,0.0007,0.0,0.0001,0.0,ASHIMASYN,0.4427,0.204,0.3287
1126,0.0203,4.2304,0.8589,0.0008,0.0034,0.0026,CNOVAPETRO,0.7699,0.2958,0.0265
1127,0.0945,26.5544,0.001,0.0,0.0,0.0,BSL,0.9552,0.1109,0.1007
1128,0.0501,13.6072,0.0617,0.0,0.0,0.033,JINDWORLD,0.8099,0.129,0.5567
1129,0.0689,17.4807,0.6069,0.0,0.0,0.0009,RUPA,0.8142,0.153,0.6057
1130,0.0495,10.6075,0.0917,0.0,0.0016,0.0001,REFEX,0.8542,0.0529,0.4565
1131,0.0424,10.8736,0.7699,0.0,0.0,0.0847,MOHITIND,0.2815,0.7568,0.4919
1132,0.1408,37.1526,0.0006,0.0,0.0,0.0,ALICON,0.0486,0.0601,0.7536
1133,0.0217,4.93,0.0242,0.0002,0.0844,0.0035,MANGALAM,0.633,0.1241,0.4832
1134,0.2538,84.6815,0.0747,0.0,0.0,0.0215,BHARATFIN,0.206,0.0618,0.6676
1135,0.0662,18.4458,0.0257,0.0,0.0,0.0,PFIZER,0.1907,0.3132,0.0792
1136,0.1544,42.2399,0.0,0.0,0.0,0.0,SHRIRAMEPC,0.2354,0.7933,0.8085
1137,0.1369,36.1999,0.0,0.0,0.0,0.0,RANASUG,0.0032,0.3633,0.317
1138,0.1972,60.9426,0.0,0.0,0.0,0.0005,INFRABEES,0.0097,0.4621,0.028
1139,0.1883,58.0802,0.0,0.0,0.0,0.0,SUVEN,0.5765,0.0548,0.4312
1140,0.0296,6.2995,0.0664,0.0,0.0076,0.0003,KARMAENG,0.7488,0.0946,0.1337
1141,0.0707,19.7232,0.4085,0.0,0.0,0.2472,BAYERCROP,0.5403,0.0261,0.0717
1142,0.0887,23.8268,0.0162,0.0,0.0,0.0,JAMNAAUTO,0.1806,0.7767,0.2393
1143,0.1098,29.636,0.1188,0.0,0.0,0.0,TNPETRO,0.5365,0.0881,0.2703
1144,0.2379,77.8131,0.0,0.0,0.0,0.0,BRIGADE,0.0,0.0497,0.3102
1145,0.0786,21.9995,0.6225,0.0,0.0,0.0563,DBCORP,0.2435,0.2247,0.0526
1146,0.1434,42.0994,0.0003,0.0,0.0,0.0,TGBHOTELS,0.8775,0.8641,0.4783
1147,0.1062,24.6036,0.0035,0.0,0.0,0.0,AFL,0.2486,0.6493,0.4109
1148,0.0131,3.2599,0.444,0.0064,0.0081,0.0231,NAGREEKCAP,0.0238,0.0511,0.12
1149,0.1798,52.388,0.0,0.0,0.0,0.0,DHAMPURSUG,0.7733,0.2011,0.2357
1150,0.1702,28.1174,0.4551,0.0,0.0,0.1451,SETFNIFBK,0.3925,0.1619,0.7051
1151,0.0198,4.1623,0.0621,0.001,0.0001,0.3036,RELCONS,0.7086,0.3041,0.6753
1152,0.1269,36.7529,0.0037,0.0,0.0,0.0,PFOCUS,0.1538,0.2032,0.6362
1153,0.1312,17.0632,0.4668,0.0,0.0,0.001,COFFEEDAY,0.5825,0.8786,0.2585
1154,0.2702,92.0556,0.0,0.0,0.0,0.0,LOVABLE,0.3918,0.4457,0.3242
1155,0.1887,58.2345,0.0,0.0,0.0,0.0,TORNTPOWER,0.0618,0.5181,0.7507
1156,0.1055,30.0278,0.9651,0.0,0.0,0.0255,ENIL,0.9688,0.0574,0.5266
1157,0.2713,92.5906,0.0,0.0,0.0,0.0,DHANBANK,0.1945,0.3577,0.2425
1158,0.2817,97.4554,0.0,0.0,0.0,0.0,ELECON,0.5053,0.4849,0.0037
1159,0.1553,44.5328,0.0,0.0,0.0,0.0,PATINTLOG,0.6453,0.3167,0.7595
1160,0.1727,47.3169,0.0,0.0,0.0,0.0,NITESHEST,0.0008,0.8236,0.2031
1161,0.1809,44.6475,0.0,0.0,0.0,0.0,ARSHIYA,0.2076,0.6473,0.1939
1162,0.1059,30.1481,0.1354,0.0,0.0,0.0401,PEL,0.0604,0.0083,0.2133
1163,0.4327,188.6212,0.0,0.0,0.0,0.0,ANANTRAJ,0.083,0.6101,0.1419
1164,0.1262,32.5823,0.0111,0.0,0.0,0.0,PUNJABCHEM,0.7039,0.1725,0.0001
1165,0.0999,23.9266,0.1056,0.0,0.0,0.0,SASTASUNDR,0.4947,0.1943,0.2338
1166,0.4555,206.7888,0.0,0.0,0.0,0.0087,IFCI,0.0007,0.8707,0.7047
1167,0.1231,31.8617,0.0,0.0,0.0002,0.0,ANDHRACEMT,0.4219,0.5056,0.6121
1168,-0.0065,0.2724,0.6093,0.9282,0.5675,0.9839,KHANDSE,0.6822,0.2247,0.837
1169,0.1115,31.8814,0.0001,0.0,0.0,0.0,JAYAGROGN,0.0065,0.3312,0.0637
1170,0.3742,148.1276,0.0,0.0,0.0,0.0,GMRINFRA,0.0001,0.7213,0.8133
1171,0.0273,6.9207,0.0373,0.0,0.1153,0.0012,TCIDEVELOP,0.9341,0.1403,0.0935
1172,0.336,123.8598,0.0,0.0,0.0,0.0,WALCHANNAG,0.0811,0.2936,0.0533
1173,0.3973,163.158,0.0,0.0,0.0,0.0001,PSB,0.0535,0.6602,0.173
1174,0.082,22.4684,0.0003,0.0,0.0,0.0,SMSPHARMA,0.0046,0.6365,0.3212
1175,0.1711,51.7706,0.0,0.0,0.0,0.0,BALAMINES,0.1164,0.0304,0.971
1176,0.2354,76.7183,0.0,0.0,0.0,0.0,MUKANDENGG,0.4565,0.869,0.6993
1177,0.2091,66.0269,0.0,0.0,0.0,0.0,JETAIRWAYS,0.2754,0.879,0.6599
1178,0.2019,63.2263,0.4078,0.0,0.0,0.272,GAIL,0.1913,0.3016,0.9722
1179,0.2189,69.9388,0.0,0.0,0.0,0.0,GABRIEL,0.2516,0.0225,0.8484
1180,0.108,30.7812,0.0057,0.0,0.0,0.0,SOTL,0.0041,0.2246,0.9598
1181,0.287,54.0424,0.0001,0.0,0.0,0.0,ZENTEC,0.3869,0.3419,0.0589
1182,0.102,27.3432,0.0002,0.0,0.0,0.0,KOTHARIPRO,0.7073,0.734,0.6561
1183,0.1288,32.3494,0.0,0.0,0.0,0.0,ROHITFERRO,0.8142,0.5167,0.0643
1184,0.1526,21.388,0.1086,0.0,0.0,0.0,NAVKARCORP,0.3391,0.8003,0.8843
1185,0.2062,64.8947,0.0459,0.0,0.0,0.0,SRF,0.0324,0.0031,0.096
1186,0.1655,42.1701,0.0624,0.0,0.0,0.0,PRESSMN,0.7343,0.2796,0.6237
1187,0.1765,53.696,0.0,0.0,0.0,0.0,ANDHRSUGAR,0.2414,0.1467,0.7429
1188,0.2136,67.823,0.0,0.0,0.0,0.0,TEXRAIL,0.8937,0.5899,0.2272
1189,0.0995,27.3283,0.0,0.0,0.0,0.0,WENDT,0.9618,0.3053,0.0719
1190,0.2254,71.6347,0.0,0.0,0.0,0.0,BPL,0.4644,0.1524,0.037
1191,0.5405,290.3922,0.0,0.0,0.0,0.0035,ANDHRABANK,0.1236,0.3744,0.8257
1192,0.1354,39.5193,0.0001,0.0,0.0,0.0,NRBBEARING,0.971,0.0318,0.6619
1193,0.3399,124.4712,0.0,0.0,0.0,0.0,RTNPOWER,0.0,0.8187,0.0307
1194,0.0754,19.6467,0.0533,0.0,0.0,0.0,KAMATHOTEL,0.7434,0.8755,0.3033
1195,0.2136,67.8154,0.0,0.0,0.0,0.0,IPAPPM,0.2375,0.9148,0.2882
1196,0.1276,36.9661,0.5709,0.0,0.0,0.5415,MOTHERSUMI,0.007,0.5364,0.0395
1197,0.884,1874.7797,0.0,0.0,0.0,0.0,NIFTYBEES,0.7727,0.0,0.9617
1198,0.028,6.1617,0.0004,0.0,0.2965,0.0943,GOLDTECH,0.9062,0.2107,0.581
1199,0.2511,78.17,0.0,0.0,0.0,0.0,EKC,0.0741,0.4541,0.0668
1200,0.1007,28.5362,0.5811,0.0,0.0,0.0,CCL,0.439,0.3603,0.2182
1201,0.0833,23.3421,0.0099,0.0,0.0,0.0001,ATFL,0.4162,0.5147,0.164
1202,0.1293,31.9514,0.0012,0.0,0.0,0.0,GINNIFILA,0.685,0.2243,0.5345
1203,0.175,51.278,0.0,0.0,0.0,0.0,IGPL,0.6689,0.0125,0.8653
1204,0.2685,91.3027,0.1711,0.0,0.0,0.0077,LT,0.1182,0.9464,0.5211
1205,0.3006,106.7437,0.0,0.0,0.0,0.0,TEXINFRA,0.8487,0.5945,0.949
1206,0.1268,36.7275,0.0141,0.0,0.0,0.0,VTL,0.0121,0.0109,0.4438
1207,0.4644,214.2744,0.0,0.0,0.0,0.0002,IOB,0.0005,0.0842,0.8389
1208,0.2849,98.9898,0.0,0.0,0.0,0.0,COSMOFILMS,0.8016,0.1384,0.1656
1209,0.045,10.49,0.0012,0.0,0.0168,0.0001,CCCL,0.1251,0.7597,0.203
1210,0.0881,20.5157,0.1586,0.0,0.0,0.0001,WEIZMANIND,0.1788,0.0442,0.5688
1211,0.0417,7.9376,0.1325,0.0,0.0103,0.0001,CINEVISTA,0.5476,0.2204,0.9076
1212,0.2356,76.8026,0.0,0.0,0.0,0.0,PHILIPCARB,0.3026,0.0402,0.5333
1213,0.1675,50.5083,0.0001,0.0,0.0,0.0,RUBYMILLS,0.5006,0.886,0.0978
1214,0.2167,33.3062,0.42,0.0,0.0,0.0042,ADANITRANS,0.8818,0.0268,0.2832
1215,0.0096,2.4415,0.4341,0.033,0.1227,0.0062,JHS,0.703,0.3389,0.4092
1216,0.0875,24.6027,0.7075,0.0,0.0,0.0037,CERA,0.0063,0.0036,0.4433
1217,0.1319,35.0376,0.0015,0.0,0.0,0.0,CONSOFINVT,0.0589,0.352,0.4125
1218,0.1266,36.665,0.083,0.0,0.0,0.0092,GSPL,0.7391,0.05,0.1415
1219,0.0417,11.7091,0.1369,0.0,0.0,0.7124,AIAENG,0.0759,0.0097,0.8311
1220,0.1675,50.4991,0.2259,0.0,0.0,0.1539,JUBLFOOD,0.861,0.7432,0.0009
1221,0.1246,34.2036,0.0166,0.0,0.0,0.0,PRECWIRE,0.7635,0.1598,0.3271
1222,0.1722,52.1849,0.0789,0.0,0.0,0.5733,PIDILITIND,0.0088,0.0111,0.0708
1223,0.0407,9.0257,0.0003,0.0,0.2445,0.0,CENTEXT,0.0033,0.048,0.2664
1224,0.1586,26.3779,0.6158,0.0,0.0,0.0002,INOXWIND,0.1455,0.1706,0.236
1225,0.1823,55.8455,0.0,0.0,0.0,0.0,CEATLTD,0.6161,0.0025,0.0364
1226,0.6239,409.0861,0.0,0.0,0.0,0.0008,JUNIORBEES,0.0229,0.0008,0.7858
1227,0.0878,22.4723,0.0,0.0,0.0006,0.0,SYNCOM,0.9542,0.5677,0.7727
1228,0.2945,101.5422,0.0,0.0,0.0,0.0,VISAKAIND,0.5771,0.1769,0.6042
1229,0.2122,67.277,0.0241,0.0,0.0,0.0036,RELIANCE,0.0877,0.2936,0.0093
1230,0.1563,46.5859,0.0134,0.0,0.0,0.0003,SADBHAV,0.0108,0.0926,0.2092
1231,0.2349,76.5275,0.0,0.0,0.0,0.0,GHCL,0.0024,0.0554,0.1103
1232,0.1332,38.7982,0.0,0.0,0.0,0.0,CARBORUNIV,0.1151,0.0809,0.7494
1233,0.1525,45.2805,0.0,0.0,0.0,0.0245,TCS,0.0306,0.0453,0.5176
1234,0.0276,7.1616,0.0435,0.0,0.0043,0.0004,HINDCOMPOS,0.9848,0.3515,0.1425
1235,0.1236,33.3062,0.0,0.0,0.0,0.0,MSPL,0.135,0.8675,0.1503
1236,0.0006,1.0737,0.2822,0.3739,0.8562,0.0443,BEARDSELL,0.579,0.2282,0.3466
1237,0.1574,46.9387,0.2394,0.0,0.0,0.0271,BPCL,0.4276,0.426,0.555
1238,0.1472,41.1534,0.0,0.0,0.0,0.0,GPIL,0.0348,0.1558,0.248
1239,0.1673,50.4265,0.0041,0.0,0.0,0.0,HINDUJAVEN,0.1027,0.6886,0.1821
1240,0.2967,104.7858,0.0,0.0,0.0,0.3945,INDIANB,0.0002,0.1502,0.4449
1241,0.1893,58.4439,0.0189,0.0,0.0,0.0,COX&KINGS,0.1827,0.3353,0.5718
1242,0.3318,123.1517,0.0847,0.0,0.0,0.223,ULTRACEMCO,0.0061,0.2349,0.0393
1243,0.1164,33.0769,0.0,0.0,0.0,0.0,EIHAHOTELS,0.2681,0.1565,0.3014
1244,0.008,2.7055,0.4423,0.0194,0.0364,0.3228,SHREYAS,0.7412,0.2239,0.6245
1245,0.115,32.956,0.8117,0.0,0.0,0.0059,M&MFIN,0.4336,0.9859,0.9413
1246,0.1127,32.2534,0.0359,0.0,0.0,0.0305,EIHOTEL,0.0018,0.0515,0.6816
1247,0.2294,74.2411,0.0,0.0,0.0,0.0,VICEROY,0.1444,0.559,0.8755
1248,0.1729,52.432,0.0001,0.0,0.0,0.0,FORTIS,0.0376,0.746,0.4946
1249,0.0973,26.8838,0.0789,0.0,0.0,0.0,SUDARSCHEM,0.0449,0.5201,0.7309
1250,0.2183,67.6787,0.0224,0.0,0.0,0.0008,IIFL,0.8316,0.0068,0.0503
1251,0.1456,42.1854,0.0,0.0,0.0,0.0,OILCOUNTUB,0.5609,0.7871,0.011
1252,0.15,28.7325,0.2427,0.0,0.0,0.0026,SHEMAROO,0.8207,0.182,0.9211
1253,0.1413,36.3227,0.0193,0.0,0.0,0.0,SRHHYPOLTD,0.4492,0.2519,0.0857
1254,0.3114,112.2659,0.0575,0.0,0.0,0.061,MARUTI,0.9265,0.0001,0.3898
1255,0.3527,135.0628,0.0,0.0,0.0,0.0004,M100,0.1259,0.0084,0.0681
1256,0.1398,40.9873,0.1043,0.0,0.0,0.0,THOMASCOOK,0.2469,0.0338,0.4219
1257,0.0586,16.1942,0.1058,0.0,0.0,0.5768,MARICO,0.0741,0.4075,0.4374
1258,0.1259,36.4249,0.0,0.0,0.0,0.0,MCDHOLDING,0.0849,0.9711,0.1518
1259,0.175,22.7142,0.0754,0.0,0.0,0.0,UMANGDAIRY,0.9658,0.9098,0.7372
1260,0.1611,48.2373,0.0024,0.0,0.0,0.0,ASAHIINDIA,0.5975,0.0178,0.1897
1261,0.3418,128.7504,0.0,0.0,0.0,0.0,SREINFRA,0.0574,0.4965,0.2167
1262,0.2483,82.2544,0.0,0.0,0.0,0.0,TALWALKARS,0.8487,0.5131,0.0885
1263,0.0438,11.0965,0.2304,0.0,0.0,0.0187,KANANIIND,0.494,0.7712,0.6531
1264,0.0911,25.6481,0.0134,0.0,0.0,0.0,HTMEDIA,0.2,0.8052,0.7816
