Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const,WML %
MUTHOOTFIN,0.0,0.8478,0.9233,0.1335,0.8053,0.1472
BAJFINANCE,0.0,0.802,0.1704,0.168,0.0342,0.1451
BASML,0.0,0.0016,0.0409,0.2101,0.4284,0.6025
KNRCON,0.0,0.0038,0.0912,0.2961,0.2583,0.0042
IBREALEST,0.0,0.1915,0.0,0.4637,0.1873,0.2981
VOLTAMP,0.0,0.072,0.0001,0.2534,0.2389,0.7936
KOTHARIPET,0.0013,0.005,0.0613,0.1219,0.304,0.3647
RATNAMANI,0.0,0.0004,0.0953,0.1875,0.4879,0.3578
FIEMIND,0.0,0.0008,0.0508,0.2588,0.9571,0.0752
BALAJITELE,0.0,0.0862,0.0346,0.2497,0.0645,0.5758
KOHINOOR,0.0002,0.0009,0.0643,0.1557,0.529,0.0553
ELGIEQUIP,0.0081,0.0014,0.0694,0.0991,0.653,0.7159
DABUR,0.0,0.0568,0.4007,0.1736,0.3638,0.7653
ASHOKLEY,0.0,0.3723,0.6066,0.4069,0.0858,0.0001
SRTRANSFIN,0.0,0.6377,0.9855,0.0987,0.744,0.7899
SUNDRMFAST,0.0,0.031,0.3452,0.2173,0.8484,0.8457
KOTARISUG,0.9427,0.0074,0.0091,0.0419,0.7064,0.6687
IVC,0.0003,0.1866,0.3872,0.089,0.6605,0.6603
RBL,0.0,0.1007,0.3175,0.2247,0.6209,0.6198
ZYLOG,0.2123,0.4266,0.0015,0.0866,0.9469,0.3827
SYMPHONY,0.0,0.0147,0.7948,0.2066,0.9711,0.0101
NFL,0.0,0.0,0.0763,0.2464,0.5727,0.1111
UNITEDBNK,0.0,0.1635,0.0,0.3992,0.1029,0.1862
MINDACORP,0.0035,0.3055,0.0282,0.1065,0.6456,0.5878
AGCNET,0.0001,0.0043,0.1432,0.1401,0.7671,0.9538
MUKTAARTS,0.2058,0.0695,0.1887,0.0249,0.2882,0.6223
NITCO,0.0,0.0007,0.5987,0.1262,0.3724,0.8259
CENTURYTEX,0.0,0.0778,0.0004,0.4638,0.4468,0.0582
NCLIND,0.0,0.039,0.0068,0.1975,0.0103,0.5542
ASTRAL,0.0001,0.0099,0.0582,0.1585,0.7632,0.1292
RKFORGE,0.0,0.2353,0.3019,0.2834,0.1839,0.0914
LGBFORGE,0.0241,0.0039,0.0921,0.0764,0.2391,0.5949
IGARASHI,0.0,0.0008,0.0088,0.2901,0.0745,0.2869
JPOLYINVST,0.0234,0.0003,0.0013,0.1418,0.9789,0.6266
KIRIINDUS,0.0007,0.1166,0.5803,0.0733,0.3476,0.339
RPOWER,0.0,0.0823,0.0,0.5766,0.1749,0.0001
HINDCOPPER,0.0,0.0,0.0674,0.422,0.8233,0.0
PENINLAND,0.0,0.2785,0.0,0.3286,0.7668,0.8184
JAGRAN,0.0,0.0763,0.3705,0.1654,0.4376,0.3725
MTEDUCARE,0.0,0.0095,0.1691,0.1935,0.2819,0.9325
ADSL,0.0003,0.0,0.0122,0.2304,0.48,0.2879
WOCKPHARMA,0.0,0.1098,0.6023,0.3427,0.2342,0.3774
ESTER,0.0191,0.0001,0.0392,0.1207,0.0118,0.0224
KTIL,0.0,0.0027,0.011,0.2305,0.7101,0.0978
APOLLOHOSP,0.0,0.9037,0.0438,0.2514,0.2114,0.4174
SPMLINFRA,0.0,0.018,0.01,0.2273,0.9869,0.7289
TANTIACONS,0.0198,0.0114,0.0082,0.113,0.3755,0.1465
AJANTPHARM,0.0048,0.1119,0.2411,0.0906,0.5355,0.0142
GILLETTE,0.0,0.4395,0.3615,0.1309,0.2133,0.2024
CLNINDIA,0.0938,0.0802,0.862,0.0146,0.4241,0.8193
PAPERPROD,0.0,0.0271,0.0151,0.2379,0.351,0.4021
SUPERHOUSE,0.0,0.0105,0.0014,0.2474,0.6121,0.0211
MCDOWELL-N,0.0,0.047,0.3209,0.1963,0.9296,0.3641
GULFPETRO,0.0,0.0049,0.6499,0.1511,0.1847,0.403
VOLTAS,0.0,0.4692,0.7097,0.2982,0.1159,0.4101
HIMATSEIDE,0.0,0.0,0.0125,0.3001,0.1368,0.8178
SWELECTES,0.0,0.2021,0.0085,0.2041,0.4781,0.7461
KWALITY,0.0,0.0,0.0054,0.3319,0.0275,0.0576
BALLARPUR,0.0,0.0001,0.0001,0.2571,0.4375,0.7574
JKIL,0.0484,0.3599,0.79,0.0071,0.8779,0.7443
POLYMED,0.0268,0.5166,0.3342,0.0108,0.5924,0.3524
RSYSTEMS,0.0008,0.0003,0.0101,0.1596,0.8081,0.5051
JYOTISTRUC,0.0012,0.006,0.0005,0.1861,0.2867,0.1724
RCOM,0.0,0.1784,0.0001,0.402,0.2209,0.0314
DALMIASUG,0.0042,0.4172,0.0544,0.1225,0.0068,0.0062
JUBLINDS,0.0184,0.2781,0.2002,0.056,0.0384,0.221
GODREJCP,0.0,0.7779,0.0022,0.1296,0.204,0.6165
PILITA,0.0,0.0122,0.7125,0.1954,0.7928,0.2378
GSFC,0.0,0.0154,0.0648,0.1756,0.5193,0.1373
IL&FSTRANS,0.0,0.0783,0.0062,0.2583,0.0515,0.9113
PPAP,0.0001,0.006,0.8604,0.109,0.5407,0.0798
APOLLOTYRE,0.0,0.1647,0.0894,0.3506,0.4815,0.2202
VAIBHAVGBL,0.1427,0.6365,0.2818,0.0348,0.7169,0.1171
ADVANIHOTR,0.0143,0.2068,0.444,0.0476,0.9465,0.2757
ANSALAPI,0.0,0.108,0.0,0.3009,0.7899,0.0967
BODALCHEM,0.0,0.0003,0.0727,0.259,0.2753,0.7407
SUNTV,0.0,0.6423,0.9822,0.0983,0.3738,0.8147
HIL,0.0,0.0048,0.0949,0.2297,0.911,0.741
EMAMIINFRA,0.0034,0.0067,0.0455,0.1089,0.4989,0.6071
PRAJIND,0.0,0.0656,0.1174,0.2004,0.381,0.0909
INDIANHUME,0.0,0.0058,0.0108,0.1916,0.6314,0.1119
RENUKA,0.0075,0.0016,0.0027,0.1656,0.8862,0.004
GLENMARK,0.0,0.7966,0.6737,0.2185,0.2746,0.8433
WHEELS,0.0,0.0024,0.7305,0.1394,0.819,0.8533
ELAND,0.0002,0.0255,0.0402,0.1374,0.0219,0.9867
JKTYRE,0.0,0.0186,0.0006,0.3102,0.834,0.1884
WIPRO,0.0,0.2114,0.0001,0.2483,0.6366,0.0275
CHAMBLFERT,0.0,0.0167,0.6939,0.1533,0.8298,0.5088
SIMPLEX,0.0694,0.0722,0.0004,0.119,0.8687,0.8394
BASF,0.0,0.0002,0.0016,0.2522,0.4111,0.7925
ORIENTHOT,0.0205,0.3221,0.045,0.0749,0.6216,0.2729
KKCL,0.0995,0.9236,0.8373,0.0039,0.362,0.9878
BAFNAPHARM,0.0035,0.0081,0.0074,0.1338,0.4254,0.5934
INDOCO,0.0,0.4444,0.8096,0.1954,0.8106,0.114
MADHAV,0.0004,0.0,0.0174,0.1983,0.4008,0.2288
GNFC,0.0,0.0134,0.029,0.207,0.5992,0.0123
TARAJEWELS,0.0004,0.0001,0.0228,0.163,0.4238,0.8613
THANGAMAYL,0.0325,0.0009,0.2054,0.0762,0.9992,0.0832
GKWLIMITED,0.0131,0.0752,0.8217,0.043,0.9526,0.3352
BHARATRAS,0.0079,0.0,0.0613,0.1365,0.9773,0.1036
MANUGRAPH,0.0827,0.0663,0.0312,0.0634,0.3807,0.3949
HATSUN,0.0005,0.9599,0.863,0.0562,0.1402,0.5686
CAREERP,0.0,0.0,0.1521,0.2349,0.709,0.0023
NCC,0.0,0.001,0.0,0.3542,0.8086,0.0183
JBMA,0.0,0.0751,0.0068,0.208,0.6345,0.8575
SQSBFSI,0.0,0.0235,0.0259,0.1736,0.1403,0.7255
HARITASEAT,0.0,0.356,0.2367,0.1399,0.0366,0.6703
GATI,0.0,0.0,0.002,0.3316,0.1767,0.1826
LINDEINDIA,0.0001,0.054,0.0756,0.1485,0.4902,0.0802
ABBOTINDIA,0.1495,0.4379,0.6699,0.0099,0.0533,0.2493
ZUARI,0.0,0.0,0.1008,0.2149,0.1276,0.1263
DATAMATICS,0.0,0.0,0.0203,0.2625,0.8029,0.1205
TALBROAUTO,0.0,0.0041,0.1665,0.2039,0.7538,0.8722
NAHARCAP,0.0,0.0095,0.2953,0.2579,0.9754,0.5423
BANKBEES,0.0,0.0,0.2626,0.747,0.1566,0.0001
OISL,0.0186,0.1467,0.0056,0.1051,0.6722,0.4328
ICRA,0.0,0.8363,0.4935,0.1476,0.0399,0.994
VLSFINANCE,0.0002,0.1604,0.1745,0.1229,0.3382,0.0355
ANKITMETAL,0.1207,0.1613,0.5127,0.0021,0.3839,0.6117
HINDPETRO,0.0,0.7104,0.1933,0.3119,0.1036,0.0008
FINPIPE,0.0081,0.0058,0.0593,0.0945,0.664,0.9656
NEULANDLAB,0.0,0.0929,0.5362,0.1735,0.2472,0.8981
GOKEX,0.0,0.0002,0.0004,0.2773,0.6809,0.0557
BALMLAWRIE,0.0,0.0001,0.0039,0.3019,0.9494,0.8082
J&KBANK,0.0,0.3261,0.67,0.1371,0.2543,0.4814
IFBIND,0.0,0.7766,0.1122,0.1614,0.6621,0.3311
NAGAROIL,0.0007,0.0842,0.069,0.1198,0.8405,0.1288
ARCHIDPLY,0.0003,0.0,0.0,0.281,0.8324,0.0305
JINDALPHOT,0.0002,0.0,0.173,0.1525,0.5884,0.2321
ADORWELD,0.0,0.0581,0.9833,0.1943,0.3372,0.184
MERCATOR,0.0,0.0,0.3391,0.254,0.9122,0.3888
JINDALPOLY,0.0,0.0001,0.0001,0.3474,0.2097,0.2201
PSUBNKBEES,0.0,0.0194,0.0028,0.4919,0.8609,0.5537
GIPCL,0.0,0.0,0.0467,0.2368,0.7642,0.1398
ZYDUSWELL,0.0,0.561,0.4401,0.1335,0.3706,0.7957
PTC,0.0,0.0298,0.0,0.4478,0.7904,0.0678
UPL,0.0,0.8043,0.4312,0.1981,0.2943,0.1372
TI,0.0034,0.0,0.0047,0.1682,0.8186,0.1454
PGHH,0.0,0.834,0.9564,0.1429,0.87,0.0339
JUSTDIAL,0.0,0.5208,0.6641,0.1408,0.5103,0.6168
VASCONEQ,0.0014,0.0046,0.0034,0.1585,0.3434,0.7902
TATACHEM,0.0,0.6023,0.5007,0.4347,0.8477,0.2348
SPICEMOBI,0.028,0.622,0.9126,0.021,0.9493,0.5519
REPRO,0.0002,0.0285,0.1692,0.1285,0.5031,0.0524
GRINDWELL,0.0136,0.0006,0.2449,0.0819,0.4027,0.1906
KARURVYSYA,0.0,0.5456,0.6157,0.1747,0.7358,0.7112
AXISCADES,0.0,0.0006,0.014,0.2361,0.3856,0.1871
HOVS,0.0,0.0001,0.4037,0.2204,0.634,0.0978
DIVISLAB,0.0007,0.2931,0.1218,0.0367,0.6366,0.9076
CUB,0.0,0.6613,0.0361,0.0945,0.7738,0.5001
RUCHIRA,0.0,0.4155,0.3258,0.1193,0.0801,0.5857
DECCANCE,0.0,0.0004,0.0017,0.2584,0.1353,0.3023
JMCPROJECT,0.0,0.0007,0.0151,0.3215,0.5065,0.3402
GUJAPOLLO,0.0001,0.2215,0.4249,0.1001,0.5569,0.577
SUNPHARMA,0.0,0.2251,0.0725,0.1861,0.9362,0.6321
SCHAEFFLER,0.0002,0.0019,0.0982,0.1428,0.4601,0.4805
IFBAGRO,0.0,0.023,0.1109,0.1411,0.7909,0.7876
EVEREADY,0.0,0.0013,0.6321,0.3979,0.122,0.6467
ABAN,0.0,0.0,0.0161,0.358,0.0178,0.1863
BHUSANSTL,0.0017,0.0065,0.0937,0.1325,0.4931,0.0025
VSTTILLERS,0.0006,0.1318,0.244,0.0912,0.6754,0.8856
THIRUSUGAR,0.2549,0.0004,0.0133,0.0802,0.9983,0.5821
NTL,0.0002,0.0002,0.0842,0.1518,0.8429,0.1276
KOTAKGOLD,0.7105,0.6908,0.5801,-0.0087,0.2649,0.4053
IPCALAB,0.0009,0.0762,0.4641,0.0769,0.8536,0.6693
MEGH,0.0,0.0,0.0003,0.3056,0.8744,0.0203
ICICINF100,0.4751,0.281,0.5914,-0.001,0.5038,0.6675
MHRIL,0.0,0.0007,0.0508,0.2367,0.06,0.0914
3MINDIA,0.0,0.001,0.319,0.2546,0.0847,0.6312
HDFC,0.0,0.0372,0.0037,0.4169,0.0947,0.1618
GLOBUSSPR,0.0001,0.0002,0.0003,0.2312,0.7334,0.9486
TRIDENT,0.0,0.0,0.0,0.3775,0.2496,0.33
RALLIS,0.0,0.4313,0.7146,0.1435,0.8578,0.7887
JKCEMENT,0.0,0.5337,0.7999,0.1259,0.9841,0.5867
KITEX,0.0,0.0117,0.0074,0.2335,0.4594,0.1983
VGUARD,0.0,0.4128,0.0539,0.1952,0.7664,0.2069
BANKBARODA,0.0372,0.3961,0.2417,0.0444,0.4806,0.9832
SAGCEM,0.0,0.0272,0.3738,0.1665,0.2658,0.021
EASTSILK,0.19,0.2263,0.3209,0.0143,0.3038,0.5308
KOTAKPSUBK,0.0,0.0002,0.1669,0.3799,0.8858,0.4014
MAHSCOOTER,0.0,0.8062,0.3915,0.1373,0.1537,0.5614
SABTN,0.0006,0.5151,0.2436,0.0924,0.0139,0.1965
MANAPPURAM,0.0,0.3195,0.1817,0.1799,0.9064,0.174
ELGIRUBCO,0.0037,0.0038,0.0551,0.1102,0.5167,0.5125
BERGEPAINT,0.0178,0.6375,0.7524,0.0249,0.7672,0.7691
CENTENKA,0.0,0.0,0.0,0.3549,0.5311,0.8785
AXISGOLD,0.2615,0.3092,0.4928,-0.0056,0.9286,0.428
HINDZINC,0.0,0.4643,0.4913,0.2651,0.587,0.2032
BINANIIND,0.0,0.0007,0.0003,0.3723,0.4894,0.7836
BFUTILITIE,0.0,0.0,0.0006,0.3937,0.9935,0.7523
ORIENTBELL,0.0016,0.0,0.0073,0.1823,0.6336,0.1065
SUPREMEIND,0.0004,0.1852,0.3304,0.0895,0.3495,0.5327
PIONDIST,0.0064,0.5687,0.4137,0.0675,0.0,0.0444
GICHSGFIN,0.0,0.934,0.0349,0.3474,0.436,0.0833
ICICINIFTY,0.5247,0.436,0.9177,0.006,0.4768,0.0976
POLARIS,0.0,0.0074,0.101,0.2652,0.5318,0.9282
MAYURUNIQ,0.0,0.5245,0.0182,0.1953,0.2296,0.6373
HAVELLS,0.0,0.472,0.5962,0.1947,0.4377,0.8104
JAYNECOIND,0.0001,0.0001,0.0002,0.2436,0.6392,0.6165
MOSERBAER,0.0,0.0017,0.0011,0.2314,0.7091,0.6674
IDBIGOLD,0.1461,0.3989,0.3655,-0.0045,0.8634,0.8354
IZMO,0.0001,0.0107,0.0333,0.1573,0.1032,0.1663
63MOONS,0.0001,0.0006,0.0289,0.1734,0.2226,0.8216
KOKUYOCMLN,0.0,0.0059,0.0091,0.2616,0.2198,0.7761
STERTOOLS,0.0,0.018,0.1963,0.1514,0.2055,0.7604
DYNAMATECH,0.0,0.4724,0.2597,0.1473,0.6083,0.0688
HMVL,0.0001,0.3891,0.0067,0.1712,0.1475,0.6191
TTKPRESTIG,0.0588,0.087,0.5032,0.0269,0.4455,0.6716
INDIAGLYCO,0.0,0.0013,0.0012,0.2974,0.9372,0.9361
VIPCLOTHNG,0.0,0.0,0.0002,0.4365,0.503,0.6161
DENORA,0.0,0.0079,0.2389,0.1733,0.0505,0.3057
AHLEAST,0.0,0.4714,0.72,0.1339,0.8113,0.4325
NETWORK18,0.0,0.0001,0.0158,0.299,0.7209,0.8894
JAGSNPHARM,0.0,0.0,0.001,0.2927,0.7039,0.2284
BALRAMCHIN,0.005,0.0,0.0562,0.1342,0.7806,0.1212
CAPLIPOINT,0.0001,0.0179,0.1168,0.1331,0.0333,0.7513
JUBILANT,0.0,0.05,0.1694,0.1489,0.0304,0.4725
EASUNREYRL,0.0,0.0001,0.038,0.2435,0.7607,0.9069
BBTC,0.0,0.0039,0.0841,0.3618,0.5883,0.0469
SUPPETRO,0.0,0.0007,0.0052,0.2121,0.2353,0.4598
MAHLIFE,0.0048,0.8713,0.0395,0.0953,0.5663,0.7641
RELCAPITAL,0.0,0.1237,0.0,0.5335,0.4163,0.0286
AJMERA,0.0,0.1122,0.0,0.2742,0.1054,0.6705
EMCO,0.0,0.0003,0.0127,0.2624,0.9701,0.0717
HDFCBANK,0.0,0.0001,0.1568,0.5204,0.0206,0.0184
GREENPOWER,0.0,0.002,0.003,0.2818,0.6969,0.2958
INTELLECT,0.0,0.0015,0.0039,0.266,0.0557,0.0957
VADILALIND,0.0,0.0944,0.2395,0.2044,0.0603,0.4751
ENGINERSIN,0.0,0.0183,0.2981,0.4526,0.4508,0.1653
INGERRAND,0.0,0.0228,0.001,0.2569,0.9813,0.3423
ARCHIES,0.0,0.0,0.0007,0.2716,0.8375,0.1961
TWL,0.0096,0.0404,0.1534,0.0732,0.9506,0.3902
BLKASHYAP,0.0006,0.0057,0.0015,0.1851,0.2635,0.0982
FMNL,0.2179,0.0025,0.0131,0.0815,0.0747,0.0742
DISHTV,0.0,0.3315,0.052,0.2662,0.0541,0.1775
AARVEEDEN,0.0002,0.0005,0.0706,0.1516,0.6847,0.8742
BIOCON,0.0,0.3732,0.0685,0.3647,0.1564,0.5256
KTKBANK,0.0,0.0054,0.0005,0.5009,0.4626,0.1412
JMTAUTOLTD,0.0846,0.1479,0.6242,0.0188,0.6846,0.4786
BHEL,0.0,0.3396,0.1489,0.2796,0.5426,0.8346
LUMAXIND,0.0,0.0018,0.273,0.1651,0.9049,0.644
SUPERSPIN,0.1443,0.0124,0.0037,0.0862,0.4728,0.5759
RML,0.0074,0.0364,0.024,0.1026,0.6599,0.4969
MANGLMCEM,0.0,0.0,0.7632,0.285,0.0618,0.1192
SANOFI,0.0,0.2559,0.1193,0.1037,0.261,0.6148
GRANULES,0.0128,0.0006,0.0718,0.0977,0.5034,0.8322
RADICO,0.0015,0.0002,0.0189,0.1486,0.4849,0.8555
MCLEODRUSS,0.0,0.0181,0.4302,0.2599,0.7152,0.0069
CENTRALBK,0.0,0.468,0.2681,0.1851,0.9552,0.0587
GARWALLROP,0.0,0.0016,0.2512,0.2228,0.1048,0.7505
BANKINDIA,0.0,0.0001,0.0003,0.5374,0.2129,0.2214
SAKHTISUG,0.1812,0.0031,0.0001,0.1285,0.1434,0.2689
COALINDIA,0.0,0.0497,0.2332,0.1915,0.5822,0.2425
VENUSREM,0.0001,0.0004,0.1802,0.1456,0.3315,0.7055
BOMDYEING,0.0,0.0234,0.0002,0.4025,0.7128,0.7445
PARABDRUGS,0.0626,0.0006,0.0248,0.0904,0.9273,0.4169
AARTIDRUGS,0.0002,0.0359,0.1265,0.1254,0.7501,0.3287
WABCOINDIA,0.0,0.0024,0.5144,0.2731,0.426,0.4919
SANDESH,0.0002,0.0669,0.0208,0.1503,0.0681,0.8479
ALEMBICLTD,0.0,0.0003,0.0004,0.3845,0.6449,0.7
DCW,0.0001,0.0,0.0006,0.257,0.3662,0.0449
MPSLTD,0.0,0.3355,0.3186,0.1505,0.8877,0.0623
TOKYOPLAST,0.0567,0.0001,0.0106,0.1113,0.5291,0.21
SURANAT&P,0.0091,0.3065,0.2677,0.0592,0.8591,0.2382
TVSMOTOR,0.0,0.3126,0.8286,0.1584,0.4477,0.3934
TAKE,0.0,0.246,0.0162,0.2945,0.0506,0.0523
HFCL,0.0,0.0032,0.0,0.3054,0.4316,0.0735
TCIFINANCE,0.0006,0.0145,0.0294,0.1328,0.6917,0.7966
INDHOTEL,0.0117,0.0919,0.0667,0.0769,0.9952,0.7047
BSELINFRA,0.0022,0.0649,0.0073,0.1346,0.7346,0.4626
PROZONINTU,0.0,0.0001,0.0003,0.2857,0.785,0.9166
EVERESTIND,0.0,0.0011,0.0647,0.1802,0.805,0.6623
HONDAPOWER,0.0,0.3068,0.0506,0.3014,0.1892,0.0866
NSIL,0.0212,0.177,0.5882,0.0344,0.8847,0.4261
EMKAY,0.5167,0.2132,0.0693,0.0188,0.2668,0.7132
GTL,0.0011,0.0,0.0,0.4187,0.8495,0.3008
UFLEX,0.0,0.0,0.0,0.4193,0.503,0.4808
ORCHIDPHAR,0.0,0.0,0.0232,0.3196,0.9214,0.0398
SESHAPAPER,0.0008,0.4507,0.9242,0.0528,0.6923,0.5496
FLEXITUFF,0.0108,0.0528,0.5163,0.0608,0.5254,0.2528
ARCOTECH,0.0505,0.7815,0.7074,0.0155,0.6333,0.9572
KANORICHEM,0.0,0.0,0.0045,0.2702,0.1948,0.6622
MOIL,0.0001,0.0024,0.0649,0.1584,0.135,0.019
NESTLEIND,0.0007,0.8721,0.6723,0.0456,0.8494,0.9691
AUROPHARMA,0.0001,0.2429,0.368,0.1182,0.7492,0.1282
BLUEDART,0.0,0.112,0.2209,0.174,0.9002,0.3261
EXCELCROP,0.0014,0.1129,0.0762,0.1036,0.8788,0.4131
ATLANTA,0.0,0.014,0.001,0.2539,0.7659,0.2689
TATAGLOBAL,0.0,0.0046,0.0108,0.5158,0.7151,0.7007
GUJFLUORO,0.0,0.0046,0.8578,0.1785,0.1731,0.1788
ITDCEM,0.0024,0.1432,0.5453,0.0584,0.9307,0.9659
CIPLA,0.0,0.7833,0.6592,0.413,0.4687,0.0699
HEG,0.0006,0.0005,0.0186,0.1539,0.4586,0.6059
PCJEWELLER,0.0005,0.0153,0.9502,0.0788,0.1665,0.0834
SANGHVIMOV,0.0,0.2775,0.0509,0.2243,0.0288,0.6602
DBREALTY,0.0001,0.3583,0.0,0.341,0.8611,0.6543
SUPREMEINF,0.0002,0.0282,0.0,0.2441,0.3769,0.1471
METKORE,0.2681,0.1978,0.7552,0.0014,0.1346,0.441
GDL,0.0,0.0418,0.2925,0.0821,0.8426,0.5784
FEL,0.0,0.0091,0.0011,0.229,0.1921,0.0506
LOTUSEYE,0.0027,0.037,0.0139,0.1226,0.1112,0.7395
SHILPI,0.0,0.0121,0.1058,0.1841,0.5471,0.5833
ACE,0.0,0.0007,0.0023,0.3335,0.5676,0.721
UNITY,0.0,0.0001,0.0,0.3674,0.5729,0.7764
RELIGARE,0.0004,0.6003,0.0114,0.1544,0.7406,0.6474
NHPC,0.0,0.0829,0.2002,0.3228,0.2303,0.1458
GAEL,0.0,0.0,0.0009,0.2754,0.8464,0.7424
SAIL,0.0,0.2213,0.9985,0.399,0.4742,0.0
SALORAINTL,0.0008,0.7838,0.1559,0.1,0.1381,0.3912
HONAUT,0.0,0.2366,0.35,0.1966,0.1922,0.3295
PHOENIXLTD,0.0006,0.6802,0.537,0.0809,0.657,0.3986
LOKESHMACH,0.0,0.0001,0.2815,0.2434,0.3126,0.2551
COLPAL,0.012,0.282,0.1844,0.0156,0.3976,0.9861
FMGOETZE,0.0003,0.2648,0.5315,0.0851,0.9139,0.3697
PRATIBHA,0.0,0.0,0.0,0.3688,0.7894,0.3881
RJL,0.184,0.0011,0.0,0.1907,0.0687,0.1748
XCHANGING,0.0001,0.0011,0.0367,0.1753,0.3262,0.0403
RAJESHEXPO,0.0002,0.7236,0.2703,0.1062,0.0007,0.473
BLISSGVS,0.0,0.0589,0.4571,0.2857,0.0307,0.4362
BANCOINDIA,0.0,0.0,0.0048,0.2601,0.8989,0.0197
ADANIPOWER,0.0,0.1165,0.0,0.4947,0.6419,0.0026
ALLCARGO,0.001,0.172,0.4515,0.0715,0.7547,0.7024
RELINFRA,0.0,0.2597,0.0,0.5571,0.0729,0.0055
KOTAKNIFTY,0.0,0.002,0.0064,0.8368,0.0341,0.4847
GESHIP,0.0,0.7443,0.4429,0.1415,0.4589,0.7162
OMAXE,0.0,0.1016,0.4198,0.2363,0.0666,0.5386
NDL,0.0,0.0017,0.0245,0.2081,0.2156,0.4929
GAL,0.0435,0.8545,0.6134,0.0317,0.5027,0.0987
BIRLAMONEY,0.0,0.0048,0.2786,0.1402,0.9689,0.9157
KCP,0.0,0.0186,0.0,0.3123,0.6556,0.1309
EDL,0.1958,0.0,0.0001,0.1633,0.2265,0.7024
BEL,0.0085,0.0734,0.851,0.0423,0.5328,0.5206
PFS,0.0,0.3029,0.0083,0.3362,0.5749,0.6073
AUTOLITIND,0.0,0.0005,0.3936,0.1645,0.4062,0.9478
ORIENTPPR,0.0062,0.0035,0.0004,0.1636,0.5783,0.9933
ECLERX,0.0014,0.6436,0.7409,0.0397,0.546,0.7958
GRAPHITE,0.0114,0.0105,0.1101,0.0797,0.9849,0.377
MORARJEE,0.0,0.0014,0.0007,0.2531,0.627,0.7351
SWANENERGY,0.7627,0.6478,0.0109,0.0334,0.1661,0.203
BALPHARMA,0.0002,0.0,0.0832,0.1658,0.4969,0.2972
OMKARCHEM,0.0,0.0475,0.5134,0.1959,0.41,0.4752
LUMAXTECH,0.0001,0.0,0.0017,0.2198,0.97,0.6838
TIPSINDLTD,0.0067,0.0002,0.0458,0.1185,0.8456,0.9257
SRSLTD,0.0005,0.0025,0.1914,0.1152,0.9766,0.2465
MAHABANK,0.0,0.1807,0.0063,0.3283,0.3739,0.9364
TTL,0.0,0.002,0.0112,0.2434,0.2838,0.0365
PRIMESECU,0.5793,0.3885,0.0126,0.0357,0.4483,0.7218
GET&D,0.0,0.803,0.0436,0.1017,0.9859,0.0676
LAKSHVILAS,0.0,0.5963,0.0053,0.2569,0.1042,0.2018
LYKALABS,0.0,0.0,0.2016,0.2696,0.0209,0.8127
SDBL,0.5228,0.0109,0.0552,0.0448,0.6659,0.1856
MMFL,0.0,0.0005,0.3337,0.1813,0.6867,0.8276
KANSAINER,0.0,0.5227,0.008,0.0894,0.4729,0.7718
SNOWMAN,0.0,0.0,0.0009,0.3193,0.3672,0.9412
ARROWTEX,0.0003,0.0281,0.0777,0.1242,0.5522,0.5295
UNICHEMLAB,0.0,0.0186,0.0943,0.1996,0.9757,0.242
COROMANDEL,0.0002,0.0277,0.5882,0.1046,0.2118,0.0226
TRIGYN,0.0046,0.0,0.0094,0.1743,0.3944,0.4057
JSWSTEEL,0.0,0.7793,0.6527,0.3433,0.3557,0.0132
ESSARSHPNG,0.033,0.1163,0.1457,0.0538,0.5042,0.2843
JTEKTINDIA,0.0,0.0,0.0001,0.3101,0.7237,0.0222
VAKRANGEE,0.0,0.0,0.0329,0.3072,0.3196,0.0213
SPENTEX,0.4334,0.0267,0.0915,0.0285,0.9242,0.4029
EXCELINDUS,0.0,0.0581,0.1779,0.2498,0.5171,0.3344
TBZ,0.0,0.0065,0.0229,0.2114,0.3179,0.1577
INFRATEL,0.0,0.5679,0.0951,0.0593,0.3322,0.7897
KPIT,0.0001,0.564,0.1252,0.1382,0.6756,0.0494
MADRASFERT,0.0,0.0431,0.006,0.1982,0.9946,0.211
REPCOHOME,0.0,0.0078,0.1364,0.2992,0.8621,0.9421
HUBTOWN,0.0144,0.6309,0.0068,0.105,0.6147,0.6875
RECLTD,0.0,0.0069,0.1416,0.3788,0.9318,0.1167
NIITLTD,0.0,0.0001,0.0026,0.2409,0.1616,0.7171
SIMPLEXINF,0.0,0.0225,0.3206,0.1664,0.768,0.9771
BANARBEADS,0.4228,0.0039,0.0034,0.0791,0.664,0.2448
TTML,0.0,0.0106,0.0635,0.1597,0.7894,0.5391
CANBK,0.0,0.0012,0.0004,0.4744,0.7416,0.2816
SORILINFRA,0.0371,0.0014,0.0772,0.0787,0.9977,0.8543
SHALPAINTS,0.0,0.0032,0.0125,0.258,0.8615,0.2375
NILKAMAL,0.0,0.0068,0.4458,0.216,0.0619,0.5061
SUNDARMFIN,0.0,0.8763,0.4486,0.1515,0.5805,0.3728
TIMETECHNO,0.0,0.0067,0.4926,0.2518,0.9239,0.3958
DONEAR,0.0354,0.0003,0.0144,0.1088,0.4586,0.8897
L&TFH,0.0,0.0151,0.0055,0.4812,0.7092,0.459
LIQUIDBEES,0.0068,0.4471,0.0026,0.0312,0.0,0.4437
AGARIND,0.0013,0.0269,0.0815,0.1207,0.1206,0.0317
