Adj-r_sq,HML %,Rm-Rf %,SMB %,Symbol,const
0.0195,0.2907,0.0087,0.0018,UNITEDTEA,0.3088
0.2584,0.0,0.0,0.0,RAMCOIND,0.2609
0.1941,0.0,0.0,0.0,ANSALHSG,0.5667
0.0519,0.5783,0.0,0.0,HIKAL,0.9587
0.1281,0.0106,0.0,0.0,ZEELEARN,0.6302
0.0787,0.1495,0.0,0.2639,PGIL,0.4145
0.1845,0.117,0.0,0.0,BHARTIARTL,0.1695
0.075,0.0,0.0,0.0,SAKSOFT,0.1624
0.0397,0.0032,0.0017,0.0028,LPDC,0.3233
0.0624,0.0133,0.0,0.0004,LAOPALA,0.1198
0.0329,0.0316,0.0002,0.0,IMPAL,0.092
0.1853,0.0061,0.0,0.0,GOACARBON,0.0664
0.2073,0.0,0.0,0.0,HITECHGEAR,0.0611
0.0437,0.0447,0.0009,0.0,ELECTHERM,0.108
0.3081,0.0,0.0,0.0013,DCBBANK,0.0726
0.0888,0.1118,0.0,0.0,SUPRAJIT,0.0026
0.1392,0.0,0.0,0.0,SURYALAXMI,0.7176
0.1042,0.0,0.0,0.0,TRIL,0.8426
0.1443,0.0,0.0,0.0,MIRCELECTR,0.1132
0.1242,0.0034,0.0,0.0,SHAKTIPUMP,0.0588
0.2703,0.0,0.0,0.0,HARRMALAYA,0.7095
0.1977,0.0,0.0,0.0,ISMTLTD,0.7174
0.3309,0.0061,0.0,0.4819,TATAPOWER,0.8934
0.0692,0.0,0.0001,0.0001,CANDC,0.4607
0.2182,0.0035,0.0,0.0,SRIPIPES,0.0113
0.0297,0.5744,0.0006,0.0753,REMSONSIND,0.097
0.2335,0.0,0.0,0.0,MANINDS,0.9011
0.1615,0.0,0.0,0.0,GILLANDERS,0.952
0.0016,0.951,0.0804,0.8154,SHARIABEES,0.1337
0.2357,0.0,0.0,0.0,UCALFUEL,0.2034
0.0569,0.2593,0.0,0.8301,GRUH,0.1811
0.242,0.0,0.0,0.0,A2ZINFRA,0.6043
0.2631,0.0012,0.0,0.0,HEIDELBERG,0.3758
0.066,0.0071,0.0,0.0168,VMART,0.0083
0.2412,0.0,0.0,0.0245,CESC,0.0481
0.0242,0.5923,0.0005,0.0081,CELEBRITY,0.2295
0.1382,0.0,0.0,0.0,SMARTLINK,0.5327
0.2112,0.0,0.0,0.0,TIRUMALCHM,0.0099
0.1571,0.0,0.0,0.0,RUCHISOYA,0.2349
0.0822,0.0001,0.0,0.0002,MANGCHEFER,0.2676
0.2244,0.0499,0.0,0.0,TNPL,0.0478
0.1998,0.0,0.0,0.0,ONMOBILE,0.8991
0.1341,0.0009,0.0,0.0,SUMEETINDS,0.7511
0.1537,0.1807,0.0,0.0,FLFL,0.2969
0.099,0.0526,0.0,0.0,KSBPUMPS,0.0219
0.2254,0.0013,0.0,0.0,MARKSANS,0.3157
0.1368,0.0011,0.0,0.0,VARDMNPOLY,0.5631
0.0097,0.0293,0.379,0.0203,ORIENTALTL,0.1139
0.2054,0.0001,0.0,0.0,GEOJITFSL,0.0609
0.1155,0.0,0.0,0.0,MEGASOFT,0.5978
0.2568,0.0,0.0,0.4957,BAJAJ-AUTO,0.2156
0.5059,0.0,0.0,0.0,SYNDIBANK,0.686
0.0033,0.614,0.3041,0.0403,THEMISMED,0.3303
0.1795,0.0,0.0,0.0,ADFFOODS,0.2053
0.1341,0.9809,0.0,0.0013,BRITANNIA,0.0
0.1404,0.0,0.0,0.0,IMFA,0.3735
0.1926,0.0,0.0,0.0,KECL,0.4243
0.2984,0.0122,0.0,0.0,CAPF,0.1799
0.113,0.0676,0.0,0.0001,OFSS,0.4539
0.2233,0.0,0.0,0.0,GENUSPOWER,0.0385
0.3854,0.0,0.0,0.509,DENABANK,0.018
0.1655,0.0,0.0,0.0,SUNFLAG,0.2157
0.0793,0.4824,0.0,0.0005,TPLPLASTEH,0.2497
0.1366,0.0,0.0001,0.0,PBAINFRA,0.6685
0.1538,0.011,0.0,0.0,NUCLEUS,0.0623
0.0702,0.8562,0.0,0.017,GPPL,0.1133
0.1953,0.0097,0.0,0.0,SMLISUZU,0.5592
0.2056,0.0,0.0,0.0,STCINDIA,0.9318
0.3908,0.0,0.0,0.2273,JSWENERGY,0.721
0.098,0.3254,0.0,0.0002,GULFOILLUB,0.0384
0.03,0.4864,0.0,0.6766,SAMBHAAV,0.0361
0.2447,0.0001,0.0,0.0,DELTACORP,0.2509
0.1348,0.0,0.0,0.0,JOCIL,0.6404
0.0445,0.0099,0.0002,0.0,KAVVERITEL,0.5574
0.0481,0.9147,0.0002,0.0142,ALKEM,0.1888
0.1843,0.0,0.0,0.0,MOREPENLAB,0.094
0.1176,0.0239,0.0,0.0,APLAPOLLO,0.0018
0.0704,0.096,0.0,0.0,VIKASECO,0.5084
0.2352,0.0,0.0,0.0175,HEROMOTOCO,0.0633
0.3239,0.0004,0.0,0.0,ARVIND,0.0613
0.3571,0.0,0.0,0.2947,IRB,0.4643
0.1395,0.2628,0.0,0.0,SHARDAMOTR,0.2115
0.1589,0.0,0.0,0.0,DCMSHRIRAM,0.0242
0.0559,0.0962,0.0018,0.0001,FAIRCHEM,0.4281
0.1722,0.0,0.0,0.0,MARALOVER,0.2154
0.14,0.0005,0.0,0.0,OCL,0.004
0.1428,0.0,0.0,0.0002,M&M,0.7572
0.1801,0.0,0.0,0.0,HSCL,0.1254
0.109,0.0062,0.0,0.0,SKIL,0.34
0.1928,0.0002,0.0,0.0,CHENNPETRO,0.2995
0.019,0.867,0.0,0.834,HDFCMFGETF,0.2445
0.1446,0.0254,0.0,0.5828,UBL,0.53
0.2284,0.0046,0.0,0.0,INEOSSTYRO,0.7633
0.3042,0.0,0.0,0.0,BAJAJHIND,0.3938
0.1176,0.0,0.0,0.0,CORDSCABLE,0.2052
0.0673,0.0011,0.0002,0.0,MRO-TEK,0.0511
0.1174,0.215,0.0,0.0,CANFINHOME,0.1459
0.0344,0.0,0.0,0.4316,INFY,0.9642
0.2516,0.0,0.0,0.0,SARDAEN,0.2471
0.0708,0.4612,0.0,0.0,NIITTECH,0.142
0.1587,0.0,0.0,0.0,ZUARIGLOB,0.3511
0.242,0.1274,0.0,0.0001,DHFL,0.2378
0.2827,0.0,0.0,0.0,AUTOIND,0.8988
0.0021,0.6217,0.0283,0.5546,IVZINGOLD,0.3707
0.2434,0.0,0.0,0.0,MMTC,0.0083
0.3544,0.0,0.0,0.0,HCC,0.6747
0.1992,0.0002,0.0,0.0,NATHBIOGEN,0.2858
0.1053,0.0004,0.0,0.0,AROGRANITE,0.3494
0.2325,0.0,0.0,0.0,ORISSAMINE,0.3197
0.0838,0.0065,0.0,0.0,SKMEGGPROD,0.0272
0.0266,0.0274,0.008,0.0125,CTE,0.007
0.1288,0.0006,0.0,0.0,RPGLIFE,0.1141
0.0398,0.6711,0.0001,0.0179,LAMBODHARA,0.8817
0.0864,0.0707,0.0,0.0047,CONCOR,0.4132
0.0884,0.8015,0.0,0.0,SHRIRAMCIT,0.2278
0.1712,0.1291,0.0,0.0,DALMIABHA,0.001
0.1935,0.0,0.0,0.0,INDSWFTLAB,0.8408
0.1271,0.0009,0.0,0.0,LAKSHMIEFL,0.7228
0.137,0.699,0.0,0.0001,JCHAC,0.0011
0.0386,0.0956,0.0,0.1832,GLAXO,0.3007
0.2118,0.0,0.0,0.0,KALPATPOWR,0.0639
0.1411,0.0,0.0,0.0,KILITCH,0.3922
0.0939,0.1704,0.0,0.0,ACCELYA,0.0458
0.2199,0.0,0.0,0.0,JINDRILL,0.5498
0.2756,0.0,0.0,0.0043,TATACOMM,0.0985
0.1677,0.0001,0.0,0.0,AHLUCONT,0.0406
0.2059,0.0,0.0,0.0,CEBBCO,0.1563
0.2044,0.0002,0.0,0.0,SALZERELEC,0.6983
0.342,0.0855,0.0,0.1901,GODREJIND,0.2322
0.327,0.0011,0.0,0.0004,TATAMOTORS,0.5058
0.1137,0.0,0.0,0.0,UTTAMSUGAR,0.0746
0.0676,0.0001,0.0,0.004,FELDVR,0.8621
0.1437,0.0027,0.0,0.0,PLASTIBLEN,0.2339
0.2583,0.215,0.0,0.3305,M50,0.4355
0.0964,0.0001,0.0,0.0,BANSWRAS,0.3832
0.5274,0.0,0.0,0.0,ALBK,0.3485
0.1029,0.002,0.0,0.0,AUTOAXLES,0.0466
0.1745,0.8333,0.0,0.7863,BYKE,0.7233
0.2374,0.0,0.0,0.0,ROLTA,0.7264
0.136,0.0001,0.0,0.0,GUFICBIO,0.0308
0.1273,0.0997,0.0,0.0,AKZOINDIA,0.155
0.0251,0.9502,0.0047,0.0997,LUXIND,0.9227
0.13,0.0051,0.0,0.0,SOMANYCERA,0.0017
0.2056,0.0,0.0,0.0,ASHAPURMIN,0.6097
0.0404,0.0348,0.0004,0.0,PONNIERODE,0.8839
0.1133,0.0018,0.0,0.0,NIPPOBATRY,0.2054
0.0813,0.8942,0.0,0.1369,APLLTD,0.0048
0.047,0.0,0.1622,0.0,JAIBALAJI,0.6638
0.093,0.0018,0.0,0.0,WINDMACHIN,0.0556
0.0977,0.0066,0.0,0.0,HGS,0.113
0.1256,0.0,0.0,0.0,RAMANEWS,0.5159
0.2845,0.0001,0.0,0.7782,NMDC,0.7963
0.0967,0.0632,0.0,0.0,KICL,0.0371
0.1444,0.1064,0.0,0.0005,VIPULLTD,0.801
0.2818,0.0,0.0,0.0,ESCORTS,0.0091
0.1544,0.0032,0.0,0.0,HSIL,0.1154
0.2092,0.0,0.0,0.0,ARIES,0.2468
0.1051,0.0026,0.0,0.0,ZENSARTECH,0.096
0.1921,0.0,0.0,0.0,MURUDCERA,0.3934
0.5258,0.0025,0.0,0.0005,HDFCNIFETF,0.0684
0.1681,0.0,0.0,0.0,KPRMILL,0.0356
0.1271,0.1205,0.0,0.0,SHIRPUR-G,0.4705
0.0537,0.0379,0.0,0.0001,PANAMAPET,0.2224
0.1265,0.0,0.0,0.0006,HINDUNILVR,0.0099
0.0737,0.0699,0.0,0.0,PRECOT,0.8471
0.103,0.676,0.0,0.0014,JYOTHYLAB,0.1544
0.0064,0.6923,0.2919,0.028,LICNETFGSC,0.2009
0.0951,0.0162,0.0,0.0,REDINGTON,0.2701
0.1661,0.0,0.0,0.0,SICAL,0.1456
0.1171,0.0,0.0,0.0,UNIENTER,0.1463
0.0605,0.6661,0.0,0.0165,AVANTIFEED,0.2583
0.2579,0.0,0.0,0.0,WELCORP,0.8144
0.111,0.0881,0.0,0.0,EON,0.2654
0.1271,0.0571,0.0,0.0,MFSL,0.2097
0.3299,0.0,0.0,0.449,VIJAYABANK,0.6898
0.1944,0.0,0.0,0.0,USHAMART,0.7247
0.2263,0.4795,0.0,0.0002,YESBANK,0.5883
0.0512,0.12,0.0,0.0007,CHROMATIC,0.0984
0.3019,0.0,0.0,0.0,JISLDVREQS,0.5322
0.3884,0.0,0.0,0.0,HINDALCO,0.1588
0.0883,0.1332,0.0,0.0011,JMA,0.4724
0.0868,0.0,0.0,0.5555,GSKCONS,0.1416
0.3209,0.0,0.0,0.0,HINDOILEXP,0.7848
0.1374,0.0,0.0,0.0,TAJGVK,0.3044
0.0597,0.8677,0.0,0.1913,TTKHLTCARE,0.7453
0.1143,0.0002,0.0,0.0012,FCL,0.9971
0.1703,0.0022,0.0,0.0,BIRLACORPN,0.1066
0.2957,0.0,0.0,0.0317,JINDALSTEL,0.4745
0.1449,0.0,0.0,0.0,SUNDRMBRAK,0.1302
0.0795,0.3773,0.0,0.0001,CARERATING,0.4573
0.3189,0.0,0.0,0.0,PATELENG,0.7167
0.0597,0.1618,0.001,0.0059,AIFL,0.2314
0.0647,0.0038,0.0,0.0,LAKPRE,0.6515
0.2192,0.0108,0.0,0.0,TCI,0.278
0.2369,0.0,0.0,0.0,PENIND,0.4024
0.2243,0.0,0.0,0.0001,SINTEX,0.7482
0.2779,0.0102,0.0,0.0,ONGC,0.9869
0.1506,0.0,0.0,0.0,INDORAMA,0.3397
0.495,0.0,0.0,0.3591,IDBI,0.4168
0.0091,0.2449,0.2241,0.0095,DSSL,0.031
0.0966,0.0029,0.0,0.0,VINATIORGA,0.0162
0.0853,0.1109,0.0,0.001,HATHWAY,0.3736
0.0673,0.0007,0.0001,0.0,ASHIMASYN,0.1883
0.0162,0.6936,0.0347,0.0061,CNOVAPETRO,0.344
0.0939,0.001,0.0,0.0,BSL,0.0862
0.0514,0.0538,0.0,0.0236,JINDWORLD,0.1227
0.0703,0.5887,0.0,0.0005,RUPA,0.1465
0.051,0.0905,0.0001,0.0,REFEX,0.0473
0.0424,0.9414,0.0,0.0306,MOHITIND,0.6671
0.1391,0.0019,0.0,0.0,ALICON,0.0437
0.0232,0.0243,0.0947,0.0022,MANGALAM,0.1195
0.2538,0.1208,0.0,0.007,BHARATFIN,0.0436
0.0634,0.0517,0.0,0.0,PFIZER,0.2114
0.1547,0.0,0.0,0.0,SHRIRAMEPC,0.6851
0.1314,0.0,0.0,0.0,RANASUG,0.4994
0.192,0.0,0.0,0.0005,INFRABEES,0.5056
0.1891,0.0,0.0,0.0,SUVEN,0.0542
0.029,0.0478,0.028,0.0005,KARMAENG,0.1261
0.0691,0.5148,0.0,0.0981,BAYERCROP,0.0158
0.0873,0.0323,0.0,0.0,JAMNAAUTO,0.6347
0.1102,0.1026,0.0,0.0,TNPETRO,0.0863
0.2254,0.0,0.0,0.0001,BRIGADE,0.1313
0.0768,0.7277,0.0,0.0354,DBCORP,0.2098
0.1443,0.0002,0.0,0.0,TGBHOTELS,0.8142
0.1059,0.0067,0.0,0.0,AFL,0.5522
0.0052,0.8294,0.0393,0.0889,NAGREEKCAP,0.0943
0.1801,0.0,0.0,0.0,DHAMPURSUG,0.2374
0.1717,0.3751,0.0,0.0864,SETFNIFBK,0.1857
0.022,0.0541,0.0,0.3045,RELCONS,0.2984
0.1265,0.0011,0.0,0.0,PFOCUS,0.2623
0.132,0.481,0.0,0.0005,COFFEEDAY,0.8945
0.2701,0.0,0.0,0.0,LOVABLE,0.3623
0.1878,0.0,0.0,0.0,TORNTPOWER,0.6111
0.1067,0.9902,0.0,0.0296,ENIL,0.0624
0.2703,0.0,0.0,0.0,DHANBANK,0.263
0.2779,0.0,0.0,0.0,ELECON,0.5796
0.1565,0.0,0.0,0.0,PATINTLOG,0.3025
0.1633,0.0,0.0,0.0,NITESHEST,0.8481
0.1803,0.0,0.0,0.0,ARSHIYA,0.6795
0.1042,0.0661,0.0,0.0247,PEL,0.0064
0.4307,0.0,0.0,0.0,ANANTRAJ,0.4435
0.1147,0.0124,0.0,0.0,PUNJABCHEM,0.0967
0.1002,0.1175,0.0,0.0,SASTASUNDR,0.1922
0.4508,0.0,0.0,0.0506,IFCI,0.8729
0.1241,0.0,0.0,0.0,ANDHRACEMT,0.5179
-0.0032,0.6544,0.5772,0.961,KHANDSE,0.2189
0.1062,0.0006,0.0,0.0,JAYAGROGN,0.2799
0.3673,0.0,0.0,0.0,GMRINFRA,0.9752
0.0265,0.0403,0.0115,0.0003,TCIDEVELOP,0.1121
0.3326,0.0,0.0,0.0,WALCHANNAG,0.4326
0.395,0.0,0.0,0.0007,PSB,0.4806
0.0772,0.0015,0.0,0.0,SMSPHARMA,0.5075
0.1707,0.0,0.0,0.0,BALAMINES,0.0206
0.2362,0.0,0.0,0.0,MUKANDENGG,0.8981
0.2096,0.0,0.0,0.0,JETAIRWAYS,0.8279
0.2021,0.2725,0.0,0.1667,GAIL,0.354
0.2192,0.0,0.0,0.0,GABRIEL,0.0292
0.1033,0.0243,0.0,0.0,SOTL,0.1431
0.2846,0.0,0.0,0.0,ZENTEC,0.3531
0.1034,0.0002,0.0,0.0,KOTHARIPRO,0.7469
0.1274,0.0,0.0,0.0,ROHITFERRO,0.397
0.1542,0.1442,0.0,0.0,NAVKARCORP,0.8641
0.2034,0.0172,0.0,0.0,SRF,0.0037
0.1669,0.065,0.0,0.0,PRESSMN,0.2837
0.1768,0.0,0.0,0.0,ANDHRSUGAR,0.1128
0.2139,0.0,0.0,0.0,TEXRAIL,0.6562
0.0985,0.0,0.0,0.0,WENDT,0.2461
0.2238,0.0,0.0,0.0,BPL,0.1729
0.5404,0.0,0.0,0.0011,ANDHRABANK,0.3116
0.1367,0.0001,0.0,0.0,NRBBEARING,0.0287
0.315,0.0,0.0,0.0,RTNPOWER,0.4094
0.0759,0.0629,0.0,0.0,KAMATHOTEL,0.8064
0.2129,0.0,0.0,0.0,IPAPPM,0.9438
0.1191,0.9753,0.0,0.1223,MOTHERSUMI,0.3184
0.8841,0.0,0.0,0.0,NIFTYBEES,0.0
0.0298,0.0003,0.1578,0.0689,GOLDTECH,0.1915
0.2473,0.0,0.0,0.0,EKC,0.6234
0.1008,0.6466,0.0,0.0,CCL,0.3679
0.0825,0.0158,0.0,0.0,ATFL,0.4102
0.1305,0.0014,0.0,0.0,GINNIFILA,0.1962
0.1763,0.0,0.0,0.0,IGPL,0.013
0.2682,0.0942,0.0,0.0034,LT,0.9811
0.3017,0.0,0.0,0.0,TEXINFRA,0.607
0.1237,0.0418,0.0,0.0,VTL,0.0066
0.4598,0.0,0.0,0.0,IOB,0.0435
0.2849,0.0,0.0,0.0,COSMOFILMS,0.1175
0.0436,0.0006,0.0019,0.0001,CCCL,0.8218
0.0881,0.0887,0.0,0.0002,WEIZMANIND,0.0522
0.0436,0.1547,0.0021,0.0,CINEVISTA,0.1955
0.236,0.0,0.0,0.0,PHILIPCARB,0.035
0.1669,0.0,0.0,0.0,RUBYMILLS,0.84
0.2177,0.3525,0.0,0.0047,ADANITRANS,0.0283
0.0113,0.424,0.0603,0.0045,JHS,0.3429
0.0823,0.8553,0.0,0.0002,CERA,0.0013
0.1305,0.0006,0.0,0.0,CONSOFINVT,0.4479
0.1263,0.0592,0.0,0.0193,GSPL,0.0662
0.0408,0.2397,0.0,0.4911,AIAENG,0.0062
0.1609,0.2869,0.0,0.0331,JUBLFOOD,0.5634
0.1254,0.0156,0.0,0.0,PRECWIRE,0.1716
0.1654,0.0182,0.0,0.1514,PIDILITIND,0.0038
0.0316,0.0001,0.5837,0.0001,CENTEXT,0.1456
0.1565,0.4244,0.0,0.0007,INOXWIND,0.1204
0.1802,0.0,0.0,0.0,CEATLTD,0.0012
0.6228,0.0,0.0,0.0001,JUNIORBEES,0.0004
0.0893,0.0,0.0003,0.0,SYNCOM,0.5529
0.2954,0.0,0.0,0.0,VISAKAIND,0.1683
0.2061,0.0636,0.0,0.0001,RELIANCE,0.4712
0.1528,0.0031,0.0,0.0005,SADBHAV,0.1203
0.2275,0.0,0.0,0.0,GHCL,0.0219
0.1328,0.0,0.0,0.0,CARBORUNIV,0.1012
0.15,0.0,0.0,0.0772,TCS,0.0249
0.0274,0.03,0.0141,0.0006,HINDCOMPOS,0.3964
0.1212,0.0,0.0,0.0,MSPL,0.9545
0.0019,0.2462,0.7241,0.0701,BEARDSELL,0.2797
0.1579,0.1686,0.0,0.0443,BPCL,0.3621
0.1437,0.0,0.0,0.0,GPIL,0.2417
0.1661,0.0079,0.0,0.0,HINDUJAVEN,0.652
0.2887,0.0,0.0,0.0804,INDIANB,0.289
0.189,0.0076,0.0,0.0,COX&KINGS,0.4166
0.3252,0.0183,0.0,0.7478,ULTRACEMCO,0.1162
0.1158,0.0,0.0,0.0,EIHAHOTELS,0.1094
0.0096,0.4017,0.0122,0.2976,SHREYAS,0.219
0.1159,0.6899,0.0,0.0075,M&MFIN,0.9272
0.1064,0.0059,0.0,0.1255,EIHOTEL,0.0988
0.2293,0.0,0.0,0.0,VICEROY,0.4816
0.1713,0.0003,0.0,0.0,FORTIS,0.6464
0.0954,0.1655,0.0,0.0,SUDARSCHEM,0.4095
0.2169,0.0146,0.0,0.0022,IIFL,0.0102
0.1417,0.0,0.0,0.0,OILCOUNTUB,0.9624
0.1521,0.2242,0.0,0.0023,SHEMAROO,0.1886
0.1404,0.0209,0.0,0.0,SRHHYPOLTD,0.2733
0.3121,0.0511,0.0,0.074,MARUTI,0.0001
0.3512,0.0,0.0,0.0002,M100,0.0083
0.14,0.0644,0.0,0.0,THOMASCOOK,0.0367
0.0568,0.045,0.0,0.2771,MARICO,0.2946
0.123,0.0,0.0,0.0,MCDHOLDING,0.8298
0.178,0.0743,0.0,0.0,UMANGDAIRY,0.9236
0.1609,0.0033,0.0,0.0,ASAHIINDIA,0.0117
0.3396,0.0,0.0,0.0,SREINFRA,0.6674
0.2476,0.0,0.0,0.0,TALWALKARS,0.6027
0.045,0.2025,0.0,0.0182,KANANIIND,0.7182
0.0913,0.0058,0.0,0.0,HTMEDIA,0.8764
