Symbol,Rm-Rf %,Adj-r_sq,const
CENTENKA,0.0,0.3699,0.1656
AXISGOLD,0.4674,-0.0019,0.3338
HINDZINC,0.0,0.2099,0.0392
BINANIIND,0.0,0.3474,0.8508
BFUTILITIE,0.0,0.3897,0.2376
ORIENTBELL,0.0,0.2769,0.9396
SUPREMEIND,0.0,0.1119,0.1609
PIONDIST,0.0009,0.045,0.6405
GICHSGFIN,0.0,0.3335,0.4074
ICICINIFTY,0.0,0.2291,0.5789
POLARIS,0.0361,0.0138,0.4633
MAYURUNIQ,0.0,0.1155,0.3362
HAVELLS,0.0,0.3717,0.4812
JAYNECOIND,0.0,0.1957,0.7101
MOSERBAER,0.0,0.2524,0.1617
UNIPLY,0.0,0.1723,0.4267
IDBIGOLD,0.0222,0.0173,0.3826
IZMO,0.0,0.2842,0.7443
63MOONS,0.0,0.1802,0.2657
KOKUYOCMLN,0.0,0.1867,0.8763
STERTOOLS,0.0,0.2545,0.0815
DYNAMATECH,0.0,0.1776,0.427
HMVL,0.0,0.0637,0.9421
TTKPRESTIG,0.0001,0.0595,0.3194
INDIAGLYCO,0.0,0.2006,0.3371
VIPCLOTHNG,0.0,0.2381,0.7915
DENORA,0.0,0.2773,0.5498
AHLEAST,0.0,0.1436,0.4063
NETWORK18,0.0,0.2859,0.2025
JAGSNPHARM,0.0,0.2969,0.7277
BALRAMCHIN,0.0,0.1694,0.0775
SHAHALLOYS,0.4045,-0.0013,0.2824
CAPLIPOINT,0.0,0.0625,0.6771
JUBILANT,0.0,0.2968,0.1877
EASUNREYRL,0.0,0.2293,0.1836
BBTC,0.0,0.3452,0.5696
SUPPETRO,0.0,0.2411,0.0559
MAHLIFE,0.0,0.1364,0.3632
RELCAPITAL,0.0,0.6219,0.7629
AJMERA,0.0,0.4511,0.9077
EMCO,0.0,0.3034,0.9714
HDFCBANK,0.0,0.4242,0.1336
GREENPOWER,0.0,0.2877,0.1499
GSS,0.0,0.0987,0.8615
INTELLECT,0.0,0.3479,0.2313
VADILALIND,0.0,0.2387,0.8046
ENGINERSIN,0.0,0.082,0.8698
INGERRAND,0.0,0.3345,0.8499
SHREYANIND,0.0,0.1276,0.1388
ARCHIES,0.0,0.2804,0.8823
TWL,0.0,0.2962,0.8417
BLKASHYAP,0.0,0.1814,0.847
FMNL,0.0,0.1167,0.7563
DISHTV,0.0,0.3737,0.9339
AARVEEDEN,0.0,0.1166,0.3967
BIOCON,0.0,0.151,0.0165
KTKBANK,0.0,0.2302,0.909
SHK,0.0,0.1774,0.276
JMTAUTOLTD,0.0,0.0934,0.1642
SGL,0.0297,0.0157,0.1361
BHEL,0.0,0.3221,0.5745
LUMAXIND,0.0,0.2888,0.0936
KESORAMIND,0.0,0.2866,0.5476
SUPERSPIN,0.0,0.2199,0.4949
RML,0.0,0.1685,0.4123
KESARENT,0.0,0.1028,0.2768
MANGLMCEM,0.0,0.2418,0.2432
SANOFI,0.0,0.1139,0.706
GRANULES,0.0,0.3976,0.5049
SIGNET,0.0,0.0761,0.453
RADICO,0.0,0.1995,0.7625
SHREEPUSHK,0.0,0.1895,0.1881
MCLEODRUSS,0.0,0.3028,0.7081
CENTRALBK,0.0,0.1991,0.3878
GARWALLROP,0.0,0.2529,0.1399
ASAHISONG,0.0,0.2181,0.3026
BANKINDIA,0.0,0.4198,0.8637
SAKHTISUG,0.0,0.2148,0.5568
COALINDIA,0.0,0.211,0.9597
VENUSREM,0.0,0.2352,0.9962
BOMDYEING,0.0,0.4187,0.5702
PARABDRUGS,0.0005,0.0453,0.887
AARTIDRUGS,0.0,0.2123,0.6482
KOTAKNV20,0.0,0.145,0.6679
WABCOINDIA,0.0,0.1478,0.7975
SANDESH,0.0,0.2422,0.7521
ALEMBICLTD,0.0,0.2924,0.657
DCW,0.0,0.2925,0.5368
MPSLTD,0.0,0.1547,0.8633
TOKYOPLAST,0.0236,0.0168,0.1684
SURANAT&P,0.0001,0.0552,0.9381
CREST,0.0064,0.0272,0.2515
TVSMOTOR,0.0,0.2888,0.1804
TAKE,0.0,0.2205,0.9145
HFCL,0.0,0.2213,0.436
HNGSNGBEES,0.2491,0.0015,0.6765
TCIFINANCE,0.0,0.0915,0.797
INDHOTEL,0.0,0.1717,0.7489
BSELINFRA,0.0,0.0757,0.4529
KMSUGAR,0.0,0.1113,0.0025
PROZONINTU,0.0,0.1695,0.6259
EVERESTIND,0.0,0.1719,0.4648
HONDAPOWER,0.0,0.2598,0.4154
NSIL,0.0,0.1045,0.6821
EMKAY,0.0,0.1516,0.8063
GTL,0.0,0.1769,0.6409
UFLEX,0.0,0.4271,0.0859
ORCHIDPHAR,0.0,0.3284,0.0998
SESHAPAPER,0.0,0.0967,0.0239
FLEXITUFF,0.0,0.0654,0.9207
NECCLTD,0.0004,0.057,0.9194
ARCOTECH,0.0001,0.0584,0.1442
KANORICHEM,0.0,0.2777,0.9246
MOIL,0.0,0.1617,0.0824
NESTLEIND,0.0,0.09,0.5667
AUROPHARMA,0.0,0.3375,0.6063
BLUEDART,0.0,0.1902,0.2057
EXCELCROP,0.0,0.1163,0.1174
ATLANTA,0.0,0.2243,0.1687
TATAGLOBAL,0.0,0.474,0.7654
GUJFLUORO,0.0,0.1561,0.9911
ITDCEM,0.0,0.2725,0.1937
CIPLA,0.0,0.1812,0.8263
HEG,0.0,0.2554,0.8693
PCJEWELLER,0.0,0.1739,0.6722
SANGHVIMOV,0.0,0.1659,0.159
DBREALTY,0.0,0.2192,0.4856
PRABHAT,0.0,0.2171,0.6806
SUPREMEINF,0.0,0.1467,0.6313
METKORE,0.0223,0.0172,0.801
GDL,0.0,0.1106,0.7019
FEL,0.2943,0.0004,0.1868
LOTUSEYE,0.0,0.146,0.5054
LALPATHLAB,0.0001,0.0562,0.223
SHILPI,0.0,0.1473,0.0012
ACE,0.0,0.318,0.714
UNITY,0.0,0.2416,0.2146
RELIGARE,0.0004,0.0472,0.749
NHPC,0.0,0.3186,0.1735
GAEL,0.0,0.1807,0.116
SAIL,0.0,0.4228,0.5849
SALORAINTL,0.0,0.2081,0.7359
HONAUT,0.0,0.1794,0.601
MUTHOOTCAP,0.0001,0.0573,0.2771
V2RETAIL,0.0,0.1473,0.2218
PHOENIXLTD,0.0,0.104,0.5001
LOKESHMACH,0.0,0.2677,0.7423
COLPAL,0.0,0.1412,0.9728
FMGOETZE,0.0,0.1199,0.2593
PRATIBHA,0.0,0.2392,0.0302
RJL,0.0,0.2191,0.717
XCHANGING,0.0,0.0979,0.7874
RAMASTEEL,0.0205,0.0178,0.5316
RAJESHEXPO,0.0,0.1243,0.2931
BLISSGVS,0.0,0.1007,0.9015
BANCOINDIA,0.0,0.2575,0.2585
ISFT,0.0,0.3352,0.6488
ADANIPOWER,0.0,0.434,0.9356
ALLCARGO,0.0,0.2244,0.9567
SANGHIIND,0.0,0.2461,0.7553
RELINFRA,0.0,0.5093,0.7747
KOTAKNIFTY,0.0,0.8422,0.0816
GESHIP,0.0,0.1495,0.7526
OMAXE,0.0,0.3014,0.0594
NDL,0.0,0.209,0.7479
GAL,0.0,0.1217,0.5157
BIRLAMONEY,0.0,0.0901,0.9059
KCP,0.0,0.3058,0.6935
EDL,0.0,0.2121,0.6396
BEL,0.0,0.4151,0.6331
PFS,0.0,0.2732,0.8816
AUTOLITIND,0.0,0.204,0.7281
ORIENTPPR,0.0,0.142,0.0643
ECLERX,0.0004,0.0465,0.7688
GRAPHITE,0.0,0.1529,0.8311
MORARJEE,0.0,0.1577,0.6741
SWANENERGY,0.4503,-0.0018,0.0758
BALPHARMA,0.0,0.1793,0.9131
OMKARCHEM,0.0,0.2139,0.5582
LUMAXTECH,0.0,0.3288,0.5558
TIPSINDLTD,0.0021,0.0352,0.6057
SRSLTD,0.0,0.1946,0.0322
MAHABANK,0.0,0.2089,0.9657
TTL,0.0,0.2389,0.8009
PRIMESECU,0.009,0.0256,0.0054
GET&D,0.0,0.1332,0.244
LAKSHVILAS,0.0,0.1115,0.1408
LYKALABS,0.0,0.3928,0.0996
SDBL,0.0125,0.0213,0.6647
MMFL,0.0,0.1347,0.9219
KANSAINER,0.0,0.1764,0.254
SNOWMAN,0.0,0.2014,0.4991
ARROWTEX,0.0,0.1769,0.5415
UNICHEMLAB,0.0,0.2198,0.8033
COROMANDEL,0.0,0.1776,0.0888
TRIGYN,0.0,0.2301,0.3579
JSWSTEEL,0.0,0.2486,0.0197
ESSARSHPNG,0.0002,0.0519,0.6875
JTEKTINDIA,0.0,0.3213,0.5781
VAKRANGEE,0.0,0.0863,0.0782
SPENTEX,0.0,0.0679,0.2051
EXCELINDUS,0.0,0.2026,0.2181
TBZ,0.0,0.2421,0.5345
INFRATEL,0.0,0.0678,0.7631
KPIT,0.0,0.1684,0.8015
MADRASFERT,0.0,0.2333,0.8244
REPCOHOME,0.0,0.2146,0.7329
HUBTOWN,0.0001,0.0582,0.8139
RECLTD,0.0,0.124,0.6218
NIITLTD,0.0,0.2521,0.8429
SIMPLEXINF,0.0,0.1846,0.884
BANARBEADS,0.0,0.0808,0.4804
TTML,0.0,0.2198,0.6317
CANBK,0.0,0.3881,0.4446
SORILINFRA,0.0,0.1012,0.0875
SHALPAINTS,0.0,0.3014,0.6826
BALKRISHNA,0.0,0.1775,0.3881
NILKAMAL,0.0,0.2275,0.675
SUNDARMFIN,0.0,0.1392,0.7017
UTINIFTETF,0.0,0.6463,0.389
TIMETECHNO,0.0,0.2224,0.1648
DONEAR,0.0,0.0969,0.2441
L&TFH,0.0,0.3883,0.1446
LIQUIDBEES,0.2388,0.0016,0.0
AGARIND,0.0,0.0764,0.1042
PUNJLLOYD,0.0,0.2352,0.4758
IOLCP,0.0,0.239,0.2443
SCI,0.0,0.3652,0.3446
DHARSUGAR,0.0,0.0789,0.3352
GTNIND,0.0007,0.0431,0.5972
PIIND,0.0,0.1046,0.2924
BAJAJHLDNG,0.0,0.2022,0.4743
RAMKY,0.0,0.2451,0.1098
ASTRAZEN,0.0,0.0748,0.365
MIRZAINT,0.0,0.3842,0.377
SURYAROSNI,0.0,0.3624,0.3323
ADROITINFO,0.0,0.0717,0.9589
SUNDARAM,0.0,0.114,0.287
AUSOMENT,0.0114,0.0265,0.7081
VESUVIUS,0.0001,0.0577,0.1854
DIAPOWER,0.0,0.1123,0.9877
NH,0.0,0.1454,0.6769
VEDL,0.0,0.4902,0.0069
PRAENG,0.0,0.1363,0.362
HITECHCORP,0.0,0.218,0.915
EXIDEIND,0.0,0.333,0.2022
BLBLIMITED,0.0034,0.0314,0.3995
STARPAPER,0.0,0.177,0.0063
KSCL,0.0,0.1554,0.4457
WEIZFOREX,0.0,0.1104,0.7531
UFO,0.0,0.1572,0.7358
HANUNG,0.0,0.0923,0.4042
BEPL,0.0,0.3422,0.9023
ARVSMART,0.0,0.1611,0.6924
KOTAKBKETF,0.0,0.6129,0.2169
FINCABLES,0.0,0.1231,0.0588
BGRENERGY,0.0,0.3669,0.9052
TECHNO,0.1127,0.0062,0.5651
ORTEL,0.0172,0.0198,0.8513
RAJSREESUG,0.0,0.1635,0.186
APTECHT,0.0,0.2433,0.0282
NOIDATOLL,0.0001,0.0591,0.1783
AYMSYNTEX,0.0,0.2532,0.1086
LYPSAGEMS,0.0,0.1605,0.1338
NELCO,0.0,0.4423,0.4429
GRASIM,0.002,0.0346,0.473
SUNTECK,0.0,0.2015,0.8476
UCOBANK,0.0,0.3554,0.6011
PDPL,0.0029,0.0318,0.2896
KOTAKBANK,0.0,0.3274,0.6663
SATHAISPAT,0.0,0.1389,0.1748
DICIND,0.0,0.2942,0.2901
RAJTV,0.0002,0.052,0.5877
TV18BRDCST,0.0,0.4659,0.7091
DPL,0.9748,-0.0034,0.0
PDSMFL,0.0002,0.053,0.1893
ASHOKA,0.0,0.1728,0.8113
MAHSEAMLES,0.0,0.1537,0.2365
BHARATGEAR,0.0,0.2045,0.5083
ORIENTCEM,0.0,0.0873,0.8596
MOTILALOFS,0.0,0.287,0.1018
GMDCLTD,0.0,0.1872,0.561
WEBELSOLAR,0.0,0.1856,0.7005
INDIGO,0.0002,0.0502,0.4092
INSECTICID,0.0,0.1713,0.3489
FSL,0.0,0.3312,0.9895
TATAMTRDVR,0.0,0.3897,0.628
NUTEK,0.172,0.0036,0.3974
KOLTEPATIL,0.0,0.3345,0.1968
PNCINFRA,0.0888,0.0078,0.396
PIONEEREMB,0.0,0.1447,0.7013
DOLPHINOFF,0.0,0.2224,0.7534
VETO,0.0,0.212,0.2795
PENPEBS,0.0,0.1256,0.767
PRESTIGE,0.0,0.1624,0.9431
INFINITE,0.0,0.1628,0.5799
INOXLEISUR,0.0,0.1743,0.7854
VINDHYATEL,0.0,0.3469,0.4424
UNIONBANK,0.0,0.3732,0.9291
VISHNU,0.0,0.2215,0.5511
ALCHEM,0.0,0.137,0.8291
REVATHI,0.0,0.0654,0.7731
GANECOS,0.0,0.2462,0.4979
ASTEC,0.0,0.0909,0.0533
AMJLAND,0.0001,0.0591,0.6662
KAUSHALYA,0.0,0.0793,0.8028
ATULAUTO,0.0,0.2909,0.5223
GRAVITA,0.0,0.0754,0.3975
SJVN,0.0,0.1114,0.8508
TORNTPHARM,0.0,0.2509,0.9819
INDLMETER,0.0,0.1843,0.6639
CHOLAFIN,0.0001,0.0564,0.1213
PRAKASHCON,0.0,0.0811,0.6783
ATUL,0.0,0.2795,0.2274
NEXTMEDIA,0.0,0.2044,0.7665
APCOTEXIND,0.0,0.1227,0.3305
SHIVAMAUTO,0.0,0.3593,0.5504
SEAMECLTD,0.0,0.1882,0.8374
RANEHOLDIN,0.0,0.1387,0.3575
MOLDTKPAC,0.0001,0.0594,0.7912
MANAKSIA,0.0002,0.0532,0.638
ARROWGREEN,0.0,0.2262,0.6166
BAGFILMS,0.0,0.157,0.6369
DWARKESH,0.0,0.0968,0.0479
BINDALAGRO,0.0,0.144,0.7446
MEP,0.0,0.2059,0.8535
ASIANPAINT,0.0,0.223,0.6288
GODFRYPHLP,0.0,0.1394,0.8677
MANINFRA,0.0,0.3885,0.969
BROOKS,0.0,0.2202,0.2746
EIDPARRY,0.0,0.2491,0.2756
GEPIL,0.0,0.1679,0.2041
EDELWEISS,0.0,0.3401,0.0821
NOCIL,0.0,0.4261,0.3868
HCL-INSYS,0.0,0.3382,0.7163
ORIENTABRA,0.0,0.2346,0.4394
JKPAPER,0.0,0.2895,0.045
PARACABLES,0.0001,0.0571,0.7941
ICICIGOLD,0.944,-0.0041,0.4067
INDTERRAIN,0.0,0.2184,0.6012
SHILPAMED,0.0,0.1877,0.2284
SADBHIN,0.0,0.1285,0.783
SOUTHBANK,0.0,0.3796,0.6561
XPROINDIA,0.0,0.2897,0.7913
UNITEDTEA,0.0404,0.0132,0.8653
RAMCOIND,0.0,0.2928,0.2227
ANSALHSG,0.0,0.2759,0.7622
HIKAL,0.0,0.1346,0.2986
ZEELEARN,0.0,0.1611,0.7106
PGIL,0.0,0.1568,0.1982
BHARTIARTL,0.0,0.1398,0.972
SAKSOFT,0.0,0.0956,0.8232
LPDC,0.0005,0.0445,0.9663
LAOPALA,0.0,0.1695,0.3137
IMPAL,0.0031,0.0317,0.5301
GOACARBON,0.0,0.2254,0.3448
HITECHGEAR,0.0,0.3185,0.8115
ELECTHERM,0.0,0.1056,0.0178
DCBBANK,0.0,0.3577,0.1912
SUPRAJIT,0.0,0.1199,0.1973
SURYALAXMI,0.0,0.2476,0.5463
TRIL,0.0,0.2496,0.4594
BILENERGY,0.4866,-0.0022,0.8203
MIRCELECTR,0.0,0.2284,0.7493
SHAKTIPUMP,0.0,0.1279,0.9559
HARRMALAYA,0.0,0.242,0.5103
ISMTLTD,0.0,0.1551,0.8378
TATAPOWER,0.0,0.3851,0.3682
CANDC,0.0,0.1285,0.6724
SRIPIPES,0.0,0.3466,0.6982
REMSONSIND,0.0001,0.0658,0.6842
MANINDS,0.0,0.2963,0.1469
GILLANDERS,0.0,0.1689,0.9549
UCALFUEL,0.0,0.3144,0.4159
GRUH,0.0,0.1672,0.3227
A2ZINFRA,0.0,0.3078,0.2144
HEIDELBERG,0.0,0.294,0.1489
VMART,0.0,0.1412,0.6256
CESC,0.0,0.2548,0.1839
CELEBRITY,0.0,0.1812,0.6548
SMARTLINK,0.0,0.1307,0.6761
TIRUMALCHM,0.0,0.2381,0.0091
OCCL,0.0,0.1405,0.2479
RUCHISOYA,0.0,0.322,0.3787
MANGCHEFER,0.0,0.1266,0.8058
TNPL,0.0,0.3318,0.2723
ONMOBILE,0.0,0.172,0.5393
DQE,0.0,0.1974,0.55
SUMEETINDS,0.0,0.1851,0.0697
FLFL,0.0,0.1797,0.1385
KSBPUMPS,0.0,0.1255,0.658
MARKSANS,0.0,0.1974,0.2387
VARDMNPOLY,0.0,0.1312,0.3902
GEOJITFSL,0.0,0.1995,0.9849
CANTABIL,0.0,0.068,0.6222
MEGASOFT,0.0,0.1029,0.0971
BAJAJ-AUTO,0.0,0.3238,0.4776
SYNDIBANK,0.0,0.3666,0.4802
BARTRONICS,0.0,0.115,0.2554
THEMISMED,0.0,0.1149,0.2292
ADFFOODS,0.0,0.173,0.2134
BRITANNIA,0.0,0.2624,0.7799
IMFA,0.0,0.1596,0.0032
KECL,0.0,0.312,0.7175
CAPF,0.0,0.4732,0.121
OFSS,0.0,0.1751,0.5485
GENUSPOWER,0.0,0.3098,0.6925
DENABANK,0.0,0.2207,0.7745
SUNFLAG,0.0,0.2116,0.3007
TPLPLASTEH,0.0003,0.0485,0.1897
PBAINFRA,0.0,0.0956,0.5196
NUCLEUS,0.0,0.2401,0.6985
GPPL,0.0,0.1209,0.9913
SMLISUZU,0.0,0.311,0.998
STCINDIA,0.0,0.164,0.3653
JSWENERGY,0.0,0.423,0.492
GULFOILLUB,0.0,0.1986,0.2823
SAMBHAAV,0.0005,0.0447,0.7024
DELTACORP,0.0,0.2326,0.2763
JOCIL,0.0,0.238,0.685
KAVVERITEL,0.0129,0.0214,0.4417
ALKEM,0.0011,0.0386,0.5145
MOREPENLAB,0.0,0.19,0.4281
APLAPOLLO,0.0,0.2326,0.2753
VIKASECO,0.0,0.0901,0.857
HEROMOTOCO,0.0,0.3253,0.2948
ARVIND,0.0,0.4299,0.6515
IRB,0.0,0.4099,0.6941
SHARDAMOTR,0.0,0.1795,0.7097
DCMSHRIRAM,0.0,0.3267,0.1417
FAIRCHEM,0.0001,0.0583,0.0809
MARALOVER,0.0,0.2188,0.9124
OCL,0.0,0.1943,0.1809
M&M,0.0,0.295,0.8938
HSCL,0.0,0.2355,0.0492
SKIL,0.0,0.2133,0.7202
HILTON,0.0001,0.0604,0.8955
CHENNPETRO,0.0,0.207,0.2582
PANORAMUNI,0.0,0.161,0.5285
HDFCMFGETF,0.0036,0.0302,0.1656
UBL,0.0,0.1206,0.6767
INEOSSTYRO,0.0,0.1928,0.6251
BAJAJHIND,0.0,0.242,0.7489
CORDSCABLE,0.0,0.1467,0.49
MRO-TEK,0.0006,0.0438,0.3015
CANFINHOME,0.0,0.2833,0.1648
INFY,0.0,0.1563,0.9999
SARDAEN,0.0,0.2789,0.0572
NIITTECH,0.0,0.1294,0.6164
ZUARIGLOB,0.0,0.175,0.9374
DHFL,0.0,0.5539,0.5105
AUTOIND,0.0,0.1874,0.8012
IVZINGOLD,0.5084,-0.0025,0.2745
MMTC,0.0,0.1717,0.5463
HCC,0.0,0.2157,0.202
NATHBIOGEN,0.0,0.1912,0.1597
AROGRANITE,0.0,0.1814,0.4989
RAIN,0.0,0.2556,0.1885
ORISSAMINE,0.0,0.1307,0.5529
SKMEGGPROD,0.0,0.1219,0.0635
CTE,0.0029,0.0353,0.2102
ALPSINDUS,0.0,0.0665,0.4528
RPGLIFE,0.0,0.2116,0.2164
LAMBODHARA,0.0,0.1192,0.2992
CONCOR,0.0,0.1365,0.6308
SHRIRAMCIT,0.0,0.1696,0.4544
DALMIABHA,0.0,0.2761,0.0978
INDSWFTLAB,0.0,0.2274,0.7162
LAKSHMIEFL,0.0,0.1189,0.031
JCHAC,0.0,0.2209,0.6772
GLAXO,0.0,0.1014,0.5358
KALPATPOWR,0.0,0.2,0.7586
KILITCH,0.0,0.1311,0.9803
BRFL,0.0,0.0996,0.8962
ACCELYA,0.0,0.086,0.0593
JINDRILL,0.0,0.1753,0.4085
TATACOMM,0.0,0.246,0.0937
AHLUCONT,0.0,0.2595,0.8608
CEBBCO,0.0,0.2123,0.443
SALZERELEC,0.0,0.2331,0.5698
GODREJIND,0.0,0.361,0.3356
TATAMOTORS,0.0,0.4448,0.3109
UTTAMSUGAR,0.0,0.0974,0.1976
FELDVR,0.5798,-0.003,0.4816
PLASTIBLEN,0.0,0.1735,0.6504
ABGSHIP,0.0,0.165,0.392
M50,0.0,0.1705,0.5733
BANSWRAS,0.0,0.111,0.4902
ALBK,0.0,0.4142,0.9965
AUTOAXLES,0.0,0.2433,0.9559
BYKE,0.0,0.2563,0.579
ROLTA,0.0,0.1633,0.3208
GUFICBIO,0.0,0.1821,0.7183
AKZOINDIA,0.0,0.1353,0.6706
LUXIND,0.0094,0.0234,0.4978
SOMANYCERA,0.0,0.1643,0.3099
ASHAPURMIN,0.0,0.2767,0.5029
PONNIERODE,0.0,0.0678,0.5591
NIPPOBATRY,0.0,0.1211,0.9172
APLLTD,0.0,0.0988,0.8612
JAIBALAJI,0.0074,0.025,0.2806
WINDMACHIN,0.0,0.1877,0.7488
HGS,0.0,0.2102,0.6784
RAMANEWS,0.0,0.1268,0.3506
NMDC,0.0,0.314,0.1825
KICL,0.0,0.0741,0.7805
VIPULLTD,0.0,0.1247,0.605
ESCORTS,0.0,0.2904,0.0682
HSIL,0.0,0.1992,0.8978
ARIES,0.0,0.2101,0.1677
CASTEXTECH,0.0,0.1499,0.7775
ZENSARTECH,0.0001,0.0587,0.9608
MURUDCERA,0.0,0.205,0.6667
HDFCNIFETF,0.0,0.5124,0.3281
KPRMILL,0.0,0.0715,0.7571
SHIRPUR-G,0.0,0.1516,0.2073
PANAMAPET,0.0,0.1344,0.4426
HINDUNILVR,0.0,0.1338,0.8057
PRECOT,0.0,0.1162,0.5797
JYOTHYLAB,0.0,0.2427,0.5104
LICNETFGSC,0.29,0.0005,0.0918
REDINGTON,0.0,0.0857,0.7145
SICAL,0.0,0.2296,0.2909
UNIENTER,0.0,0.1662,0.2016
AVANTIFEED,0.0,0.2036,0.4289
WELCORP,0.0,0.2389,0.605
EON,0.0,0.1656,0.8612
MFSL,0.0,0.1098,0.6437
VIJAYABANK,0.0,0.1792,0.2199
USHAMART,0.0,0.2154,0.3139
YESBANK,0.0,0.4509,0.0189
CHROMATIC,0.0031,0.0313,0.9248
ONELIFECAP,0.0,0.2726,0.1663
JISLDVREQS,0.0,0.2527,0.282
HINDALCO,0.0,0.4192,0.0273
BEDMUTHA,0.0,0.1903,0.4494
JMA,0.0,0.1138,0.8257
GSKCONS,0.0,0.0769,0.4751
IBULISL,0.0,0.1113,0.1149
HINDOILEXP,0.0,0.3446,0.0539
TAJGVK,0.0,0.1822,0.6071
BHAGERIA,0.0001,0.0714,0.074
TTKHLTCARE,0.0,0.1239,0.802
FCL,0.0,0.2516,0.9483
BIRLACORPN,0.0,0.2008,0.1493
JINDALSTEL,0.0,0.3798,0.8585
SUNDRMBRAK,0.0,0.1545,0.2755
CARERATING,0.0,0.1153,0.7823
PATELENG,0.0,0.1316,0.6719
AIFL,0.0,0.1306,0.1471
LAKPRE,0.0,0.0769,0.8069
TCI,0.0,0.157,0.5324
PENIND,0.0,0.3061,0.6631
SINTEX,0.0,0.4829,0.5956
ONGC,0.0,0.1035,0.8788
INDORAMA,0.0,0.2247,0.8768
IDBI,0.0,0.3748,0.7015
DSSL,0.0532,0.0132,0.7067
VINATIORGA,0.0,0.1481,0.234
HATHWAY,0.0,0.1197,0.762
ATLASCYCLE,0.0,0.2265,0.1175
ASHIMASYN,0.0,0.2365,0.8297
BSL,0.0,0.1368,0.7572
JINDWORLD,0.0007,0.0427,0.4402
RUPA,0.0,0.1442,0.7825
REFEX,0.0,0.0745,0.1963
MOHITIND,0.0008,0.0431,0.8558
ALICON,0.0,0.2309,0.6683
MANGALAM,0.0,0.1524,0.7377
BHARATFIN,0.0,0.3682,0.3911
PFIZER,0.0,0.0799,0.357
SHRIRAMEPC,0.0,0.0811,0.9257
RANASUG,0.0,0.1233,0.0827
INFRABEES,0.0,0.5082,0.7208
SUVEN,0.0,0.2685,0.4293
KARMAENG,0.0034,0.0317,0.1857
BAYERCROP,0.0,0.0777,0.2053
JAMNAAUTO,0.0,0.4342,0.2844
TNPETRO,0.0,0.2097,0.5745
BRIGADE,0.0005,0.045,0.7742
DBCORP,0.0,0.1058,0.4085
TGBHOTELS,0.0,0.1912,0.7762
AFL,0.0,0.2269,0.6723
DHAMPURSUG,0.0,0.1839,0.1165
SETFNIFBK,0.0,0.4137,0.3592
RELCONS,0.009,0.028,0.7777
PFOCUS,0.0,0.1978,0.4583
COFFEEDAY,0.0,0.1703,0.3092
ALOKTEXT,0.0,0.0711,0.5707
LOVABLE,0.0,0.4072,0.8641
TORNTPOWER,0.0,0.0777,0.726
ENIL,0.0,0.0808,0.5605
DHANBANK,0.0,0.1861,0.6429
ELECON,0.0,0.355,0.5611
PATINTLOG,0.0,0.2605,0.4684
NITESHEST,0.0,0.2255,0.5231
ARSHIYA,0.0,0.2339,0.9823
PEL,0.0,0.1383,0.0791
ANANTRAJ,0.0,0.3355,0.8293
PUNJABCHEM,0.0,0.2286,0.2852
SASTASUNDR,0.0,0.1413,0.8875
IFCI,0.0,0.3599,0.7471
ANDHRACEMT,0.0,0.1565,0.8245
JAYAGROGN,0.0,0.1409,0.0063
GMRINFRA,0.0,0.4971,0.5349
TCIDEVELOP,0.0005,0.0467,0.5514
WALCHANNAG,0.0,0.3967,0.7767
PSB,0.0,0.2445,0.3033
SMSPHARMA,0.0,0.2975,0.6407
BALAMINES,0.0,0.2061,0.0654
MUKANDENGG,0.0,0.2587,0.6996
JETAIRWAYS,0.0,0.3217,0.0809
GAIL,0.0,0.2385,0.2644
GABRIEL,0.0,0.2629,0.4761
SOTL,0.0,0.1895,0.2796
ZENTEC,0.0,0.3464,0.4443
KOTHARIPRO,0.0,0.1385,0.253
ROHITFERRO,0.0,0.111,0.9289
NAVKARCORP,0.0,0.1437,0.6646
SRF,0.0,0.336,0.2497
PRESSMN,0.0,0.2995,0.6891
ANDHRSUGAR,0.0,0.2272,0.2172
TEXRAIL,0.0,0.267,0.5959
WENDT,0.0,0.1449,0.7699
PRECAM,0.0,0.1528,0.7516
BPL,0.0,0.1678,0.2444
ANDHRABANK,0.0,0.4927,0.4444
NRBBEARING,0.0,0.1966,0.5798
RTNPOWER,0.0,0.3008,0.4185
KAMATHOTEL,0.0,0.1948,0.3376
IPAPPM,0.0,0.2278,0.5041
MOTHERSUMI,0.0,0.4568,0.4248
NIFTYBEES,0.0,0.8757,0.0313
EKC,0.0,0.2102,0.1573
CCL,0.0,0.108,0.3346
ATFL,0.0,0.0734,0.735
GINNIFILA,0.0,0.2556,0.975
IGPL,0.0,0.2384,0.1096
LT,0.0,0.3889,0.5176
TEXINFRA,0.0,0.2623,0.7188
VTL,0.0,0.1786,0.1156
SURANAIND,0.0002,0.0534,0.4166
IOB,0.0,0.334,0.5338
COSMOFILMS,0.0,0.2764,0.3981
CCCL,0.0,0.1084,0.6158
GITANJALI,0.0,0.1512,0.3176
WEIZMANIND,0.0,0.203,0.4736
CINEVISTA,0.0005,0.0456,0.5918
PHILIPCARB,0.0,0.2301,0.1144
RUBYMILLS,0.0,0.2802,0.9388
ADANITRANS,0.0,0.3126,0.2193
JHS,0.0002,0.0642,0.3375
CERA,0.0,0.1784,0.6888
TARAPUR,0.0,0.0937,0.8486
