Adj-r_sq,Rm-Rf %,Symbol,const
0.0278,0.0,KESARENT,0.2958
0.2121,0.0,MANGLMCEM,0.3352
0.053,0.0,SANOFI,0.0579
0.1091,0.0,GRANULES,0.2685
0.0403,0.0,SIGNET,0.8051
0.101,0.0,RADICO,0.2118
0.1383,0.0,SHREEPUSHK,0.057
0.1832,0.0,MCLEODRUSS,0.5891
0.2303,0.0,CENTRALBK,0.8857
0.1604,0.0,ASAHISONG,0.0738
0.3916,0.0,BANKINDIA,0.3208
0.1007,0.0,SAKHTISUG,0.7106
0.2041,0.0,COALINDIA,0.7846
0.1442,0.0,VENUSREM,0.6042
0.1039,0.0,AARTIDRUGS,0.1083
0.093,0.0,WABCOINDIA,0.0065
0.0708,0.0,SANDESH,0.022
0.1609,0.0,ALEMBICLTD,0.1612
0.2168,0.0,DCW,0.413
0.0783,0.0,MPSLTD,0.022
0.0398,0.0,TOKYOPLAST,0.0275
0.0218,0.0,SURANAT&P,0.7762
0.02,0.0,CREST,0.0716
0.1425,0.0,TVSMOTOR,0.0
0.1218,0.0,TAKE,0.0478
0.1608,0.0,HFCL,0.2965
0.0116,0.0001,HNGSNGBEES,0.2321
0.0648,0.0,TCIFINANCE,0.7284
0.1146,0.0,INDHOTEL,0.1974
0.0609,0.0,BSELINFRA,0.2863
0.0405,0.0,KMSUGAR,0.0173
0.1339,0.0,PROZONINTU,0.4377
0.1539,0.0,EVERESTIND,0.2334
0.1502,0.0,HONDAPOWER,0.1628
0.0808,0.0,NSIL,0.2533
0.0267,0.0,EMKAY,0.0354
0.1923,0.0,GTL,0.9212
0.316,0.0,UFLEX,0.0428
0.0806,0.0,SESHAPAPER,0.0803
0.0189,0.0,FLEXITUFF,0.9047
0.01,0.0015,ARCOTECH,0.8932
0.1622,0.0,KANORICHEM,0.2252
0.1235,0.0,MOIL,0.7227
0.0694,0.0,NESTLEIND,0.1165
0.1448,0.0,AUROPHARMA,0.0764
0.1001,0.0,BLUEDART,0.0908
0.0127,0.0001,EXCELCROP,0.0471
0.183,0.0,ATLANTA,0.2755
0.3661,0.0,TATAGLOBAL,0.2249
0.1412,0.0,GUJFLUORO,0.1233
0.0468,0.0,ITDCEM,0.2608
0.1862,0.0,CIPLA,0.2788
0.1163,0.0,HEG,0.0067
0.0812,0.0,PCJEWELLER,0.1645
0.021,0.0,SANGHVIMOV,0.3292
0.2266,0.0,DBREALTY,0.3553
0.1356,0.0,PRABHAT,0.291
0.1005,0.0,SUPREMEINF,0.9239
0.0165,0.0,METKORE,0.967
0.0889,0.0,GDL,0.2496
0.0832,0.0,FEL,0.7746
0.0879,0.0,LOTUSEYE,0.086
0.036,0.0,LALPATHLAB,0.7501
0.2311,0.0,ACE,0.0761
0.2333,0.0,UNITY,0.0995
0.0537,0.0,RELIGARE,0.2521
0.2381,0.0,NHPC,0.5346
0.1367,0.0,GAEL,0.0256
0.3491,0.0,SAIL,0.956
0.0529,0.0,SALORAINTL,0.1578
0.1295,0.0,HONAUT,0.0
0.0564,0.0,MUTHOOTCAP,0.0375
0.002,0.1061,V2RETAIL,0.1089
0.0714,0.0,PHOENIXLTD,0.0844
0.1155,0.0,LOKESHMACH,0.2635
0.0479,0.0,COLPAL,0.8569
0.0686,0.0,FMGOETZE,0.0847
0.0774,0.0,RJL,0.0758
0.0708,0.0,XCHANGING,0.1135
0.0314,0.0,RAMASTEEL,0.988
0.0919,0.0,RAJESHEXPO,0.0214
0.0996,0.0,BLISSGVS,0.0641
0.1121,0.0,BANCOINDIA,0.0565
0.0756,0.0,ISFT,0.0099
0.3532,0.0,ADANIPOWER,0.5952
0.099,0.0,ALLCARGO,0.3234
0.0481,0.0,SANGHIIND,0.0938
0.4922,0.0,RELINFRA,0.764
0.0758,0.0,KOTAKNIFTY,0.7414
0.0846,0.0,GESHIP,0.2749
0.1871,0.0,OMAXE,0.1415
0.0151,0.0003,IITL,0.7026
0.1132,0.0,NDL,0.0331
0.0504,0.0,GAL,0.5102
0.1774,0.0,KCP,0.1605
0.0831,0.0,EDL,0.8894
0.0439,0.0,BEL,0.9609
0.239,0.0,PFS,0.3213
0.1134,0.0,AUTOLITIND,0.1538
0.0606,0.0,ORIENTPPR,0.0853
0.0265,0.0,ECLERX,0.0763
0.0678,0.0,GRAPHITE,0.0035
0.1036,0.0,MORARJEE,0.1313
0.0178,0.0,SWANENERGY,0.2959
0.0102,0.002,TIMESGTY,0.1113
0.0669,0.0,BALPHARMA,0.1252
0.0908,0.0,OMKARCHEM,0.9378
0.1582,0.0,LUMAXTECH,0.0323
0.042,0.0,TIPSINDLTD,0.3973
0.2126,0.0,MAHABANK,0.1689
0.0736,0.0,TTL,0.1037
0.0278,0.0,PRIMESECU,0.074
0.1029,0.0,GET&D,0.1208
0.1655,0.0,LAKSHVILAS,0.4787
0.1421,0.0,LYKALABS,0.0716
0.0358,0.0,SDBL,0.9633
-0.0001,0.3338,DELTAMAGNT,0.2396
0.094,0.0,MMFL,0.0025
0.0508,0.0,KANSAINER,0.3641
0.2,0.0,SNOWMAN,0.6258
0.0738,0.0,ARROWTEX,0.0711
0.1148,0.0,UNICHEMLAB,0.2626
0.1314,0.0,COROMANDEL,0.1384
0.0752,0.0,TRIGYN,0.0208
0.1321,0.0,JSWSTEEL,0.7602
0.086,0.0,ESSARSHPNG,0.6179
0.1908,0.0,JTEKTINDIA,0.0076
-0.0013,0.9635,VISESHINFO,0.0012
0.0511,0.0,VAKRANGEE,0.0089
0.0345,0.0,SPENTEX,0.4443
0.1317,0.0,EXCELINDUS,0.0174
0.004,0.046,ZODJRDMKJ,0.2505
0.1647,0.0,TBZ,0.666
0.0564,0.0,INFRATEL,0.1721
0.1126,0.0,KPIT,0.3441
0.1474,0.0,MADRASFERT,0.227
0.1731,0.0,REPCOHOME,0.0269
0.0612,0.0,HUBTOWN,0.9953
0.2776,0.0,RECLTD,0.7405
0.1562,0.0,NIITLTD,0.1007
0.1373,0.0,SIMPLEXINF,0.2193
0.0428,0.0,BANARBEADS,0.1847
0.1133,0.0,TTML,0.9593
0.3763,0.0,CANBK,0.6154
0.1338,0.0,SHALPAINTS,0.4566
0.0899,0.0,BALKRISHNA,0.1678
0.1519,0.0,NILKAMAL,0.0205
0.1115,0.0,SUNDARMFIN,0.0058
0.5682,0.0,UTINIFTETF,0.0963
0.1394,0.0,TIMETECHNO,0.0462
0.0575,0.0,DONEAR,0.1333
0.3677,0.0,L&TFH,0.2708
-0.0003,0.4093,LIQUIDBEES,0.0
0.0634,0.0,AGARIND,0.0776
0.2769,0.0,PUNJLLOYD,0.3517
0.2533,0.0,SCI,0.4818
0.0167,0.0,GTNIND,0.2944
0.0482,0.0,PIIND,0.182
0.0799,0.0,BAJAJHLDNG,0.0135
0.1662,0.0,RAMKY,0.277
0.0557,0.0,ASTRAZEN,0.7987
0.2211,0.0,MIRZAINT,0.0363
0.2411,0.0,SURYAROSNI,0.0459
0.0629,0.0,ADROITINFO,0.9875
0.0509,0.0,SUNDARAM,0.7249
0.0141,0.0008,AUSOMENT,0.0924
0.0855,0.0,VESUVIUS,0.0055
0.3425,0.0,VEDL,0.5482
0.092,0.0,PRAENG,0.4251
0.0675,0.0,HITECHCORP,0.1336
0.2502,0.0,EXIDEIND,0.3851
0.0903,0.0,STARPAPER,0.0047
0.0779,0.0,KSCL,0.8626
0.0486,0.0,WEIZFOREX,0.0091
0.1324,0.0,UFO,0.9676
0.0747,0.0,BEPL,0.0191
0.1368,0.0,ARVSMART,0.0104
0.5275,0.0,KOTAKBKETF,0.0864
0.1386,0.0,FINCABLES,0.0002
0.3202,0.0,BGRENERGY,0.4427
0.0196,0.0008,AGRITECH,0.0022
0.0475,0.0,TECHNO,0.1537
0.0203,0.0001,ORTEL,0.1168
0.0679,0.0,RAJSREESUG,0.6363
0.2063,0.0,APTECHT,0.0628
0.068,0.0,NOIDATOLL,0.7473
0.1322,0.0,AYMSYNTEX,0.4325
0.0354,0.0,LYPSAGEMS,0.3926
0.094,0.0,GRASIM,0.8994
0.0716,0.0,SUNTECK,0.7061
0.3877,0.0,UCOBANK,0.128
0.0527,0.0,PDPL,0.5332
0.1908,0.0,KOTAKBANK,0.301
0.1007,0.0,SATHAISPAT,0.7544
0.0811,0.0,DICIND,0.1699
0.0129,0.0001,RAJTV,0.9219
0.2661,0.0,TV18BRDCST,0.4281
0.0003,0.243,DPL,0.0
0.0521,0.0,PDSMFL,0.0667
0.1155,0.0,ASHOKA,0.5203
0.1083,0.0,MAHSEAMLES,0.2812
0.1281,0.0,BHARATGEAR,0.1211
0.1449,0.0,ORIENTCEM,0.0573
0.1648,0.0,MOTILALOFS,0.0005
0.1823,0.0,GMDCLTD,0.9104
0.0314,0.0,WEBELSOLAR,0.0729
0.0491,0.0,INDIGO,0.5626
0.1311,0.0,INSECTICID,0.232
0.1463,0.0,FSL,0.1003
0.3418,0.0,TATAMTRDVR,0.6456
0.0046,0.0163,NUTEK,0.1729
0.256,0.0,KOLTEPATIL,0.2912
0.0345,0.0,PNCINFRA,0.7162
0.0628,0.0,PIONEEREMB,0.0795
0.1665,0.0,DOLPHINOFF,0.6139
0.1468,0.0,VETO,0.0626
0.0695,0.0,PENPEBS,0.4454
0.1534,0.0,PRESTIGE,0.3533
0.0799,0.0,INFINITE,0.2278
0.1635,0.0,INOXLEISUR,0.0603
0.1206,0.0,VINDHYATEL,0.0408
0.3889,0.0,UNIONBANK,0.4222
0.1288,0.0,VISHNU,0.1931
0.069,0.0,REVATHI,0.2107
0.1802,0.0,GANECOS,0.0785
0.0864,0.0,ASTEC,0.0076
0.033,0.0,AMJLAND,0.2012
0.0327,0.0,KAUSHALYA,0.832
0.1262,0.0,ATULAUTO,0.2908
0.0974,0.0,GRAVITA,0.6947
0.0959,0.0,SJVN,0.1366
0.0587,0.0,TORNTPHARM,0.1594
0.0748,0.0,INDLMETER,0.1447
0.0895,0.0,CHOLAFIN,0.0055
0.0083,0.0018,PRAKASHCON,0.236
0.1577,0.0,ATUL,0.0077
0.0598,0.0,APCOTEXIND,0.2528
0.0791,0.0,SHIVAMAUTO,0.3881
0.0741,0.0,SEAMECLTD,0.1587
0.0788,0.0,RANEHOLDIN,0.0011
0.0995,0.0,MOLDTKPAC,0.4242
0.0584,0.0,MANAKSIA,0.4892
0.1629,0.0,ARROWGREEN,0.7514
0.1273,0.0,BAGFILMS,0.5025
0.0776,0.0,DWARKESH,0.1693
0.1252,0.0,BINDALAGRO,0.6441
0.1777,0.0,MEP,0.4829
0.0942,0.0,ASIANPAINT,0.9002
0.0478,0.0,GODFRYPHLP,0.9986
0.1379,0.0,MANINFRA,0.927
0.1281,0.0,BROOKS,0.0589
0.1932,0.0,EIDPARRY,0.2853
0.1498,0.0,GEPIL,0.1801
0.2161,0.0,EDELWEISS,0.0076
0.284,0.0,NOCIL,0.0066
0.1854,0.0,HCL-INSYS,0.5657
0.0714,0.0,ORIENTABRA,0.0514
0.2001,0.0,JKPAPER,0.0878
0.0181,0.0,PARACABLES,0.0182
0.0006,0.1955,ICICIGOLD,0.5532
0.0296,0.0,INDTERRAIN,0.0403
0.0133,0.0017,RELDIVOPP,0.3396
0.079,0.0,SHILPAMED,0.2057
0.0795,0.0,SADBHIN,0.4774
0.2812,0.0,SOUTHBANK,0.7888
0.0682,0.0,XPROINDIA,0.3388
0.0111,0.0005,UNITEDTEA,0.2457
0.2145,0.0,RAMCOIND,0.1434
0.1188,0.0,ANSALHSG,0.9479
0.0229,0.0,HIKAL,0.68
0.0877,0.0,ZEELEARN,0.38
0.0781,0.0,PGIL,0.4054
0.1649,0.0,BHARTIARTL,0.2922
0.0478,0.0,SAKSOFT,0.0964
0.027,0.0,LPDC,0.2599
0.051,0.0,LAOPALA,0.0836
0.0186,0.0,IMPAL,0.0581
0.1288,0.0,GOACARBON,0.0202
0.1592,0.0,HITECHGEAR,0.029
0.0211,0.0,ELECTHERM,0.0508
0.2956,0.0,DCBBANK,0.0545
0.068,0.0,SUPRAJIT,0.001
0.092,0.0,SURYALAXMI,0.474
0.0758,0.0,TRIL,0.6951
0.0984,0.0,MIRCELECTR,0.0798
0.0971,0.0,SHAKTIPUMP,0.0311
0.1943,0.0,HARRMALAYA,0.4459
0.1053,0.0,ISMTLTD,0.9657
0.3272,0.0,TATAPOWER,0.8344
0.0417,0.0,CANDC,0.3917
0.1672,0.0,SRIPIPES,0.0037
0.0279,0.0,REMSONSIND,0.0863
0.1602,0.0,MANINDS,0.7608
0.0962,0.0,GILLANDERS,0.6569
0.0035,0.0317,SHARIABEES,0.1363
0.171,0.0,UCALFUEL,0.0892
0.0574,0.0,GRUH,0.1799
0.1464,0.0,A2ZINFRA,0.9407
0.2189,0.0,HEIDELBERG,0.1997
0.0581,0.0,VMART,0.0055
0.2271,0.0,CESC,0.0416
0.0187,0.0,CELEBRITY,0.1712
0.0998,0.0,SMARTLINK,0.3406
0.1526,0.0,TIRUMALCHM,0.0034
0.1262,0.0,RUCHISOYA,0.3779
0.0644,0.0,MANGCHEFER,0.2038
0.188,0.0,TNPL,0.0184
0.1567,0.0,ONMOBILE,0.6168
0.0982,0.0,SUMEETINDS,0.5025
0.1309,0.0,FLFL,0.1175
0.086,0.0,KSBPUMPS,0.0123
0.1689,0.0,MARKSANS,0.0931
0.0963,0.0,VARDMNPOLY,0.8642
-0.0018,0.8863,ORIENTALTL,0.0976
0.1749,0.0,GEOJITFSL,0.028
0.0658,0.0,MEGASOFT,0.4495
0.2407,0.0,BAJAJ-AUTO,0.2106
0.3975,0.0,SYNDIBANK,0.4403
-0.0002,0.3564,THEMISMED,0.3214
0.1332,0.0,ADFFOODS,0.109
0.128,0.0,BRITANNIA,0.0
0.1092,0.0,IMFA,0.2451
0.1324,0.0,KECL,0.2649
0.2628,0.0,CAPF,0.0824
0.1022,0.0,OFSS,0.3399
0.1706,0.0,GENUSPOWER,0.0237
0.3086,0.0,DENABANK,0.0158
0.128,0.0,SUNFLAG,0.1242
0.0644,0.0,TPLPLASTEH,0.1485
0.0674,0.0,PBAINFRA,0.4789
0.1268,0.0,NUCLEUS,0.0301
0.0672,0.0,GPPL,0.084
0.166,0.0,SMLISUZU,0.3508
0.172,0.0,STCINDIA,0.7593
0.3783,0.0,JSWENERGY,0.7171
0.085,0.0,GULFOILLUB,0.0167
0.0319,0.0,SAMBHAAV,0.0297
0.2168,0.0,DELTACORP,0.1495
0.0873,0.0,JOCIL,0.4449
0.0239,0.0,KAVVERITEL,0.7121
0.039,0.0,ALKEM,0.1678
0.096,0.0,MOREPENLAB,0.0461
0.1032,0.0,APLAPOLLO,0.0009
0.0547,0.0,VIKASECO,0.4151
0.2188,0.0,HEROMOTOCO,0.0781
0.3057,0.0,ARVIND,0.0347
0.3437,0.0,IRB,0.4692
0.0982,0.0,SHARDAMOTR,0.1322
0.111,0.0,DCMSHRIRAM,0.0101
0.0357,0.0,FAIRCHEM,0.2598
0.1143,0.0,MARALOVER,0.1075
0.1196,0.0,OCL,0.002
0.1221,0.0,M&M,0.8849
0.1223,0.0,HSCL,0.0566
0.0781,0.0,SKIL,0.5119
0.1522,0.0,CHENNPETRO,0.1605
0.0205,0.0,HDFCMFGETF,0.2492
0.142,0.0,UBL,0.5699
0.1802,0.0,INEOSSTYRO,0.4467
0.1902,0.0,BAJAJHIND,0.7468
0.0634,0.0,CORDSCABLE,0.0971
0.0318,0.0,MRO-TEK,0.0266
0.1017,0.0,CANFINHOME,0.079
0.0227,0.0,INFY,0.967
0.1971,0.0,SARDAEN,0.1403
0.0511,0.0,NIITTECH,0.0787
0.1038,0.0,ZUARIGLOB,0.2065
0.2333,0.0,DHFL,0.1653
0.2074,0.0,AUTOIND,0.8436
0.0032,0.029,IVZINGOLD,0.3914
0.1789,0.0,MMTC,0.0299
0.2822,0.0,HCC,0.4634
0.1435,0.0,NATHBIOGEN,0.119
0.0616,0.0,AROGRANITE,0.1875
0.2028,0.0,ORISSAMINE,0.4663
0.0555,0.0,SKMEGGPROD,0.0136
0.0187,0.0,CTE,0.0059
0.0898,0.0,RPGLIFE,0.0548
0.0348,0.0,LAMBODHARA,0.9487
0.0804,0.0,CONCOR,0.3356
0.0753,0.0,SHRIRAMCIT,0.1443
0.159,0.0,DALMIABHA,0.0004
0.1395,0.0,INDSWFTLAB,0.5551
0.094,0.0,LAKSHMIEFL,0.4605
0.1259,0.0,JCHAC,0.0005
0.037,0.0,GLAXO,0.2737
0.1807,0.0,KALPATPOWR,0.0333
0.0903,0.0,KILITCH,0.2177
0.0694,0.0,ACCELYA,0.0186
0.1563,0.0,JINDRILL,0.9148
0.2599,0.0,TATACOMM,0.0808
0.1235,0.0,AHLUCONT,0.0152
0.1474,0.0,CEBBCO,0.3548
0.1599,0.0,SALZERELEC,0.7856
0.3409,0.0,GODREJIND,0.2104
0.3168,0.0,TATAMOTORS,0.6228
0.0459,0.0,UTTAMSUGAR,0.0496
0.0531,0.0,FELDVR,0.7681
0.0982,0.0,PLASTIBLEN,0.1233
0.2582,0.0,M50,0.4602
0.0585,0.0,BANSWRAS,0.231
0.4007,0.0,ALBK,0.1853
0.0849,0.0,AUTOAXLES,0.0278
0.1769,0.0,BYKE,0.7375
0.1911,0.0,ROLTA,0.9465
0.0881,0.0,GUFICBIO,0.0103
0.1104,0.0,AKZOINDIA,0.0921
0.0234,0.0003,LUXIND,0.9591
0.1137,0.0,SOMANYCERA,0.0007
0.1685,0.0,ASHAPURMIN,0.3566
0.0239,0.0,PONNIERODE,0.8678
0.0917,0.0,NIPPOBATRY,0.125
0.0811,0.0,APLLTD,0.0036
0.0141,0.0001,JAIBALAJI,0.6209
0.0743,0.0,WINDMACHIN,0.0339
0.0722,0.0,HGS,0.0617
0.0641,0.0,RAMANEWS,0.3269
0.2761,0.0,NMDC,0.772
0.081,0.0,KICL,0.0216
0.1304,0.0,VIPULLTD,0.5988
0.2493,0.0,ESCORTS,0.0043
0.1352,0.0,HSIL,0.0681
0.1575,0.0,ARIES,0.1518
0.0805,0.0,ZENSARTECH,0.0535
0.105,0.0,MURUDCERA,0.2349
0.5117,0.0,HDFCNIFETF,0.0864
0.1402,0.0,KPRMILL,0.0169
0.0786,0.0,SHIRPUR-G,0.1923
0.0404,0.0,PANAMAPET,0.1685
0.0942,0.0,HINDUNILVR,0.0157
0.0449,0.0,PRECOT,0.5169
0.097,0.0,JYOTHYLAB,0.1082
0.0021,0.1197,LICNETFGSC,0.1461
0.0741,0.0,REDINGTON,0.1703
0.1007,0.0,SICAL,0.0753
0.0776,0.0,UNIENTER,0.085
0.0536,0.0,AVANTIFEED,0.1751
0.1937,0.0,WELCORP,0.5367
0.0759,0.0,EON,0.1454
0.1152,0.0,MFSL,0.1401
0.2634,0.0,VIJAYABANK,0.833
0.1453,0.0,USHAMART,0.9435
0.2188,0.0,YESBANK,0.7428
0.0422,0.0,CHROMATIC,0.1309
0.2559,0.0,JISLDVREQS,0.3336
0.3565,0.0,HINDALCO,0.3183
0.0758,0.0,JMA,0.3124
0.0712,0.0,GSKCONS,0.1379
0.2641,0.0,HINDOILEXP,0.5663
0.0959,0.0,TAJGVK,0.1842
0.0602,0.0,TTKHLTCARE,0.7764
0.0927,0.0,FCL,0.8543
0.1504,0.0,BIRLACORPN,0.0633
0.2649,0.0,JINDALSTEL,0.5065
0.1017,0.0,SUNDRMBRAK,0.0555
0.069,0.0,CARERATING,0.3343
0.2468,0.0,PATELENG,0.9982
0.0485,0.0,AIFL,0.208
0.0389,0.0,LAKPRE,0.4763
0.1785,0.0,TCI,0.1355
0.1581,0.0,PENIND,0.2173
0.1981,0.0,SINTEX,0.8766
0.2566,0.0,ONGC,0.7402
0.1129,0.0,INDORAMA,0.2809
0.3838,0.0,IDBI,0.3343
0.0031,0.0546,DSSL,0.019
0.0788,0.0,VINATIORGA,0.009
0.0777,0.0,HATHWAY,0.4763
0.0356,0.0,ASHIMASYN,0.1082
0.009,0.0046,CNOVAPETRO,0.2619
0.0672,0.0,BSL,0.0484
0.0469,0.0,JINDWORLD,0.1
0.0617,0.0,RUPA,0.0874
0.0346,0.0,REFEX,0.0248
0.04,0.0,MOHITIND,0.5677
0.1157,0.0,ALICON,0.0223
0.0114,0.0008,MANGALAM,0.0723
0.2497,0.0,BHARATFIN,0.031
0.0423,0.0,PFIZER,0.1271
0.1225,0.0,SHRIRAMEPC,0.8492
0.0581,0.0,RANASUG,0.2906
0.1734,0.0,INFRABEES,0.4217
0.1472,0.0,SUVEN,0.0241
0.0159,0.0001,KARMAENG,0.1066
0.0684,0.0,BAYERCROP,0.0122
0.0631,0.0,JAMNAAUTO,0.4222
0.0722,0.0,TNPETRO,0.051
0.199,0.0,BRIGADE,0.0981
0.0747,0.0,DBCORP,0.1664
0.1094,0.0,TGBHOTELS,0.917
0.0757,0.0,AFL,0.3977
0.004,0.0355,NAGREEKCAP,0.0691
0.118,0.0,DHAMPURSUG,0.1254
0.1681,0.0,SETFNIFBK,0.2514
0.0189,0.0001,RELCONS,0.3106
0.0991,0.0,PFOCUS,0.1589
0.115,0.0,COFFEEDAY,0.9714
0.2253,0.0,LOVABLE,0.6283
0.1489,0.0,TORNTPOWER,0.4467
0.1046,0.0,ENIL,0.0461
0.2172,0.0,DHANBANK,0.4148
0.2095,0.0,ELECON,0.3182
0.0948,0.0,PATINTLOG,0.1609
0.1135,0.0,NITESHEST,0.9303
0.1183,0.0,ARSHIYA,0.4745
0.0986,0.0,PEL,0.004
0.3539,0.0,ANANTRAJ,0.7409
0.0657,0.0,PUNJABCHEM,0.0369
0.0621,0.0,SASTASUNDR,0.1186
0.388,0.0,IFCI,0.8571
0.0453,0.0,ANDHRACEMT,0.3624
-0.0,0.3227,KHANDSE,0.2121
0.0721,0.0,JAYAGROGN,0.1619
0.3159,0.0,GMRINFRA,0.8754
0.014,0.0001,TCIDEVELOP,0.0791
0.2562,0.0,WALCHANNAG,0.2712
0.2682,0.0,PSB,0.5241
0.0515,0.0,SMSPHARMA,0.3521
0.1261,0.0,BALAMINES,0.0082
0.1712,0.0,MUKANDENGG,0.5378
0.1834,0.0,JETAIRWAYS,0.6323
0.201,0.0,GAIL,0.4052
0.1622,0.0,GABRIEL,0.0109
0.0757,0.0,SOTL,0.0756
0.2278,0.0,ZENTEC,0.1413
0.0722,0.0,KOTHARIPRO,0.6344
0.0771,0.0,ROHITFERRO,0.5132
0.1177,0.0,NAVKARCORP,0.8885
0.1837,0.0,SRF,0.0016
0.1286,0.0,PRESSMN,0.1044
0.1181,0.0,ANDHRSUGAR,0.0508
0.1703,0.0,TEXRAIL,0.4219
0.0597,0.0,WENDT,0.1487
0.1441,0.0,BPL,0.0845
0.4228,0.0,ANDHRABANK,0.2066
0.1168,0.0,NRBBEARING,0.0176
0.2181,0.0,RTNPOWER,0.6334
0.0593,0.0,KAMATHOTEL,0.6168
0.1788,0.0,IPAPPM,0.6818
0.1188,0.0,MOTHERSUMI,0.275
0.8513,0.0,NIFTYBEES,0.0
0.0147,0.0002,GOLDTECH,0.1827
0.1726,0.0,EKC,0.3834
0.0757,0.0,CCL,0.2163
0.0659,0.0,ATFL,0.2905
0.0813,0.0,GINNIFILA,0.0698
0.1103,0.0,IGPL,0.0046
0.2616,0.0,LT,0.8276
0.2388,0.0,TEXINFRA,0.3369
0.1032,0.0,VTL,0.0029
0.3475,0.0,IOB,0.0245
0.1872,0.0,COSMOFILMS,0.0407
0.0229,0.0,CCCL,0.6953
0.0752,0.0,WEIZMANIND,0.0284
0.0212,0.0,CINEVISTA,0.1302
0.1818,0.0,PHILIPCARB,0.0129
0.1231,0.0,RUBYMILLS,0.5598
0.2096,0.0,ADANITRANS,0.0178
0.0032,0.0673,JHS,0.2866
0.0734,0.0,CERA,0.0006
0.0965,0.0,CONSOFINVT,0.2904
0.122,0.0,GSPL,0.051
0.0411,0.0,AIAENG,0.0056
0.1587,0.0,JUBLFOOD,0.4891
0.0787,0.0,PRECWIRE,0.0785
0.1609,0.0,PIDILITIND,0.0026
0.0063,0.0085,CENTEXT,0.1257
0.1445,0.0,INOXWIND,0.2121
0.1459,0.0,CEATLTD,0.0007
0.6105,0.0,JUNIORBEES,0.0002
0.0346,0.0,SYNCOM,0.7991
0.2202,0.0,VISAKAIND,0.0571
0.1968,0.0,RELIANCE,0.607
0.1413,0.0,SADBHAV,0.0863
0.1626,0.0,GHCL,0.0071
0.107,0.0,CARBORUNIV,0.0683
0.0854,0.0,TCS,0.0293
0.015,0.0,HINDCOMPOS,0.2635
0.0699,0.0,MSPL,0.7892
-0.0017,0.8544,BEARDSELL,0.1941
0.1557,0.0,BPCL,0.4185
0.1045,0.0,GPIL,0.1815
0.1323,0.0,HINDUJAVEN,0.4135
0.2448,0.0,INDIANB,0.406
0.155,0.0,COX&KINGS,0.2386
0.3232,0.0,ULTRACEMCO,0.1138
0.0803,0.0,EIHAHOTELS,0.0667
0.01,0.0007,SHREYAS,0.1971
0.1122,0.0,M&MFIN,0.9501
0.1014,0.0,EIHOTEL,0.088
0.1558,0.0,VICEROY,0.8339
0.1462,0.0,FORTIS,0.4633
0.0754,0.0,SUDARSCHEM,0.2591
0.2089,0.0,IIFL,0.0065
0.0968,0.0,OILCOUNTUB,0.6881
0.1439,0.0,SHEMAROO,0.1237
0.0871,0.0,SRHHYPOLTD,0.0967
0.3098,0.0,MARUTI,0.0001
0.3328,0.0,M100,0.0057
0.118,0.0,THOMASCOOK,0.0175
0.0538,0.0,MARICO,0.2522
0.0826,0.0,MCDHOLDING,0.9024
0.1375,0.0,UMANGDAIRY,0.9647
0.1413,0.0,ASAHIINDIA,0.0059
0.2903,0.0,SREINFRA,0.4637
0.2167,0.0,TALWALKARS,0.4115
0.0414,0.0,KANANIIND,0.7635
0.069,0.0,HTMEDIA,0.6667
