Adj-r_sq,Rm-Rf %,SMB %,Symbol,const,high-low
0.0806,0.0,,SESHAPAPER,0.0792,0.8735
0.0189,0.0,,FLEXITUFF,0.9704,0.2998
0.01,0.0133,,ARCOTECH,0.9169,0.6605
0.1622,0.0,,KANORICHEM,0.2941,0.0441
0.1235,0.0,,MOIL,0.7305,0.9082
0.0694,0.0,,NESTLEIND,0.1874,0.0015
0.1448,0.0,,AUROPHARMA,0.0721,0.6803
0.1001,0.0,,BLUEDART,0.1521,0.001
0.0127,0.0049,,EXCELCROP,0.0661,0.1133
0.183,0.0,,ATLANTA,0.3347,0.0929
0.3661,0.0,,TATAGLOBAL,0.305,0.019
0.1412,0.0,,GUJFLUORO,0.1091,0.4033
0.0468,0.0,,ITDCEM,0.26,0.9429
0.1862,0.0,,CIPLA,0.3098,0.4217
0.1163,0.0,,HEG,0.0098,0.1264
0.0812,0.0,,PCJEWELLER,0.1916,0.3128
0.021,0.0002,,SANGHVIMOV,0.4027,0.0497
0.2266,0.0,,DBREALTY,0.4446,0.033
0.1356,0.0,,PRABHAT,0.314,0.0446
0.1005,0.0,,SUPREMEINF,0.8875,0.004
0.0165,0.0001,,METKORE,0.9629,0.9463
0.0889,0.0,,GDL,0.2825,0.3595
0.0832,0.0,,FEL,0.8206,0.4709
0.0879,0.0,,LOTUSEYE,0.107,0.2797
0.036,0.0,,LALPATHLAB,0.6919,0.0773
0.2311,0.0,,ACE,0.0771,0.9925
0.2333,0.0,,UNITY,0.0742,0.0678
0.0537,0.0,,RELIGARE,0.2712,0.6055
0.2381,0.0,,NHPC,0.5657,0.5753
0.1367,0.0,,GAEL,0.0341,0.1761
0.3491,0.0,,SAIL,0.945,0.8592
0.0529,0.0,,SALORAINTL,0.1478,0.6226
0.1295,0.0,,HONAUT,0.0001,0.0004
0.0564,0.0,,MUTHOOTCAP,0.0387,0.4052
0.002,0.0911,,V2RETAIL,0.1021,0.5786
0.0714,0.0,,PHOENIXLTD,0.0955,0.5049
0.1155,0.0,,LOKESHMACH,0.3579,0.0058
0.0479,0.0,,COLPAL,0.8907,0.5942
0.0686,0.0,,FMGOETZE,0.1473,0.0005
0.0774,0.0,,RJL,0.0881,0.4174
0.0708,0.0,,XCHANGING,0.1536,0.0801
0.0314,0.0004,,RAMASTEEL,0.9822,0.5784
0.0919,0.0,,RAJESHEXPO,0.0329,0.0394
0.0996,0.0,,BLISSGVS,0.1109,0.0011
0.1121,0.0,,BANCOINDIA,0.1052,0.0003
0.0756,0.0,,ISFT,0.0166,0.0022
0.3532,0.0,,ADANIPOWER,0.5792,0.7509
0.099,0.0,,ALLCARGO,0.3756,0.217
0.0481,0.0,,SANGHIIND,0.0858,0.4836
0.4922,0.0,,RELINFRA,0.8583,0.1283
0.0758,0.0,,KOTAKNIFTY,0.7567,0.8068
0.0846,0.0,,GESHIP,0.2844,0.8254
0.1871,0.0,,OMAXE,0.1127,0.1307
0.0151,0.0001,,IITL,0.6032,0.0835
0.1132,0.0,,NDL,0.0669,0.0001
0.0504,0.0,,GAL,0.5625,0.3175
0.1774,0.0,,KCP,0.1984,0.1529
0.0831,0.0,,EDL,0.9739,0.1541
0.0439,0.0,,BEL,0.8585,0.0043
0.239,0.0,,PFS,0.387,0.1181
0.1134,0.0,,AUTOLITIND,0.2153,0.0287
0.0606,0.0,,ORIENTPPR,0.0889,0.8408
0.0265,0.0,,ECLERX,0.086,0.5275
0.0678,0.0,,GRAPHITE,0.0062,0.0232
0.1036,0.0,,MORARJEE,0.179,0.0185
0.0178,0.0,,SWANENERGY,0.2997,0.9564
0.0102,0.0094,,TIMESGTY,0.1227,0.6333
0.0669,0.0,,BALPHARMA,0.1383,0.5377
0.0908,0.0,,OMKARCHEM,0.8725,0.2823
0.1582,0.0,,LUMAXTECH,0.0639,0.0002
0.042,0.0,,TIPSINDLTD,0.3809,0.7046
0.2126,0.0,,MAHABANK,0.2255,0.0423
0.0736,0.0,,TTL,0.1588,0.0012
0.0278,0.0,,PRIMESECU,0.0721,0.806
0.1029,0.0,,GET&D,0.124,0.9224
0.1655,0.0,,LAKSHVILAS,0.3648,0.0125
0.1421,0.0,,LYKALABS,0.0891,0.225
0.0358,0.0,,SDBL,0.9517,0.8322
-0.0001,0.6168,,DELTAMAGNT,0.257,0.5628
0.094,0.0,,MMFL,0.0032,0.4353
0.0508,0.0,,KANSAINER,0.3839,0.6721
0.2,0.0,,SNOWMAN,0.5897,0.3006
0.0738,0.0,,ARROWTEX,0.0736,0.9061
0.1148,0.0,,UNICHEMLAB,0.3205,0.1187
0.1314,0.0,,COROMANDEL,0.1729,0.1471
0.0752,0.0,,TRIGYN,0.0291,0.0857
0.1321,0.0,,JSWSTEEL,0.7339,0.6527
0.086,0.0,,ESSARSHPNG,0.5363,0.117
0.1908,0.0,,JTEKTINDIA,0.012,0.0564
-0.0013,0.875,,VISESHINFO,0.0012,0.7853
0.0511,0.0,,VAKRANGEE,0.0111,0.3797
0.0345,0.0,,SPENTEX,0.386,0.1224
0.1317,0.0,,EXCELINDUS,0.0315,0.0046
0.004,0.2853,,ZODJRDMKJ,0.2906,0.1732
0.1647,0.0,,TBZ,0.5358,0.0179
0.0564,0.0,,INFRATEL,0.1449,0.2241
0.1126,0.0,,KPIT,0.3906,0.2864
0.1474,0.0,,MADRASFERT,0.1805,0.1033
0.1731,0.0,,REPCOHOME,0.0353,0.1715
0.0612,0.0,,HUBTOWN,0.964,0.6215
0.2776,0.0,,RECLTD,0.911,0.0058
0.1562,0.0,,NIITLTD,0.1391,0.0309
0.1373,0.0,,SIMPLEXINF,0.2206,0.9913
0.0428,0.0,,BANARBEADS,0.2186,0.118
0.1133,0.0,,TTML,0.9924,0.621
0.3763,0.0,,CANBK,0.8034,0.0014
0.1338,0.0,,SHALPAINTS,0.4457,0.7753
0.0899,0.0,,BALKRISHNA,0.1655,0.5756
0.1519,0.0,,NILKAMAL,0.0311,0.0471
0.1115,0.0,,SUNDARMFIN,0.008,0.2268
0.5682,0.0,,UTINIFTETF,0.0942,0.4554
0.1394,0.0,,TIMETECHNO,0.0569,0.2887
0.0575,0.0,,DONEAR,0.1637,0.183
0.3677,0.0,,L&TFH,0.2806,0.8017
-0.0003,0.4301,,LIQUIDBEES,0.0,0.9237
0.0634,0.0,,AGARIND,0.0643,0.282
0.2769,0.0,,PUNJLLOYD,0.4154,0.1232
0.2533,0.0,,SCI,0.5183,0.4876
0.0167,0.0012,,GTNIND,0.3148,0.4256
0.0482,0.0,,PIIND,0.2355,0.0666
0.0799,0.0,,BAJAJHLDNG,0.0234,0.0106
0.1662,0.0,,RAMKY,0.2569,0.5375
0.0557,0.0,,ASTRAZEN,0.8411,0.4992
0.2211,0.0,,MIRZAINT,0.0497,0.0902
0.2411,0.0,,SURYAROSNI,0.0759,0.0055
0.0629,0.0,,ADROITINFO,0.9814,0.7892
0.0509,0.0,,SUNDARAM,0.6722,0.2998
0.0141,0.0048,,AUSOMENT,0.095,0.9041
0.0855,0.0,,VESUVIUS,0.0105,0.0075
0.3425,0.0,,VEDL,0.516,0.5197
0.092,0.0,,PRAENG,0.3689,0.1088
0.0675,0.0,,HITECHCORP,0.1946,0.0314
0.2502,0.0,,EXIDEIND,0.4161,0.5096
0.0903,0.0,,STARPAPER,0.0061,0.0939
0.0779,0.0,,KSCL,0.9539,0.0037
0.0486,0.0,,WEIZFOREX,0.0097,0.847
0.1324,0.0,,UFO,0.9686,0.1208
0.0747,0.0,,BEPL,0.0296,0.0207
0.1368,0.0,,ARVSMART,0.0108,0.5473
0.5275,0.0,,KOTAKBKETF,0.0923,0.7132
0.1386,0.0,,FINCABLES,0.0002,0.8594
0.3202,0.0,,BGRENERGY,0.4602,0.7395
0.0196,0.0103,,AGRITECH,0.003,0.2706
0.0475,0.0,,TECHNO,0.1853,0.2186
0.0203,0.0007,,ORTEL,0.1205,0.7912
0.0679,0.0,,RAJSREESUG,0.7103,0.1607
0.2063,0.0,,APTECHT,0.101,0.0055
0.068,0.0,,NOIDATOLL,0.6431,0.126
0.1322,0.0,,AYMSYNTEX,0.427,0.6606
0.0354,0.0,,LYPSAGEMS,0.3798,0.7205
0.094,0.0,,GRASIM,0.7643,0.0288
0.0716,0.0,,SUNTECK,0.7494,0.4781
0.3877,0.0,,UCOBANK,0.175,0.0398
0.0527,0.0,,PDPL,0.5241,0.8303
0.1908,0.0,,KOTAKBANK,0.2753,0.4493
0.1007,0.0,,SATHAISPAT,0.8274,0.1489
0.0811,0.0,,DICIND,0.2137,0.1139
0.0129,0.0001,,RAJTV,0.9728,0.4272
0.2661,0.0,,TV18BRDCST,0.4233,0.8842
0.0003,0.3154,,DPL,0.0,0.9512
0.0521,0.0,,PDSMFL,0.0586,0.2965
0.1155,0.0,,ASHOKA,0.4986,0.6499
0.1083,0.0,,MAHSEAMLES,0.2923,0.7938
0.1281,0.0,,BHARATGEAR,0.1375,0.4702
0.1449,0.0,,ORIENTCEM,0.0527,0.5243
0.1648,0.0,,MOTILALOFS,0.0005,0.956
0.1823,0.0,,GMDCLTD,0.9356,0.693
0.0314,0.0,,WEBELSOLAR,0.0765,0.7713
0.0491,0.0,,INDIGO,0.5766,0.6164
0.1311,0.0,,INSECTICID,0.3429,0.0019
0.1463,0.0,,FSL,0.1133,0.4928
0.3418,0.0,,TATAMTRDVR,0.5592,0.1147
0.0046,0.0702,,NUTEK,0.1961,0.3747
0.256,0.0,,KOLTEPATIL,0.2337,0.0828
0.0345,0.005,,PNCINFRA,0.8185,0.0089
0.0628,0.0,,PIONEEREMB,0.0784,0.8546
0.1665,0.0,,DOLPHINOFF,0.5367,0.149
0.1468,0.0,,VETO,0.0626,0.9302
0.0695,0.0,,PENPEBS,0.4419,0.7289
0.1534,0.0,,PRESTIGE,0.4469,0.0368
0.0799,0.0,,INFINITE,0.294,0.052
0.1635,0.0,,INOXLEISUR,0.0675,0.5846
0.1206,0.0,,VINDHYATEL,0.0745,0.0006
0.3889,0.0,,UNIONBANK,0.5376,0.0199
0.1288,0.0,,VISHNU,0.2597,0.0024
0.069,0.0,,REVATHI,0.2114,0.9829
0.1802,0.0,,GANECOS,0.0794,0.978
0.0864,0.0,,ASTEC,0.0099,0.2714
0.033,0.0,,AMJLAND,0.222,0.5075
0.0327,0.0,,KAUSHALYA,0.736,0.1318
0.1262,0.0,,ATULAUTO,0.3349,0.1586
0.0974,0.0,,GRAVITA,0.6931,0.9634
0.0959,0.0,,SJVN,0.1272,0.5991
0.0587,0.0,,TORNTPHARM,0.2249,0.0158
0.0748,0.0,,INDLMETER,0.154,0.7262
0.0895,0.0,,CHOLAFIN,0.0057,0.9617
0.0083,0.0237,,PRAKASHCON,0.267,0.1982
0.1577,0.0,,ATUL,0.0118,0.0738
0.0598,0.0,,APCOTEXIND,0.3228,0.0547
0.0791,0.0,,SHIVAMAUTO,0.4359,0.2838
0.0741,0.0,,SEAMECLTD,0.2045,0.0994
0.0788,0.0,,RANEHOLDIN,0.0018,0.0269
0.0995,0.0,,MOLDTKPAC,0.4666,0.2411
0.0584,0.0,,MANAKSIA,0.5435,0.2985
0.1629,0.0,,ARROWGREEN,0.8357,0.0392
0.1273,0.0,,BAGFILMS,0.5411,0.3657
0.0776,0.0,,DWARKESH,0.1882,0.4898
0.1252,0.0,,BINDALAGRO,0.5953,0.4447
0.1777,0.0,,MEP,0.4935,0.7586
0.0942,0.0,,ASIANPAINT,0.9549,0.3889
0.0478,0.0,,GODFRYPHLP,0.8243,0.0056
0.1379,0.0,,MANINFRA,0.9908,0.1953
0.1281,0.0,,BROOKS,0.0985,0.0015
0.1932,0.0,,EIDPARRY,0.2929,0.8694
0.1498,0.0,,GEPIL,0.1797,0.9406
0.2161,0.0,,EDELWEISS,0.0114,0.0711
0.284,0.0,,NOCIL,0.0132,0.0028
0.1854,0.0,,HCL-INSYS,0.7549,0.001
0.0714,0.0,,ORIENTABRA,0.0667,0.1465
0.2001,0.0,,JKPAPER,0.114,0.1238
0.0181,0.0014,,PARACABLES,0.0204,0.3526
0.0006,0.3359,,ICICIGOLD,0.582,0.6111
0.0296,0.0002,,INDTERRAIN,0.07,0.0027
0.0133,0.0075,,RELDIVOPP,0.3388,0.9464
0.079,0.0,,SHILPAMED,0.2926,0.0078
0.0795,0.0,,SADBHIN,0.5063,0.0446
0.2812,0.0,,SOUTHBANK,0.7865,0.9603
0.0682,0.0,,XPROINDIA,0.3494,0.8049
0.0111,0.0141,,UNITEDTEA,0.2962,0.1616
0.2145,0.0,,RAMCOIND,0.1871,0.0534
0.1188,0.0,,ANSALHSG,0.8668,0.1965
0.0229,0.0,,HIKAL,0.7392,0.3246
0.0877,0.0,,ZEELEARN,0.3104,0.0808
0.0781,0.0,,PGIL,0.3821,0.539
0.1649,0.0,,BHARTIARTL,0.1917,0.0015
0.0478,0.0,,SAKSOFT,0.097,0.9661
0.027,0.0,,LPDC,0.2614,0.9903
0.051,0.0,,LAOPALA,0.0701,0.2761
0.0186,0.0001,,IMPAL,0.0738,0.2019
0.1288,0.0,,GOACARBON,0.031,0.0229
0.1592,0.0,,HITECHGEAR,0.0562,0.0007
0.0211,0.0042,,ELECTHERM,0.0739,0.0157
0.2956,0.0,,DCBBANK,0.0832,0.0177
0.068,0.0,,SUPRAJIT,0.0015,0.259
0.092,0.0,,SURYALAXMI,0.4605,0.7452
0.0758,0.0,,TRIL,0.6739,0.6296
0.0984,0.0,,MIRCELECTR,0.0984,0.2004
0.0971,0.0,,SHAKTIPUMP,0.0348,0.6
0.1943,0.0,,HARRMALAYA,0.5325,0.0876
0.1053,0.0,,ISMTLTD,0.9126,0.3279
0.3272,0.0,,TATAPOWER,0.8903,0.3745
0.0417,0.0,,CANDC,0.4216,0.2807
0.1672,0.0,,SRIPIPES,0.0067,0.0088
0.0279,0.0006,,REMSONSIND,0.0976,0.341
0.1602,0.0,,MANINDS,0.8355,0.2274
0.0962,0.0,,GILLANDERS,0.7429,0.1321
0.0035,0.0364,,SHARIABEES,0.1306,0.7253
0.171,0.0,,UCALFUEL,0.1226,0.0548
0.0574,0.0,,GRUH,0.1894,0.7601
0.1464,0.0,,A2ZINFRA,0.946,0.9005
0.2189,0.0,,HEIDELBERG,0.2373,0.1824
0.0581,0.0,,VMART,0.005,0.6298
0.2271,0.0,,CESC,0.0578,0.0884
0.0187,0.0001,,CELEBRITY,0.1691,0.8791
0.0998,0.0,,SMARTLINK,0.4208,0.0664
0.1526,0.0,,TIRUMALCHM,0.0049,0.1653
0.1262,0.0,,RUCHISOYA,0.2943,0.0339
0.0644,0.0,,MANGCHEFER,0.1949,0.7078
0.188,0.0,,TNPL,0.036,0.0009
0.1567,0.0,,ONMOBILE,0.6464,0.615
0.0982,0.0,,SUMEETINDS,0.4911,0.7987
0.1309,0.0,,FLFL,0.1273,0.5967
0.086,0.0,,KSBPUMPS,0.0231,0.0032
0.1689,0.0,,MARKSANS,0.1018,0.5753
0.0963,0.0,,VARDMNPOLY,0.8695,0.9358
-0.0018,0.9885,,ORIENTALTL,0.1016,0.7384
0.1749,0.0,,GEOJITFSL,0.0338,0.3532
0.0658,0.0,,MEGASOFT,0.5133,0.227
0.2407,0.0,,BAJAJ-AUTO,0.256,0.1554
0.3975,0.0,,SYNDIBANK,0.5294,0.0757
-0.0002,0.424,,THEMISMED,0.3293,0.8266
0.1332,0.0,,ADFFOODS,0.1061,0.8115
0.128,0.0,,BRITANNIA,0.0,0.0108
0.1092,0.0,,IMFA,0.2456,0.9697
0.1324,0.0,,KECL,0.3062,0.2227
0.2628,0.0,,CAPF,0.1088,0.1029
0.1022,0.0,,OFSS,0.4748,0.0026
0.1706,0.0,,GENUSPOWER,0.0296,0.3259
0.3086,0.0,,DENABANK,0.0358,0.0001
0.128,0.0,,SUNFLAG,0.1306,0.7953
0.0644,0.0,,TPLPLASTEH,0.1588,0.5047
0.0674,0.0,,PBAINFRA,0.5567,0.0919
0.1268,0.0,,NUCLEUS,0.0317,0.8717
0.0672,0.0,,GPPL,0.1116,0.0941
0.166,0.0,,SMLISUZU,0.5007,0.001
0.172,0.0,,STCINDIA,0.6933,0.2862
0.3783,0.0,,JSWENERGY,0.6392,0.1762
0.085,0.0,,GULFOILLUB,0.0169,0.9881
0.0319,0.0004,,SAMBHAAV,0.0409,0.2999
0.2168,0.0,,DELTACORP,0.1841,0.1692
0.0873,0.0,,JOCIL,0.4642,0.7236
0.0239,0.0,,KAVVERITEL,0.7677,0.2777
0.039,0.0,,ALKEM,0.1595,0.499
0.096,0.0,,MOREPENLAB,0.0512,0.6087
0.1032,0.0,,APLAPOLLO,0.001,0.7849
0.0547,0.0,,VIKASECO,0.3906,0.5464
0.2188,0.0,,HEROMOTOCO,0.1378,0.0004
0.3057,0.0,,ARVIND,0.0401,0.5138
0.3437,0.0,,IRB,0.4312,0.4083
0.0982,0.0,,SHARDAMOTR,0.1382,0.0435
0.111,0.0,,DCMSHRIRAM,0.0171,0.0194
0.0357,0.0,,FAIRCHEM,0.229,0.1498
0.1143,0.0,,MARALOVER,0.1554,0.0187
0.1196,0.0,,OCL,0.0028,0.2328
0.1221,0.0,,M&M,0.7938,0.1408
0.1223,0.0,,HSCL,0.0935,0.004
0.0781,0.0,,SKIL,0.4381,0.0954
0.1522,0.0,,CHENNPETRO,0.1765,0.5535
0.0205,0.0002,,HDFCMFGETF,0.1849,0.0272
0.142,0.0,,UBL,0.6131,0.446
0.1802,0.0,,INEOSSTYRO,0.6442,0.0002
0.1902,0.0,,BAJAJHIND,0.7108,0.5366
0.0634,0.0,,CORDSCABLE,0.1196,0.141
0.0318,0.0,,MRO-TEK,0.0245,0.5814
0.1017,0.0,,CANFINHOME,0.106,0.0684
0.0227,0.0001,,INFY,0.8177,0.0174
0.1971,0.0,,SARDAEN,0.1425,0.9706
0.0511,0.0,,NIITTECH,0.0905,0.4531
0.1038,0.0,,ZUARIGLOB,0.1774,0.2612
0.2333,0.0,,DHFL,0.2404,0.0075
0.2074,0.0,,AUTOIND,0.8776,0.649
0.0032,0.1282,,IVZINGOLD,0.3473,0.2729
0.1789,0.0,,MMTC,0.031,0.9294
0.2822,0.0,,HCC,0.5316,0.1481
0.1435,0.0,,NATHBIOGEN,0.1315,0.4247
0.0616,0.0,,AROGRANITE,0.2454,0.079
0.2028,0.0,,ORISSAMINE,0.4732,0.9038
0.0555,0.0,,SKMEGGPROD,0.0197,0.055
0.0187,0.0002,,CTE,0.0061,0.9759
0.0898,0.0,,RPGLIFE,0.0927,0.0026
0.0348,0.0001,,LAMBODHARA,0.9846,0.4979
0.0804,0.0,,CONCOR,0.4196,0.053
0.0753,0.0,,SHRIRAMCIT,0.2271,0.0015
0.159,0.0,,DALMIABHA,0.0008,0.0085
0.1395,0.0,,INDSWFTLAB,0.6136,0.2959
0.094,0.0,,LAKSHMIEFL,0.4597,0.9621
0.1259,0.0,,JCHAC,0.0007,0.2648
0.037,0.0,,GLAXO,0.3911,0.0029
0.1807,0.0,,KALPATPOWR,0.0282,0.3589
0.0903,0.0,,KILITCH,0.2397,0.5699
0.0694,0.0,,ACCELYA,0.0142,0.16
0.1563,0.0,,JINDRILL,0.9507,0.5722
0.2599,0.0,,TATACOMM,0.0716,0.4384
0.1235,0.0,,AHLUCONT,0.0191,0.2555
0.1474,0.0,,CEBBCO,0.4012,0.1156
0.1599,0.0,,SALZERELEC,0.7172,0.0346
0.3409,0.0,,GODREJIND,0.2449,0.2792
0.3168,0.0,,TATAMOTORS,0.5216,0.059
0.0459,0.0,,UTTAMSUGAR,0.0585,0.4623
0.0531,0.0,,FELDVR,0.713,0.3527
0.0982,0.0,,PLASTIBLEN,0.1606,0.0618
0.2582,0.0,,M50,0.4684,0.8913
0.0585,0.0,,BANSWRAS,0.2752,0.1228
0.4007,0.0,,ALBK,0.2403,0.0633
0.0849,0.0,,AUTOAXLES,0.0384,0.1193
0.1769,0.0,,BYKE,0.7618,0.4846
0.1911,0.0,,ROLTA,0.8676,0.0033
0.0881,0.0,,GUFICBIO,0.0137,0.2551
0.1104,0.0,,AKZOINDIA,0.1579,0.0006
0.0234,0.0001,,LUXIND,0.9875,0.1235
0.1137,0.0,,SOMANYCERA,0.0009,0.4016
0.1685,0.0,,ASHAPURMIN,0.325,0.387
0.0239,0.0,,PONNIERODE,0.9004,0.6395
0.0917,0.0,,NIPPOBATRY,0.1939,0.005
0.0811,0.0,,APLLTD,0.0032,0.6101
0.0141,0.0076,,JAIBALAJI,0.721,0.0286
0.0743,0.0,,WINDMACHIN,0.043,0.2928
0.0722,0.0,,HGS,0.0613,0.904
0.0641,0.0,,RAMANEWS,0.3154,0.686
0.2761,0.0,,NMDC,0.8116,0.5262
0.081,0.0,,KICL,0.0256,0.4944
0.1304,0.0,,VIPULLTD,0.5953,0.9023
0.2493,0.0,,ESCORTS,0.0088,0.003
0.1352,0.0,,HSIL,0.067,0.8588
0.1575,0.0,,ARIES,0.2267,0.0077
0.0805,0.0,,ZENSARTECH,0.0848,0.0093
0.105,0.0,,MURUDCERA,0.3543,0.0055
0.5117,0.0,,HDFCNIFETF,0.0785,0.2863
0.1402,0.0,,KPRMILL,0.0207,0.3429
0.0786,0.0,,SHIRPUR-G,0.2444,0.0428
0.0404,0.0,,PANAMAPET,0.2094,0.1747
0.0942,0.0,,HINDUNILVR,0.0168,0.8352
0.0449,0.0,,PRECOT,0.6359,0.038
0.097,0.0,,JYOTHYLAB,0.1216,0.5057
0.0021,0.0376,,LICNETFGSC,0.122,0.1528
0.0741,0.0,,REDINGTON,0.2074,0.1815
0.1007,0.0,,SICAL,0.1164,0.0011
0.0776,0.0,,UNIENTER,0.118,0.0324
0.0536,0.0,,AVANTIFEED,0.1868,0.4492
0.1937,0.0,,WELCORP,0.5969,0.2457
0.0759,0.0,,EON,0.1513,0.8086
0.1152,0.0,,MFSL,0.1877,0.0436
0.2634,0.0,,VIJAYABANK,0.6701,0.0068
0.1453,0.0,,USHAMART,0.9248,0.7656
0.2188,0.0,,YESBANK,0.6816,0.2944
0.0422,0.0,,CHROMATIC,0.119,0.4835
0.2559,0.0,,JISLDVREQS,0.289,0.2248
0.3565,0.0,,HINDALCO,0.2778,0.2555
0.0758,0.0,,JMA,0.3013,0.5973
0.0712,0.0,,GSKCONS,0.1699,0.1788
0.2641,0.0,,HINDOILEXP,0.4805,0.1304
0.0959,0.0,,TAJGVK,0.3243,0.0
0.0602,0.0,,TTKHLTCARE,0.7974,0.5424
0.0927,0.0,,FCL,0.7998,0.3015
0.1504,0.0,,BIRLACORPN,0.0608,0.7596
0.2649,0.0,,JINDALSTEL,0.5269,0.7115
0.1017,0.0,,SUNDRMBRAK,0.0694,0.2029
0.069,0.0,,CARERATING,0.3545,0.6483
0.2468,0.0,,PATELENG,0.8645,0.0238
0.0485,0.0,,AIFL,0.2093,0.975
0.0389,0.0,,LAKPRE,0.5266,0.3565
0.1785,0.0,,TCI,0.1521,0.5008
0.1581,0.0,,PENIND,0.2339,0.5815
0.1981,0.0,,SINTEX,0.9744,0.1223
0.2566,0.0,,ONGC,0.9787,0.0001
0.1129,0.0,,INDORAMA,0.3216,0.2248
0.3838,0.0,,IDBI,0.332,0.919
0.0031,0.0798,,DSSL,0.0193,0.9778
0.0788,0.0,,VINATIORGA,0.0148,0.0305
0.0777,0.0,,HATHWAY,0.4504,0.571
0.0356,0.0,,ASHIMASYN,0.1059,0.821
0.009,0.0006,,CNOVAPETRO,0.2208,0.054
0.0672,0.0,,BSL,0.0765,0.0137
0.0469,0.0,,JINDWORLD,0.1143,0.3983
0.0617,0.0,,RUPA,0.1061,0.2778
0.0346,0.0,,REFEX,0.0329,0.2087
0.04,0.0,,MOHITIND,0.6324,0.1932
0.1157,0.0,,ALICON,0.0288,0.2281
0.0114,0.0022,,MANGALAM,0.0704,0.7228
0.2497,0.0,,BHARATFIN,0.0388,0.2892
0.0423,0.0,,PFIZER,0.1935,0.0046
0.1225,0.0,,SHRIRAMEPC,0.8256,0.6923
0.0581,0.0,,RANASUG,0.3396,0.0929
0.1734,0.0,,INFRABEES,0.5226,0.0364
0.1472,0.0,,SUVEN,0.0269,0.655
0.0159,0.0001,,KARMAENG,0.0898,0.307
0.0684,0.0,,BAYERCROP,0.0198,0.0298
0.0631,0.0,,JAMNAAUTO,0.5367,0.0231
0.0722,0.0,,TNPETRO,0.0763,0.0202
0.199,0.0,,BRIGADE,0.0798,0.1963
0.0747,0.0,,DBCORP,0.2261,0.031
0.1094,0.0,,TGBHOTELS,0.9349,0.7766
0.0757,0.0,,AFL,0.4991,0.0477
0.004,0.0095,,NAGREEKCAP,0.0494,0.1051
0.118,0.0,,DHAMPURSUG,0.1243,0.8998
0.1681,0.0,,SETFNIFBK,0.2531,0.9677
0.0189,0.0003,,RELCONS,0.2937,0.6483
0.0991,0.0,,PFOCUS,0.1652,0.8371
0.115,0.0,,COFFEEDAY,0.9469,0.3576
0.2253,0.0,,LOVABLE,0.624,0.9223
0.1489,0.0,,TORNTPOWER,0.483,0.4737
0.1046,0.0,,ENIL,0.045,0.8279
0.2172,0.0,,DHANBANK,0.4466,0.5166
0.2095,0.0,,ELECON,0.2727,0.2007
0.0948,0.0,,PATINTLOG,0.1901,0.2856
0.1135,0.0,,NITESHEST,0.8581,0.2265
0.1183,0.0,,ARSHIYA,0.5369,0.083
0.0986,0.0,,PEL,0.0038,0.7102
0.3539,0.0,,ANANTRAJ,0.7786,0.5421
0.0657,0.0,,PUNJABCHEM,0.1034,0.0
0.0621,0.0,,SASTASUNDR,0.1264,0.6939
0.388,0.0,,IFCI,0.9362,0.2104
0.0453,0.0,,ANDHRACEMT,0.4268,0.1439
-0.0,0.3277,,KHANDSE,0.2082,0.8632
0.0721,0.0,,JAYAGROGN,0.1552,0.7277
0.3159,0.0,,GMRINFRA,0.8623,0.8287
0.014,0.0092,,TCIDEVELOP,0.1128,0.0301
0.2562,0.0,,WALCHANNAG,0.2435,0.3394
0.2682,0.0,,PSB,0.6251,0.0643
0.0515,0.0,,SMSPHARMA,0.3676,0.7416
0.1261,0.0,,BALAMINES,0.0117,0.1512
0.1712,0.0,,MUKANDENGG,0.6334,0.083
0.1834,0.0,,JETAIRWAYS,0.6623,0.6135
0.201,0.0,,GAIL,0.3839,0.6027
0.1622,0.0,,GABRIEL,0.0137,0.3513
0.0757,0.0,,SOTL,0.0976,0.147
0.2278,0.0,,ZENTEC,0.1688,0.0159
0.0722,0.0,,KOTHARIPRO,0.7121,0.1725
0.0771,0.0,,ROHITFERRO,0.5567,0.5083
0.1177,0.0,,NAVKARCORP,0.891,0.856
0.1837,0.0,,SRF,0.0029,0.0304
0.1286,0.0,,PRESSMN,0.1159,0.4953
0.1181,0.0,,ANDHRSUGAR,0.0703,0.0821
0.1703,0.0,,TEXRAIL,0.4185,0.9127
0.0597,0.0,,WENDT,0.2225,0.0076
0.1441,0.0,,BPL,0.08,0.6682
0.4228,0.0,,ANDHRABANK,0.2556,0.1217
0.1168,0.0,,NRBBEARING,0.0222,0.3155
0.2181,0.0,,RTNPOWER,0.7627,0.0259
0.0593,0.0,,KAMATHOTEL,0.7044,0.0676
0.1788,0.0,,IPAPPM,0.8171,0.0251
0.1188,0.0,,MOTHERSUMI,0.385,0.0052
0.8513,0.0,,NIFTYBEES,0.0,0.041
0.0147,0.0019,,GOLDTECH,0.2037,0.5104
0.1726,0.0,,EKC,0.3627,0.5638
0.0757,0.0,,CCL,0.2189,0.9758
0.0659,0.0,,ATFL,0.3798,0.0258
0.0813,0.0,,GINNIFILA,0.0949,0.0861
0.1103,0.0,,IGPL,0.0062,0.1477
0.2616,0.0,,LT,0.8464,0.7692
0.2388,0.0,,TEXINFRA,0.3922,0.1996
0.1032,0.0,,VTL,0.0034,0.5744
0.3475,0.0,,IOB,0.0369,0.0468
