Symbol,Rm-Rf %,SMB %,HML %,Adj-r_sq,const,WML %
RJL,0.0509,0.376,0.903,0.0146,0.0672,0.7189
XCHANGING,0.0347,0.7954,0.4085,0.0114,0.8449,0.7897
RAMASTEEL,0.0004,0.0002,0.0425,0.1789,0.2625,0.535
RAJESHEXPO,0.0017,0.7108,0.5229,0.0421,0.0056,0.7056
BLISSGVS,0.0132,0.4067,0.832,0.054,0.8062,0.3967
CONTROLPR,0.0671,0.1809,0.8104,0.0164,0.1418,0.7584
BIGBLOC,0.0229,0.0018,0.371,0.0772,0.0237,0.427
BANCOINDIA,0.0,0.0001,0.1396,0.2515,0.635,0.0429
ISFT,0.1323,0.002,0.1629,0.0681,0.4147,0.7131
ADANIPOWER,0.0,0.3995,0.3123,0.3075,0.7717,0.0441
ALLCARGO,0.0,0.299,0.4066,0.1093,0.8887,0.1433
SANGHIIND,0.0,0.0015,0.6824,0.2239,0.169,0.2758
RELINFRA,0.0,0.0,0.0,0.3866,0.345,0.1881
KOTAKNIFTY,0.3044,0.2007,0.2647,0.0124,0.3469,0.5038
GESHIP,0.0171,0.0174,0.0611,0.1172,0.5908,0.2593
OMAXE,0.0,0.0189,0.5514,0.1666,0.1824,0.786
NDL,0.0004,0.0004,0.5885,0.1441,0.8177,0.9873
GAL,0.3199,0.0572,0.5969,0.028,0.6313,0.585
KCP,0.0001,0.0,0.0393,0.2546,0.9373,0.8169
EDL,0.0488,0.0856,0.4613,0.0358,0.8234,0.3748
BEL,0.9148,0.1162,0.6299,-0.0022,0.3689,0.6335
PFS,0.0,0.0035,0.2094,0.2124,0.199,0.5739
AUTOLITIND,0.0072,0.0127,0.7096,0.0895,0.9489,0.6593
ORIENTPPR,0.0002,0.0,0.1188,0.1967,0.2332,0.3654
ECLERX,0.0076,0.3107,0.9156,0.0399,0.7596,0.3277
GRAPHITE,0.0522,0.0016,0.2025,0.1175,0.0039,0.0425
MORARJEE,0.0,0.0026,0.7633,0.1885,0.3084,0.7602
SWANENERGY,0.0014,0.3555,0.6766,0.0624,0.888,0.8916
BALPHARMA,0.004,0.0001,0.0581,0.1418,0.8925,0.3866
OMKARCHEM,0.0037,0.0435,0.7355,0.0855,0.1378,0.741
LUMAXTECH,0.0084,0.0006,0.1052,0.1158,0.2591,0.5041
MAHABANK,0.0809,0.0143,0.0,0.3305,0.5265,0.1616
TTL,0.0041,0.8634,0.5269,0.0369,0.3011,0.7592
PRIMESECU,0.0632,0.0947,0.3184,0.0592,0.6387,0.2659
GET&D,0.0088,0.112,0.8955,0.0613,0.5396,0.6105
LAKSHVILAS,0.0714,0.1811,0.0234,0.0798,0.7556,0.8948
LYKALABS,0.0001,0.0273,0.3402,0.1401,0.7556,0.5519
BLS,0.1363,0.0198,0.3116,0.0368,0.3429,0.5938
SDBL,0.0008,0.0814,0.8167,0.1166,0.9543,0.2045
MMFL,0.0285,0.0288,0.423,0.0636,0.0185,0.7121
KANSAINER,0.0023,0.0196,0.9496,0.0994,0.103,0.3659
SNOWMAN,0.0,0.0053,0.2477,0.21,0.4099,0.9851
ARROWTEX,0.2483,0.0001,0.0,0.2144,0.9849,0.1909
MOLDTECH,0.7763,0.1226,0.3295,0.0001,0.1799,0.997
UNICHEMLAB,0.0024,0.2272,0.1972,0.0919,0.6574,0.4838
COROMANDEL,0.0,0.0003,0.9532,0.2324,0.3931,0.1694
JSWSTEEL,0.2941,0.0712,0.8036,0.0762,0.228,0.0009
ESSARSHPNG,0.4631,0.0015,0.1538,0.0437,0.8955,0.9308
JTEKTINDIA,0.0043,0.0005,0.3533,0.1361,0.5488,0.3229
VAKRANGEE,0.5559,0.8139,0.3005,0.0121,0.4608,0.0497
MAXVIL,0.0047,0.0128,0.6922,0.0919,0.9279,0.3267
EXCELINDUS,0.0069,0.0004,0.1185,0.1541,0.6006,0.1455
TBZ,0.0,0.0,0.4148,0.3067,0.8412,0.9726
INFRATEL,0.0,0.0082,0.0034,0.0771,0.849,0.4499
KPIT,0.0,0.0001,0.0165,0.2508,0.8662,0.5781
MADRASFERT,0.6999,0.0039,0.0023,0.0979,0.3674,0.0652
REPCOHOME,0.0,0.0439,0.6582,0.1654,0.5823,0.3101
HUBTOWN,0.0362,0.0394,0.2779,0.0667,0.9697,0.571
RECLTD,0.0,0.082,0.1291,0.1925,0.9828,0.7834
NIITLTD,0.0008,0.0002,0.9244,0.1462,0.7687,0.5022
VBL,0.7976,0.0,0.0138,0.0738,0.1317,0.5544
SIMPLEXINF,0.0862,0.987,0.1087,0.083,0.3092,0.0545
TTML,0.3585,0.0191,0.0008,0.1042,0.4975,0.0676
CANBK,0.5886,0.0004,0.0,0.6741,0.3149,0.27
SORILINFRA,0.0484,0.0002,0.1986,0.1172,0.3888,0.2209
CAPTRUST,0.0119,0.4749,0.9282,0.0353,0.8977,0.6187
BALKRISHNA,0.0314,0.0823,0.376,0.0549,0.6942,0.8145
NILKAMAL,0.0003,0.0141,0.7065,0.1187,0.9017,0.9325
SUNDARMFIN,0.0002,0.8246,0.7765,0.0705,0.0539,0.0676
UTINIFTETF,0.0,0.0001,0.0276,0.4327,0.0423,0.1311
TIMETECHNO,0.008,0.0497,0.9617,0.0771,0.2569,0.2972
DONEAR,0.0002,0.0259,0.4389,0.1398,0.7459,0.77
L&TFH,0.0,0.0165,0.0761,0.4178,0.826,0.0001
LIQUIDBEES,0.35,0.1089,0.4431,-0.002,0.0,0.6765
PUNJLLOYD,0.0017,0.0,0.0005,0.2307,0.6131,0.9228
SCI,0.079,0.0189,0.05,0.0706,0.51,0.7343
GOKULAGRO,0.0025,0.0061,0.6736,0.1008,0.6776,0.2258
DHARSUGAR,0.0141,0.0604,0.063,0.1129,0.2153,0.2884
GTNIND,0.175,0.001,0.092,0.0936,0.6577,0.1246
PIIND,0.0001,0.1505,0.9143,0.1176,0.7777,0.6062
BAJAJHLDNG,0.0061,0.4859,0.8841,0.071,0.1532,0.1455
RAMKY,0.0117,0.007,0.2921,0.1177,0.1927,0.1107
ASTRAZEN,0.0351,0.1189,0.5605,0.0506,0.7024,0.5125
MIRZAINT,0.0002,0.3184,0.4632,0.1175,0.6593,0.1013
SURYAROSNI,0.0005,0.0243,0.0804,0.1481,0.1862,0.9918
ADROITINFO,0.0001,0.2292,0.1062,0.0734,0.3515,0.2213
SUNDARAM,0.0281,0.0994,0.8791,0.0289,0.9704,0.2914
AUSOMENT,0.0196,0.4845,0.1935,0.0203,0.1788,0.9268
VESUVIUS,0.0017,0.502,0.8515,0.0604,0.4985,0.4828
NH,0.0308,0.8333,0.7675,0.0221,0.5622,0.2394
VEDL,0.0,0.0,0.2769,0.3821,0.9178,0.0082
PRAENG,0.1327,0.0004,0.0042,0.1221,0.9049,0.8921
HITECHCORP,0.0833,0.1276,0.133,0.0502,0.9993,0.9417
EXIDEIND,0.0,0.0281,0.1947,0.2459,0.6143,0.4401
STARPAPER,0.0,0.0375,0.7911,0.1383,0.9994,0.5332
KSCL,0.0,0.0,0.2989,0.3058,0.3966,0.0964
WEIZFOREX,0.0884,0.0989,0.1873,0.0525,0.0103,0.518
UFO,0.0001,0.001,0.3175,0.1728,0.8779,0.8841
DFMFOODS,0.3554,0.0197,0.098,0.0531,0.735,0.1874
BEPL,0.0219,0.0101,0.2434,0.1412,0.0147,0.0051
ARVSMART,0.0,0.0027,0.4722,0.1785,0.1505,0.5169
KOTAKBKETF,0.0,0.0,0.2423,0.4386,0.0292,0.788
FINCABLES,0.0002,0.075,0.8233,0.1145,0.1644,0.4002
LTI,0.0887,0.1758,0.9601,0.0156,0.0318,0.775
BGRENERGY,0.0,0.0,0.0081,0.3674,0.2707,0.4975
AGRITECH,0.0525,0.0008,0.374,0.1318,0.2196,0.0103
TECHNO,0.0,0.016,0.7643,0.1457,0.8191,0.7422
ORTEL,0.0158,0.0184,0.743,0.0561,0.0077,0.0361
RAJSREESUG,0.0761,0.0416,0.2155,0.0947,0.1886,0.0226
APTECHT,0.0024,0.0007,0.3458,0.1284,0.5297,0.8002
CROMPTON,0.0069,0.8703,0.416,0.0371,0.1186,0.5614
AYMSYNTEX,0.0156,0.9353,0.7776,0.031,0.8292,0.3711
LYPSAGEMS,0.0449,0.3538,0.9709,0.0272,0.6757,0.0105
GRASIM,0.0007,0.784,0.8988,0.082,0.7827,0.4481
SUNTECK,0.1023,0.1476,0.8567,0.0387,0.5377,0.1842
UCOBANK,0.748,0.2692,0.0,0.4457,0.6679,0.0083
PDPL,0.0751,0.0005,0.1354,0.0858,0.7177,0.0113
KOTAKBANK,0.0,0.1129,0.0,0.2017,0.2401,0.0436
SATHAISPAT,0.0004,0.0007,0.1246,0.183,0.0241,0.2767
DICIND,0.0506,0.1445,0.7923,0.0188,0.6104,0.3692
RAJTV,0.0007,0.0037,0.4558,0.1108,0.7509,0.1292
TV18BRDCST,0.0,0.0002,0.0181,0.3119,0.938,0.7867
DPL,0.7822,0.1603,0.476,-0.0048,0.0,0.519
PDSMFL,0.6928,0.4687,0.6381,0.0018,0.0381,0.1829
ASHOKA,0.0005,0.5731,0.0161,0.1667,0.5436,0.7503
MAHSEAMLES,0.0,0.0484,0.6578,0.1947,0.2272,0.7089
BHARATGEAR,0.0007,0.0009,0.0715,0.1611,0.5075,0.8622
ORIENTCEM,0.0001,0.1237,0.0984,0.1673,0.9604,0.8837
MOTILALOFS,0.0015,0.0047,0.4688,0.1565,0.0706,0.0432
PREMIERPOL,0.0399,0.7057,0.2516,0.0118,0.343,0.0494
GMDCLTD,0.0021,0.0223,0.0203,0.1916,0.579,0.0344
WEBELSOLAR,0.0953,0.5704,0.9719,0.011,0.3459,0.8421
INDIGO,0.0244,0.0025,0.2665,0.0833,0.3967,0.9111
INSECTICID,0.0,0.1263,0.6127,0.1535,0.5801,0.1945
FSL,0.0003,0.0,0.0203,0.2261,0.2758,0.4714
TATAMTRDVR,0.0,0.7528,0.3011,0.2734,0.0383,0.3478
NUTEK,0.2593,0.3335,0.4916,-0.0047,0.1154,0.5741
IDFNIFTYET,0.0261,0.9798,0.345,0.0082,0.2304,0.3234
KOLTEPATIL,0.0001,0.0531,0.5709,0.1615,0.2107,0.1104
PNCINFRA,0.0136,0.0604,0.4728,0.0555,0.0782,0.3736
PIONEEREMB,0.0004,0.0,0.2511,0.1744,0.1009,0.876
DOLPHINOFF,0.0496,0.0,0.0002,0.2195,0.2189,0.0961
VETO,0.0006,0.0021,0.2739,0.1886,0.7289,0.0293
PENPEBS,0.3936,0.0748,0.2033,0.0321,0.2005,0.2434
PRESTIGE,0.0122,0.0006,0.1385,0.1137,0.3411,0.9812
INFINITE,0.0431,0.0825,0.3666,0.0482,0.388,0.0146
INOXLEISUR,0.002,0.0213,0.4841,0.1213,0.8284,0.2218
VINDHYATEL,0.0,0.0717,0.7294,0.2043,0.3118,0.399
PNBHOUSING,0.0,0.7343,0.1118,0.2314,0.9825,0.0009
UNIONBANK,0.2264,0.0015,0.0,0.696,0.9473,0.3008
VISHNU,0.0514,0.0021,0.157,0.103,0.7333,0.6264
REVATHI,0.0028,0.2713,0.9372,0.0516,0.7992,0.4713
GANECOS,0.0002,0.0389,0.6926,0.1126,0.0576,0.6363
ASTEC,0.0148,0.0119,0.0844,0.1074,0.264,0.5418
AMJLAND,0.0136,0.2305,0.8322,0.0329,0.6641,0.6537
ENDURANCE,0.2217,0.2916,0.2054,0.0407,0.0136,0.1716
ATULAUTO,0.0001,0.0028,0.7393,0.146,0.5811,0.9166
GRAVITA,0.0107,0.0392,0.2482,0.0866,0.0156,0.6659
SJVN,0.0599,0.5103,0.1251,0.0617,0.7801,0.9847
TORNTPHARM,0.0,0.0382,0.0897,0.1526,0.6786,0.2589
INDLMETER,0.0703,0.0093,0.0721,0.1142,0.8884,0.1712
CHOLAFIN,0.0,0.2121,0.0189,0.1554,0.9047,0.0344
PRAKASHCON,0.2443,0.2421,0.18,0.0217,0.498,0.2012
ATUL,0.0007,0.0074,0.2398,0.1402,0.7711,0.6425
APCOTEXIND,0.1758,0.407,0.3187,0.0095,0.2571,0.4898
SHIVAMAUTO,0.0854,0.001,0.1522,0.1052,0.5892,0.0976
SEAMECLTD,0.1117,0.6275,0.8932,0.0267,0.1936,0.402
RANEHOLDIN,0.1196,0.1866,0.8409,0.0196,0.0159,0.5106
MOLDTKPAC,0.0002,0.9672,0.1545,0.0574,0.2263,0.791
MANAKSIA,0.0007,0.0005,0.2137,0.1513,0.9712,0.9813
ARROWGREEN,0.0407,0.0026,0.0622,0.0935,0.4993,0.9643
BAGFILMS,0.0335,0.0012,0.066,0.1015,0.4662,0.4431
DWARKESH,0.0142,0.0005,0.0838,0.1471,0.0676,0.1159
ICICIMCAP,0.0,0.2541,0.2949,0.4212,0.1621,0.8403
BINDALAGRO,0.0,0.0,0.0336,0.2502,0.9172,0.1069
MEP,0.0003,0.0598,0.5635,0.1177,0.4109,0.7963
ASIANPAINT,0.0,0.073,0.0721,0.1267,0.4571,0.493
GODFRYPHLP,0.0,0.0156,0.8701,0.2306,0.1669,0.7921
MANINFRA,0.0,0.0008,0.1036,0.2575,0.9042,0.1761
BROOKS,0.0142,0.0,0.0045,0.1811,0.2187,0.4653
EIDPARRY,0.0008,0.145,0.1194,0.1358,0.7112,0.5727
GEPIL,0.0024,0.0391,0.2674,0.1002,0.3831,0.89
EDELWEISS,0.0,0.1343,0.1005,0.169,0.1104,0.0127
NOCIL,0.0013,0.0001,0.0085,0.2286,0.1227,0.0635
HCL-INSYS,0.0005,0.0004,0.2044,0.1564,0.3389,0.9867
ORIENTABRA,0.0014,0.002,0.1369,0.1312,0.7439,0.4967
JKPAPER,0.0,0.0,0.2461,0.226,0.7323,0.4273
ICICIGOLD,0.112,0.1462,0.1504,-0.0014,0.6062,0.5143
INDTERRAIN,0.1262,0.0139,0.5346,0.0785,0.8182,0.0329
RELDIVOPP,0.032,0.4216,0.6059,0.03,0.3973,0.6796
SHILPAMED,0.0208,0.003,0.0419,0.1154,0.2728,0.6914
RBLBANK,0.0001,0.1346,0.891,0.1587,0.6775,0.0363
SADBHIN,0.1821,0.1501,0.0599,0.0436,0.2208,0.1683
SOUTHBANK,0.0003,0.0002,0.0301,0.2322,0.9542,0.0705
XPROINDIA,0.2422,0.0001,0.0263,0.1025,0.8672,0.3113
UNITEDTEA,0.0867,0.6258,0.3153,0.0313,0.3424,0.1171
RAMCOIND,0.0001,0.0071,0.0493,0.2225,0.6323,0.0904
ANSALHSG,0.0005,0.0,0.0005,0.2579,0.4136,0.5418
HIKAL,0.0,0.0038,0.6275,0.1623,0.4401,0.2901
ZEELEARN,0.0007,0.0011,0.0544,0.199,0.3681,0.0896
PGIL,0.0169,0.9995,0.8667,0.0279,0.8124,0.8779
BHARTIARTL,0.0,0.0053,0.6433,0.1527,0.024,0.0003
SAKSOFT,0.0008,0.113,0.1358,0.1137,0.2617,0.1933
LPDC,0.1436,0.1332,0.9143,0.0366,0.8563,0.2619
LAOPALA,0.1086,0.3415,0.7893,0.0191,0.5184,0.371
IMPAL,0.1894,0.6586,0.3625,-0.0046,0.1531,0.7958
GOACARBON,0.0069,0.0267,0.5009,0.1074,0.0076,0.0443
HITECHGEAR,0.0001,0.1667,0.6425,0.127,0.4068,0.9027
DCBBANK,0.0,0.0544,0.6501,0.262,0.5271,0.2891
SUPRAJIT,0.1057,0.1047,0.9674,0.037,0.3339,0.2347
SURYALAXMI,0.0,0.0946,0.6822,0.1346,0.0818,0.7411
TRIL,0.8199,0.6272,0.3729,0.0029,0.2694,0.1899
MIRCELECTR,0.0189,0.0013,0.3651,0.0928,0.1078,0.8162
SHAKTIPUMP,0.1513,0.227,0.7815,0.0297,0.0523,0.1913
HARRMALAYA,0.0234,0.0001,0.003,0.1882,0.9269,0.3155
ISMTLTD,0.2297,0.0168,0.0379,0.0628,0.5088,0.9289
TATAPOWER,0.0,0.2026,0.0615,0.2118,0.7904,0.2517
SRIPIPES,0.0,0.0534,0.6795,0.1904,0.8166,0.6785
REMSONSIND,0.005,0.5245,0.4687,0.0322,0.2573,0.6782
MANINDS,0.0085,0.0,0.0068,0.1847,0.298,0.3918
GILLANDERS,0.5739,0.0,0.004,0.134,0.8092,0.6045
SHARIABEES,0.1051,0.261,0.9027,0.0145,0.4125,0.7912
UCALFUEL,0.0003,0.0573,0.617,0.1235,0.6182,0.5162
GRUH,0.7205,0.8116,0.3006,0.0089,0.2096,0.2081
A2ZINFRA,0.0,0.0,0.1003,0.2229,0.2644,0.5131
HEIDELBERG,0.0001,0.4364,0.8179,0.1007,0.8836,0.9032
VMART,0.1616,0.0605,0.8915,0.0259,0.0431,0.5584
CESC,0.0,0.4781,0.5101,0.2174,0.6218,0.061
SMARTLINK,0.0005,0.0141,0.6326,0.1072,0.6656,0.5328
TIRUMALCHM,0.0,0.0042,0.7858,0.1787,0.1327,0.3938
MAZDA,0.0261,0.2772,0.1507,0.0673,0.9851,0.8726
OCCL,0.0051,0.1317,0.9732,0.058,0.461,0.976
RUCHISOYA,0.0013,0.013,0.5626,0.0909,0.8046,0.0526
MANGCHEFER,0.0045,0.0004,0.0827,0.1515,0.6452,0.4121
TNPL,0.0006,0.4197,0.7143,0.0622,0.6018,0.5119
ONMOBILE,0.0003,0.0024,0.2048,0.1654,0.0387,0.5571
SUMEETINDS,0.0002,0.0097,0.0626,0.1932,0.1051,0.1809
FLFL,0.0059,0.0141,0.5902,0.1096,0.2221,0.1499
KSBPUMPS,0.2697,0.0516,0.6685,0.0217,0.3163,0.5571
MARKSANS,0.0,0.0003,0.728,0.2439,0.4267,0.003
VARDMNPOLY,0.0001,0.002,0.9077,0.1256,0.1002,0.1036
GEOJITFSL,0.0,0.0064,0.748,0.2352,0.1029,0.0431
CANTABIL,0.0099,0.0456,0.6722,0.0642,0.5817,0.9777
MEGASOFT,0.0132,0.0088,0.1481,0.095,0.5079,0.1298
BAJAJ-AUTO,0.0,0.0244,0.0041,0.227,0.481,0.9169
SYNDIBANK,0.0006,0.4907,0.0,0.576,0.5442,0.456
THEMISMED,0.0003,0.1502,0.7697,0.0757,0.9885,0.0372
ADFFOODS,0.0004,0.1676,0.9589,0.107,0.4423,0.4404
BRITANNIA,0.0001,0.0783,0.519,0.1334,0.0468,0.0544
IMFA,0.1945,0.0061,0.032,0.0839,0.5856,0.2319
KECL,0.0154,0.0,0.0001,0.2448,0.2699,0.0641
CAPF,0.0,0.0005,0.4062,0.4078,0.1659,0.3319
OFSS,0.0004,0.4078,0.9463,0.0717,0.3327,0.2558
GENUSPOWER,0.0007,0.0257,0.6011,0.0931,0.2147,0.0711
DENABANK,0.2996,0.0035,0.0,0.2304,0.1374,0.3581
SUNFLAG,0.0004,0.0,0.0243,0.2462,0.6824,0.0296
TPLPLASTEH,0.0192,0.7266,0.8204,0.0318,0.6253,0.9012
PBAINFRA,0.0145,0.0003,0.028,0.1268,0.9219,0.4536
NUCLEUS,0.3885,0.8719,0.9686,0.0093,0.1404,0.1166
GPPL,0.0068,0.0223,0.1402,0.0977,0.6478,0.8514
SMLISUZU,0.0011,0.0006,0.3402,0.1323,0.1188,0.7652
STCINDIA,0.0021,0.0057,0.1622,0.1538,0.4799,0.6565
SOMICONVEY,0.0139,0.0085,0.8965,0.0712,0.9583,0.8546
JSWENERGY,0.0,0.0032,0.3467,0.2056,0.9056,0.6818
GULFOILLUB,0.3895,0.6327,0.7699,-0.0006,0.2266,0.3265
DELTACORP,0.0,0.0053,0.5739,0.2221,0.3923,0.5114
JOCIL,0.6074,0.0003,0.0156,0.0679,0.9867,0.9577
KAVVERITEL,0.0349,0.2148,0.4198,0.019,0.7544,0.608
ALKEM,0.1318,0.044,0.1725,0.0506,0.4326,0.5233
MOREPENLAB,0.0121,0.0,0.0296,0.149,0.4476,0.0244
APLAPOLLO,0.0009,0.0568,0.6308,0.1218,0.0942,0.0627
VIKASECO,0.0024,0.0002,0.2511,0.1461,0.4175,0.5871
HEROMOTOCO,0.0,0.0015,0.0087,0.2079,0.7542,0.133
ARVIND,0.0,0.0017,0.0581,0.2954,0.4008,0.0064
IRB,0.0,0.29,0.0037,0.3365,0.3508,0.5668
SHARDAMOTR,0.0449,0.0006,0.4655,0.1082,0.2584,0.1136
DCMSHRIRAM,0.015,0.654,0.6157,0.1146,0.0958,0.0027
FAIRCHEM,0.2096,0.0101,0.1894,0.0529,0.6057,0.4197
MARALOVER,0.0003,0.0012,0.6543,0.1268,0.4086,0.2818
OCL,0.0,0.8488,0.8113,0.1537,0.1107,0.2651
M&M,0.0261,0.0033,0.0123,0.0553,0.4004,0.0755
HSCL,0.004,0.0,0.1936,0.1536,0.0157,0.6037
HILTON,0.0153,0.0728,0.8719,0.0382,0.3201,0.2839
CHENNPETRO,0.0,0.0064,0.3812,0.1687,0.6546,0.4088
PANORAMUNI,0.4976,0.0026,0.0951,0.0557,0.7915,0.2616
HDFCMFGETF,0.016,0.1005,0.161,0.0141,0.2198,0.6662
UBL,0.0008,0.0923,0.1395,0.1367,0.1547,0.0209
INEOSSTYRO,0.0005,0.0002,0.3827,0.1589,0.4471,0.7764
BAJAJHIND,0.0015,0.0,0.0008,0.2601,0.3982,0.2226
CORDSCABLE,0.1697,0.0002,0.0139,0.1332,0.466,0.3382
CANFINHOME,0.7878,0.0592,0.6829,0.0024,0.5001,0.9216
INFY,0.0,0.0369,0.2387,0.104,0.5089,0.0002
SARDAEN,0.0007,0.0116,0.2233,0.1536,0.3611,0.2229
NIITTECH,0.0012,0.0515,0.6887,0.0693,0.3032,0.4011
ZUARIGLOB,0.0133,0.0012,0.1251,0.1172,0.2885,0.5704
DHFL,0.0,0.0088,0.9511,0.3635,0.3678,0.0078
IVZINGOLD,0.1793,0.3453,0.6572,0.005,0.3413,0.3919
MMTC,0.0009,0.0344,0.2386,0.1332,0.5898,0.4206
HCC,0.0,0.0002,0.0002,0.3741,0.151,0.0877
NATHBIOGEN,0.0055,0.0,0.345,0.1471,0.2383,0.4631
AROGRANITE,0.2065,0.0155,0.0948,0.0804,0.8818,0.0544
RAIN,0.0057,0.0294,0.0379,0.1323,0.0061,0.5042
ORISSAMINE,0.0032,0.0224,0.2326,0.1008,0.2594,0.8223
MINDTECK,0.0003,0.0001,0.0131,0.1973,0.4121,0.0004
CTE,0.6685,0.0007,0.1524,0.0447,0.3814,0.8245
RPGLIFE,0.0072,0.0617,0.6818,0.0767,0.4464,0.2279
LAMBODHARA,0.0056,0.0006,0.2967,0.1168,0.5313,0.9656
CONCOR,0.001,0.9069,0.5646,0.0512,0.7934,0.7748
SHRIRAMCIT,0.0001,0.1414,0.1423,0.088,0.8785,0.9023
DALMIABHA,0.0,0.8546,0.582,0.1994,0.0588,0.1453
INDSWFTLAB,0.0137,0.0005,0.2139,0.1015,0.1663,0.01
LAKSHMIEFL,0.0108,0.0105,0.0212,0.1216,0.0878,0.8024
JCHAC,0.023,0.0441,0.853,0.075,0.1972,0.1441
GLAXO,0.0004,0.0628,0.6799,0.0756,0.5208,0.0297
KALPATPOWR,0.001,0.1091,0.2804,0.1185,0.1663,0.5587
BRFL,0.1546,0.0696,0.2159,0.0395,0.4979,0.6495
ACCELYA,0.5636,0.0012,0.0849,0.0451,0.9902,0.2749
JINDRILL,0.0245,0.0,0.0052,0.1649,0.4724,0.8849
TATACOMM,0.0,0.5713,0.1205,0.221,0.3723,0.5966
AHLUCONT,0.2551,0.0138,0.0157,0.0647,0.2243,0.1009
DBL,0.001,0.1579,0.0817,0.1308,0.0054,0.977
CEBBCO,0.0066,0.1618,0.9711,0.0418,0.8101,0.1893
SALZERELEC,0.3345,0.0019,0.0028,0.0857,0.4862,0.5781
GODREJIND,0.0,0.0119,0.6997,0.2974,0.792,0.3149
TATAMOTORS,0.0,0.4089,0.265,0.2804,0.119,0.1876
FELDVR,0.1897,0.005,0.0819,0.0777,0.208,0.1859
DAMODARIND,0.0701,0.0,0.0166,0.1899,0.9702,0.155
PLASTIBLEN,0.7672,0.1915,0.2828,-0.0016,0.4806,0.803
M50,0.0002,0.4864,0.5828,0.0692,0.1552,0.4862
BANSWRAS,0.0138,0.0675,0.3535,0.0598,0.7321,0.4055
ALBK,0.0001,0.2252,0.0,0.6933,0.6449,0.2496
AUTOAXLES,0.6833,0.0436,0.1609,0.0301,0.0289,0.1524
BYKE,0.0006,0.7148,0.8083,0.0592,0.9144,0.3533
ROLTA,0.0,0.0009,0.0159,0.2475,0.3552,0.0085
GUFICBIO,0.0038,0.0564,0.6262,0.0552,0.1468,0.4686
AKZOINDIA,0.0023,0.0063,0.8243,0.0936,0.5303,0.8547
LUXIND,0.1787,0.0354,0.9967,0.0373,0.0697,0.2643
SOMANYCERA,0.0002,0.2241,0.6391,0.1271,0.1596,0.2906
ASHAPURMIN,0.0014,0.0381,0.8703,0.0989,0.8825,0.5285
PONNIERODE,0.0208,0.0271,0.2608,0.0724,0.192,0.9255
NIPPOBATRY,0.0001,0.0689,0.8369,0.1126,0.2348,0.7556
APLLTD,0.0268,0.3993,0.5232,0.0146,0.6144,0.2722
JAIBALAJI,0.1238,0.1191,0.0074,0.0934,0.5959,0.9999
WINDMACHIN,0.1153,0.1432,0.9814,0.0134,0.1839,0.7341
HGS,0.0044,0.1639,0.7032,0.0438,0.1904,0.3274
RAMANEWS,0.0057,0.0006,0.1434,0.1363,0.1912,0.4618
NMDC,0.0,0.2106,0.0264,0.3305,0.198,0.3417
KICL,0.0002,0.0377,0.7169,0.0932,0.0593,0.2547
VIPULLTD,0.0262,0.0087,0.0961,0.0932,0.9337,0.7292
ESCORTS,0.0,0.0242,0.8243,0.2821,0.2184,0.018
HSIL,0.0005,0.7156,0.527,0.1088,0.3861,0.0529
ARIES,0.0097,0.015,0.0812,0.1453,0.925,0.2838
ZENSARTECH,0.6373,0.2936,0.2041,0.0038,0.9879,0.382
HDFCNIFETF,0.0,0.0,0.0002,0.5753,0.0156,0.0549
KPRMILL,0.0096,0.0172,0.3228,0.1006,0.6851,0.0624
SHIRPUR-G,0.1889,0.0002,0.1512,0.0911,0.5205,0.2786
PANAMAPET,0.164,0.0019,0.1491,0.0565,0.1396,0.3281
HINDUNILVR,0.0,0.0001,0.0003,0.1567,0.0075,0.7851
PRECOT,0.2376,0.0764,0.5375,0.0216,0.8455,0.6687
JYOTHYLAB,0.0015,0.5021,0.3235,0.0393,0.8267,0.2769
LICNETFGSC,0.3048,0.1136,0.7646,0.0075,0.9972,0.8922
REDINGTON,0.0043,0.523,0.4392,0.0364,0.1093,0.8561
SICAL,0.0002,0.0363,0.6457,0.1298,0.8414,0.6824
UNIENTER,0.0006,0.0219,0.4876,0.1088,0.6082,0.6444
AVANTIFEED,0.002,0.3597,0.44,0.1289,0.0152,0.0026
WELCORP,0.0001,0.0035,0.0789,0.1877,0.5685,0.7408
MFSL,0.0005,0.343,0.9014,0.0749,0.8792,0.3092
VIJAYABANK,0.05,0.0633,0.0,0.1936,0.7005,0.4977
USHAMART,0.0117,0.0001,0.0016,0.2154,0.7487,0.03
YESBANK,0.2246,0.951,0.7382,0.029,0.225,0.0579
CHROMATIC,0.0136,0.7346,0.486,0.0147,0.9344,0.2268
JISLDVREQS,0.0,0.0,0.3539,0.2953,0.6226,0.2083
HINDALCO,0.0,0.0,0.8572,0.416,0.588,0.0002
JMA,0.2712,0.2981,0.6985,0.0025,0.4734,0.9825
GSKCONS,0.0001,0.3078,0.0107,0.0461,0.0702,0.0457
HINDOILEXP,0.0006,0.0032,0.6222,0.1696,0.6655,0.0387
TAJGVK,0.1088,0.276,0.4793,0.0593,0.6605,0.0377
BHAGERIA,0.0057,0.0,0.0299,0.1889,0.102,0.605
TTKHLTCARE,0.5376,0.7091,0.802,-0.0056,0.7934,0.1533
FCL,0.0049,0.0,0.0537,0.1481,0.2247,0.5617
