Symbol,Rm-Rf %,SMB %,HML %,WML %,ent,Adj-r_sq,const,high-low
GSS,0.1629,0.221,0.3384,0.1913,,0.0268,0.8526,0.5164
TCIEXP,0.0082,0.0633,0.4532,0.092,,0.108,0.5805,0.9225
INTELLECT,0.0,0.1903,0.7244,0.4818,,0.1448,0.59,0.4109
VADILALIND,0.0171,0.2325,0.4755,0.8947,,0.1187,0.359,0.0044
ENGINERSIN,0.0001,0.07,0.0395,0.3629,,0.2052,0.8884,0.7371
INGERRAND,0.0001,0.0135,0.1278,0.6363,,0.1706,0.8803,0.9094
SHREYANIND,0.0,0.0008,0.8674,0.8155,,0.2164,0.6414,0.181
ARCHIES,0.0135,0.014,0.3606,0.2666,,0.103,0.7033,0.7426
TWL,0.0017,0.0001,0.0573,0.7184,,0.1824,0.7998,0.5303
BLKASHYAP,0.006,0.0,0.0103,0.3963,,0.1948,0.321,0.9978
FMNL,0.0114,0.7778,0.6544,0.3982,,0.0504,0.1859,0.5438
TERASOFT,0.0001,0.0029,0.3751,0.0003,,0.1433,0.459,0.6234
DISHTV,0.038,0.8299,0.01,0.0466,,0.1101,0.9891,0.9036
BHARATWIRE,0.0006,0.0039,0.9577,0.5268,,0.1448,0.6001,0.4969
AARVEEDEN,0.5851,0.0034,0.0014,0.9255,,0.1428,0.1074,0.1445
BIOCON,0.0155,0.3711,0.319,0.7088,,0.0093,0.7487,0.7048
KTKBANK,0.0,0.0,0.0024,0.2385,,0.339,0.4489,0.3582
SHK,0.02,0.0,0.4843,0.112,,0.1045,0.7179,0.8979
JMTAUTOLTD,0.9564,0.0828,0.0,0.7831,,0.1461,0.1213,0.0005
SGL,0.6658,0.0638,0.1156,0.6118,,0.0135,0.714,0.4758
BHEL,0.0456,0.136,0.0117,0.8918,,0.1001,0.2673,0.8416
LUMAXIND,0.0,0.0742,0.7233,0.6647,,0.1169,0.1062,0.2621
KESORAMIND,0.0001,0.0034,0.5301,0.5287,,0.1744,0.3316,0.9304
RML,0.0014,0.1796,0.931,0.8758,,0.0837,0.4609,0.5517
KESARENT,0.1826,0.6548,0.5932,0.1743,,0.0189,0.9538,0.3998
MANGLMCEM,0.0,0.017,0.3157,0.7144,,0.1564,0.9604,0.314
SANOFI,0.0005,0.1749,0.8055,0.0132,,0.0829,0.7211,0.3913
GRANULES,0.0,0.0014,0.9975,0.3073,,0.3215,0.5595,0.0814
SIGNET,0.0631,0.1266,0.0566,0.0185,,0.0781,0.3224,0.4093
RADICO,0.0001,0.0078,0.5425,0.5354,,0.1499,0.2721,0.4387
SHREEPUSHK,0.0528,0.0002,0.0175,0.0044,,0.1724,0.9675,0.474
MCLEODRUSS,0.0213,0.0003,0.0316,0.6122,,0.1355,0.6274,0.3267
CENTRALBK,0.3568,0.4215,0.0,0.4038,,0.2835,0.3215,0.0887
GARWALLROP,0.0142,0.0799,0.837,0.3102,,0.0544,0.1719,0.3576
ASAHISONG,0.0228,0.0232,0.0258,0.1012,,0.1579,0.7572,0.2377
BANKINDIA,0.5635,0.1173,0.0,0.1954,,0.6573,0.3078,0.9879
SAKHTISUG,0.0022,0.0,0.0095,0.232,,0.2341,0.0056,0.4389
COALINDIA,0.0,0.8655,0.8885,0.9057,,0.1077,0.2821,0.0617
VENUSREM,0.003,0.0005,0.2528,0.3381,,0.1263,0.6085,0.6084
BOMDYEING,0.0,0.0,0.0691,0.0464,,0.3026,0.0893,0.4313
AARTIDRUGS,0.0192,0.0001,0.3844,0.1694,,0.1152,0.8103,0.2385
KOTAKNV20,0.0522,0.8473,0.0012,0.0643,,0.1979,0.3218,0.1466
WABCOINDIA,0.2178,0.6468,0.2108,0.7652,,0.0526,0.4038,0.0945
SANDESH,0.0073,0.0064,0.1992,0.0158,,0.0913,0.1305,0.6607
ALEMBICLTD,0.0001,0.0,0.1026,0.0111,,0.2268,0.763,0.217
DCW,0.0003,0.0001,0.0625,0.068,,0.2425,0.8637,0.0056
MPSLTD,0.5539,0.001,0.0292,0.8293,,0.0573,0.5543,0.848
TOKYOPLAST,0.292,0.0007,0.0377,0.6602,,0.068,0.7944,0.7651
SURANAT&P,0.3424,0.0331,0.0778,0.0156,,0.047,0.4272,0.8562
CREST,0.3337,0.0043,0.0518,0.6834,,0.0512,0.0698,0.9166
TVSMOTOR,0.0,0.1761,0.2502,0.5152,,0.1691,0.0115,0.6711
TAKE,0.0006,0.1616,0.7237,0.1892,,0.069,0.9345,0.8883
HFCL,0.0005,0.0,0.039,0.9547,,0.2143,0.6455,0.5267
HNGSNGBEES,0.0384,0.3092,0.6366,0.2299,,0.0115,0.409,0.4483
TCIFINANCE,0.0004,0.0237,0.4171,0.745,,0.1107,0.9006,0.0866
DIGJAMLTD,0.0036,0.0001,0.0829,0.7621,,0.1536,0.6497,0.014
INDHOTEL,0.0376,0.962,0.5922,0.6703,,0.0778,0.8961,0.0106
BSELINFRA,0.3568,0.0001,0.0001,0.1237,,0.1436,0.7201,0.4906
ADVENZYMES,0.8632,0.311,0.5735,0.499,,-0.0117,0.2847,0.5902
KMSUGAR,0.0012,0.0013,0.072,0.3547,,0.182,0.0414,0.6068
PROZONINTU,0.0003,0.0,0.0359,0.2275,,0.2291,0.959,0.9812
EVERESTIND,0.0,0.0799,0.534,0.2512,,0.1596,0.1777,0.0309
HONDAPOWER,0.003,0.0101,0.4069,0.7025,,0.0981,0.6447,0.9864
NSIL,0.0114,0.2404,0.2123,0.1822,,0.1013,0.468,0.9755
EMKAY,0.4173,0.0177,0.0055,0.0006,,0.1554,0.2782,0.7001
GTL,0.0042,0.0,0.0049,0.9928,,0.1878,0.3725,0.9359
UFLEX,0.0,0.0002,0.0328,0.4258,,0.302,0.6047,0.3642
SESHAPAPER,0.0,0.0021,0.902,0.1216,,0.172,0.9137,0.8265
FLEXITUFF,0.3187,0.1321,0.3613,0.7531,,0.0199,0.3633,0.0248
HPL,0.0002,0.0002,0.0791,0.338,,0.2057,0.8784,0.7016
NECCLTD,0.0032,0.107,0.9101,0.1549,,0.058,0.7122,0.3136
ARCOTECH,0.8348,0.4148,0.4295,0.0935,,0.0008,0.1543,0.7357
KANORICHEM,0.0,0.0,0.6013,0.991,,0.2524,0.8895,0.1145
MOIL,0.0014,0.0927,0.728,0.0571,,0.1296,0.1226,0.9776
NESTLEIND,0.0025,0.6362,0.2024,0.301,,0.0539,0.2615,0.6465
AUROPHARMA,0.0,0.7146,0.0747,0.002,,0.1899,0.6749,0.8263
BLUEDART,0.0022,0.9822,0.2393,0.453,,0.0475,0.8374,0.247
EXCELCROP,0.001,0.7081,0.263,0.9618,,0.0487,0.8644,0.7538
ATLANTA,0.007,0.0002,0.0072,0.3904,,0.1743,0.7709,0.4969
TATAGLOBAL,0.0,0.0001,0.7166,0.1378,,0.3488,0.1199,0.3217
GUJFLUORO,0.1585,0.5471,0.0048,0.1598,,0.1026,0.2681,0.7656
ITDCEM,0.1577,0.0095,0.1958,0.3626,,0.0415,0.4508,0.9862
CIPLA,0.0,0.9143,0.1485,0.0015,,0.1305,0.7822,0.4396
HEG,0.1105,0.0,0.0231,0.3566,,0.1286,0.0009,0.7873
PCJEWELLER,0.0268,0.9522,0.3508,0.4416,,0.0179,0.8923,0.6923
SANGHVIMOV,0.0011,0.0093,0.6255,0.1986,,0.1035,0.5381,0.6487
DBREALTY,0.0002,0.0,0.0003,0.1746,,0.3165,0.8052,0.4801
PRABHAT,0.0025,0.0499,0.1769,0.3919,,0.0699,0.1085,0.3708
SUPREMEINF,0.0898,0.435,0.0788,0.3496,,0.0967,0.7889,0.7496
HIGHGROUND,0.0795,0.0426,0.3959,0.5717,,0.0513,0.2326,0.2255
GDL,0.002,0.1079,0.6696,0.0306,,0.0936,0.6344,0.129
FEL,0.1664,0.0003,0.0288,0.0545,,0.1295,0.2941,0.6501
LALPATHLAB,0.8274,0.009,0.0181,0.4412,,0.0307,0.2484,0.9772
ACE,0.0272,0.0053,0.0,0.7424,,0.2108,0.1556,0.5181
UNITY,0.2076,0.0,0.0236,0.3646,,0.1227,0.5081,0.3845
RELIGARE,0.0182,0.8289,0.4566,0.6589,,0.0118,0.0468,0.9812
NHPC,0.0022,0.6869,0.13,0.4282,,0.1291,0.9606,0.7463
GAEL,0.0003,0.214,0.1846,0.2042,,0.1174,0.2061,0.4543
SAIL,0.0,0.4653,0.0,0.8308,,0.4655,0.4175,0.8294
HONAUT,0.1031,0.3574,0.7179,0.8901,,0.0377,0.039,0.1302
MUTHOOTCAP,0.0104,0.0444,0.8497,0.1164,,0.0898,0.1728,0.9101
V2RETAIL,0.1096,0.2228,0.2662,0.029,,0.0748,0.0335,0.8349
HCG,0.9703,0.005,0.2593,0.1169,,0.0315,0.7278,0.2907
PHOENIXLTD,0.006,0.5008,0.072,0.4445,,0.0397,0.2136,0.3968
LOKESHMACH,0.0,0.0571,0.0744,0.4669,,0.1921,0.4072,0.228
COLPAL,0.0549,0.1125,0.5651,0.2087,,0.0766,0.6631,0.0698
FMGOETZE,0.0217,0.0485,0.4414,0.548,,0.0524,0.9754,0.9463
RJL,0.0456,0.3891,0.877,0.7706,,0.0114,0.0646,0.6487
XCHANGING,0.0257,0.7687,0.3799,0.7123,,0.0095,0.8157,0.4571
RAMASTEEL,0.0035,0.0001,0.0296,0.3733,,0.1882,0.3043,0.0539
RAJESHEXPO,0.0049,0.7382,0.5609,0.6314,,0.0404,0.0064,0.4519
BLISSGVS,0.0215,0.4001,0.8156,0.4265,,0.0504,0.8186,0.7637
CONTROLPR,0.151,0.1633,0.8792,0.6364,,0.0181,0.1591,0.2342
BIGBLOC,0.0389,0.0017,0.3563,0.3973,,0.0741,0.0255,0.6631
BANCOINDIA,0.0001,0.0001,0.1291,0.0556,,0.2497,0.6131,0.5264
ISFT,0.154,0.0021,0.1635,0.7235,,0.0642,0.4183,0.9468
ADANIPOWER,0.0,0.3783,0.2852,0.0349,,0.3067,0.7395,0.4002
ALLCARGO,0.0,0.3158,0.3797,0.1774,,0.1074,0.8607,0.4815
SANGHIIND,0.0,0.0018,0.7589,0.3758,,0.2269,0.148,0.1653
RELINFRA,0.0,0.0,0.0,0.1494,,0.3866,0.3207,0.3241
KOTAKNIFTY,0.2927,0.2062,0.2746,0.5312,,0.0085,0.3549,0.8078
GESHIP,0.0195,0.0181,0.0641,0.2549,,0.1136,0.598,0.8645
OMAXE,0.0,0.0204,0.576,0.7389,,0.1638,0.1761,0.6448
NDL,0.0003,0.0005,0.6277,0.9047,,0.1425,0.7891,0.4609
GAL,0.2903,0.0599,0.5793,0.5534,,0.0238,0.6513,0.6986
KCP,0.0001,0.0,0.0393,0.8347,,0.2516,0.9317,0.8865
EDL,0.077,0.0827,0.4433,0.3469,,0.0326,0.8061,0.6524
BEL,0.9021,0.1182,0.6354,0.6302,,-0.0063,0.3725,0.941
PFS,0.0,0.0032,0.1921,0.6509,,0.2109,0.1872,0.4622
AUTOLITIND,0.017,0.0101,0.7172,0.7754,,0.0891,0.9683,0.3387
ORIENTPPR,0.001,0.0,0.0993,0.2835,,0.1985,0.259,0.213
ECLERX,0.0075,0.3214,0.9395,0.3626,,0.0366,0.7447,0.6864
GRAPHITE,0.0682,0.0017,0.2009,0.0472,,0.1139,0.0041,0.8861
MORARJEE,0.0,0.0019,0.6588,0.5673,,0.1972,0.263,0.058
SWANENERGY,0.0018,0.3626,0.666,0.8678,,0.0587,0.8974,0.8218
BALPHARMA,0.0005,0.0002,0.0839,0.6082,,0.1603,0.9932,0.0125
OMKARCHEM,0.0025,0.0494,0.7936,0.6514,,0.0845,0.1458,0.3906
LUMAXTECH,0.023,0.0005,0.0918,0.425,,0.1156,0.2811,0.3332
MAHABANK,0.1939,0.017,0.0,0.2331,,0.3331,0.5736,0.1637
TTL,0.0221,0.888,0.5697,0.6841,,0.0365,0.2998,0.3395
PRIMESECU,0.08,0.0947,0.3166,0.2789,,0.0554,0.644,0.9077
GET&D,0.0154,0.1095,0.8764,0.6485,,0.0579,0.5523,0.7358
LAKSHVILAS,0.0589,0.1913,0.0267,0.8319,,0.0772,0.7786,0.5636
LYKALABS,0.0002,0.0273,0.3374,0.5439,,0.1366,0.7512,0.892
BLS,0.1755,0.0195,0.3043,0.5718,,0.0331,0.3374,0.7852
SDBL,0.0004,0.0923,0.8891,0.1517,,0.1187,0.9947,0.2103
MMFL,0.0272,0.0306,0.4419,0.6745,,0.0603,0.0179,0.6952
KANSAINER,0.0031,0.0202,0.9452,0.3657,,0.0957,0.1033,0.9362
SNOWMAN,0.0,0.0048,0.227,0.899,,0.2087,0.3891,0.4425
ARROWTEX,0.2692,0.0001,0.0,0.1959,,0.2111,0.9846,0.9926
MOLDTECH,0.6946,0.1275,0.3477,0.9601,,-0.0035,0.1744,0.6632
UNICHEMLAB,0.0017,0.243,0.2199,0.562,,0.0906,0.6289,0.4235
COROMANDEL,0.0,0.0003,0.9316,0.1584,,0.2297,0.3841,0.7089
JSWSTEEL,0.3254,0.0727,0.7997,0.0011,,0.0724,0.2279,0.9333
ESSARSHPNG,0.4548,0.0016,0.1591,0.9494,,0.0398,0.8895,0.8742
JTEKTINDIA,0.0043,0.0005,0.3714,0.3007,,0.1331,0.536,0.6793
VAKRANGEE,0.3035,0.7524,0.2465,0.029,,0.0194,0.4097,0.095
MAXVIL,0.0075,0.0129,0.7012,0.3425,,0.0882,0.9339,0.8882
EXCELINDUS,0.0073,0.0004,0.1263,0.137,,0.151,0.5896,0.7298
TBZ,0.0,0.0,0.3872,0.893,,0.3053,0.87,0.4759
INFRATEL,0.0,0.0068,0.0026,0.5697,,0.0795,0.7982,0.2008
KPIT,0.0,0.0001,0.0131,0.4703,,0.2522,0.8179,0.2259
MADRASFERT,0.3974,0.0058,0.0041,0.0369,,0.1081,0.2905,0.0665
REPCOHOME,0.0,0.047,0.6334,0.2832,,0.1628,0.6009,0.6192
HUBTOWN,0.06,0.0378,0.2647,0.6223,,0.0637,0.9892,0.6325
RECLTD,0.0001,0.0851,0.126,0.8148,,0.1894,0.9721,0.7909
NIITLTD,0.0023,0.0002,0.8901,0.5622,,0.1439,0.7462,0.552
VBL,0.4043,0.0,0.0086,0.7719,,0.0871,0.1589,0.0343
SIMPLEXINF,0.0798,0.9725,0.1166,0.0507,,0.0798,0.3015,0.7005
TTML,0.4111,0.0191,0.0008,0.066,,0.1001,0.5099,0.8142
CANBK,0.7688,0.0003,0.0,0.3289,,0.6737,0.2962,0.4133
SORILINFRA,0.027,0.0002,0.2305,0.1694,,0.1184,0.3577,0.2506
CAPTRUST,0.0731,0.4176,0.7896,0.3985,,0.0566,0.9978,0.013
BALKRISHNA,0.0208,0.0904,0.4138,0.7202,,0.0541,0.6614,0.3719
NILKAMAL,0.0005,0.0143,0.7045,0.9266,,0.115,0.9045,0.9516
SUNDARMFIN,0.0005,0.8097,0.8011,0.0622,,0.0673,0.0574,0.676
UTINIFTETF,0.0,0.0001,0.028,0.139,,0.4302,0.0428,0.964
TIMETECHNO,0.0086,0.0521,0.9439,0.2831,,0.0737,0.2519,0.7582
DONEAR,0.0008,0.0236,0.3978,0.678,,0.1399,0.7092,0.3113
L&TFH,0.0,0.012,0.1037,0.0002,,0.4262,0.9101,0.0343
LIQUIDBEES,0.4326,0.1142,0.4631,0.7226,,-0.0055,0.0,0.6837
PUNJLLOYD,0.0051,0.0,0.0004,0.8343,,0.2296,0.5854,0.4217
SCI,0.0757,0.0201,0.054,0.7729,,0.0672,0.5005,0.7399
GOKULAGRO,0.0081,0.0057,0.6275,0.1849,,0.1013,0.7322,0.2963
DHARSUGAR,0.0279,0.0573,0.0582,0.3335,,0.1105,0.2056,0.5571
GTNIND,0.1472,0.0011,0.1013,0.111,,0.091,0.6785,0.5908
PIIND,0.0003,0.1495,0.9051,0.627,,0.1141,0.7719,0.8679
BAJAJHLDNG,0.025,0.4423,0.9708,0.2165,,0.0756,0.1755,0.1375
RAMKY,0.0074,0.0081,0.3264,0.0871,,0.1173,0.1775,0.3461
ASTRAZEN,0.0072,0.1442,0.6804,0.3227,,0.0685,0.6128,0.0182
MIRZAINT,0.0,0.3657,0.3736,0.0542,,0.1297,0.5825,0.0374
SURYAROSNI,0.0004,0.0268,0.0909,0.9132,,0.1464,0.1756,0.484
ADROITINFO,0.0001,0.2311,0.1075,0.228,,0.0695,0.3537,0.984
SUNDARAM,0.0189,0.1087,0.8294,0.3568,,0.0279,0.9351,0.3839
AUSOMENT,0.0266,0.4834,0.1977,0.9187,,0.0163,0.1812,0.9347
VESUVIUS,0.0028,0.4999,0.8456,0.478,,0.0565,0.5036,0.9089
NH,0.0314,0.8446,0.7848,0.2619,,0.0184,0.5735,0.7715
VEDL,0.0,0.0,0.2483,0.0129,,0.382,0.9569,0.3364
PRAENG,0.0532,0.0006,0.0065,0.6414,,0.1318,0.8667,0.0651
HITECHCORP,0.0999,0.1282,0.1337,0.9491,,0.0463,0.9968,0.952
EXIDEIND,0.0,0.0288,0.1983,0.4407,,0.2427,0.6176,0.9528
STARPAPER,0.0004,0.0299,0.8939,0.7143,,0.1462,0.9276,0.0728
KSCL,0.0,0.0,0.2688,0.1306,,0.3056,0.3707,0.3379
WEIZFOREX,0.1376,0.0945,0.1759,0.5745,,0.0498,0.0113,0.5818
UFO,0.0004,0.0008,0.2711,0.7335,,0.176,0.8224,0.1657
DFMFOODS,0.4083,0.0196,0.0964,0.2033,,0.0494,0.7276,0.8285
BEPL,0.0718,0.0082,0.2019,0.0102,,0.1456,0.0179,0.1344
ARVSMART,0.0002,0.0024,0.4332,0.6084,,0.1779,0.1648,0.3602
KOTAKBKETF,0.0,0.0,0.2269,0.8562,,0.4371,0.032,0.5488
FINCABLES,0.0004,0.0761,0.8229,0.4042,,0.1108,0.1655,0.9828
LTI,0.0815,0.1831,0.9834,0.8206,,0.0121,0.0308,0.6931
BGRENERGY,0.0,0.0,0.0073,0.4472,,0.3659,0.2581,0.5259
AGRITECH,0.0387,0.0009,0.406,0.0083,,0.1302,0.2066,0.4532
TECHNO,0.0001,0.0141,0.8241,0.636,,0.146,0.8609,0.2955
ORTEL,0.0098,0.021,0.7975,0.0523,,0.0558,0.009,0.3374
RAJSREESUG,0.0862,0.0424,0.2191,0.0239,,0.0909,0.191,0.9602
APTECHT,0.0085,0.0006,0.3074,0.9233,,0.1291,0.5672,0.2742
CROMPTON,0.0173,0.841,0.4518,0.6436,,0.0356,0.1292,0.4278
AYMSYNTEX,0.0302,0.9571,0.7464,0.3346,,0.0283,0.807,0.5662
LYPSAGEMS,0.1067,0.3262,0.9034,0.007,,0.0286,0.6333,0.247
GRASIM,0.0186,0.9142,0.8908,0.7976,,0.1264,0.9228,0.0003
SUNTECK,0.1368,0.145,0.8406,0.2036,,0.0351,0.5489,0.771
UCOBANK,0.8318,0.2779,0.0,0.0105,,0.4436,0.6818,0.7283
PDPL,0.0622,0.0005,0.1483,0.0153,,0.0833,0.6967,0.5672
KOTAKBANK,0.0,0.1166,0.0,0.05,,0.1986,0.2465,0.8105
SATHAISPAT,0.0038,0.0005,0.093,0.4163,,0.192,0.0183,0.0559
DICIND,0.0595,0.1462,0.7914,0.3774,,0.0148,0.6104,0.9747
RAJTV,0.0017,0.0036,0.4396,0.1192,,0.1078,0.7356,0.6773
TV18BRDCST,0.0,0.0002,0.0225,0.9053,,0.3122,0.8954,0.2914
DPL,0.7638,0.1639,0.4744,0.5139,,-0.0084,0.0,0.9043
PDSMFL,0.2019,0.5588,0.4746,0.0725,,0.0394,0.023,0.0014
ASHOKA,0.0004,0.6004,0.0193,0.8415,,0.1656,0.5172,0.4155
MAHSEAMLES,0.0,0.044,0.7074,0.6193,,0.1941,0.2462,0.3663
BHARATGEAR,0.0014,0.0009,0.07,0.8366,,0.1579,0.517,0.8053
ORIENTCEM,0.0,0.1405,0.1216,0.7292,,0.1709,0.9027,0.1547
MOTILALOFS,0.0033,0.0045,0.4542,0.0517,,0.1535,0.0745,0.7093
PREMIERPOL,0.0313,0.7361,0.2317,0.0692,,0.0092,0.3434,0.5114
GMDCLTD,0.0053,0.021,0.0184,0.0449,,0.1895,0.6019,0.533
WEBELSOLAR,0.0824,0.5987,0.9882,0.7904,,0.0075,0.3274,0.6162
INDIGO,0.1024,0.0018,0.2074,0.6946,,0.0945,0.4532,0.0469
INSECTICID,0.0001,0.1148,0.6687,0.2554,,0.1539,0.6177,0.2941
FSL,0.0018,0.0,0.0154,0.608,,0.2294,0.2447,0.1533
TATAMTRDVR,0.0,0.701,0.2545,0.4667,,0.2767,0.0454,0.1484
NUTEK,0.3646,0.3424,0.5267,0.65,,-0.0076,0.1046,0.5221
IDFNIFTYET,0.0162,0.996,0.348,0.4042,,0.009,0.2032,0.2801
KOLTEPATIL,0.0002,0.0556,0.5881,0.1051,,0.1584,0.2065,0.7582
PNCINFRA,0.0169,0.0618,0.4786,0.3857,,0.0516,0.0785,0.9342
PIONEEREMB,0.0005,0.0001,0.2592,0.8564,,0.1711,0.104,0.8493
DOLPHINOFF,0.0451,0.0,0.0002,0.088,,0.2169,0.2288,0.6611
VETO,0.0003,0.0025,0.3109,0.0211,,0.1891,0.6886,0.285
PENPEBS,0.3054,0.0814,0.2251,0.2081,,0.0303,0.2152,0.4549
PRESTIGE,0.0433,0.0005,0.1126,0.856,,0.1178,0.3793,0.1472
INFINITE,0.0492,0.0843,0.3726,0.0164,,0.0442,0.3869,0.9233
INOXLEISUR,0.0054,0.0198,0.4536,0.2679,,0.1195,0.8006,0.4749
VINDHYATEL,0.0,0.0707,0.7167,0.4249,,0.2012,0.3196,0.8012
PNBHOUSING,0.0,0.7026,0.1286,0.0015,,0.2309,0.9459,0.3669
UNIONBANK,0.2128,0.0014,0.0,0.3277,,0.6948,0.9601,0.7565
VISHNU,0.0947,0.0021,0.1442,0.6969,,0.1014,0.776,0.4281
REVATHI,0.0085,0.2534,0.9912,0.3996,,0.051,0.8359,0.3582
GANECOS,0.0001,0.0428,0.6523,0.5643,,0.1111,0.0532,0.4405
ASTEC,0.0263,0.0115,0.0801,0.5882,,0.1045,0.2561,0.6623
AMJLAND,0.0103,0.2451,0.7918,0.7324,,0.0309,0.6384,0.471
ENDURANCE,0.221,0.2972,0.2125,0.1685,,0.0369,0.0135,0.8518
ATULAUTO,0.0004,0.0025,0.7004,0.999,,0.1443,0.5569,0.4685
GRAVITA,0.0317,0.0345,0.2167,0.7892,,0.0877,0.0183,0.2561
SJVN,0.0518,0.496,0.1362,0.9278,,0.0588,0.7609,0.6113
TORNTPHARM,0.0,0.0399,0.0878,0.28,,0.1493,0.689,0.8019
INDLMETER,0.0804,0.0095,0.0735,0.1754,,0.1101,0.8893,0.9931
CHOLAFIN,0.0,0.223,0.0174,0.0302,,0.153,0.8828,0.5838
PRAKASHCON,0.063,0.2903,0.246,0.3636,,0.0455,0.4123,0.0085
ATUL,0.0016,0.0072,0.231,0.685,,0.1371,0.7865,0.7068
APCOTEXIND,0.0775,0.4521,0.2624,0.3564,,0.0169,0.2221,0.0945
SHIVAMAUTO,0.0624,0.0012,0.1706,0.0807,,0.1037,0.5632,0.4399
SEAMECLTD,0.342,0.5572,0.7537,0.6134,,0.0512,0.2498,0.0147
RANEHOLDIN,0.2193,0.1722,0.8977,0.6075,,0.0194,0.0183,0.3291
MOLDTKPAC,0.0004,0.9627,0.1591,0.7803,,0.0535,0.2302,0.9032
MANAKSIA,0.0032,0.0004,0.1831,0.8805,,0.1531,0.9788,0.2193
ARROWGREEN,0.1421,0.0019,0.045,0.7581,,0.1028,0.4395,0.0627
BAGFILMS,0.0924,0.001,0.0533,0.3537,,0.1047,0.5067,0.1811
DWARKESH,0.0195,0.0005,0.0845,0.1225,,0.1436,0.068,0.9483
ICICIMCAP,0.0,0.2643,0.2822,0.7936,,0.4193,0.1567,0.6579
BINDALAGRO,0.0,0.0,0.0367,0.1234,,0.2476,0.9023,0.7068
MEP,0.0003,0.064,0.5924,0.7399,,0.1152,0.3966,0.5864
ASIANPAINT,0.0,0.0691,0.0662,0.4435,,0.1245,0.4391,0.5307
GODFRYPHLP,0.0,0.0178,0.8146,0.6906,,0.2304,0.1832,0.3312
MANINFRA,0.0,0.001,0.1232,0.1337,,0.2584,0.8586,0.256
BROOKS,0.0112,0.0,0.0054,0.5301,,0.1792,0.2329,0.5039
EIDPARRY,0.0016,0.1437,0.1177,0.5967,,0.1324,0.7197,0.8415
GEPIL,0.0029,0.0408,0.2769,0.9165,,0.0966,0.3785,0.8216
EDELWEISS,0.0001,0.1227,0.1177,0.0199,,0.1691,0.1228,0.3112
NOCIL,0.0019,0.0001,0.009,0.0651,,0.2254,0.123,0.937
HCL-INSYS,0.0012,0.0004,0.1993,0.9555,,0.1532,0.3333,0.7805
ORIENTABRA,0.0033,0.0019,0.1287,0.456,,0.1286,0.7648,0.6017
JKPAPER,0.0,0.0,0.205,0.3193,,0.2298,0.7893,0.1401
ICICIGOLD,0.3375,0.1731,0.1969,0.3433,,0.0127,0.5313,0.0355
INDTERRAIN,0.2219,0.0125,0.4931,0.0471,,0.0778,0.8545,0.3657
RELDIVOPP,0.0638,0.4114,0.6414,0.7679,,0.0289,0.4196,0.3907
SHILPAMED,0.0135,0.0034,0.0498,0.6015,,0.1149,0.2945,0.359
RBLBANK,0.0,0.158,0.9969,0.0187,,0.168,0.6061,0.055
SADBHIN,0.2848,0.1408,0.0535,0.1413,,0.042,0.237,0.4402
SOUTHBANK,0.0003,0.0002,0.0335,0.0644,,0.2297,0.9363,0.6569
XPROINDIA,0.2303,0.0001,0.0285,0.2983,,0.0991,0.8563,0.7781
UNITEDTEA,0.1295,0.6216,0.3041,0.1062,,0.0279,0.3651,0.5967
RAMCOIND,0.0003,0.0066,0.045,0.1131,,0.2206,0.61,0.5203
ANSALHSG,0.0011,0.0,0.0005,0.5797,,0.2552,0.405,0.7278
HIKAL,0.0,0.0044,0.5917,0.2512,,0.1606,0.4632,0.4711
ZEELEARN,0.0008,0.0012,0.0586,0.0848,,0.196,0.3785,0.744
PGIL,0.0069,0.9447,0.7827,0.7187,,0.0326,0.8708,0.1417
BHARTIARTL,0.0,0.0039,0.5499,0.0007,,0.1608,0.0185,0.0689
SAKSOFT,0.0004,0.1269,0.1617,0.2642,,0.1156,0.2893,0.2188
LPDC,0.0574,0.1468,0.984,0.1746,,0.0479,0.7584,0.0605
LAOPALA,0.0798,0.3613,0.7469,0.3207,,0.0174,0.4942,0.442
IMPAL,0.1772,0.6708,0.3522,0.8341,,-0.0083,0.1496,0.743
GOACARBON,0.0299,0.0286,0.5386,0.06,,0.1094,0.0076,0.2266
HITECHGEAR,0.0006,0.1393,0.5456,0.6973,,0.1363,0.4614,0.059
DCBBANK,0.0,0.0531,0.6332,0.3181,,0.2593,0.5401,0.7261
SUPRAJIT,0.1094,0.1076,0.978,0.2304,,0.0331,0.331,0.8583
SURYALAXMI,0.0,0.1082,0.7608,0.8995,,0.1383,0.0949,0.1541
TRIL,0.8012,0.6324,0.38,0.1895,,-0.0012,0.2737,0.9037
MIRCELECTR,0.0268,0.0013,0.362,0.8336,,0.0891,0.1105,0.8896
SHAKTIPUMP,0.2654,0.2105,0.7282,0.247,,0.0295,0.0589,0.3335
HARRMALAYA,0.0238,0.0001,0.0034,0.3019,,0.1849,0.9392,0.7555
ISMTLTD,0.2693,0.0168,0.0377,0.9467,,0.0588,0.5157,0.8618
TATAPOWER,0.0,0.2137,0.0688,0.2245,,0.2096,0.8138,0.5612
SRIPIPES,0.0,0.0555,0.6688,0.7055,,0.1872,0.8083,0.8222
REMSONSIND,0.005,0.5049,0.449,0.7362,,0.0283,0.2539,0.6967
MANINDS,0.0055,0.0,0.0085,0.3286,,0.1842,0.2776,0.358
GILLANDERS,0.6918,0.0,0.0037,0.6535,,0.1312,0.8293,0.6029
