Date,SMB %,HML %,WML %,Rm %,Rf %,Rm-Rf %,high,low,high-low
20130102,-0.035327300000000006,0.09680778,0.21057849,0.66479573,0.03149246,0.63330327,-0.1284374621545415,-0.3036574537934754,0.17521999163893393
20130103,-0.62029771,1.46415296,-0.28145240000000005,0.47185751,0.03115947,0.44069804,-0.3278845659132817,-0.2304641833199129,-0.09742038259336884
20130104,-0.30660203,0.83234422,-0.02069007,0.32510801,0.03115947,0.29394854,0.04757908343152694,0.04586451740630785,0.0017145660252190914
20130107,0.70742541,0.21394374,-0.8769435,-0.05912212,0.03115947,-0.09028159,0.23146262472759824,-0.1905151591764182,0.4219777839040164
20130108,-0.43264306,0.53916636,0.50319197,0.07267066,0.03115947,0.04151119,-0.3658292040115663,0.5525316207083908,-0.9183608247199572
20130109,0.38875736,0.01892257,0.25577372,-0.32350359,0.03115947,-0.35466306,0.11921997836128825,-0.20771063307327195,0.3269306114345602
20130110,-0.15442982,-0.80447846,0.31593176,-0.18925064,0.03101138,-0.22026202,0.023738185128157584,0.6677051555768884,-0.6439669704487307
20130111,0.36684834,-1.54080816,-3.75720247,-0.85987608,0.03101138,-0.89088746,0.5299112113523761,0.9148667136456192,-0.3849555022932433
20130114,-1.35916753,1.34059874,-0.91344995,1.18355237,0.03101138,1.15254099,-0.7123475729596631,-0.9862658212624472,0.2739182483027841
20130115,-0.76160812,0.78538181,0.73248067,0.33329196,0.03101138,0.30228058,0.109567686055684,-0.4318084574402544,0.5413761434959384
20130116,0.55037472,-1.61751701,-0.07249691,-0.95358492,0.03101138,-0.9845963,0.5247304754553742,1.2606768600707088,-0.7359463846153346
20130117,-1.25383558,0.04098955,-0.03397791,0.7361439999999999,0.03071505,0.70542895,0.2808905837236668,-0.4509511282114418,0.7318417119351086
20130118,-0.97574243,-0.16584513,0.25265262,0.35776062,0.03071505,0.32704557,-0.2556938105096961,-1.0403055863375197,0.7846117758278234
20130121,-1.30695194,1.40476446,0.07468321,0.21361634,0.03071505,0.18290129,0.3709392133012557,-0.13137625903155606,0.5023154723328117
20130122,0.30610003,-1.14876869,0.10492829,-0.70831677,0.03071505,-0.73903182,0.49387032179142604,1.0279290604304658,-0.5340587386390399
20130123,0.02390519,-1.41205593,0.29622464,-0.38601796,0.03071505,-0.41673301,0.46246843927800796,1.0571966182001629,-0.594728178922155
20130124,1.36487262,-4.28908571,0.21029705,-1.23543001,0.03071505,-1.26614506,0.9106226997781048,2.1418992999573745,-1.2312766001792697
20130125,-1.67206881,2.50088899,0.33840826,1.11952625,0.03071505,1.0888111999999999,-0.6096433491815353,-1.1743350253779825,0.5646916761964472
20130128,0.9353389999999999,-0.24154678,0.45558864,0.00044247,0.03071505,-0.03027258,0.0926923587407334,-0.5248082931129013,0.6175006518536348
20130129,1.08054675,-1.82339325,0.30506196,-0.5618156999999999,0.03071505,-0.59253075,0.5059294032250587,0.6895394323545779,-0.1836100291295193
20130130,-0.61947624,-0.00796967,0.405142,0.09855660000000001,0.03071505,0.06784155,-0.05010399443539026,-0.19737540328341255,0.1472714088480223
20130131,-0.38441407,0.33486168,0.26481161,0.24796617,0.0305668,0.21739937,-0.3460792331025269,-0.5719405004950516,0.2258612673925248
20130201,-0.27528949,0.78039103,-0.0688238,-0.33949501,0.0305668,-0.37006181,0.3243356881683565,0.10853411340865936,0.21580157475969716
20130204,0.56226296,-1.14560576,0.91681366,-0.61556881,0.0305668,-0.64613561,0.15360097083722266,1.6600264622465566,-1.506425491409334
20130205,-0.22756668,-0.3629604,0.57719208,-0.47591584,0.0305668,-0.50648264,0.014325963675404906,0.5320107053909127,-0.5176847417155077
20130206,0.05012254,0.42616932,-0.51166323,0.02153081,0.0305668,-0.00903599,0.2159877809517857,0.35874823035046954,-0.14276044939868385
20130207,0.40481679,-1.62761461,0.79413351,-0.66033927,0.03071505,-0.69105432,0.8612581465235837,0.3443067666310419,0.5169513798925418
20130208,0.03955983,-0.37449924,0.98804777,-0.72306515,0.03071505,-0.7537802,0.5040484218144367,0.7064717269149589,-0.2024233051005222
20130211,-0.39159406,-0.16133402,-2.98166399,0.00333086,0.03071505,-0.02738419,0.5005703708192226,-0.018441521357818604,0.5190118921770412
20130212,-0.17312308,-1.68087239,0.41665324,0.31418885,0.03071505,0.2834738,-0.7142207036548168,0.4755888137196664,-1.1898095173744831
20130213,0.83824358,-1.78410929,1.10035525,-0.20604909999999999,0.03071505,-0.23676415,0.5651845036554461,-0.18686771104835595,0.7520522147038021
20130214,0.30082663,-1.53635281,1.73934259,-0.94259666,0.03071505,-0.97331171,0.4864906364321541,1.0066817138137514,-0.5201910773815972
20130215,-1.47286255,0.9265597,0.78560745,-0.07302485,0.03071505,-0.10373989999999998,0.4957522465260097,0.022102610296876282,0.4736496362291334
20130218,0.16327526,0.88101996,-2.01343255,0.32086108,0.03071505,0.29014603,0.0003100016712504668,-0.07141152811007861,0.07172152978132908
20130219,-0.25184567,0.57639967,0.03008865,0.93659174,0.03071505,0.90587669,-0.7002127517721459,-0.8705924758018243,0.17037972402967827
20130220,0.31735145,-0.16666267,0.42875315,0.08681674,0.03071505,0.05610169,-0.1414302986107034,-0.0533250006846743,-0.08810529792602911
20130221,0.30110648,-0.70932199,0.80847283,-1.62922723,0.03086325,-1.66009048,1.0801875838925643,1.2723486732985478,-0.19216108940598356
20130222,-0.258538,0.43818474,0.22710769,0.09119301,0.03086325,0.06032976,0.08998645750201907,-0.14250447907659047,0.23249093657860956
20130225,-0.54168725,-0.5713381,1.42600932,-0.49626791,0.03086325,-0.52713116,0.1750045883806827,1.1362329332554797,-0.9612283448747968
