,Adj-r_sq,F-statistics,HML %,P(F-value),Rm-Rf %,SMB %,Symbol,WML %,const
907,0.2213,85.4076,0.0,0.0,0.0,0.0,BROOKS,0.7802,0.3161
908,0.2134,84.4678,0.0,0.0,0.0,0.0,EIDPARRY,0.3728,0.6663
909,0.1648,61.7175,0.0557,0.0,0.0,0.0,GEPIL,0.0947,0.5225
910,0.237,94.5977,0.002,0.0,0.0,0.0,EDELWEISS,0.0784,0.0672
911,0.3586,173.0655,0.0,0.0,0.0,0.0,NOCIL,0.0077,0.0969
912,0.2774,119.1559,0.0,0.0,0.0,0.0,HCL-INSYS,0.2763,0.713
913,0.1049,35.5121,0.0,0.0,0.0,0.0,ORIENTABRA,0.5706,0.1957
914,0.2747,117.5608,0.0,0.0,0.0,0.0,JKPAPER,0.8344,0.4549
915,0.0391,9.8879,0.0952,0.0,0.0017,0.0,PARACABLES,0.0198,0.0338
916,0.0003,1.091,0.703,0.3595,0.4375,0.6663,ICICIGOLD,0.1365,0.2774
917,0.0448,13.3719,0.1799,0.0,0.0,0.0004,INDTERRAIN,0.0916,0.1813
918,0.0105,2.7553,0.3434,0.0272,0.076,0.6285,RELDIVOPP,0.7566,0.4894
919,0.1044,36.8446,0.012,0.0,0.0,0.0,SHILPAMED,0.2304,0.6148
920,0.0906,14.9799,0.1644,0.0,0.0,0.0029,SADBHIN,0.3551,0.7345
921,0.3174,144.099,0.0,0.0,0.0,0.0,SOUTHBANK,0.3526,0.5301
922,0.1568,54.3119,0.0,0.0,0.0,0.0,XPROINDIA,0.0027,0.6202
923,0.0205,6.1872,0.4802,0.0001,0.0058,0.001,UNITEDTEA,0.1643,0.369
924,0.2581,107.1282,0.0,0.0,0.0,0.0,RAMCOIND,0.5762,0.4629
925,0.1948,75.451,0.0,0.0,0.0,0.0,ANSALHSG,0.1429,0.458
926,0.0525,18.0657,0.4248,0.0,0.0,0.0,HIKAL,0.1817,0.7004
927,0.1291,46.6146,0.005,0.0,0.0,0.0,ZEELEARN,0.1188,0.9075
928,0.078,25.3556,0.1607,0.0,0.0,0.2509,PGIL,0.7955,0.6688
929,0.1899,73.1609,0.0336,0.0,0.0,0.0,BHARTIARTL,0.0021,0.3011
930,0.0742,23.4146,0.0,0.0,0.0,0.0,SAKSOFT,0.979,0.2614
931,0.0502,14.5984,0.0003,0.0,0.0053,0.026,LPDC,0.0005,0.6641
932,0.0654,22.5399,0.0041,0.0,0.0,0.0021,LAOPALA,0.0232,0.2907
933,0.0326,11.2988,0.0239,0.0,0.0003,0.0001,IMPAL,0.4232,0.2522
934,0.1848,69.4805,0.0055,0.0,0.0,0.0,GOACARBON,0.6339,0.1426
935,0.2089,81.2912,0.0,0.0,0.0,0.0,HITECHGEAR,0.0596,0.166
936,0.0429,11.6134,0.0516,0.0,0.0008,0.0,ELECTHERM,0.6821,0.1489
937,0.3086,138.3614,0.0,0.0,0.0,0.0041,DCBBANK,0.1241,0.2605
938,0.0884,30.8387,0.1129,0.0,0.0,0.0,SUPRAJIT,0.7997,0.0098
939,0.139,49.6121,0.0,0.0,0.0,0.0,SURYALAXMI,0.4231,0.908
940,0.1038,33.3124,0.0,0.0,0.0,0.0,TRIL,0.5008,0.9892
941,0.1477,50.6418,0.0,0.0,0.0,0.0,MIRCELECTR,0.0185,0.0992
942,0.1307,46.8386,0.0213,0.0,0.0,0.0,SHAKTIPUMP,0.0017,0.0677
943,0.2738,115.5489,0.0,0.0,0.0,0.0,HARRMALAYA,0.0095,0.7997
944,0.2004,72.8187,0.0,0.0,0.0,0.0,ISMTLTD,0.0274,0.6685
945,0.3337,155.1435,0.0257,0.0,0.0,0.8258,TATAPOWER,0.0134,0.577
946,0.0697,19.4597,0.0,0.0,0.0002,0.0006,CANDC,0.215,0.6646
947,0.2203,87.1709,0.0011,0.0,0.0,0.0,SRIPIPES,0.0322,0.048
948,0.0293,6.1063,0.6894,0.0001,0.0004,0.0464,REMSONSIND,0.361,0.1151
949,0.236,96.078,0.0,0.0,0.0,0.0,MANINDS,0.0213,0.4935
950,0.1616,55.5392,0.0,0.0,0.0,0.0,GILLANDERS,0.297,0.7325
951,0.0014,1.3551,0.826,0.2476,0.0736,0.9306,SHARIABEES,0.4131,0.2052
952,0.2359,91.1303,0.0,0.0,0.0,0.0,UCALFUEL,0.2993,0.3923
953,0.057,19.6046,0.3637,0.0,0.0,0.6794,GRUH,0.2871,0.41
954,0.2519,94.4186,0.0,0.0,0.0,0.0,A2ZINFRA,0.0001,0.571
955,0.2632,109.9427,0.0037,0.0,0.0,0.0,HEIDELBERG,0.1287,0.6036
956,0.0662,20.9056,0.0043,0.0,0.0,0.0343,VMART,0.2699,0.0282
957,0.2413,98.8924,0.0,0.0,0.0,0.0467,CESC,0.2477,0.1878
958,0.0231,6.4444,0.5845,0.0,0.0006,0.0104,CELEBRITY,0.9258,0.2883
959,0.1395,50.8953,0.0,0.0,0.0,0.0,SMARTLINK,0.1041,0.906
960,0.2106,83.1233,0.0,0.0,0.0,0.0,TIRUMALCHM,0.9406,0.0234
961,0.1582,58.8282,0.0001,0.0,0.0,0.0,RUCHISOYA,0.1155,0.1628
962,0.0817,28.3706,0.0002,0.0,0.0,0.0002,MANGCHEFER,0.5702,0.4318
963,0.2243,89.9631,0.038,0.0,0.0,0.0,TNPL,0.4209,0.1768
964,0.2002,78.0447,0.0,0.0,0.0,0.0,ONMOBILE,0.1403,0.7263
965,0.1345,48.8425,0.0005,0.0,0.0,0.0,SUMEETINDS,0.2047,0.9349
966,0.1529,47.6096,0.1953,0.0,0.0,0.0,FLFL,0.9494,0.4675
967,0.0981,34.4605,0.0552,0.0,0.0,0.0,KSBPUMPS,0.96,0.0798
968,0.2258,82.4359,0.0007,0.0,0.0,0.0,MARKSANS,0.228,0.5008
969,0.1367,49.2421,0.0025,0.0,0.0,0.0,VARDMNPOLY,0.3101,0.4218
970,0.0083,2.1681,0.0259,0.0713,0.3376,0.0298,ORIENTALTL,0.6505,0.1612
971,0.2055,78.9064,0.0002,0.0,0.0,0.0,GEOJITFSL,0.2598,0.1255
972,0.116,37.8224,0.0,0.0,0.0,0.0,MEGASOFT,0.1883,0.6805
973,0.2583,108.1975,0.0,0.0,0.0,0.3176,BAJAJ-AUTO,0.0815,0.7251
974,0.5089,319.9247,0.0,0.0,0.0,0.0002,SYNDIBANK,0.0035,0.4898
975,0.0019,1.3113,0.5871,0.2643,0.3155,0.0473,THEMISMED,0.789,0.3651
976,0.1788,68.0001,0.0,0.0,0.0,0.0,ADFFOODS,0.5037,0.4037
977,0.1482,54.5291,0.3717,0.0,0.0,0.0203,BRITANNIA,0.0,0.0016
978,0.1456,53.4258,0.0002,0.0,0.0,0.0,IMFA,0.0039,0.4022
979,0.192,71.036,0.0001,0.0,0.0,0.0,KECL,0.8311,0.5981
980,0.3026,134.548,0.0025,0.0,0.0,0.0,CAPF,0.0036,0.5283
981,0.1151,41.0394,0.0287,0.0,0.0,0.0006,OFSS,0.0414,0.8486
982,0.2263,82.4618,0.0,0.0,0.0,0.0,GENUSPOWER,0.0251,0.0411
983,0.411,215.7727,0.0,0.0,0.0,0.4582,DENABANK,0.0,0.0179
984,0.1675,62.921,0.0,0.0,0.0,0.0,SUNFLAG,0.0552,0.4807
985,0.0813,15.1126,0.3184,0.0,0.0,0.0025,TPLPLASTEH,0.1244,0.4177
986,0.1362,42.2665,0.0,0.0,0.0,0.0,PBAINFRA,0.496,0.7623
987,0.1629,60.8895,0.0013,0.0,0.0,0.0,NUCLEUS,0.0002,0.2364
988,0.0699,24.1446,0.998,0.0,0.0,0.0298,GPPL,0.3661,0.2913
989,0.1949,72.6393,0.0072,0.0,0.0,0.0,SMLISUZU,0.4556,0.9129
990,0.2409,96.0485,0.0001,0.0,0.0,0.0,STCINDIA,0.0,0.6537
991,0.3941,201.2065,0.0,0.0,0.0,0.0838,JSWENERGY,0.0046,0.9063
992,0.1048,25.2354,0.2057,0.0,0.0,0.0039,GULFOILLUB,0.0072,0.1692
993,0.0298,6.0834,0.6009,0.0001,0.0,0.837,SAMBHAAV,0.3594,0.0689
994,0.2442,100.41,0.0002,0.0,0.0,0.0,DELTACORP,0.605,0.4006
995,0.1364,48.129,0.0,0.0,0.0,0.0,JOCIL,0.0773,0.9514
996,0.0441,14.2937,0.017,0.0,0.0002,0.0,KAVVERITEL,0.4619,0.4561
997,0.0492,7.4235,0.9032,0.0,0.0019,0.0349,ALKEM,0.2178,0.3847
998,0.1846,61.9573,0.0,0.0,0.0,0.0,MOREPENLAB,0.2187,0.1271
999,0.1168,41.6533,0.0345,0.0,0.0,0.0,APLAPOLLO,0.5554,0.0067
1000,0.0701,22.8846,0.1217,0.0,0.0,0.0,VIKASECO,0.3482,0.5625
1001,0.2349,95.4919,0.0,0.0,0.0,0.0139,HEROMOTOCO,0.5038,0.2954
1002,0.3293,152.1292,0.0001,0.0,0.0,0.0,ARVIND,0.0013,0.2563
1003,0.3662,178.8294,0.0,0.0,0.0,0.0644,IRB,0.0,0.5172
1004,0.1426,24.3748,0.151,0.0,0.0,0.0,SHARDAMOTR,0.081,0.3719
1005,0.1636,61.1856,0.0,0.0,0.0,0.0,DCMSHRIRAM,0.0045,0.1066
1006,0.0599,11.4263,0.0424,0.0,0.0072,0.0008,FAIRCHEM,0.0508,0.7361
1007,0.1715,64.6971,0.0,0.0,0.0,0.0,MARALOVER,0.9188,0.3499
1008,0.1413,51.6258,0.0002,0.0,0.0,0.0,OCL,0.0796,0.0227
1009,0.1443,52.8948,0.0,0.0,0.0,0.0001,M&M,0.0731,0.7238
1010,0.1797,68.4026,0.0,0.0,0.0,0.0,HSCL,0.5724,0.2025
1011,0.1089,35.0805,0.0038,0.0,0.0,0.0,SKIL,0.2921,0.1986
1012,0.1923,74.2589,0.0002,0.0,0.0,0.0,CHENNPETRO,0.8213,0.5117
1013,0.0187,6.8638,0.7543,0.0,0.0,0.7195,HDFCMFGETF,0.4186,0.8922
1014,0.1459,53.5584,0.0123,0.0,0.0,0.3951,UBL,0.1027,0.9948
1015,0.228,91.9087,0.0044,0.0,0.0,0.0,INEOSSTYRO,0.6723,0.8058
1016,0.3107,139.7113,0.0,0.0,0.0,0.0,BAJAJHIND,0.0004,0.3341
1017,0.1175,37.0497,0.0,0.0,0.0,0.0,CORDSCABLE,0.3558,0.2626
1018,0.0663,17.1941,0.001,0.0,0.0002,0.0,MRO-TEK,0.6305,0.0919
1019,0.117,40.3479,0.2775,0.0,0.0,0.0,CANFINHOME,0.5114,0.2292
1020,0.0344,11.9607,0.0001,0.0,0.0,0.3364,INFY,0.3208,0.6041
1021,0.2511,104.1625,0.0,0.0,0.0,0.0,SARDAEN,0.5749,0.3964
1022,0.071,24.5026,0.3603,0.0,0.0,0.0,NIITTECH,0.2993,0.355
1023,0.164,61.3814,0.0,0.0,0.0,0.0,ZUARIGLOB,0.003,0.4284
1024,0.242,99.2415,0.1762,0.0,0.0,0.0001,DHFL,0.488,0.375
1025,0.2842,116.0425,0.0,0.0,0.0,0.0,AUTOIND,0.0583,0.7765
1026,0.0017,1.5034,0.5315,0.1989,0.0268,0.4689,IVZINGOLD,0.458,0.8924
1027,0.2911,127.357,0.0,0.0,0.0,0.0,MMTC,0.0,0.0197
1028,0.3608,173.126,0.0,0.0,0.0,0.0,HCC,0.0004,0.7154
1029,0.1986,44.6213,0.0002,0.0,0.0,0.0,NATHBIOGEN,0.4801,0.4218
1030,0.1137,36.5753,0.0,0.0,0.0,0.0,AROGRANITE,0.0007,0.7064
1031,0.2498,101.3163,0.0,0.0,0.0,0.0,ORISSAMINE,0.0,0.3855
1032,0.0899,28.483,0.0012,0.0,0.0,0.0,SKMEGGPROD,0.0038,0.0752
1033,0.0256,6.6388,0.0322,0.0,0.0074,0.0106,CTE,0.5973,0.0134
1034,0.1336,48.4616,0.0001,0.0,0.0,0.0,RPGLIFE,0.0051,0.3115
1035,0.0397,8.408,0.5727,0.0,0.0003,0.0393,LAMBODHARA,0.3254,0.6938
1036,0.0858,29.869,0.0624,0.0,0.0,0.0071,CONCOR,0.6458,0.7826
1037,0.0881,30.7153,0.7591,0.0,0.0,0.0,SHRIRAMCIT,0.8322,0.4552
1038,0.1706,62.9498,0.1454,0.0,0.0,0.0,DALMIABHA,0.8829,0.0037
1039,0.1955,70.8043,0.0,0.0,0.0,0.0,INDSWFTLAB,0.0469,0.9377
1040,0.1272,43.6099,0.0006,0.0,0.0,0.0,LAKSHMIEFL,0.297,0.9528
1041,0.1371,48.0023,0.8765,0.0,0.0,0.0002,JCHAC,0.2204,0.0057
1042,0.0387,13.3746,0.067,0.0,0.0,0.266,GLAXO,0.3044,0.8632
1043,0.2114,83.5181,0.0,0.0,0.0,0.0,KALPATPOWR,0.7148,0.1683
1044,0.1429,48.357,0.0,0.0,0.0,0.0,KILITCH,0.0641,0.6683
1045,0.0943,31.9072,0.2687,0.0,0.0,0.0,ACCELYA,0.2267,0.1011
1046,0.2271,91.4323,0.0,0.0,0.0,0.0,JINDRILL,0.0005,0.5018
1047,0.2751,117.79,0.0,0.0,0.0,0.0037,TATACOMM,0.6074,0.2567
1048,0.1706,58.1155,0.0006,0.0,0.0,0.0,AHLUCONT,0.0304,0.0561
1049,0.2141,77.967,0.0,0.0,0.0,0.0,CEBBCO,0.0004,0.1557
1050,0.2044,33.8854,0.0005,0.0,0.0,0.0,SALZERELEC,0.3259,0.5911
1051,0.3419,160.8998,0.0562,0.0,0.0,0.2848,GODREJIND,0.2536,0.6649
1052,0.3287,151.694,0.0046,0.0,0.0,0.0001,TATAMOTORS,0.0439,0.9347
1053,0.1131,33.2915,0.0,0.0,0.0,0.0,UTTAMSUGAR,0.5003,0.1092
1054,0.0702,24.0166,0.0006,0.0,0.0,0.0012,FELDVR,0.0362,0.9042
1055,0.1436,50.6147,0.0017,0.0,0.0,0.0,PLASTIBLEN,0.348,0.4629
1056,0.2587,108.3802,0.1507,0.0,0.0,0.4587,M50,0.2608,0.9279
1057,0.0955,29.7029,0.0001,0.0,0.0,0.0,BANSWRAS,0.7752,0.5592
1058,0.532,350.8278,0.0,0.0,0.0,0.0,ALBK,0.0003,0.2409
1059,0.1029,36.3163,0.0046,0.0,0.0,0.0,AUTOAXLES,0.3017,0.1077
1060,0.1735,36.1625,0.872,0.0,0.0,0.7366,BYKE,0.7807,0.9466
1061,0.2391,97.6895,0.0,0.0,0.0,0.0,ROLTA,0.0662,0.3488
1062,0.1358,47.9908,0.0001,0.0,0.0,0.0,GUFICBIO,0.2725,0.076
1063,0.127,45.764,0.0921,0.0,0.0,0.0,AKZOINDIA,0.6705,0.4694
1064,0.0249,4.2093,0.8185,0.0023,0.0163,0.1656,LUXIND,0.3537,0.7537
1065,0.1298,45.3141,0.0037,0.0,0.0,0.0,SOMANYCERA,0.4048,0.0079
1066,0.2118,80.8056,0.0003,0.0,0.0,0.0,ASHAPURMIN,0.0014,0.6516
1067,0.0399,11.4861,0.0288,0.0,0.0005,0.0001,PONNIERODE,0.485,0.6537
1068,0.1174,40.8303,0.0004,0.0,0.0,0.0,NIPPOBATRY,0.012,0.4998
1069,0.0844,29.38,0.7559,0.0,0.0,0.3058,APLLTD,0.0211,0.0304
1070,0.0463,13.9856,0.0,0.0,0.1516,0.0,JAIBALAJI,0.6618,0.7308
1071,0.093,31.4827,0.0013,0.0,0.0,0.0,WINDMACHIN,0.3949,0.1049
1072,0.0982,34.5306,0.0036,0.0,0.0,0.0,HGS,0.1918,0.3144
1073,0.1246,43.1399,0.0,0.0,0.0,0.0,RAMANEWS,0.8754,0.7283
1074,0.2905,126.9868,0.0008,0.0,0.0,0.3531,NMDC,0.0007,0.5693
1075,0.0969,33.0599,0.1046,0.0,0.0,0.0,KICL,0.3226,0.0615
1076,0.1436,28.7536,0.0898,0.0,0.0,0.0014,VIPULLTD,0.5361,0.9782
1077,0.2811,121.3244,0.0,0.0,0.0,0.0,ESCORTS,0.6464,0.034
1078,0.1539,54.8689,0.0053,0.0,0.0,0.0,HSIL,0.6733,0.2435
1079,0.2119,81.5368,0.0,0.0,0.0,0.0,ARIES,0.0219,0.5319
1080,0.1065,37.6697,0.0012,0.0,0.0,0.0,ZENSARTECH,0.1077,0.2787
1081,0.1932,64.6938,0.0,0.0,0.0,0.0,MURUDCERA,0.1215,0.6788
1082,0.5262,140.1236,0.0014,0.0,0.0,0.0019,HDFCNIFETF,0.2445,0.3208
1083,0.1679,61.7673,0.0001,0.0,0.0,0.0,KPRMILL,0.4296,0.0759
1084,0.1281,40.4148,0.0697,0.0,0.0,0.0,SHIRPUR-G,0.132,0.7063
1085,0.0534,17.2243,0.0592,0.0,0.0,0.0001,PANAMAPET,0.378,0.2985
1086,0.1276,46.0108,0.0,0.0,0.0,0.0002,HINDUNILVR,0.1061,0.0859
1087,0.074,23.3272,0.0442,0.0,0.0,0.0,PRECOT,0.2511,0.8774
1088,0.1037,36.6144,0.5129,0.0,0.0,0.0038,JYOTHYLAB,0.1873,0.4208
1089,0.0048,1.8127,0.6853,0.1246,0.3163,0.0355,LICNETFGSC,0.9426,0.5688
1090,0.0944,33.0697,0.0218,0.0,0.0,0.0,REDINGTON,0.7305,0.5058
1091,0.1675,59.3796,0.0,0.0,0.0,0.0,SICAL,0.0821,0.3639
1092,0.1162,38.6486,0.0,0.0,0.0,0.0,UNIENTER,0.8571,0.2662
1093,0.074,14.377,0.883,0.0,0.0,0.1384,AVANTIFEED,0.0012,0.5151
1094,0.2576,106.9096,0.0,0.0,0.0,0.0,WELCORP,0.3876,0.9571
1095,0.1119,34.5607,0.0507,0.0,0.0,0.0,EON,0.1604,0.4157
1096,0.1282,45.8864,0.0314,0.0,0.0,0.0002,MFSL,0.1306,0.5042
1097,0.3369,157.3759,0.0,0.0,0.0,0.9744,VIJAYABANK,0.0002,0.8701
1098,0.1939,75.0185,0.0,0.0,0.0,0.0,USHAMART,0.9353,0.5032
1099,0.2259,90.7866,0.4714,0.0,0.0,0.0003,YESBANK,0.9124,0.8248
1100,0.0504,15.1676,0.1256,0.0,0.0,0.0009,CHROMATIC,0.8985,0.0701
1101,0.3056,136.4103,0.0,0.0,0.0,0.0,JISLDVREQS,0.0073,0.6757
1102,0.3889,196.8851,0.0,0.0,0.0,0.0,HINDALCO,0.148,0.3097
1103,0.0914,17.8394,0.2486,0.0,0.0,0.0003,JMA,0.0719,0.5064
1104,0.0866,30.1908,0.0,0.0,0.0,0.6881,GSKCONS,0.3522,0.3599
1105,0.3312,145.8413,0.0,0.0,0.0,0.0,HINDOILEXP,0.0,0.7239
1106,0.1369,49.8033,0.0,0.0,0.0,0.0,TAJGVK,0.6464,0.497
1107,0.0615,9.3689,0.9242,0.0,0.0,0.11,TTKHLTCARE,0.1661,0.6351
1108,0.1149,24.6693,0.0005,0.0,0.0,0.0006,FCL,0.2136,0.9839
1109,0.1723,65.0686,0.0086,0.0,0.0,0.0,BIRLACORPN,0.0567,0.1845
1110,0.296,130.3715,0.0,0.0,0.0,0.0201,JINDALSTEL,0.2613,0.3241
1111,0.1459,50.2226,0.0,0.0,0.0,0.0,SUNDRMBRAK,0.1248,0.2919
1112,0.0793,27.4983,0.4699,0.0,0.0,0.0001,CARERATING,0.4546,0.7863
1113,0.3272,147.5334,0.0,0.0,0.0,0.0,PATELENG,0.0001,0.7262
1114,0.0583,8.9283,0.1981,0.0,0.0011,0.0054,AIFL,0.6495,0.3291
1115,0.0641,19.7723,0.0033,0.0,0.0,0.0,LAKPRE,0.6152,0.8828
1116,0.2188,86.5195,0.0089,0.0,0.0,0.0,TCI,0.545,0.4968
1117,0.2366,95.1362,0.0,0.0,0.0,0.0,PENIND,0.5223,0.6978
1118,0.2306,93.2124,0.0,0.0,0.0,0.0,SINTEX,0.001,0.7379
1119,0.2833,122.6263,0.0018,0.0,0.0,0.0,ONGC,0.002,0.7826
1120,0.1498,51.7168,0.0,0.0,0.0,0.0,INDORAMA,0.636,0.4747
1121,0.496,303.8235,0.0,0.0,0.0,0.5787,IDBI,0.0694,0.2293
1122,0.0081,2.8024,0.226,0.0249,0.2426,0.0126,DSSL,0.7387,0.0512
1123,0.0966,33.9163,0.002,0.0,0.0,0.0,VINATIORGA,0.3578,0.0611
1124,0.0846,29.4442,0.135,0.0,0.0,0.001,HATHWAY,0.7061,0.2458
1125,0.0669,19.2013,0.0006,0.0,0.0001,0.0,ASHIMASYN,0.5222,0.2678
1126,0.0153,4.0301,0.7831,0.0031,0.0301,0.0052,CNOVAPETRO,0.5831,0.4333
1127,0.0933,32.5458,0.0011,0.0,0.0,0.0,BSL,0.8229,0.1476
1128,0.0507,16.9428,0.0622,0.0,0.0,0.0246,JINDWORLD,0.8895,0.1884
1129,0.069,21.6732,0.6088,0.0,0.0,0.0005,RUPA,0.8646,0.2773
1130,0.05,13.1302,0.0956,0.0,0.0001,0.0001,REFEX,0.9034,0.0702
1131,0.0428,13.4838,0.7618,0.0,0.0,0.0645,MOHITIND,0.2202,0.9036
1132,0.1417,46.5746,0.0006,0.0,0.0,0.0,ALICON,0.0414,0.1009
1133,0.0223,6.043,0.0223,0.0001,0.1139,0.0042,MANGALAM,0.6833,0.1491
1134,0.2545,106.06,0.0752,0.0,0.0,0.0167,BHARATFIN,0.1725,0.1334
1135,0.0644,22.1661,0.0258,0.0,0.0,0.0,PFIZER,0.1035,0.6404
1136,0.155,52.806,0.0,0.0,0.0,0.0,SHRIRAMEPC,0.2146,0.5617
1137,0.1369,45.0563,0.0,0.0,0.0,0.0,RANASUG,0.0047,0.475
1138,0.1949,74.883,0.0,0.0,0.0,0.0001,INFRABEES,0.0258,0.7991
1139,0.1883,72.4013,0.0,0.0,0.0,0.0,SUVEN,0.6667,0.1369
1140,0.0282,7.3095,0.0578,0.0,0.025,0.0005,KARMAENG,0.6502,0.1528
1141,0.0689,23.7704,0.4118,0.0,0.0,0.1479,BAYERCROP,0.3503,0.0812
1142,0.0884,29.4663,0.0167,0.0,0.0,0.0,JAMNAAUTO,0.1212,0.9195
1143,0.1095,36.7079,0.1157,0.0,0.0,0.0,TNPETRO,0.6513,0.1392
1144,0.2379,97.0923,0.0,0.0,0.0,0.0,BRIGADE,0.0,0.1315
1145,0.0767,26.5478,0.6135,0.0,0.0,0.026,DBCORP,0.401,0.524
1146,0.1435,52.4871,0.0002,0.0,0.0,0.0,TGBHOTELS,0.7797,0.6161
1147,0.1065,30.6235,0.0035,0.0,0.0,0.0,AFL,0.1899,0.8056
1148,0.0115,3.4737,0.4616,0.008,0.0257,0.0355,NAGREEKCAP,0.0121,0.0955
1149,0.1796,65.1792,0.0,0.0,0.0,0.0,DHAMPURSUG,0.622,0.3717
1150,0.1714,35.1831,0.46,0.0,0.0,0.1528,SETFNIFBK,0.4038,0.3173
1151,0.0209,5.1676,0.0623,0.0004,0.0,0.2802,RELCONS,0.735,0.4202
1152,0.1276,46.0039,0.0037,0.0,0.0,0.0,PFOCUS,0.1282,0.3628
1153,0.1308,21.0105,0.4343,0.0,0.0,0.0011,COFFEEDAY,0.621,0.6257
1154,0.2704,115.0351,0.0,0.0,0.0,0.0,LOVABLE,0.3038,0.1997
1155,0.1889,72.685,0.0,0.0,0.0,0.0,TORNTPOWER,0.0654,0.8215
1156,0.1061,37.5256,0.9666,0.0,0.0,0.0305,ENIL,0.8869,0.1662
1157,0.271,115.4023,0.0,0.0,0.0,0.0,DHANBANK,0.1298,0.1515
1158,0.2773,119.0913,0.0,0.0,0.0,0.0,ELECON,0.8578,0.8659
1159,0.156,55.7377,0.0,0.0,0.0,0.0,PATINTLOG,0.6759,0.4595
1160,0.1723,58.7663,0.0,0.0,0.0,0.0,NITESHEST,0.0003,0.91
1161,0.1804,55.413,0.0,0.0,0.0,0.0,ARSHIYA,0.3014,0.7211
1162,0.1056,37.3324,0.1371,0.0,0.0,0.0594,PEL,0.0896,0.0385
1163,0.432,235.02,0.0,0.0,0.0,0.0,ANANTRAJ,0.0445,0.3037
1164,0.1139,36.1423,0.0124,0.0,0.0,0.0,PUNJABCHEM,0.8225,0.1576
1165,0.0995,29.5697,0.1062,0.0,0.0,0.0,SASTASUNDR,0.6109,0.3215
1166,0.4557,258.6793,0.0,0.0,0.0,0.0094,IFCI,0.0004,0.7247
1167,0.1237,39.8117,0.0,0.0,0.0,0.0,ANDHRACEMT,0.4674,0.647
1168,-0.0047,0.3415,0.6108,0.85,0.5737,0.9948,KHANDSE,0.6962,0.2993
1169,0.1095,38.8253,0.0001,0.0,0.0,0.0,JAYAGROGN,0.0148,0.61
1170,0.3747,185.443,0.0,0.0,0.0,0.0,GMRINFRA,0.0001,0.9593
1171,0.0255,7.9013,0.0403,0.0,0.0128,0.0004,TCIDEVELOP,0.8811,0.2062
1172,0.3346,153.7373,0.0,0.0,0.0,0.0,WALCHANNAG,0.0364,0.5617
1173,0.3958,202.6109,0.0,0.0,0.0,0.0002,PSB,0.0283,0.2391
1174,0.082,27.8425,0.0003,0.0,0.0,0.0,SMSPHARMA,0.0068,0.8834
1175,0.1718,64.8201,0.0,0.0,0.0,0.0,BALAMINES,0.1087,0.0671
1176,0.2349,95.4628,0.0,0.0,0.0,0.0,MUKANDENGG,0.4866,0.8462
1177,0.2096,82.609,0.0,0.0,0.0,0.0,JETAIRWAYS,0.3007,0.8242
1178,0.2028,79.2766,0.4122,0.0,0.0,0.2677,GAIL,0.1905,0.6206
1179,0.2196,87.6088,0.0,0.0,0.0,0.0,GABRIEL,0.2339,0.0631
1180,0.1088,38.5781,0.0057,0.0,0.0,0.0,SOTL,0.0036,0.4336
1181,0.2842,66.411,0.0001,0.0,0.0,0.0,ZENTEC,0.4406,0.4301
1182,0.1027,34.2034,0.0002,0.0,0.0,0.0,KOTHARIPRO,0.7575,0.9337
1183,0.127,39.5801,0.0,0.0,0.0,0.0,ROHITFERRO,0.5985,0.32
1184,0.1541,26.7871,0.1073,0.0,0.0,0.0,NAVKARCORP,0.3416,0.5687
1185,0.2053,80.4926,0.0477,0.0,0.0,0.0,SRF,0.0608,0.009
1186,0.1661,52.6935,0.0625,0.0,0.0,0.0,PRESSMN,0.7834,0.4266
1187,0.1771,67.1902,0.0,0.0,0.0,0.0,ANDHRSUGAR,0.211,0.3194
1188,0.2132,84.4026,0.0,0.0,0.0,0.0,TEXRAIL,0.7324,0.934
1189,0.0979,33.3685,0.0,0.0,0.0,0.0,WENDT,0.8099,0.4609
1190,0.2233,88.3424,0.0,0.0,0.0,0.0,BPL,0.696,0.285
1191,0.5409,363.5839,0.0,0.0,0.0,0.0034,ANDHRABANK,0.1294,0.142
1192,0.1359,49.4082,0.0001,0.0,0.0,0.0,NRBBEARING,0.9666,0.0847
1193,0.3379,154.0909,0.0,0.0,0.0,0.0,RTNPOWER,0.0,0.4786
1194,0.0748,24.1562,0.053,0.0,0.0,0.0,KAMATHOTEL,0.6098,0.9067
1195,0.2137,84.6526,0.0,0.0,0.0,0.0,IPAPPM,0.1643,0.6549
1196,0.1252,45.0562,0.5779,0.0,0.0,0.3503,MOTHERSUMI,0.002,0.7323
1197,0.884,2345.9349,0.0,0.0,0.0,0.0,NIFTYBEES,0.7894,0.0016
1198,0.0288,7.6438,0.0004,0.0,0.1583,0.0789,GOLDTECH,0.8226,0.265
1199,0.2494,96.7158,0.0,0.0,0.0,0.0,EKC,0.0354,0.707
1200,0.1005,35.3673,0.5803,0.0,0.0,0.0,CCL,0.5615,0.5753
1201,0.0821,28.531,0.0099,0.0,0.0,0.0,ATFL,0.2882,0.9142
1202,0.1298,39.8724,0.0012,0.0,0.0,0.0,GINNIFILA,0.6133,0.2939
1203,0.1757,64.2111,0.0,0.0,0.0,0.0,IGPL,0.6877,0.0254
1204,0.2691,114.2967,0.1734,0.0,0.0,0.0093,LT,0.1424,0.6754
