,Symbol,ent,car
0,RIIL,45.03327913407376,44.85271014064692
1,WILLAMAGOR,12.386045741994067,12.372156017493108
2,UTTAMSTL,25.33835059915952,24.85300006615877
3,ENERGYDEV,7.830946867138245,7.828615466531019
4,CIMMCO,12.059361010946546,11.883719453986341
5,AXISBANK,17.909365775275198,17.9084748798885
6,IVP,10.952112306924766,10.823761871776949
7,HERITGFOOD,9.121957056327856,9.118699722523637
8,AEGISCHEM,9.851988648730291,9.840106319823915
9,BAJAJCORP,10.690656863154647,10.630306436693115
10,DUCON,1.12646512903537,1.1103386956080818
11,BSLNIFTY,1.222493310431294,1.079592020412512
12,GOCLCORP,15.669899614533179,15.669891163335059
13,N100,1.5323754552906688,1.531809294594777
14,UTISENSETF,22.445908689378946,22.38044669885355
15,RMCL,1.4339092935680475,1.37958888213775
16,KIRLOSBROS,13.886553863733198,13.8860842903883
17,SANGHVIFOR,7.4305770793976045,7.357746250890129
18,INVENTURE,5.913694464742281,5.913591675993668
19,MRPL,22.059934337577392,22.00230535901809
20,GOLDSHARE,2.4237513684005063,2.3219341188124187
21,BOSCHLTD,20.761922755154593,19.434685236534023
22,PFC,31.11191956339361,31.10628572554862
23,SHARDACROP,20.180115377006878,20.125559019908103
24,KSL,28.251560528493826,28.123963954511865
25,NESCO,4.390945100172949,4.335469548362491
26,VENKEYS,13.939765266498538,13.75400696750344
27,SILINV,8.225315147095301,7.90138356448854
28,SPIC,27.06044214059823,26.862912996760024
29,AMDIND,8.530445360913797,8.435468172085303
30,MPHASIS,5.244270408086571,5.24285448290599
31,VIPIND,23.113922907615645,22.930940027492465
32,HDIL,49.53076362485213,49.4459571093445
33,VIVIMEDLAB,9.13746321658836,8.980450783497407
34,MAGNUM,1.9722472951262948,1.9485083305173068
35,SHREERAMA,5.17439364572041,4.929748402799195
36,PVP,13.932076114718994,13.878172113177435
37,PROVOGE,18.68733487331753,18.54061893707889
38,8KMILES,11.176072413745786,11.024002791764943
39,USHERAGRO,13.366130031634682,13.361942723206987
40,JAICORPLTD,42.52873432546429,42.337572701604046
41,MCX,12.00749895776525,11.792634760798137
42,TITAN,16.664982977986,16.664851616169674
43,ZICOM,16.009615405100508,15.994080325938931
44,MUNJALSHOW,28.47187491009938,28.43674326582387
45,WSTCSTPAPR,24.068996135672172,23.935462709748244
46,IBULHSGFIN,23.351899966304845,23.34937117375485
47,DEEPAKFERT,14.555133771718797,14.341468927346234
48,OMMETALS,10.663665732817973,10.623631731315964
49,FILATEX,7.824898355820342,7.72688638994401
50,BIL,11.917171263683834,11.856548693196467
51,UJAAS,16.32006389306513,16.318494823860085
52,GAMMNINFRA,20.043705373201192,19.367430914341654
53,ECEIND,5.120331415076507,5.001774243363933
54,GALLANTT,9.423769289579266,9.340755811932944
55,SURANASOL,4.064098427196083,3.9520265823789424
56,DEN,12.59063863929123,12.569333642042091
57,CRMFGETF,2.0029452179425866,1.9581364136047164
58,NBVENTURES,13.55549862022879,13.473227589009952
59,TATAELXSI,18.649379544777045,18.0023610586758
60,KAKATCEM,20.751311155144812,20.6280321481932
61,PERSISTENT,3.8334366313302226,3.539075657180313
62,KAYA,13.432619070278395,13.391610128808573
63,HIRECT,14.330281634645248,14.294701978968982
64,LICHSGFIN,47.0321906509209,47.03194758393225
65,MASTEK,12.26563558582735,12.190281714169782
66,HEXAWARE,16.759730987173693,16.732558007351695
67,RPPINFRA,10.57859129441332,10.571235213632747
68,SASKEN,8.161452723126772,8.119298983888946
69,PTL,7.4845040440652655,7.2376389714344125
70,VHL,4.755534295795982,4.740336156104297
71,ORIENTBANK,52.88715783760218,52.86934021651797
72,PAGEIND,10.629463736017641,9.986926810011997
73,NAHARINDUS,18.245397877215098,18.145065689500427
74,ASIANTILES,16.802082996200905,16.65837117104667
75,HERCULES,24.38059166954557,24.323805773064056
76,PURVA,23.722353240302642,23.71796555748199
77,DHANUKA,15.078747086167088,15.0054725115647
78,SKFINDIA,9.388183948665606,8.910673679040194
79,SAREGAMA,19.519190066030767,19.274652878990327
80,KAMDHENU,19.360909635564795,19.218419528658302
81,TATACOFFEE,11.272551356212956,11.120121354330948
82,NELCAST,20.2398972142822,20.23989059846153
83,NATCOPHARM,6.3048062156726985,6.106029017391689
84,TIMKEN,16.743957741480752,16.73264062986548
85,WHIRLPOOL,15.88467387459287,15.884226948287116
86,GOODLUCK,26.674722719997412,26.412239278765703
87,NBCC,14.039297750804947,13.897950955989058
88,SYNGENE,18.70229809073023,18.63868884817126
89,DRREDDY,8.89578002507685,8.78111764288475
90,SETFGOLD,2.9814471341087945,2.8152405033145866
91,BAJAJFINSV,20.79625249745176,20.710088249284897
92,TATASTEEL,43.86138590958504,43.73263500728961
93,JVLAGRO,15.27872474758879,15.213951903499833
94,ALPHAGEO,4.154525589838409,4.148905486432774
95,MAANALU,4.512011733121457,4.490183963815864
96,INDNIPPON,11.814584275650553,11.605888748665238
97,VINYLINDIA,7.916411007716828,7.294003028420393
98,CGPOWER,20.63759890537835,20.623317805523968
99,TIL,24.434501440147116,24.409274432750514
100,ROSSELLIND,13.591817513610815,13.250063843696648
101,SKIPPER,32.158377522518535,32.128021217456826
102,MANGTIMBER,4.77000817119132,4.762071593106532
103,TRF,16.00065345677997,15.988975785530823
104,NAVNETEDUL,13.790630279013783,13.782864902082071
105,SPECIALITY,12.251065115595438,12.144728952798122
106,KCPSUGIND,21.860268357879054,21.86026825947055
107,ROHLTD,15.843654159569699,15.841837921336477
108,DAAWAT,8.370061035064246,8.350764473526052
109,GMBREW,10.049462427645405,9.909956807365806
110,EMMBI,13.74569929582532,13.680367697586604
111,TATAINVEST,25.247380458944914,25.21988763625962
112,SUBEX,22.087394247698366,22.05497112570569
113,SAKUMA,9.71291535069212,9.658223484559791
114,LAXMIMACH,17.356896048597793,17.221067306281302
115,GUJGASLTD,13.530571344421006,12.946629424249567
116,KOPRAN,28.3446479370695,28.329990284140038
117,IOC,15.63649835833889,15.61207452853286
118,IVRCLINFRA,35.928946907668625,35.928858845228405
119,PRAKASH,29.99229630072977,29.951168415177854
120,CGCL,6.76563854549368,6.763355418845607
121,MINDTREE,3.107468500224919,2.94183332373541
