Date,WILLAMAGOR
2015-01-01,65.7
2015-01-02,65.4
2015-01-05,64.9
2015-01-06,61.6
2015-01-07,64.4
2015-01-08,63.0
2015-01-09,62.25
2015-01-12,64.65
2015-01-13,62.05
2015-01-14,62.0
2015-01-15,63.35
2015-01-16,62.0
2015-01-19,62.15
2015-01-20,64.95
2015-01-21,65.25
2015-01-22,64.0
2015-01-23,64.7
2015-01-27,66.5
2015-01-28,68.4
2015-01-29,67.85
2015-01-30,66.9
2015-02-02,70.55
2015-02-03,69.2
2015-02-04,70.3
2015-02-05,66.05
2015-02-06,65.5
2015-02-09,60.4
2015-02-10,61.6
2015-02-11,61.9
2015-02-12,60.95
2015-02-13,63.15
2015-02-16,63.55
2015-02-18,63.85
2015-02-19,64.25
2015-02-20,77.1
2015-02-23,72.3
2015-02-24,67.4
2015-02-25,68.5
2015-02-26,66.6
2015-02-27,66.2
2015-02-28,63.55
2015-03-02,65.45
2015-03-03,65.25
2015-03-04,70.1
2015-03-05,77.6
2015-03-09,80.7
2015-03-10,77.4
2015-03-11,72.45
2015-03-12,74.1
2015-03-13,73.25
2015-03-16,72.25
2015-03-17,71.3
2015-03-18,71.4
2015-03-19,70.5
2015-03-20,69.6
2015-03-23,65.15
2015-03-24,65.2
2015-03-25,64.9
2015-03-26,64.45
2015-03-27,64.0
2015-03-30,64.75
2015-03-31,65.2
2015-04-01,65.85
2015-04-06,68.05
2015-04-07,70.35
2015-04-08,72.8
2015-04-09,71.85
2015-04-10,74.35
2015-04-13,74.7
2015-04-15,77.55
2015-04-16,74.85
2015-04-17,74.1
2015-04-20,72.85
2015-04-21,72.1
2015-04-22,72.5
2015-04-23,72.45
2015-04-24,70.45
2015-04-27,68.15
2015-04-28,67.0
2015-04-29,67.5
2015-04-30,68.75
2015-05-04,71.0
2015-05-05,70.8
2015-05-06,65.25
2015-05-07,64.25
2015-05-08,65.05
2015-05-11,64.75
2015-05-12,66.05
2015-05-13,66.0
2015-05-14,65.85
2015-05-15,66.85
2015-05-18,67.0
2015-05-19,65.8
2015-05-20,66.0
2015-05-21,66.7
2015-05-22,65.15
2015-05-25,65.0
2015-05-26,65.6
2015-05-27,66.4
2015-05-28,66.0
2015-05-29,65.85
2015-06-01,66.85
2015-06-02,65.4
2015-06-03,61.3
2015-06-04,61.55
2015-06-05,62.2
2015-06-08,61.15
2015-06-09,62.1
2015-06-10,61.75
2015-06-11,60.5
2015-06-12,61.9
2015-06-15,61.1
2015-06-17,62.0
2015-06-18,63.95
2015-06-19,63.1
2015-06-22,63.8
2015-06-23,65.55
2015-06-24,65.9
2015-06-25,65.25
2015-06-26,65.9
2015-06-29,65.0
2015-06-30,69.1
2015-07-01,69.1
2015-07-02,70.5
2015-07-03,68.4
2015-07-06,70.75
2015-07-07,75.95
2015-07-08,70.95
2015-07-09,71.0
2015-07-10,76.6
2015-07-13,79.45
2015-07-14,77.9
2015-07-15,79.05
2015-07-16,80.45
2015-07-17,79.4
2015-07-20,85.6
2015-07-21,81.4
2015-07-22,81.95
2015-07-23,81.0
2015-07-24,78.75
2015-07-27,79.4
2015-07-28,79.9
2015-07-29,81.2
2015-07-30,86.6
2015-07-31,84.4
2015-08-03,80.5
2015-08-04,80.55
2015-08-05,79.4
2015-08-06,80.0
2015-08-07,81.0
2015-08-10,79.25
2015-08-11,80.05
2015-08-12,77.85
2015-08-13,73.25
2015-08-14,74.15
2015-08-17,76.9
2015-08-18,74.35
2015-08-19,74.1
2015-08-20,71.8
2015-08-21,72.3
2015-08-24,59.4
2015-08-25,58.8
2015-08-26,58.35
2015-08-27,58.65
2015-08-28,59.35
2015-08-31,60.55
2015-09-01,57.75
2015-09-02,57.0
2015-09-03,61.65
2015-09-04,58.7
2015-09-07,57.35
2015-09-08,56.6
2015-09-09,58.1
2015-09-10,57.95
2015-09-11,57.95
2015-09-14,57.75
2015-09-15,56.65
2015-09-16,57.7
2015-09-18,57.2
2015-09-21,58.0
2015-09-22,58.0
2015-09-23,57.85
2015-09-24,57.75
2015-09-28,56.2
2015-09-29,55.65
2015-09-30,56.95
2015-10-01,57.0
2015-10-05,58.35
2015-10-06,58.1
2015-10-07,59.3
2015-10-08,59.5
2015-10-09,61.6
2015-10-12,61.95
2015-10-13,61.35
2015-10-14,61.1
2015-10-15,61.15
2015-10-16,62.4
2015-10-19,61.1
2015-10-20,61.25
2015-10-21,62.4
2015-10-23,62.5
2015-10-26,62.25
2015-10-27,62.1
2015-10-28,62.2
2015-10-29,62.05
2015-10-30,61.7
2015-11-02,60.3
2015-11-03,60.4
2015-11-04,61.2
2015-11-05,59.65
2015-11-06,60.0
2015-11-09,59.0
2015-11-11,59.2
2015-11-13,60.0
2015-11-16,59.6
2015-11-17,63.0
2015-11-18,60.5
2015-11-19,59.5
2015-11-20,60.65
2015-11-23,60.75
2015-11-24,61.0
2015-11-26,64.55
2015-11-27,63.75
2015-11-30,62.95
2015-12-01,63.0
2015-12-02,69.95
2015-12-03,67.2
2015-12-04,68.7
2015-12-07,66.05
2015-12-08,71.95
2015-12-09,67.65
2015-12-10,70.95
2015-12-11,69.25
2015-12-14,73.7
2015-12-15,73.4
2015-12-16,77.4
2015-12-17,83.4
2015-12-18,81.15
2015-12-21,80.5
2015-12-22,79.9
2015-12-23,80.1
2015-12-24,82.35
2015-12-28,81.2
2015-12-29,80.0
2015-12-30,79.9
2015-12-31,79.4
