Date,PIONEEREMB
2015-01-01,21.6
2015-01-02,20.85
2015-01-05,20.7
2015-01-06,19.75
2015-01-07,19.0
2015-01-08,19.7
2015-01-09,18.75
2015-01-12,19.6
2015-01-13,20.55
2015-01-14,21.55
2015-01-15,22.6
2015-01-16,23.7
2015-01-19,24.85
2015-01-20,26.05
2015-01-21,26.95
2015-01-22,25.85
2015-01-23,24.6
2015-01-27,23.45
2015-01-28,22.3
2015-01-29,23.35
2015-01-30,23.65
2015-02-02,24.8
2015-02-03,26.0
2015-02-04,27.3
2015-02-05,25.95
2015-02-06,24.7
2015-02-09,23.75
2015-02-10,22.6
2015-02-11,21.5
2015-02-12,21.15
2015-02-13,20.65
2015-02-16,20.8
2015-02-18,20.5
2015-02-19,19.9
2015-02-20,20.45
2015-02-23,20.7
2015-02-24,21.0
2015-02-25,21.0
2015-02-26,20.1
2015-02-27,19.95
2015-02-28,20.9
2015-03-02,20.0
2015-03-03,20.05
2015-03-04,19.25
2015-03-05,20.2
2015-03-09,22.2
2015-03-10,24.1
2015-03-11,24.0
2015-03-12,25.15
2015-03-13,23.65
2015-03-16,21.95
2015-03-17,22.3
2015-03-18,24.45
2015-03-19,23.1
2015-03-20,22.45
2015-03-23,23.75
2015-03-24,22.2
2015-03-25,21.95
2015-03-26,21.7
2015-03-27,20.45
2015-03-30,21.45
2015-03-31,21.35
2015-04-01,23.45
2015-04-06,25.75
2015-04-07,27.35
2015-04-08,30.55
2015-04-09,29.8
2015-04-10,30.7
2015-04-13,36.8
2015-04-15,40.45
2015-04-16,44.45
2015-04-17,42.55
2015-04-20,40.55
2015-04-21,38.65
2015-04-22,42.3
2015-04-23,42.05
2015-04-24,39.1
2015-04-27,36.55
2015-04-28,36.85
2015-04-29,34.55
2015-04-30,38.0
2015-05-04,42.9
2015-05-05,40.5
2015-05-06,38.7
2015-05-07,37.2
2015-05-08,40.2
2015-05-11,40.2
2015-05-12,39.45
2015-05-13,39.05
2015-05-14,42.0
2015-05-15,41.9
2015-05-18,42.35
2015-05-19,40.4
2015-05-20,40.3
2015-05-21,42.35
2015-05-22,39.15
2015-05-25,37.95
2015-05-26,37.35
2015-05-27,36.6
2015-05-28,35.15
2015-05-29,36.4
2015-06-01,36.5
2015-06-02,36.1
2015-06-03,33.8
2015-06-04,34.2
2015-06-05,35.0
2015-06-08,33.0
2015-06-09,35.1
2015-06-10,34.85
2015-06-11,33.3
2015-06-12,33.15
2015-06-15,33.1
2015-06-16,33.65
2015-06-17,34.15
2015-06-18,33.35
2015-06-19,33.2
2015-06-22,32.65
2015-06-23,32.9
2015-06-24,33.2
2015-06-25,32.85
2015-06-26,32.55
2015-06-29,32.45
2015-06-30,32.4
2015-07-01,33.7
2015-07-02,34.5
2015-07-03,34.05
2015-07-06,35.0
2015-07-07,39.25
2015-07-08,39.4
2015-07-09,39.15
2015-07-10,39.25
2015-07-13,38.8
2015-07-14,38.8
2015-07-15,38.6
2015-07-16,38.7
2015-07-17,37.6
2015-07-20,38.55
2015-07-21,38.0
2015-07-22,37.95
2015-07-23,36.7
2015-07-24,35.8
2015-07-27,35.75
2015-07-28,36.15
2015-07-29,35.65
2015-07-30,34.85
2015-07-31,35.2
2015-08-03,35.7
2015-08-04,42.8
2015-08-05,44.15
2015-08-06,44.8
2015-08-07,42.95
2015-08-10,34.5
2015-08-11,34.35
2015-08-12,30.75
2015-08-13,32.1
2015-08-14,32.95
2015-08-17,34.0
2015-08-18,32.1
2015-08-19,32.1
2015-08-20,31.35
2015-08-21,31.3
2015-08-24,29.0
2015-08-25,29.55
2015-08-26,29.8
2015-08-27,29.6
2015-08-28,30.15
2015-08-31,29.75
2015-09-01,28.9
2015-09-02,28.45
2015-09-03,29.25
2015-09-04,28.1
2015-09-07,28.25
2015-09-08,27.95
2015-09-09,29.75
2015-09-10,30.6
2015-09-11,29.6
2015-09-14,29.0
2015-09-15,28.7
2015-09-16,28.05
2015-09-18,29.05
2015-09-21,31.45
2015-09-22,30.0
2015-09-23,30.2
2015-09-24,30.35
2015-09-28,30.55
2015-09-29,30.7
2015-09-30,30.65
2015-10-01,30.1
2015-10-05,30.95
2015-10-06,33.8
2015-10-07,34.9
2015-10-08,34.9
2015-10-09,34.0
2015-10-12,34.7
2015-10-13,34.55
2015-10-14,36.65
2015-10-15,37.65
2015-10-16,37.35
2015-10-19,37.95
2015-10-20,36.75
2015-10-21,37.9
2015-10-23,38.3
2015-10-26,42.2
2015-10-27,42.6
2015-10-28,40.25
2015-10-29,38.35
2015-10-30,38.65
2015-11-02,35.65
2015-11-03,42.75
2015-11-04,39.65
2015-11-05,39.15
2015-11-06,38.95
2015-11-09,38.55
2015-11-10,38.0
2015-11-11,39.0
2015-11-13,39.5
2015-11-16,40.3
2015-11-17,40.2
2015-11-18,39.5
2015-11-19,39.9
2015-11-20,42.4
2015-11-23,49.7
2015-11-24,48.05
2015-11-26,51.25
2015-11-27,53.3
2015-11-30,58.2
2015-12-01,69.75
2015-12-02,68.15
2015-12-03,71.7
2015-12-04,69.85
2015-12-07,67.35
2015-12-08,64.2
2015-12-09,58.2
2015-12-10,61.4
2015-12-11,60.3
2015-12-14,64.15
2015-12-15,64.7
2015-12-16,64.95
2015-12-17,65.85
2015-12-18,64.5
2015-12-21,66.4
2015-12-22,69.05
2015-12-23,75.95
2015-12-24,79.9
2015-12-28,81.7
2015-12-29,80.2
2015-12-30,77.1
2015-12-31,80.95
