Date,BANKBEES
2015-01-01,1895.66
2015-01-02,1925.03
2015-01-05,1922.64
2015-01-06,1863.07
2015-01-07,1847.59
2015-01-08,1883.45
2015-01-09,1874.63
2015-01-12,1894.39
2015-01-13,1881.13
2015-01-14,1875.12
2015-01-15,1940.23
2015-01-16,1936.13
2015-01-19,1954.06
2015-01-20,1984.19
2015-01-21,2007.55
2015-01-22,2005.82
2015-01-23,2022.56
2015-01-27,2064.68
2015-01-28,2061.98
2015-01-29,2062.78
2015-01-30,2009.25
2015-02-02,2029.91
2015-02-03,1961.77
2015-02-04,1940.57
2015-02-05,1926.19
2015-02-06,1901.16
2015-02-09,1864.21
2015-02-10,1895.73
2015-02-11,1913.85
2015-02-12,1934.79
2015-02-13,1961.24
2015-02-16,1947.5
2015-02-18,1953.39
2015-02-19,1924.26
2015-02-20,1919.6
2015-02-23,1903.28
2015-02-24,1898.79
2015-02-25,1882.07
2015-02-26,1863.85
2015-02-27,1913.52
2015-02-28,1976.08
2015-03-02,2005.09
2015-03-03,1999.49
2015-03-04,1965.08
2015-03-05,1979.81
2015-03-09,1921.53
2015-03-10,1907.62
2015-03-11,1911.16
2015-03-12,1920.91
2015-03-13,1884.88
2015-03-16,1891.94
2015-03-17,1915.28
2015-03-18,1915.56
2015-03-19,1891.67
2015-03-20,1869.17
2015-03-23,1846.37
2015-03-24,1840.57
2015-03-25,1837.86
2015-03-26,1801.86
2015-03-27,1810.25
2015-03-30,1832.07
2015-03-31,1813.45
2015-04-01,1859.78
2015-04-06,1857.05
2015-04-07,1846.24
2015-04-08,1840.65
2015-04-09,1882.32
2015-04-10,1879.64
2015-04-13,1881.02
2015-04-15,1872.54
2015-04-16,1873.05
2015-04-17,1837.52
2015-04-20,1812.14
2015-04-21,1814.7
2015-04-22,1825.19
2015-04-23,1822.76
2015-04-24,1801.67
2015-04-27,1776.7
2015-04-28,1823.77
2015-04-29,1827.16
2015-04-30,1841.38
2015-05-04,1851.54
2015-05-05,1844.94
2015-05-06,1786.48
2015-05-07,1737.65
2015-05-08,1770.71
2015-05-11,1814.53
2015-05-12,1763.32
2015-05-13,1808.66
2015-05-14,1809.06
2015-05-15,1819.59
2015-05-18,1838.29
2015-05-19,1834.78
2015-05-20,1850.19
2015-05-21,1850.93
2015-05-22,1837.48
2015-05-25,1832.31
2015-05-26,1830.75
2015-05-27,1850.52
2015-05-28,1857.56
2015-05-29,1871.86
2015-06-01,1861.74
2015-06-02,1807.57
2015-06-03,1775.18
2015-06-04,1774.49
2015-06-05,1755.42
2015-06-08,1748.47
2015-06-09,1765.49
2015-06-10,1788.98
2015-06-11,1747.16
2015-06-12,1759.13
2015-06-15,1752.99
2015-06-16,1769.61
2015-06-17,1770.6
2015-06-18,1785.09
2015-06-19,1796.45
2015-06-22,1838.3
2015-06-23,1844.47
2015-06-24,1845.63
2015-06-25,1852.91
2015-06-26,1847.81
2015-06-29,1826.85
2015-06-30,1843.33
2015-07-01,1862.39
2015-07-02,1871.74
2015-07-03,1879.53
2015-07-06,1901.97
2015-07-07,1894.3
2015-07-08,1867.38
2015-07-09,1868.28
2015-07-10,1885.31
2015-07-13,1907.91
2015-07-14,1903.4
2015-07-15,1903.99
2015-07-16,1943.21
2015-07-17,1934.9
2015-07-20,1920.46
2015-07-21,1891.0
2015-07-22,1916.63
2015-07-23,1902.71
2015-07-24,1878.02
2015-07-27,1843.75
2015-07-28,1846.03
2015-07-29,1850.15
2015-07-30,1859.87
2015-07-31,1896.79
2015-08-03,1905.6
2015-08-04,1912.33
2015-08-05,1905.05
2015-08-06,1916.07
2015-08-07,1903.01
2015-08-10,1906.22
2015-08-11,1878.06
2015-08-12,1820.12
2015-08-13,1829.43
2015-08-14,1888.69
2015-08-17,1894.05
2015-08-18,1890.82
2015-08-19,1881.54
2015-08-20,1845.8
2015-08-21,1823.22
2015-08-24,1700.41
2015-08-25,1734.64
2015-08-26,1707.37
2015-08-27,1737.54
2015-08-28,1741.44
2015-08-31,1734.52
2015-09-01,1674.65
2015-09-02,1648.53
2015-09-03,1673.48
2015-09-04,1638.14
2015-09-07,1600.44
2015-09-08,1653.72
2015-09-09,1671.37
2015-09-10,1676.44
2015-09-11,1673.54
2015-09-14,1701.89
2015-09-15,1692.67
2015-09-16,1710.1
2015-09-18,1753.2
2015-09-21,1768.05
2015-09-22,1719.07
2015-09-23,1742.48
2015-09-24,1740.19
2015-09-28,1728.16
2015-09-29,1742.11
2015-09-30,1737.22
2015-10-01,1729.18
2015-10-05,1778.46
2015-10-06,1774.85
2015-10-07,1774.7
2015-10-08,1759.33
2015-10-09,1775.06
2015-10-12,1769.16
2015-10-13,1770.15
2015-10-14,1766.8
2015-10-15,1780.85
2015-10-16,1810.14
2015-10-19,1798.64
2015-10-20,1797.21
2015-10-21,1781.36
2015-10-23,1801.48
2015-10-26,1793.78
2015-10-27,1796.43
2015-10-28,1754.55
2015-10-29,1742.25
2015-10-30,1746.6
2015-11-02,1744.13
2015-11-03,1744.91
2015-11-04,1734.87
2015-11-05,1713.17
2015-11-06,1723.88
2015-11-09,1717.15
2015-11-10,1697.71
2015-11-11,1706.96
2015-11-13,1701.81
2015-11-16,1728.92
2015-11-17,1724.45
2015-11-18,1690.45
2015-11-19,1716.92
2015-11-20,1715.56
2015-11-23,1715.36
2015-11-24,1706.44
2015-11-26,1718.2
2015-11-27,1745.68
2015-11-30,1752.47
2015-12-01,1750.21
2015-12-02,1734.34
2015-12-03,1724.67
2015-12-04,1696.85
2015-12-07,1707.83
2015-12-08,1690.14
2015-12-09,1678.4
2015-12-10,1678.6
2015-12-11,1645.69
2015-12-14,1647.49
2015-12-15,1656.82
2015-12-16,1666.26
2015-12-17,1682.71
2015-12-18,1671.92
2015-12-21,1688.45
2015-12-22,1680.96
2015-12-23,1691.19
2015-12-24,1696.12
2015-12-28,1704.33
2015-12-29,1705.81
2015-12-30,1698.72
2015-12-31,1702.6
