Date,KWALITY
2015-01-01,40.75
2015-01-02,42.55
2015-01-05,42.8
2015-01-06,41.2
2015-01-07,39.3
2015-01-08,40.4
2015-01-09,40.45
2015-01-12,40.35
2015-01-13,40.5
2015-01-14,40.1
2015-01-15,40.4
2015-01-16,39.65
2015-01-19,40.15
2015-01-20,40.3
2015-01-21,40.3
2015-01-22,39.4
2015-01-23,39.25
2015-01-27,40.0
2015-01-28,39.6
2015-01-29,39.3
2015-01-30,38.95
2015-02-02,39.1
2015-02-03,38.7
2015-02-04,38.3
2015-02-05,38.65
2015-02-06,38.6
2015-02-09,38.6
2015-02-10,37.7
2015-02-11,39.3
2015-02-12,40.15
2015-02-13,39.25
2015-02-16,38.95
2015-02-18,39.05
2015-02-19,38.4
2015-02-20,39.4
2015-02-23,40.3
2015-02-24,43.0
2015-02-25,43.65
2015-02-26,43.3
2015-02-27,42.3
2015-02-28,42.3
2015-03-02,41.55
2015-03-03,41.05
2015-03-04,40.95
2015-03-05,41.15
2015-03-09,41.95
2015-03-10,41.35
2015-03-11,40.7
2015-03-12,40.75
2015-03-13,41.1
2015-03-16,41.25
2015-03-17,40.35
2015-03-18,39.55
2015-03-19,39.0
2015-03-20,37.65
2015-03-23,38.4
2015-03-24,36.55
2015-03-25,37.3
2015-03-26,35.8
2015-03-27,35.35
2015-03-30,37.65
2015-03-31,37.55
2015-04-01,38.8
2015-04-06,39.9
2015-04-07,44.95
2015-04-08,48.0
2015-04-09,47.7
2015-04-10,45.45
2015-04-13,45.8
2015-04-15,44.6
2015-04-16,44.65
2015-04-17,43.6
2015-04-20,42.1
2015-04-21,41.5
2015-04-22,40.5
2015-04-23,41.1
2015-04-24,40.05
2015-04-27,38.75
2015-04-28,41.25
2015-04-29,42.4
2015-04-30,44.4
2015-05-04,44.15
2015-05-05,44.15
2015-05-06,42.1
2015-05-07,42.65
2015-05-08,44.0
2015-05-11,45.45
2015-05-12,43.5
2015-05-13,44.2
2015-05-14,43.7
2015-05-15,43.2
2015-05-18,43.55
2015-05-19,42.7
2015-05-20,42.4
2015-05-21,42.15
2015-05-22,42.7
2015-05-25,43.5
2015-05-26,42.75
2015-05-27,42.9
2015-05-28,42.35
2015-05-29,42.55
2015-06-01,47.85
2015-06-02,47.0
2015-06-03,46.65
2015-06-04,50.25
2015-06-05,50.45
2015-06-08,47.9
2015-06-09,47.15
2015-06-10,49.55
2015-06-11,47.35
2015-06-12,48.4
2015-06-15,47.85
2015-06-16,46.9
2015-06-17,48.6
2015-06-18,48.1
2015-06-19,47.85
2015-06-22,47.65
2015-06-23,48.15
2015-06-24,50.7
2015-06-25,50.1
2015-06-26,49.2
2015-06-29,48.1
2015-06-30,49.1
2015-07-01,54.9
2015-07-02,56.5
2015-07-03,58.15
2015-07-06,64.45
2015-07-07,77.3
2015-07-08,72.85
2015-07-09,72.3
2015-07-10,71.55
2015-07-13,73.8
2015-07-14,78.05
2015-07-15,77.65
2015-07-16,76.85
2015-07-17,77.3
2015-07-20,76.3
2015-07-21,76.05
2015-07-22,82.3
2015-07-23,81.3
2015-07-24,88.2
2015-07-27,85.75
2015-07-28,85.5
2015-07-29,84.2
2015-07-30,83.0
2015-07-31,84.0
2015-08-03,81.3
2015-08-04,81.65
2015-08-05,85.95
2015-08-06,84.25
2015-08-07,86.7
2015-08-10,89.4
2015-08-11,86.0
2015-08-12,78.45
2015-08-13,79.25
2015-08-14,80.3
2015-08-17,84.8
2015-08-18,90.6
2015-08-19,92.8
2015-08-20,93.9
2015-08-21,90.55
2015-08-24,72.45
2015-08-25,63.9
2015-08-26,69.0
2015-08-27,79.2
2015-08-28,78.4
2015-08-31,80.05
2015-09-01,75.05
2015-09-02,73.9
2015-09-03,74.65
2015-09-04,70.0
2015-09-07,68.0
2015-09-08,67.45
2015-09-09,70.45
2015-09-10,69.0
2015-09-11,69.3
2015-09-14,72.85
2015-09-15,71.3
2015-09-16,69.55
2015-09-18,71.5
2015-09-21,74.8
2015-09-22,72.1
2015-09-23,71.95
2015-09-24,74.65
2015-09-28,71.6
2015-09-29,71.35
2015-09-30,72.55
2015-10-01,76.55
2015-10-05,81.3
2015-10-06,81.25
2015-10-07,91.7
2015-10-08,93.55
2015-10-09,97.95
2015-10-12,94.6
2015-10-13,95.75
2015-10-14,94.2
2015-10-15,96.85
2015-10-16,98.8
2015-10-19,99.45
2015-10-20,107.7
2015-10-21,109.2
2015-10-23,109.8
2015-10-26,103.75
2015-10-27,104.45
2015-10-28,102.25
2015-10-29,97.15
2015-10-30,95.15
2015-11-02,93.85
2015-11-03,99.9
2015-11-04,99.2
2015-11-05,94.2
2015-11-06,94.45
2015-11-09,96.2
2015-11-10,92.75
2015-11-11,94.6
2015-11-13,92.95
2015-11-16,93.1
2015-11-17,92.8
2015-11-18,90.4
2015-11-19,92.2
2015-11-20,95.8
2015-11-23,99.4
2015-11-24,106.55
2015-11-26,113.85
2015-11-27,118.65
2015-11-30,122.5
2015-12-01,117.15
2015-12-02,123.45
2015-12-03,124.9
2015-12-04,120.1
2015-12-07,117.9
2015-12-08,114.6
2015-12-09,105.45
2015-12-10,112.0
2015-12-11,109.7
2015-12-14,113.55
2015-12-15,112.15
2015-12-16,110.1
2015-12-17,124.25
2015-12-18,131.95
2015-12-21,135.45
2015-12-22,143.5
2015-12-23,141.8
2015-12-24,147.6
2015-12-28,145.75
2015-12-29,146.4
2015-12-30,144.25
2015-12-31,143.3
