Date,MTEDUCARE
2015-01-01,125.05
2015-01-02,125.6
2015-01-05,124.45
2015-01-06,120.2
2015-01-07,120.05
2015-01-08,119.65
2015-01-09,119.85
2015-01-12,119.5
2015-01-13,118.75
2015-01-14,117.75
2015-01-15,118.85
2015-01-16,118.3
2015-01-19,119.4
2015-01-20,120.15
2015-01-21,119.35
2015-01-22,119.2
2015-01-23,117.65
2015-01-27,117.75
2015-01-28,120.15
2015-01-29,118.55
2015-01-30,118.65
2015-02-02,120.5
2015-02-03,125.55
2015-02-04,126.9
2015-02-05,118.85
2015-02-06,113.8
2015-02-09,110.75
2015-02-10,110.3
2015-02-11,111.1
2015-02-12,107.5
2015-02-13,108.9
2015-02-16,111.15
2015-02-18,114.95
2015-02-19,116.3
2015-02-20,115.3
2015-02-23,115.65
2015-02-24,118.6
2015-02-25,119.3
2015-02-26,119.95
2015-02-27,118.15
2015-02-28,120.25
2015-03-02,115.8
2015-03-03,115.7
2015-03-04,111.8
2015-03-05,110.4
2015-03-09,111.55
2015-03-10,114.2
2015-03-11,113.95
2015-03-12,113.45
2015-03-13,112.75
2015-03-16,112.35
2015-03-17,110.75
2015-03-18,109.8
2015-03-19,107.8
2015-03-20,105.6
2015-03-23,98.8
2015-03-24,96.95
2015-03-25,99.75
2015-03-26,101.1
2015-03-27,103.85
2015-03-30,105.1
2015-03-31,103.7
2015-04-01,102.05
2015-04-06,111.7
2015-04-07,107.7
2015-04-08,106.3
2015-04-09,109.4
2015-04-10,110.05
2015-04-13,117.1
2015-04-15,111.05
2015-04-16,110.1
2015-04-17,107.8
2015-04-20,110.75
2015-04-21,111.35
2015-04-22,110.6
2015-04-23,110.05
2015-04-24,109.45
2015-04-27,104.35
2015-04-28,105.85
2015-04-29,106.5
2015-04-30,103.5
2015-05-04,106.05
2015-05-05,107.8
2015-05-06,103.95
2015-05-07,103.4
2015-05-08,105.5
2015-05-11,107.9
2015-05-12,106.25
2015-05-13,105.05
2015-05-14,102.45
2015-05-15,103.95
2015-05-18,104.85
2015-05-19,103.6
2015-05-20,113.0
2015-05-21,109.4
2015-05-22,107.95
2015-05-25,106.1
2015-05-26,106.65
2015-05-27,107.75
2015-05-28,108.15
2015-05-29,108.5
2015-06-01,107.4
2015-06-02,106.5
2015-06-03,107.0
2015-06-04,106.6
2015-06-05,109.65
2015-06-08,107.2
2015-06-09,106.95
2015-06-10,107.15
2015-06-11,107.1
2015-06-12,104.1
2015-06-15,105.05
2015-06-16,102.4
2015-06-17,102.95
2015-06-18,104.15
2015-06-19,102.95
2015-06-22,104.15
2015-06-23,112.15
2015-06-24,113.85
2015-06-25,111.1
2015-06-26,111.6
2015-06-29,108.0
2015-06-30,108.5
2015-07-01,108.65
2015-07-02,107.55
2015-07-03,110.25
2015-07-06,110.2
2015-07-07,112.85
2015-07-08,111.95
2015-07-09,114.95
2015-07-10,116.7
2015-07-13,122.3
2015-07-14,122.6
2015-07-15,119.25
2015-07-16,118.0
2015-07-17,118.05
2015-07-20,117.7
2015-07-21,113.75
2015-07-22,116.55
2015-07-23,113.95
2015-07-24,112.35
2015-07-27,111.4
2015-07-28,113.2
2015-07-29,116.65
2015-07-30,118.1
2015-07-31,116.15
2015-08-03,119.35
2015-08-04,122.7
2015-08-05,120.7
2015-08-06,118.55
2015-08-07,121.0
2015-08-10,122.05
2015-08-11,123.75
2015-08-12,124.2
2015-08-13,124.55
2015-08-14,125.75
2015-08-17,129.2
2015-08-18,128.3
2015-08-19,138.65
2015-08-20,137.6
2015-08-21,145.25
2015-08-24,127.8
2015-08-25,129.55
2015-08-26,129.7
2015-08-27,130.5
2015-08-28,136.7
2015-08-31,136.85
2015-09-01,126.55
2015-09-02,127.65
2015-09-03,131.3
2015-09-04,125.75
2015-09-07,120.15
2015-09-08,123.15
2015-09-09,125.6
2015-09-10,123.55
2015-09-11,122.7
2015-09-14,127.95
2015-09-15,127.2
2015-09-16,126.1
2015-09-18,128.45
2015-09-21,131.65
2015-09-22,126.15
2015-09-23,128.15
2015-09-24,128.35
2015-09-28,128.05
2015-09-29,128.05
2015-09-30,128.45
2015-10-01,128.75
2015-10-05,131.25
2015-10-06,135.1
2015-10-07,133.25
2015-10-08,136.4
2015-10-09,136.6
2015-10-12,133.4
2015-10-13,133.3
2015-10-14,134.1
2015-10-15,143.35
2015-10-16,145.2
2015-10-19,144.4
2015-10-20,144.25
2015-10-21,143.9
2015-10-23,141.65
2015-10-26,136.85
2015-10-27,137.75
2015-10-28,139.2
2015-10-29,138.85
2015-10-30,137.25
2015-11-02,137.9
2015-11-03,138.95
2015-11-04,138.7
2015-11-05,136.4
2015-11-06,133.0
2015-11-09,137.0
2015-11-10,135.65
2015-11-11,137.4
2015-11-13,132.7
2015-11-16,132.1
2015-11-17,130.35
2015-11-18,129.25
2015-11-19,132.2
2015-11-20,131.4
2015-11-23,132.6
2015-11-24,141.6
2015-11-26,145.65
2015-11-27,147.0
2015-11-30,142.6
2015-12-01,141.2
2015-12-02,137.65
2015-12-03,140.55
2015-12-04,141.4
2015-12-07,140.65
2015-12-08,137.7
2015-12-09,132.2
2015-12-10,136.9
2015-12-11,134.65
2015-12-14,137.1
2015-12-15,137.7
2015-12-16,138.15
2015-12-17,147.45
2015-12-18,169.0
2015-12-21,171.95
2015-12-22,175.65
2015-12-23,176.75
2015-12-24,180.6
2015-12-28,188.9
2015-12-29,186.75
2015-12-30,184.55
2015-12-31,183.1
