Date,ZODIACLOTH
2015-01-01,372.0
2015-01-02,385.7
2015-01-05,383.05
2015-01-06,380.0
2015-01-07,380.0
2015-01-08,376.05
2015-01-09,375.65
2015-01-12,378.0
2015-01-13,378.9
2015-01-14,371.65
2015-01-15,372.45
2015-01-16,371.1
2015-01-19,370.6
2015-01-20,371.9
2015-01-21,370.05
2015-01-22,371.0
2015-01-23,371.7
2015-01-27,367.7
2015-01-28,363.35
2015-01-29,357.3
2015-01-30,377.2
2015-02-02,399.15
2015-02-03,399.2
2015-02-04,390.9
2015-02-06,380.0
2015-02-09,363.8
2015-02-10,366.2
2015-02-11,368.05
2015-02-12,322.2
2015-02-13,306.3
2015-02-16,313.0
2015-02-18,293.2
2015-02-19,299.95
2015-02-20,303.25
2015-02-23,288.25
2015-02-24,300.0
2015-02-25,294.1
2015-02-26,285.75
2015-02-27,283.6
2015-02-28,304.95
2015-03-02,296.35
2015-03-03,288.0
2015-03-04,283.0
2015-03-05,285.75
2015-03-09,284.6
2015-03-10,285.0
2015-03-11,280.5
2015-03-12,257.8
2015-03-13,256.8
2015-03-16,260.2
2015-03-17,263.0
2015-03-18,272.1
2015-03-19,264.1
2015-03-20,262.0
2015-03-23,259.0
2015-03-24,250.75
2015-03-25,250.0
2015-03-26,250.2
2015-03-27,241.7
2015-03-30,275.6
2015-03-31,283.9
2015-04-01,276.5
2015-04-06,264.3
2015-04-07,265.1
2015-04-08,271.9
2015-04-10,276.95
2015-04-13,280.25
2015-04-15,301.8
2015-04-16,297.8
2015-04-17,298.75
2015-04-20,298.25
2015-04-21,292.4
2015-04-22,295.0
2015-04-23,296.85
2015-04-24,294.75
2015-04-27,290.85
2015-04-28,297.0
2015-04-29,287.35
2015-04-30,297.7
2015-05-04,292.25
2015-05-05,294.55
2015-05-07,287.9
2015-05-08,282.75
2015-05-11,281.3
2015-05-12,281.35
2015-05-13,275.1
2015-05-14,279.85
2015-05-15,278.45
2015-05-19,288.8
2015-05-20,280.15
2015-05-21,283.45
2015-05-22,275.85
2015-05-25,289.45
2015-05-26,289.4
2015-05-27,299.8
2015-05-28,287.75
2015-05-29,293.0
2015-06-01,293.0
2015-06-02,280.2
2015-06-03,280.4
2015-06-04,275.2
2015-06-05,291.1
2015-06-08,292.9
2015-06-10,282.15
2015-06-11,285.0
2015-06-12,278.15
2015-06-15,273.45
2015-06-16,274.9
2015-06-17,282.9
2015-06-18,270.5
2015-06-19,279.75
2015-06-22,286.3
2015-06-23,295.15
2015-06-24,292.8
2015-06-25,281.75
2015-06-26,278.4
2015-06-29,276.7
2015-06-30,270.95
2015-07-01,282.0
2015-07-02,294.55
2015-07-03,292.05
2015-07-06,286.8
2015-07-07,343.25
2015-07-08,344.9
2015-07-09,339.65
2015-07-10,329.3
2015-07-13,315.8
2015-07-14,301.55
2015-07-15,301.55
2015-07-16,334.55
2015-07-17,338.1
2015-07-20,335.7
2015-07-21,338.55
2015-07-22,323.0
2015-07-23,325.0
2015-07-24,329.0
2015-07-27,317.9
2015-07-28,304.55
2015-07-29,325.8
2015-07-30,321.05
2015-07-31,314.55
2015-08-03,307.25
2015-08-04,306.65
2015-08-05,328.5
2015-08-06,324.2
2015-08-07,322.35
2015-08-10,318.75
2015-08-11,322.0
2015-08-12,300.0
2015-08-13,285.95
2015-08-14,286.85
2015-08-17,292.9
2015-08-18,280.4
2015-08-19,280.1
2015-08-20,286.2
2015-08-21,275.8
2015-08-24,254.05
2015-08-25,255.65
2015-08-26,259.5
2015-08-27,269.95
2015-08-28,274.15
2015-08-31,273.25
2015-09-01,286.7
2015-09-02,301.65
2015-09-03,294.35
2015-09-04,270.85
2015-09-07,268.0
2015-09-08,261.55
2015-09-09,261.35
2015-09-10,250.35
2015-09-11,263.3
2015-09-14,262.8
2015-09-15,263.65
2015-09-18,261.0
2015-09-21,268.0
2015-09-22,270.0
2015-09-23,261.95
2015-09-24,269.0
2015-09-28,269.0
2015-09-29,257.5
2015-10-01,260.0
2015-10-05,258.15
2015-10-06,259.6
2015-10-07,272.1
2015-10-08,268.1
2015-10-09,266.15
2015-10-12,277.55
2015-10-13,273.05
2015-10-14,273.05
2015-10-15,274.95
2015-10-16,268.3
2015-10-19,270.0
2015-10-20,268.75
2015-10-21,265.9
2015-10-23,264.5
2015-10-26,265.0
2015-10-27,270.0
2015-10-28,263.0
2015-10-29,269.85
2015-10-30,265.25
2015-11-02,261.85
2015-11-03,261.95
2015-11-04,255.75
2015-11-05,265.05
2015-11-06,260.95
2015-11-09,259.25
2015-11-10,258.4
2015-11-11,242.9
2015-11-13,251.2
2015-11-16,247.95
2015-11-17,259.85
2015-11-18,245.75
2015-11-19,254.95
2015-11-20,252.0
2015-11-23,257.85
2015-11-24,259.0
2015-11-26,255.5
2015-11-27,259.25
2015-11-30,255.55
2015-12-01,258.0
2015-12-02,249.2
2015-12-03,254.9
2015-12-04,256.6
2015-12-07,256.6
2015-12-08,252.35
2015-12-09,254.9
2015-12-10,253.75
2015-12-11,254.85
2015-12-14,250.2
2015-12-15,250.05
2015-12-16,251.0
2015-12-17,256.95
2015-12-18,255.0
2015-12-21,252.05
2015-12-22,257.1
2015-12-23,260.0
2015-12-24,264.95
2015-12-28,257.0
2015-12-29,263.0
2015-12-30,264.0
2015-12-31,258.5
