Date,RAMCOCEM
2015-01-01,345.5
2015-01-02,344.75
2015-01-05,332.75
2015-01-06,321.8
2015-01-07,318.1
2015-01-08,324.2
2015-01-09,320.6
2015-01-12,320.4
2015-01-13,325.65
2015-01-14,325.95
2015-01-15,340.35
2015-01-16,341.85
2015-01-19,339.75
2015-01-20,351.05
2015-01-21,359.05
2015-01-22,347.45
2015-01-23,339.85
2015-01-27,344.4
2015-01-28,350.5
2015-01-29,362.75
2015-01-30,363.6
2015-02-02,366.1
2015-02-03,355.75
2015-02-04,352.35
2015-02-05,338.3
2015-02-06,339.1
2015-02-09,329.15
2015-02-10,336.5
2015-02-11,329.95
2015-02-12,323.7
2015-02-13,326.35
2015-02-16,326.85
2015-02-18,331.15
2015-02-19,337.5
2015-02-20,342.85
2015-02-23,346.05
2015-02-24,339.4
2015-02-25,333.9
2015-02-26,327.7
2015-02-27,329.95
2015-02-28,334.9
2015-03-02,349.1
2015-03-03,339.9
2015-03-04,337.25
2015-03-05,338.9
2015-03-09,333.75
2015-03-10,327.45
2015-03-11,326.85
2015-03-12,321.85
2015-03-13,318.8
2015-03-16,313.65
2015-03-17,314.8
2015-03-18,313.8
2015-03-19,304.85
2015-03-20,306.9
2015-03-23,301.65
2015-03-24,287.4
2015-03-25,295.15
2015-03-26,284.35
2015-03-27,280.35
2015-03-30,293.85
2015-03-31,305.15
2015-04-01,310.65
2015-04-06,324.35
2015-04-07,316.4
2015-04-08,321.95
2015-04-09,327.35
2015-04-10,324.8
2015-04-13,326.0
2015-04-15,322.6
2015-04-16,315.75
2015-04-17,310.9
2015-04-20,307.3
2015-04-21,307.0
2015-04-22,308.65
2015-04-23,305.8
2015-04-24,305.25
2015-04-27,301.85
2015-04-28,308.95
2015-04-29,309.05
2015-04-30,306.35
2015-05-04,316.0
2015-05-05,310.8
2015-05-06,294.35
2015-05-07,280.95
2015-05-08,294.25
2015-05-11,294.65
2015-05-12,290.0
2015-05-13,289.65
2015-05-14,289.95
2015-05-15,291.4
2015-05-18,290.95
2015-05-19,298.35
2015-05-20,294.2
2015-05-21,299.05
2015-05-22,303.2
2015-05-25,304.65
2015-05-26,307.95
2015-05-27,318.3
2015-05-28,312.55
2015-05-29,323.05
2015-06-01,319.9
2015-06-02,327.1
2015-06-03,326.8
2015-06-04,325.5
2015-06-05,325.15
2015-06-08,322.05
2015-06-09,317.15
2015-06-10,316.5
2015-06-11,312.9
2015-06-12,314.4
2015-06-15,314.45
2015-06-16,313.8
2015-06-17,314.2
2015-06-18,326.0
2015-06-19,324.85
2015-06-22,340.55
2015-06-23,345.0
2015-06-24,342.05
2015-06-25,333.15
2015-06-26,334.0
2015-06-29,324.55
2015-06-30,336.6
2015-07-01,352.9
2015-07-02,344.8
2015-07-03,336.05
2015-07-06,339.15
2015-07-07,350.1
2015-07-08,347.9
2015-07-09,339.95
2015-07-10,339.9
2015-07-13,344.05
2015-07-14,353.4
2015-07-15,348.1
2015-07-16,350.8
2015-07-17,354.55
2015-07-20,364.15
2015-07-21,358.45
2015-07-22,354.5
2015-07-23,355.55
2015-07-24,363.6
2015-07-27,362.05
2015-07-28,360.1
2015-07-29,358.2
2015-07-30,357.8
2015-07-31,361.9
2015-08-03,357.35
2015-08-04,358.55
2015-08-05,360.0
2015-08-06,364.1
2015-08-07,364.6
2015-08-10,356.75
2015-08-11,349.5
2015-08-12,337.8
2015-08-13,331.3
2015-08-14,351.65
2015-08-17,348.85
2015-08-18,347.05
2015-08-19,353.65
2015-08-20,356.95
2015-08-21,356.1
2015-08-24,334.4
2015-08-25,340.8
2015-08-26,324.8
2015-08-27,326.45
2015-08-28,322.3
2015-08-31,324.95
2015-09-01,319.75
2015-09-02,313.7
2015-09-03,320.7
2015-09-04,318.65
2015-09-07,317.6
2015-09-08,319.05
2015-09-09,332.75
2015-09-10,325.7
2015-09-11,323.75
2015-09-14,325.5
2015-09-15,319.75
2015-09-16,321.95
2015-09-18,316.75
2015-09-21,317.15
2015-09-22,320.05
2015-09-23,319.95
2015-09-24,319.0
2015-09-28,316.9
2015-09-29,318.05
2015-09-30,327.1
2015-10-01,335.7
2015-10-05,336.4
2015-10-06,342.0
2015-10-07,343.25
2015-10-08,341.4
2015-10-09,335.0
2015-10-12,333.0
2015-10-13,333.95
2015-10-14,333.05
2015-10-15,337.55
2015-10-16,334.85
2015-10-19,347.3
2015-10-20,343.0
2015-10-21,340.6
2015-10-23,342.75
2015-10-26,341.0
2015-10-27,341.0
2015-10-28,346.4
2015-10-29,347.5
2015-10-30,361.85
2015-11-02,364.0
2015-11-03,370.5
2015-11-04,373.05
2015-11-05,367.2
2015-11-06,373.1
2015-11-09,367.1
2015-11-10,365.1
2015-11-11,371.7
2015-11-13,379.85
2015-11-16,376.4
2015-11-17,373.65
2015-11-18,368.55
2015-11-19,371.7
2015-11-20,375.45
2015-11-23,374.0
2015-11-24,374.55
2015-11-26,376.75
2015-11-27,378.6
2015-11-30,380.25
2015-12-01,377.75
2015-12-02,379.6
2015-12-03,379.65
2015-12-04,377.2
2015-12-07,370.7
2015-12-08,371.2
2015-12-09,365.8
2015-12-10,367.4
2015-12-11,364.4
2015-12-14,371.8
2015-12-15,369.85
2015-12-16,373.35
2015-12-17,369.25
2015-12-18,364.4
2015-12-21,365.4
2015-12-22,366.05
2015-12-23,363.6
2015-12-24,362.65
2015-12-28,372.35
2015-12-29,374.15
2015-12-30,376.55
2015-12-31,389.1
