Date,TNPETRO
2015-01-01,11.65
2015-01-02,11.6
2015-01-05,11.65
2015-01-06,11.15
2015-01-07,11.1
2015-01-08,11.75
2015-01-09,11.35
2015-01-12,11.3
2015-01-13,11.8
2015-01-14,11.9
2015-01-15,11.8
2015-01-16,11.9
2015-01-19,12.1
2015-01-20,11.85
2015-01-21,11.75
2015-01-22,11.8
2015-01-23,11.6
2015-01-27,11.5
2015-01-28,11.2
2015-01-29,11.3
2015-01-30,11.15
2015-02-02,11.4
2015-02-03,11.55
2015-02-04,11.65
2015-02-05,11.25
2015-02-06,12.0
2015-02-09,12.95
2015-02-10,13.05
2015-02-11,12.4
2015-02-12,12.85
2015-02-13,12.95
2015-02-16,13.65
2015-02-18,14.05
2015-02-19,15.5
2015-02-20,14.75
2015-02-23,15.05
2015-02-24,13.95
2015-02-25,13.65
2015-02-26,13.75
2015-02-27,13.5
2015-02-28,13.4
2015-03-02,13.15
2015-03-03,13.35
2015-03-04,13.65
2015-03-05,13.3
2015-03-09,13.7
2015-03-10,13.75
2015-03-11,13.75
2015-03-12,13.8
2015-03-13,14.05
2015-03-16,13.85
2015-03-17,14.05
2015-03-18,15.9
2015-03-19,14.35
2015-03-20,14.65
2015-03-23,14.25
2015-03-24,14.85
2015-03-25,14.75
2015-03-26,14.5
2015-03-27,14.25
2015-03-30,14.55
2015-03-31,14.25
2015-04-01,14.25
2015-04-06,14.3
2015-04-07,14.9
2015-04-08,14.6
2015-04-09,14.4
2015-04-10,14.45
2015-04-13,14.2
2015-04-15,14.5
2015-04-16,14.7
2015-04-17,15.8
2015-04-20,15.2
2015-04-21,15.2
2015-04-22,14.7
2015-04-23,14.8
2015-04-24,14.55
2015-04-27,14.35
2015-04-28,14.75
2015-04-29,14.95
2015-04-30,14.65
2015-05-04,15.1
2015-05-05,14.85
2015-05-06,14.9
2015-05-07,15.6
2015-05-08,15.4
2015-05-11,15.8
2015-05-12,15.05
2015-05-13,14.95
2015-05-14,15.2
2015-05-15,15.2
2015-05-18,15.95
2015-05-19,16.45
2015-05-20,16.15
2015-05-21,16.45
2015-05-22,16.15
2015-05-25,15.35
2015-05-26,14.9
2015-05-27,14.4
2015-05-28,14.8
2015-05-29,14.65
2015-06-01,14.55
2015-06-02,14.35
2015-06-03,14.7
2015-06-04,14.5
2015-06-05,14.65
2015-06-08,14.5
2015-06-09,14.5
2015-06-10,17.4
2015-06-11,17.95
2015-06-12,18.35
2015-06-15,17.8
2015-06-16,18.2
2015-06-17,17.2
2015-06-18,16.6
2015-06-19,16.85
2015-06-22,16.35
2015-06-23,17.0
2015-06-24,17.5
2015-06-25,16.2
2015-06-26,15.2
2015-06-29,15.15
2015-06-30,16.65
2015-07-01,16.5
2015-07-02,16.25
2015-07-03,15.75
2015-07-06,16.1
2015-07-07,16.45
2015-07-08,16.1
2015-07-09,16.5
2015-07-10,16.55
2015-07-13,16.5
2015-07-14,16.0
2015-07-15,15.85
2015-07-16,16.75
2015-07-17,16.55
2015-07-20,16.1
2015-07-21,16.8
2015-07-22,17.95
2015-07-23,17.55
2015-07-24,17.4
2015-07-27,17.2
2015-07-28,17.55
2015-07-29,17.35
2015-07-30,17.25
2015-07-31,17.35
2015-08-03,19.0
2015-08-04,21.6
2015-08-05,24.1
2015-08-06,22.05
2015-08-07,22.6
2015-08-10,22.3
2015-08-11,21.05
2015-08-12,20.2
2015-08-13,20.0
2015-08-14,20.05
2015-08-17,19.75
2015-08-18,23.7
2015-08-19,26.1
2015-08-20,23.4
2015-08-21,24.95
2015-08-24,21.85
2015-08-25,20.75
2015-08-26,21.85
2015-08-27,22.9
2015-08-28,22.55
2015-08-31,22.1
2015-09-01,20.65
2015-09-02,20.7
2015-09-03,20.75
2015-09-04,19.15
2015-09-07,18.1
2015-09-08,18.5
2015-09-09,19.5
2015-09-10,19.35
2015-09-11,19.15
2015-09-14,19.15
2015-09-15,18.85
2015-09-16,18.65
2015-09-18,19.2
2015-09-21,20.7
2015-09-22,19.8
2015-09-23,20.45
2015-09-24,20.05
2015-09-28,19.75
2015-09-29,19.65
2015-09-30,19.95
2015-10-01,19.7
2015-10-05,20.3
2015-10-06,20.4
2015-10-07,20.75
2015-10-08,20.7
2015-10-09,20.55
2015-10-12,19.85
2015-10-13,19.5
2015-10-14,20.0
2015-10-15,20.15
2015-10-16,19.9
2015-10-19,20.6
2015-10-20,21.35
2015-10-21,21.3
2015-10-23,21.5
2015-10-26,20.8
2015-10-27,20.5
2015-10-28,20.85
2015-10-29,21.0
2015-10-30,20.25
2015-11-02,19.95
2015-11-03,20.45
2015-11-04,19.1
2015-11-05,18.05
2015-11-06,17.8
2015-11-09,17.65
2015-11-10,17.6
2015-11-11,18.25
2015-11-13,17.7
2015-11-16,18.05
2015-11-17,18.45
2015-11-18,18.05
2015-11-19,18.05
2015-11-20,17.95
2015-11-23,18.05
2015-11-24,18.55
2015-11-26,19.35
2015-11-27,19.15
2015-11-30,19.15
2015-12-01,19.1
2015-12-02,19.5
2015-12-03,19.25
2015-12-04,18.75
2015-12-07,18.55
2015-12-08,18.0
2015-12-09,17.5
2015-12-10,17.65
2015-12-11,17.55
2015-12-14,17.3
2015-12-15,17.45
2015-12-16,17.3
2015-12-17,17.75
2015-12-18,18.35
2015-12-21,18.75
2015-12-22,18.75
2015-12-23,18.8
2015-12-24,19.05
2015-12-28,19.15
2015-12-29,18.95
2015-12-30,19.4
2015-12-31,20.1
