Date,MRF
2015-01-01,37981.35
2015-01-02,38192.25
2015-01-05,38477.3
2015-01-06,37460.0
2015-01-07,37381.05
2015-01-08,38076.5
2015-01-09,37707.25
2015-01-12,38094.45
2015-01-13,38170.1
2015-01-14,38235.35
2015-01-15,38321.4
2015-01-16,39161.75
2015-01-19,39496.1
2015-01-20,39513.2
2015-01-21,38902.65
2015-01-22,39146.55
2015-01-23,38728.15
2015-01-27,39944.6
2015-01-28,39729.55
2015-01-29,39901.5
2015-01-30,40036.9
2015-02-02,40218.25
2015-02-03,40623.4
2015-02-04,40056.3
2015-02-05,39729.1
2015-02-06,38837.4
2015-02-09,37290.1
2015-02-10,36648.95
2015-02-11,37877.25
2015-02-12,40755.25
2015-02-13,40585.5
2015-02-16,40994.65
2015-02-18,41445.95
2015-02-19,41119.0
2015-02-20,40945.75
2015-02-23,40550.75
2015-02-24,40874.7
2015-02-25,40912.3
2015-02-26,39833.8
2015-02-27,41200.75
2015-02-28,41200.35
2015-03-02,42286.2
2015-03-03,41975.2
2015-03-04,41323.9
2015-03-05,41634.2
2015-03-09,41065.35
2015-03-10,41262.25
2015-03-11,41451.75
2015-03-12,41651.25
2015-03-13,40241.45
2015-03-16,40160.95
2015-03-17,40459.7
2015-03-18,40555.1
2015-03-19,40298.3
2015-03-20,39891.05
2015-03-23,38471.9
2015-03-24,37714.0
2015-03-25,37610.95
2015-03-26,37150.5
2015-03-27,37661.9
2015-03-30,38829.6
2015-03-31,38750.65
2015-04-01,39557.0
2015-04-06,39891.35
2015-04-07,40612.2
2015-04-08,40865.15
2015-04-09,40831.25
2015-04-10,41326.9
2015-04-13,41856.1
2015-04-15,41561.05
2015-04-16,41559.55
2015-04-17,41014.45
2015-04-20,39911.55
2015-04-21,39068.4
2015-04-22,38739.9
2015-04-23,40014.25
2015-04-24,38944.55
2015-04-27,37148.25
2015-04-28,37315.15
2015-04-29,37025.6
2015-04-30,36664.15
2015-05-04,37813.3
2015-05-05,37881.8
2015-05-06,36345.7
2015-05-07,35003.1
2015-05-08,35902.45
2015-05-11,36715.5
2015-05-12,35402.65
2015-05-13,36140.55
2015-05-14,36452.25
2015-05-15,36513.55
2015-05-18,37187.25
2015-05-19,36219.7
2015-05-20,35922.0
2015-05-21,35762.85
2015-05-22,35675.5
2015-05-25,35572.25
2015-05-26,35559.1
2015-05-27,35740.95
2015-05-28,35381.7
2015-05-29,35874.3
2015-06-01,36029.3
2015-06-02,34613.3
2015-06-03,34748.9
2015-06-04,34706.75
2015-06-05,34353.4
2015-06-08,33832.35
2015-06-09,32765.3
2015-06-10,33285.15
2015-06-11,31856.4
2015-06-12,31878.05
2015-06-15,32219.15
2015-06-16,32401.25
2015-06-17,33032.55
2015-06-18,33006.35
2015-06-19,33225.35
2015-06-22,33811.5
2015-06-23,34227.45
2015-06-24,33807.5
2015-06-25,33760.35
2015-06-26,33742.65
2015-06-29,33229.45
2015-06-30,34230.85
2015-07-01,34756.35
2015-07-02,34807.9
2015-07-03,34860.8
2015-07-06,34837.6
2015-07-07,35102.2
2015-07-08,34928.05
2015-07-09,35166.3
2015-07-10,35199.85
2015-07-13,35714.5
2015-07-14,35486.1
2015-07-15,35646.8
2015-07-16,36101.3
2015-07-17,36217.7
2015-07-20,36598.5
2015-07-21,36154.85
2015-07-22,36358.45
2015-07-23,38094.25
2015-07-24,38531.55
2015-07-27,38986.1
2015-07-28,39286.1
2015-07-29,39504.85
2015-07-30,39402.7
2015-07-31,40839.25
2015-08-03,42554.7
2015-08-04,45699.9
2015-08-05,45384.65
2015-08-06,44764.75
2015-08-07,44922.4
2015-08-10,44510.75
2015-08-11,42540.95
2015-08-12,41518.95
2015-08-13,41854.25
2015-08-14,42567.65
2015-08-17,42597.45
2015-08-18,44138.1
2015-08-19,44053.8
2015-08-20,43446.25
2015-08-21,43388.6
2015-08-24,38788.95
2015-08-25,39882.8
2015-08-26,40069.75
2015-08-27,40907.85
2015-08-28,41007.6
2015-08-31,40392.2
2015-09-01,39684.5
2015-09-02,40263.35
2015-09-03,40258.75
2015-09-04,38678.1
2015-09-07,38005.2
2015-09-08,39328.6
2015-09-09,39526.65
2015-09-10,40614.0
2015-09-11,40536.2
2015-09-14,40815.6
2015-09-15,40008.3
2015-09-16,39873.45
2015-09-18,40166.5
2015-09-21,41418.75
2015-09-22,41442.55
2015-09-23,40935.45
2015-09-24,41262.2
2015-09-28,41242.95
2015-09-29,41574.05
2015-09-30,41935.95
2015-10-01,41629.85
2015-10-05,42877.75
2015-10-06,42549.65
2015-10-07,42587.8
2015-10-08,41895.9
2015-10-09,41373.8
2015-10-12,41104.65
2015-10-13,41180.5
2015-10-14,41254.75
2015-10-15,41848.9
2015-10-16,41825.1
2015-10-19,41914.8
2015-10-20,42172.9
2015-10-21,42225.85
2015-10-23,42631.1
2015-10-26,42237.2
2015-10-27,41578.4
2015-10-28,41248.05
2015-10-29,40659.85
2015-10-30,39751.4
2015-11-02,39358.8
2015-11-03,39731.6
2015-11-04,39019.85
2015-11-05,38556.4
2015-11-06,38512.35
2015-11-09,38966.7
2015-11-10,38102.85
2015-11-11,38222.65
2015-11-13,38377.95
2015-11-16,38017.75
2015-11-17,39530.05
2015-11-18,38932.1
2015-11-19,39333.05
