Date,ANDHRACEMT
2015-01-01,11.5
2015-01-02,11.3
2015-01-05,11.0
2015-01-06,10.8
2015-01-07,10.7
2015-01-08,10.95
2015-01-09,10.75
2015-01-12,10.8
2015-01-13,10.8
2015-01-14,11.55
2015-01-15,11.45
2015-01-16,11.3
2015-01-19,11.25
2015-01-20,11.25
2015-01-21,11.0
2015-01-22,11.05
2015-01-23,11.05
2015-01-27,10.95
2015-01-28,10.75
2015-01-29,10.55
2015-01-30,10.7
2015-02-02,10.95
2015-02-03,10.55
2015-02-04,10.7
2015-02-05,10.3
2015-02-06,10.1
2015-02-09,9.9
2015-02-10,9.85
2015-02-11,9.75
2015-02-12,9.8
2015-02-13,9.8
2015-02-16,9.7
2015-02-18,9.75
2015-02-19,9.9
2015-02-20,9.6
2015-02-23,9.9
2015-02-24,9.75
2015-02-25,9.65
2015-02-26,9.6
2015-02-27,9.8
2015-02-28,9.8
2015-03-02,10.6
2015-03-03,10.35
2015-03-04,9.85
2015-03-05,9.95
2015-03-09,9.65
2015-03-10,9.55
2015-03-11,9.6
2015-03-12,9.7
2015-03-13,9.6
2015-03-16,9.6
2015-03-17,9.5
2015-03-18,9.55
2015-03-19,9.7
2015-03-20,9.5
2015-03-23,9.1
2015-03-24,9.2
2015-03-25,8.7
2015-03-26,8.55
2015-03-27,8.55
2015-03-30,8.6
2015-03-31,8.85
2015-04-01,9.1
2015-04-06,9.65
2015-04-07,9.4
2015-04-08,9.6
2015-04-09,9.85
2015-04-10,9.7
2015-04-13,9.55
2015-04-15,9.6
2015-04-16,9.45
2015-04-17,9.25
2015-04-20,9.15
2015-04-21,9.0
2015-04-22,8.95
2015-04-23,8.95
2015-04-24,8.6
2015-04-27,8.55
2015-04-28,8.7
2015-04-29,8.65
2015-04-30,8.6
2015-05-04,8.7
2015-05-05,8.75
2015-05-06,8.6
2015-05-07,8.85
2015-05-08,8.85
2015-05-11,8.65
2015-05-12,8.9
2015-05-13,8.8
2015-05-14,9.0
2015-05-15,8.75
2015-05-18,8.6
2015-05-19,8.65
2015-05-20,8.75
2015-05-21,8.6
2015-05-22,8.25
2015-05-25,8.2
2015-05-26,8.0
2015-05-27,8.0
2015-05-28,7.95
2015-05-29,8.0
2015-06-01,7.8
2015-06-02,7.75
2015-06-03,7.65
2015-06-04,7.85
2015-06-05,7.8
2015-06-08,7.6
2015-06-09,7.55
2015-06-10,7.35
2015-06-11,7.15
2015-06-12,6.8
2015-06-15,7.1
2015-06-16,7.0
2015-06-17,6.75
2015-06-18,6.8
2015-06-19,6.85
2015-06-22,6.75
2015-06-23,6.7
2015-06-24,6.65
2015-06-25,6.65
2015-06-26,6.7
2015-06-29,6.85
2015-06-30,6.9
2015-07-01,6.85
2015-07-02,6.85
2015-07-03,6.95
2015-07-06,6.8
2015-07-07,6.8
2015-07-08,6.8
2015-07-09,6.65
2015-07-10,6.6
2015-07-13,6.6
2015-07-14,6.65
2015-07-15,6.8
2015-07-16,6.8
2015-07-17,6.75
2015-07-20,6.7
2015-07-21,6.5
2015-07-22,6.2
2015-07-23,6.0
2015-07-24,6.0
2015-07-27,5.9
2015-07-28,5.6
2015-07-29,6.6
2015-07-30,6.8
2015-07-31,6.8
2015-08-03,6.7
2015-08-04,6.7
2015-08-05,6.6
2015-08-06,6.5
2015-08-07,6.45
2015-08-10,6.75
2015-08-11,6.5
2015-08-12,6.25
2015-08-13,5.75
2015-08-14,5.65
2015-08-17,5.5
2015-08-18,5.35
2015-08-19,5.0
2015-08-20,4.95
2015-08-21,4.9
2015-08-24,4.75
2015-08-25,4.6
2015-08-26,4.5
2015-08-27,4.3
2015-08-28,4.15
2015-08-31,4.0
2015-09-01,3.9
2015-09-02,3.7
2015-09-03,3.7
2015-09-04,3.5
2015-09-07,3.5
2015-09-08,3.5
2015-09-09,3.5
2015-09-10,3.4
2015-09-11,3.45
2015-09-14,3.2
2015-09-15,3.1
2015-09-16,3.4
2015-09-18,3.7
2015-09-21,4.05
2015-09-22,4.45
2015-09-23,4.65
2015-09-24,4.85
2015-09-28,5.05
2015-09-29,5.3
2015-09-30,5.55
2015-10-01,5.8
2015-10-05,6.05
2015-10-06,6.35
2015-10-07,6.65
2015-10-08,6.35
2015-10-09,6.05
2015-10-12,6.0
2015-10-13,6.3
2015-10-14,6.6
2015-10-15,6.9
2015-10-16,7.0
2015-10-19,6.9
2015-10-20,6.75
2015-10-21,6.45
2015-10-23,6.25
2015-10-26,6.25
2015-10-27,6.1
2015-10-28,6.15
2015-10-29,6.45
2015-10-30,6.65
2015-11-02,6.35
2015-11-03,6.05
2015-11-04,6.0
2015-11-05,5.9
2015-11-06,5.8
2015-11-09,5.85
2015-11-10,5.85
2015-11-11,5.85
2015-11-13,5.7
2015-11-16,5.35
2015-11-17,5.6
2015-11-18,5.55
2015-11-19,5.35
2015-11-20,5.5
2015-11-23,5.5
2015-11-24,6.0
2015-11-26,6.45
2015-11-27,6.6
2015-11-30,6.6
2015-12-01,6.35
2015-12-02,6.55
2015-12-03,6.45
2015-12-04,6.4
2015-12-07,6.6
2015-12-08,6.75
2015-12-09,6.5
2015-12-10,6.8
2015-12-11,6.95
2015-12-14,7.15
2015-12-15,7.05
2015-12-16,7.05
2015-12-17,8.25
2015-12-18,8.55
2015-12-21,9.15
2015-12-22,8.9
2015-12-23,8.8
2015-12-24,8.75
2015-12-28,8.8
2015-12-29,8.6
2015-12-30,8.5
2015-12-31,8.25
