Date,SYMPHONY
2015-01-01,1914.1
2015-01-02,1949.2
2015-01-05,2082.5
2015-01-06,2055.5
2015-01-07,2124.6
2015-01-08,2139.15
2015-01-09,2075.2
2015-01-12,2081.15
2015-01-13,2017.3
2015-01-14,1923.9
2015-01-15,1946.55
2015-01-16,2009.45
2015-01-19,2234.7
2015-01-20,2221.15
2015-01-21,2162.75
2015-01-22,2192.6
2015-01-23,2228.4
2015-01-27,2219.0
2015-01-28,2207.55
2015-01-29,2222.25
2015-01-30,2217.85
2015-02-02,2292.0
2015-02-03,2333.95
2015-02-04,2190.95
2015-02-05,2173.05
2015-02-06,2167.3
2015-02-09,2125.05
2015-02-10,2068.2
2015-02-11,2127.25
2015-02-12,2189.05
2015-02-13,2204.85
2015-02-16,2224.65
2015-02-18,2222.2
2015-02-19,2174.3
2015-02-20,2197.45
2015-02-23,2215.85
2015-02-24,2178.9
2015-02-25,2182.95
2015-02-26,2125.55
2015-02-27,2140.65
2015-02-28,2122.7
2015-03-02,2085.55
2015-03-03,2091.7
2015-03-04,2087.5
2015-03-05,2059.95
2015-03-09,2086.7
2015-03-10,2149.65
2015-03-11,2124.25
2015-03-12,2196.65
2015-03-13,2200.05
2015-03-16,2228.6
2015-03-17,2208.05
2015-03-18,2302.0
2015-03-19,2270.95
2015-03-20,2230.0
2015-03-23,2271.8
2015-03-24,2438.85
2015-03-25,2488.9
2015-03-26,2472.3
2015-03-27,2481.4
2015-03-30,2643.4
2015-03-31,2593.9
2015-04-01,2672.25
2015-04-06,2622.1
2015-04-07,2589.3
2015-04-08,2712.45
2015-04-09,2868.0
2015-04-10,2985.2
2015-04-13,2921.25
2015-04-15,2982.05
2015-04-16,2967.15
2015-04-17,2900.25
2015-04-20,3008.7
2015-04-21,3151.1
2015-04-22,2802.35
2015-04-23,2805.9
2015-04-24,2244.75
2015-04-27,2002.05
2015-04-28,2109.65
2015-04-29,2320.6
2015-04-30,2207.8
2015-05-04,2394.0
2015-05-05,2249.0
2015-05-06,2156.3
2015-05-07,1996.3
2015-05-08,2137.8
2015-05-11,2240.7
2015-05-12,2169.7
2015-05-13,2227.7
