Date,UNITEDBNK
2015-01-01,42.7
2015-01-02,45.15
2015-01-05,44.4
2015-01-06,42.75
2015-01-07,41.9
2015-01-08,43.6
2015-01-09,42.8
2015-01-12,42.45
2015-01-13,42.65
2015-01-14,41.95
2015-01-15,43.5
2015-01-16,42.55
2015-01-19,42.55
2015-01-20,42.45
2015-01-21,42.3
2015-01-22,41.6
2015-01-23,41.4
2015-01-27,41.35
2015-01-28,40.55
2015-01-29,40.15
2015-01-30,41.1
2015-02-02,41.8
2015-02-03,41.0
2015-02-04,39.85
2015-02-05,39.05
2015-02-06,37.75
2015-02-09,37.35
2015-02-10,37.2
2015-02-11,37.45
2015-02-12,37.6
2015-02-13,38.25
2015-02-16,38.5
2015-02-18,38.4
2015-02-19,37.4
2015-02-20,38.0
2015-02-23,37.35
2015-02-24,37.1
2015-02-25,36.9
2015-02-26,36.3
2015-02-27,36.95
2015-02-28,37.1
2015-03-02,36.65
2015-03-03,36.7
2015-03-04,36.25
2015-03-05,35.65
2015-03-09,34.5
2015-03-10,34.25
2015-03-11,33.75
2015-03-12,33.75
2015-03-13,32.4
2015-03-16,31.55
2015-03-17,30.3
2015-03-18,30.05
2015-03-19,29.85
2015-03-20,28.85
2015-03-23,28.45
2015-03-24,27.95
2015-03-25,26.95
2015-03-26,28.25
2015-03-27,28.9
2015-03-30,29.0
2015-03-31,28.45
2015-04-01,28.9
2015-04-06,29.45
2015-04-07,29.15
2015-04-08,29.0
2015-04-09,29.65
2015-04-10,30.45
2015-04-13,30.85
2015-04-15,30.5
2015-04-16,29.75
2015-04-17,29.4
2015-04-20,28.95
2015-04-21,28.7
2015-04-22,28.5
2015-04-23,28.55
2015-04-24,27.9
2015-04-27,27.4
2015-04-28,27.5
2015-04-29,27.75
2015-04-30,27.55
2015-05-04,27.95
2015-05-05,28.2
2015-05-06,27.45
2015-05-07,27.5
2015-05-08,25.9
2015-05-11,25.7
2015-05-12,25.6
2015-05-13,25.45
2015-05-14,25.85
2015-05-15,26.05
2015-05-18,25.9
2015-05-19,25.65
2015-05-20,25.65
2015-05-21,25.35
2015-05-22,25.05
2015-05-25,24.95
2015-05-26,24.6
2015-05-27,24.5
2015-05-28,24.7
2015-05-29,24.75
2015-06-01,25.2
2015-06-02,24.6
2015-06-03,23.0
2015-06-04,23.0
2015-06-05,23.15
2015-06-08,22.6
2015-06-09,22.35
2015-06-10,22.3
2015-06-11,22.25
2015-06-12,22.2
2015-06-15,22.15
2015-06-16,22.55
2015-06-17,23.9
2015-06-18,23.75
2015-06-19,23.6
2015-06-22,24.35
2015-06-23,24.85
2015-06-24,24.35
2015-06-25,24.3
2015-06-26,24.15
2015-06-29,23.55
2015-06-30,23.65
2015-07-01,24.0
2015-07-02,24.1
2015-07-03,24.2
2015-07-06,24.25
2015-07-07,24.45
2015-07-08,24.05
2015-07-09,24.1
2015-07-10,24.1
2015-07-13,24.55
2015-07-14,24.75
2015-07-15,24.65
2015-07-16,24.6
2015-07-17,24.6
2015-07-20,24.25
2015-07-21,23.95
2015-07-22,24.0
2015-07-23,23.85
2015-07-24,23.75
2015-07-27,23.4
2015-07-28,22.9
2015-07-29,23.0
2015-07-30,23.55
2015-07-31,24.6
2015-08-03,25.65
2015-08-04,25.1
2015-08-05,24.95
2015-08-06,24.95
2015-08-07,24.8
2015-08-10,24.35
2015-08-11,23.7
2015-08-12,22.85
2015-08-13,21.6
2015-08-14,22.95
2015-08-17,24.2
2015-08-18,24.95
2015-08-19,24.4
2015-08-20,23.25
2015-08-21,23.05
2015-08-24,21.35
2015-08-25,21.55
2015-08-26,21.5
2015-08-27,21.8
2015-08-28,21.95
2015-08-31,22.15
2015-09-01,21.45
2015-09-02,21.4
2015-09-03,21.45
2015-09-04,21.05
2015-09-07,20.65
2015-09-08,20.75
2015-09-09,21.0
2015-09-10,20.75
2015-09-11,20.85
2015-09-14,21.1
2015-09-15,20.95
2015-09-16,20.9
2015-09-18,21.3
2015-09-21,21.85
2015-09-22,21.75
2015-09-23,22.1
2015-09-24,22.25
2015-09-28,22.45
2015-09-29,22.2
2015-09-30,22.25
2015-10-01,21.95
2015-10-05,22.4
2015-10-06,22.4
2015-10-07,22.55
2015-10-08,22.8
2015-10-09,22.65
2015-10-12,22.5
2015-10-13,22.35
2015-10-14,22.25
2015-10-15,22.35
2015-10-16,22.5
2015-10-19,22.65
2015-10-20,22.75
2015-10-21,22.85
2015-10-23,22.7
2015-10-26,22.5
2015-10-27,22.25
2015-10-28,22.1
2015-10-29,22.4
2015-10-30,22.05
2015-11-02,21.65
2015-11-03,21.85
2015-11-04,21.65
2015-11-05,21.45
2015-11-06,21.1
2015-11-09,21.8
2015-11-10,21.8
2015-11-11,22.15
2015-11-13,21.7
2015-11-16,21.75
2015-11-17,21.8
2015-11-18,21.5
2015-11-19,21.5
2015-11-20,21.5
2015-11-23,21.6
2015-11-24,21.45
2015-11-26,21.65
2015-11-27,22.25
2015-11-30,22.4
2015-12-01,23.05
2015-12-02,22.8
2015-12-03,22.6
2015-12-04,22.4
2015-12-07,22.35
2015-12-08,21.9
2015-12-09,21.35
2015-12-10,21.35
2015-12-11,21.4
2015-12-14,21.3
2015-12-15,22.1
2015-12-16,22.25
2015-12-17,22.6
2015-12-18,22.4
2015-12-21,22.5
2015-12-22,22.35
2015-12-23,22.2
2015-12-24,22.15
2015-12-28,22.1
2015-12-29,22.05
2015-12-30,21.85
2015-12-31,21.9
