Date,BEL
2015-01-01,2939.35
2015-01-02,2924.65
2015-01-05,2869.4
2015-01-06,2831.45
2015-01-07,3213.0
2015-01-08,3144.5
2015-01-09,3202.2
2015-01-12,3215.05
2015-01-13,3332.95
2015-01-14,3289.05
2015-01-15,3270.55
2015-01-16,3293.95
2015-01-19,3251.0
2015-01-20,3163.35
2015-01-21,3151.45
2015-01-22,3208.45
2015-01-23,3216.7
2015-01-27,3404.5
2015-01-28,3408.25
2015-01-29,3346.65
2015-01-30,3337.95
2015-02-02,3423.05
2015-02-03,3600.7
2015-02-04,3553.4
2015-02-05,3491.9
2015-02-06,3408.95
2015-02-09,3305.0
2015-02-10,3338.95
2015-02-11,3498.3
2015-02-12,3687.35
2015-02-13,3620.55
2015-02-16,3660.45
2015-02-18,3993.45
2015-02-19,3837.1
2015-02-20,3826.35
2015-02-23,3724.7
2015-02-24,3699.3
2015-02-25,3706.4
2015-02-26,3646.8
2015-02-27,3768.15
2015-02-28,3731.65
2015-03-02,3642.0
2015-03-03,3640.15
2015-03-04,3661.9
2015-03-05,3582.35
2015-03-09,3444.5
2015-03-10,3315.95
2015-03-11,3354.8
2015-03-12,3385.1
2015-03-13,3329.25
2015-03-16,3263.9
2015-03-17,3366.15
2015-03-18,3294.45
2015-03-19,3244.55
2015-03-20,3191.25
2015-03-23,3187.65
2015-03-24,3250.75
2015-03-25,3190.55
2015-03-26,3161.25
2015-03-27,3101.5
2015-03-30,3247.95
2015-03-31,3350.5
2015-04-01,3494.2
2015-04-06,3593.95
2015-04-07,3586.05
2015-04-08,3682.45
2015-04-09,3694.4
2015-04-10,3634.2
2015-04-13,3443.7
2015-04-15,3324.9
2015-04-16,3299.1
2015-04-17,3209.4
2015-04-20,3120.3
2015-04-21,3128.1
2015-04-22,3178.15
2015-04-23,3195.75
2015-04-24,3115.5
2015-04-27,2979.75
2015-04-28,2982.35
2015-04-29,3001.55
2015-04-30,3084.55
2015-05-04,3133.75
2015-05-05,3272.5
2015-05-06,3143.35
2015-05-07,3005.05
2015-05-08,3104.9
2015-05-11,3129.1
2015-05-12,3140.95
2015-05-13,3168.35
2015-05-14,3143.4
2015-05-15,3157.45
2015-05-18,3165.1
2015-05-19,3185.65
2015-05-20,3180.05
2015-05-21,3219.75
2015-05-22,3194.7
2015-05-25,3212.7
2015-05-26,3298.45
2015-05-27,3312.1
2015-05-28,3336.35
2015-05-29,3579.3
2015-06-01,3608.35
2015-06-02,3472.9
2015-06-03,3254.3
2015-06-04,3309.7
2015-06-05,3322.4
2015-06-08,3290.7
2015-06-09,3235.7
2015-06-10,3271.15
2015-06-11,3206.95
2015-06-12,3249.25
2015-06-15,3268.3
2015-06-16,3260.3
2015-06-17,3302.5
2015-06-18,3368.4
2015-06-19,3405.9
2015-06-22,3404.7
2015-06-23,3394.4
2015-06-24,3362.15
2015-06-25,3368.9
2015-06-26,3443.55
2015-06-29,3333.0
2015-06-30,3366.3
2015-07-01,3412.95
2015-07-02,3416.45
2015-07-03,3417.95
2015-07-06,3383.7
2015-07-07,3452.85
2015-07-08,3409.1
2015-07-09,3427.45
2015-07-10,3439.25
2015-07-13,3449.9
2015-07-14,3490.25
2015-07-15,3522.95
2015-07-16,3658.3
2015-07-17,3648.6
2015-07-20,3653.15
2015-07-21,3625.45
2015-07-22,3662.25
2015-07-23,3758.8
2015-07-24,3671.35
2015-07-27,3681.5
2015-07-28,3751.6
2015-07-29,3929.7
2015-07-30,3926.95
2015-07-31,3985.15
2015-08-03,4124.15
2015-08-04,4126.6
2015-08-05,4043.85
2015-08-06,3980.85
2015-08-07,3965.15
2015-08-10,3917.85
2015-08-11,3809.8
2015-08-12,3730.0
2015-08-13,3758.05
2015-08-14,3844.45
2015-08-17,3791.55
2015-08-18,3712.05
2015-08-19,3644.95
2015-08-20,3622.7
2015-08-21,3581.3
2015-08-24,3172.65
2015-08-25,3334.4
2015-08-26,3365.1
2015-08-27,3420.05
2015-08-28,3475.3
2015-08-31,3369.05
2015-09-01,3221.3
2015-09-02,3274.95
2015-09-03,3301.05
2015-09-04,3228.05
2015-09-07,3156.3
2015-09-08,3270.6
2015-09-09,3351.05
2015-09-10,3401.95
2015-09-11,3343.15
2015-09-14,1094.6
2015-09-15,1087.6
2015-09-16,1076.6
2015-09-18,1087.75
2015-09-21,1102.05
2015-09-22,1094.3
2015-09-23,1142.55
2015-09-24,1171.8
2015-09-28,1183.15
2015-09-29,1148.1
2015-09-30,1135.45
2015-10-01,1144.05
2015-10-05,1183.8
2015-10-06,1188.55
2015-10-07,1203.65
2015-10-08,1203.3
2015-10-09,1207.55
2015-10-12,1206.85
2015-10-13,1188.05
2015-10-14,1186.3
2015-10-15,1183.05
2015-10-16,1191.5
2015-10-19,1188.6
2015-10-20,1246.65
2015-10-21,1230.2
2015-10-23,1215.8
2015-10-26,1201.05
2015-10-27,1216.3
2015-10-28,1212.0
2015-10-29,1218.25
2015-10-30,1243.8
2015-11-02,1231.0
2015-11-03,1257.95
2015-11-04,1256.1
2015-11-05,1240.3
2015-11-06,1244.55
2015-11-09,1290.5
2015-11-10,1249.4
2015-11-11,1272.7
2015-11-13,1235.75
2015-11-16,1248.4
2015-11-17,1254.1
2015-11-18,1230.55
2015-11-19,1247.9
2015-11-20,1252.85
2015-11-23,1250.9
2015-11-24,1255.1
2015-11-26,1279.35
2015-11-27,1274.9
2015-11-30,1253.85
2015-12-01,1237.95
2015-12-02,1218.45
2015-12-03,1223.4
2015-12-04,1225.9
2015-12-07,1223.8
2015-12-08,1214.85
2015-12-09,1197.35
2015-12-10,1191.95
2015-12-11,1171.1
2015-12-14,1186.05
2015-12-15,1177.35
2015-12-16,1194.95
2015-12-17,1204.65
2015-12-18,1233.6
2015-12-21,1257.85
2015-12-22,1270.25
2015-12-23,1272.2
2015-12-24,1317.15
2015-12-28,1306.95
2015-12-29,1343.6
2015-12-30,1352.45
2015-12-31,1371.1
