Date,BAYERCROP
2015-01-01,3218.25
2015-01-02,3490.0
2015-01-05,3341.85
2015-01-06,3279.95
2015-01-07,3290.6
2015-01-08,3330.95
2015-01-09,3340.2
2015-01-12,3411.55
2015-01-13,3443.65
2015-01-14,3590.6
2015-01-15,3656.85
2015-01-16,3669.8
2015-01-19,3709.95
2015-01-20,3706.0
2015-01-21,3504.5
2015-01-22,3449.95
2015-01-23,3452.25
2015-01-27,3401.0
2015-01-28,3413.0
2015-01-29,3441.15
2015-01-30,3594.8
2015-02-02,3460.35
2015-02-03,3386.3
2015-02-04,3433.6
2015-02-05,3478.5
2015-02-06,3452.65
2015-02-09,3410.45
2015-02-10,3433.3
2015-02-11,3448.5
2015-02-12,3443.45
2015-02-13,3449.7
2015-02-16,3483.4
2015-02-18,3520.55
2015-02-19,3528.0
2015-02-20,3507.0
2015-02-23,3460.2
2015-02-24,3412.8
2015-02-25,3451.75
2015-02-26,3400.7
2015-02-27,3444.4
2015-02-28,3414.5
2015-03-02,3395.35
2015-03-03,3399.2
2015-03-04,3379.55
2015-03-05,3394.45
2015-03-09,3479.8
2015-03-10,3431.0
2015-03-11,3427.45
2015-03-12,3394.65
2015-03-13,3366.55
2015-03-16,3302.95
2015-03-17,3301.65
2015-03-18,3282.15
2015-03-19,3279.35
2015-03-20,3515.8
2015-03-23,3437.85
2015-03-24,3316.1
2015-03-25,3274.55
2015-03-26,3221.15
2015-03-27,3254.9
2015-03-30,3364.2
2015-03-31,3323.1
2015-04-01,3304.55
2015-04-06,3322.15
2015-04-07,3314.4
2015-04-08,3273.65
2015-04-09,3306.3
2015-04-10,3324.25
2015-04-13,3945.45
2015-04-15,4020.05
2015-04-16,4146.05
2015-04-17,3873.05
2015-04-20,3842.95
2015-04-21,3876.6
2015-04-22,3897.6
2015-04-23,3865.4
2015-04-24,3765.0
2015-04-27,3586.45
2015-04-28,3788.0
2015-04-29,3834.6
2015-04-30,3768.25
2015-05-04,3946.35
2015-05-05,3958.2
2015-05-06,3896.6
2015-05-07,3668.3
2015-05-08,3576.45
2015-05-11,3612.5
2015-05-12,3617.3
2015-05-13,3621.9
2015-05-14,3683.95
2015-05-15,3686.15
2015-05-18,3679.8
2015-05-19,3645.6
2015-05-20,3581.85
2015-05-21,3542.0
2015-05-22,3548.7
2015-05-25,3682.4
2015-05-26,3598.5
2015-05-27,3633.15
2015-05-28,3677.15
2015-05-29,3608.0
2015-06-01,3633.4
2015-06-02,3655.35
2015-06-03,3717.55
2015-06-04,3800.75
2015-06-05,3775.4
2015-06-08,3771.2
2015-06-09,3748.55
2015-06-10,3760.4
2015-06-11,3747.1
2015-06-12,3747.1
2015-06-15,3718.3
2015-06-16,3724.7
2015-06-17,3768.3
2015-06-18,3783.8
2015-06-19,3906.35
2015-06-22,3999.75
2015-06-23,3975.85
2015-06-24,3947.05
2015-06-25,3921.05
2015-06-26,3971.1
2015-06-29,3945.8
2015-06-30,3962.8
2015-07-01,4014.1
2015-07-02,4019.65
2015-07-03,3992.8
2015-07-06,3976.75
2015-07-07,3948.3
2015-07-08,3929.45
2015-07-09,3903.85
2015-07-10,3932.25
2015-07-13,3976.85
2015-07-14,3961.9
2015-07-15,3946.2
2015-07-16,3949.45
2015-07-17,3969.3
2015-07-20,3968.0
2015-07-21,3781.9
2015-07-22,3773.2
2015-07-23,3868.15
2015-07-24,3902.6
2015-07-27,3853.9
2015-07-28,3881.8
2015-07-29,3944.35
2015-07-30,3957.35
2015-07-31,4002.6
2015-08-03,3920.85
2015-08-04,3960.1
2015-08-05,3964.25
2015-08-06,3984.35
2015-08-07,3942.5
2015-08-10,3972.15
2015-08-11,3947.35
2015-08-12,3931.75
2015-08-13,3939.4
2015-08-14,3941.05
2015-08-17,3921.15
2015-08-18,3978.75
2015-08-19,3996.55
2015-08-20,3924.4
2015-08-21,3987.0
2015-08-24,3905.6
2015-08-25,3887.55
2015-08-26,3854.55
2015-08-27,3930.5
2015-08-28,3890.75
2015-08-31,3855.75
2015-09-01,3855.0
2015-09-02,3877.7
2015-09-03,3828.6
2015-09-04,3820.0
2015-09-07,3819.1
2015-09-08,3722.15
2015-09-09,3695.7
2015-09-10,3749.85
2015-09-11,3755.6
2015-09-14,3740.6
2015-09-15,3699.45
2015-09-16,3726.35
2015-09-18,3748.5
2015-09-21,3776.8
2015-09-22,3762.0
2015-09-23,3709.8
2015-09-24,3722.75
2015-09-28,3764.5
2015-09-29,3699.8
2015-09-30,3650.85
2015-10-01,3648.85
2015-10-05,3667.3
2015-10-06,3644.3
2015-10-07,3670.75
2015-10-08,3667.85
2015-10-09,3770.8
2015-10-12,3776.35
2015-10-13,3799.35
2015-10-14,3859.3
2015-10-15,3824.7
2015-10-16,3783.85
2015-10-19,3768.2
2015-10-20,3759.85
2015-10-21,3676.55
2015-10-23,3559.9
2015-10-26,3499.8
2015-10-27,3497.5
2015-10-28,3499.3
2015-10-29,3494.45
2015-10-30,3492.25
2015-11-02,3443.7
2015-11-03,3461.75
2015-11-04,3546.25
2015-11-05,3455.9
2015-11-06,3422.2
2015-11-09,3407.05
2015-11-10,3352.4
2015-11-11,3361.4
2015-11-13,3345.7
2015-11-16,3343.15
2015-11-17,3358.25
2015-11-18,3350.85
2015-11-19,3371.05
2015-11-20,3369.5
2015-11-23,3328.4
2015-11-24,3344.05
2015-11-26,3339.85
2015-11-27,3409.1
2015-11-30,3364.65
2015-12-01,3414.55
2015-12-02,3455.35
2015-12-03,3413.2
2015-12-04,3608.5
2015-12-07,3560.3
2015-12-08,3482.55
2015-12-09,3410.95
2015-12-10,3385.9
2015-12-11,3379.3
2015-12-14,3329.35
2015-12-15,3325.55
2015-12-16,3417.35
2015-12-17,3470.7
2015-12-18,3365.65
2015-12-21,3373.95
2015-12-22,3294.75
2015-12-23,3338.0
2015-12-24,3370.1
2015-12-28,3335.75
2015-12-29,3347.35
2015-12-30,3484.1
2015-12-31,3449.4
