Date,RECLTD
2015-01-01,335.7
2015-01-02,334.9
2015-01-05,333.95
2015-01-06,319.85
2015-01-07,317.85
2015-01-08,320.9
2015-01-09,315.2
2015-01-12,315.15
2015-01-13,310.9
2015-01-14,312.1
2015-01-15,327.75
2015-01-16,326.25
2015-01-19,329.15
2015-01-20,321.85
2015-01-21,324.85
2015-01-22,318.45
2015-01-23,318.15
2015-01-27,326.4
2015-01-28,340.7
2015-01-29,340.25
2015-01-30,333.1
2015-02-02,345.2
2015-02-03,336.4
2015-02-04,330.95
2015-02-05,321.5
2015-02-06,327.85
2015-02-09,315.9
2015-02-10,324.65
2015-02-11,325.95
2015-02-12,325.05
2015-02-13,325.7
2015-02-16,338.35
2015-02-18,315.55
2015-02-19,316.5
2015-02-20,317.9
2015-02-23,315.35
2015-02-24,320.4
2015-02-25,318.8
2015-02-26,322.1
2015-02-27,334.4
2015-02-28,330.55
2015-03-02,362.3
2015-03-03,359.8
2015-03-04,349.5
2015-03-05,350.8
2015-03-09,342.0
2015-03-10,345.2
2015-03-11,348.0
2015-03-12,349.05
2015-03-13,329.9
2015-03-16,327.5
2015-03-17,342.05
2015-03-18,347.25
2015-03-19,340.15
2015-03-20,334.1
2015-03-23,329.5
2015-03-24,335.75
2015-03-25,332.65
2015-03-26,327.35
2015-03-27,320.4
2015-03-30,327.35
2015-03-31,333.2
2015-04-01,337.6
2015-04-06,336.1
2015-04-07,321.25
2015-04-08,330.3
2015-04-09,336.35
2015-04-10,344.1
2015-04-13,341.15
2015-04-15,335.1
2015-04-16,330.8
2015-04-17,330.65
2015-04-20,325.0
2015-04-21,323.65
2015-04-22,325.95
2015-04-23,322.85
2015-04-24,321.9
2015-04-27,314.0
2015-04-28,317.15
2015-04-29,312.9
2015-04-30,311.55
2015-05-04,319.0
2015-05-05,318.75
2015-05-06,307.15
2015-05-07,288.4
2015-05-08,296.2
2015-05-11,297.85
2015-05-12,286.85
2015-05-13,294.75
2015-05-14,298.6
2015-05-15,295.15
2015-05-18,298.95
2015-05-19,298.75
2015-05-20,302.8
2015-05-21,305.5
2015-05-22,310.1
2015-05-25,305.85
2015-05-26,306.0
2015-05-27,301.6
2015-05-28,301.7
2015-05-29,296.25
2015-06-01,297.4
2015-06-02,289.05
2015-06-03,288.15
2015-06-04,283.1
2015-06-05,285.65
2015-06-08,282.55
2015-06-09,283.15
2015-06-10,285.15
2015-06-11,274.35
2015-06-12,272.7
2015-06-15,272.4
2015-06-16,272.45
2015-06-17,274.05
2015-06-18,272.6
2015-06-19,281.35
2015-06-22,286.05
2015-06-23,288.85
2015-06-24,288.2
2015-06-25,285.2
2015-06-26,283.4
2015-06-29,273.35
2015-06-30,275.15
2015-07-01,280.05
2015-07-02,280.7
2015-07-03,285.25
2015-07-06,288.35
2015-07-07,284.95
2015-07-08,281.15
2015-07-09,285.65
2015-07-10,284.15
2015-07-13,286.55
2015-07-14,285.0
2015-07-15,280.25
2015-07-16,296.35
2015-07-17,293.05
2015-07-20,290.7
2015-07-21,282.65
2015-07-22,292.2
2015-07-23,289.5
2015-07-24,285.05
2015-07-27,283.15
2015-07-28,276.0
2015-07-29,273.35
2015-07-30,275.55
2015-07-31,271.0
2015-08-03,271.95
2015-08-04,279.25
2015-08-05,274.1
2015-08-06,268.8
2015-08-07,266.1
2015-08-10,269.35
2015-08-11,270.85
2015-08-12,254.65
2015-08-13,251.65
2015-08-14,259.5
2015-08-17,263.4
2015-08-18,264.45
2015-08-19,257.25
2015-08-20,254.15
2015-08-21,253.35
2015-08-24,221.25
2015-08-25,233.8
2015-08-26,239.65
2015-08-27,253.1
2015-08-28,249.4
2015-08-31,253.25
2015-09-01,249.55
2015-09-02,243.85
2015-09-03,252.8
2015-09-04,237.1
2015-09-07,237.75
2015-09-08,243.25
2015-09-09,250.35
2015-09-10,251.3
2015-09-11,247.05
2015-09-14,252.1
2015-09-15,248.7
2015-09-16,253.3
2015-09-18,262.55
2015-09-21,274.75
2015-09-22,268.75
2015-09-23,266.0
2015-09-24,267.65
2015-09-28,260.05
2015-09-29,263.95
2015-09-30,274.05
2015-10-01,274.3
2015-10-05,293.75
2015-10-06,280.6
2015-10-07,271.25
2015-10-08,268.0
2015-10-09,263.35
2015-10-12,262.7
2015-10-13,263.5
2015-10-14,255.3
2015-10-15,258.95
2015-10-16,256.8
2015-10-19,257.2
2015-10-20,259.7
2015-10-21,260.95
2015-10-23,259.8
2015-10-26,252.0
2015-10-27,255.8
2015-10-28,253.15
2015-10-29,246.2
2015-10-30,249.6
2015-11-02,248.75
2015-11-03,257.55
2015-11-04,265.7
2015-11-05,266.15
2015-11-06,238.3
2015-11-09,234.8
2015-11-10,235.6
2015-11-11,238.45
2015-11-13,239.4
2015-11-16,235.75
2015-11-17,236.25
2015-11-18,228.35
2015-11-19,228.0
2015-11-20,229.5
2015-11-23,225.8
2015-11-24,226.35
2015-11-26,227.2
2015-11-27,233.85
2015-11-30,233.7
2015-12-01,231.5
2015-12-02,231.05
2015-12-03,230.35
2015-12-04,225.95
2015-12-07,224.45
2015-12-08,214.75
2015-12-09,215.15
2015-12-10,208.35
2015-12-11,211.0
2015-12-14,216.95
2015-12-15,214.85
2015-12-16,216.65
2015-12-17,221.85
2015-12-18,220.4
2015-12-21,224.95
2015-12-22,222.1
2015-12-23,224.1
2015-12-24,223.2
2015-12-28,223.8
2015-12-29,223.45
2015-12-30,225.25
2015-12-31,226.55
