Date,FDC
2015-01-01,161.55
2015-01-02,162.05
2015-01-05,159.95
2015-01-06,157.1
2015-01-07,156.2
2015-01-08,160.65
2015-01-09,158.9
2015-01-12,158.1
2015-01-13,156.7
2015-01-14,155.1
2015-01-15,154.0
2015-01-16,155.35
2015-01-19,156.7
2015-01-20,157.2
2015-01-21,156.0
2015-01-22,157.5
2015-01-23,157.15
2015-01-27,157.1
2015-01-28,159.8
2015-01-29,167.45
2015-01-30,165.05
2015-02-02,166.15
2015-02-03,166.5
2015-02-04,164.1
2015-02-05,160.3
2015-02-06,158.1
2015-02-09,154.05
2015-02-10,154.1
2015-02-11,154.15
2015-02-12,156.0
2015-02-13,155.85
2015-02-16,155.0
2015-02-18,154.2
2015-02-19,154.35
2015-02-20,154.1
2015-02-23,157.2
2015-02-24,158.6
2015-02-25,156.45
2015-02-26,156.05
2015-02-27,156.15
2015-02-28,153.0
2015-03-02,157.05
2015-03-03,157.15
2015-03-04,156.0
2015-03-05,158.2
2015-03-09,157.1
2015-03-10,157.5
2015-03-11,155.4
2015-03-12,161.5
2015-03-13,157.1
2015-03-16,156.7
2015-03-17,158.6
2015-03-18,157.05
2015-03-19,157.05
2015-03-20,157.0
2015-03-23,157.0
2015-03-24,156.2
2015-03-25,153.05
2015-03-26,150.55
2015-03-27,145.45
2015-03-30,152.1
2015-03-31,152.2
2015-04-01,153.25
2015-04-06,156.5
2015-04-07,156.25
2015-04-08,169.15
2015-04-09,172.0
2015-04-10,167.4
2015-04-13,166.95
2015-04-15,164.1
2015-04-16,161.95
2015-04-17,158.75
2015-04-20,154.4
2015-04-21,154.05
2015-04-22,157.5
2015-04-23,159.85
2015-04-24,153.05
2015-04-27,153.15
2015-04-28,153.2
2015-04-29,153.0
2015-04-30,153.55
2015-05-04,156.05
2015-05-05,154.75
2015-05-06,153.0
2015-05-07,151.1
2015-05-08,152.15
2015-05-11,154.35
2015-05-12,153.0
2015-05-13,153.2
2015-05-14,153.1
2015-05-15,153.1
2015-05-18,154.45
2015-05-19,154.8
2015-05-20,154.6
2015-05-21,158.25
2015-05-22,157.75
2015-05-25,155.1
2015-05-26,158.85
2015-05-27,157.35
2015-05-28,156.4
2015-05-29,154.7
2015-06-01,153.0
2015-06-02,153.1
2015-06-03,154.15
2015-06-04,154.15
2015-06-05,153.15
2015-06-08,151.2
2015-06-09,147.25
2015-06-10,148.75
2015-06-11,147.65
2015-06-12,145.8
2015-06-15,148.7
2015-06-16,148.5
2015-06-17,150.15
2015-06-18,149.5
2015-06-19,150.3
2015-06-22,151.85
2015-06-23,150.45
2015-06-24,150.0
2015-06-25,149.5
2015-06-26,149.05
2015-06-29,147.35
2015-06-30,149.6
2015-07-01,152.45
2015-07-02,153.0
2015-07-03,155.95
2015-07-06,157.3
2015-07-07,156.1
2015-07-08,154.45
2015-07-09,154.5
2015-07-10,153.25
2015-07-13,158.6
2015-07-14,159.05
2015-07-15,163.5
2015-07-16,165.05
2015-07-17,167.9
2015-07-20,174.4
2015-07-21,166.55
2015-07-22,167.75
2015-07-23,167.85
2015-07-24,165.0
2015-07-27,161.25
2015-07-28,163.95
2015-07-29,165.5
2015-07-30,165.9
2015-07-31,165.85
2015-08-03,167.7
2015-08-04,182.75
2015-08-05,174.45
2015-08-06,191.5
2015-08-07,189.45
2015-08-10,183.0
2015-08-11,186.55
2015-08-12,191.95
2015-08-13,191.15
2015-08-14,191.35
2015-08-17,190.2
2015-08-18,187.6
2015-08-19,215.9
2015-08-20,204.3
2015-08-21,203.85
2015-08-24,190.95
2015-08-25,180.25
2015-08-26,183.55
2015-08-27,192.3
2015-08-28,194.45
2015-08-31,202.0
2015-09-01,202.35
2015-09-02,206.6
2015-09-03,209.45
2015-09-04,200.9
2015-09-07,193.95
2015-09-08,187.0
2015-09-09,193.45
2015-09-10,193.8
2015-09-11,206.05
2015-09-14,214.2
2015-09-15,206.2
2015-09-16,204.45
2015-09-18,206.2
2015-09-21,207.35
2015-09-22,211.15
2015-09-23,219.35
2015-09-24,237.7
2015-09-28,234.55
2015-09-29,232.05
2015-09-30,238.6
2015-10-01,240.8
2015-10-05,254.7
2015-10-06,270.95
2015-10-07,257.75
2015-10-08,263.05
2015-10-09,261.15
2015-10-12,254.4
2015-10-13,252.7
2015-10-14,252.2
2015-10-15,246.65
2015-10-16,248.0
2015-10-19,251.65
2015-10-20,262.9
2015-10-21,266.0
2015-10-23,262.65
2015-10-26,255.65
2015-10-27,249.3
2015-10-28,246.2
2015-10-29,242.2
2015-10-30,240.25
2015-11-02,232.7
2015-11-03,235.95
2015-11-04,241.3
2015-11-05,236.7
2015-11-06,230.7
2015-11-09,228.35
2015-11-10,227.8
2015-11-11,231.3
2015-11-13,225.2
2015-11-16,221.6
2015-11-17,222.9
2015-11-18,230.45
2015-11-19,232.4
2015-11-20,230.1
2015-11-23,229.75
2015-11-24,228.65
2015-11-26,228.25
2015-11-27,227.9
2015-11-30,243.7
2015-12-01,243.6
2015-12-02,239.25
2015-12-03,238.35
2015-12-04,231.2
2015-12-07,233.2
2015-12-08,230.05
2015-12-09,222.95
2015-12-10,227.15
2015-12-11,227.85
2015-12-14,230.75
2015-12-15,233.4
2015-12-16,229.4
2015-12-17,231.25
2015-12-18,233.45
2015-12-21,233.45
2015-12-22,231.75
2015-12-23,229.4
2015-12-24,226.9
2015-12-28,228.5
2015-12-29,231.6
2015-12-30,231.2
2015-12-31,230.95
