Date,M50
2015-01-01,78.62
2015-01-02,80.0
2015-01-05,80.2
2015-01-06,77.75
2015-01-07,77.36
2015-01-08,78.06
2015-01-09,78.51
2015-01-12,78.77
2015-01-13,78.99
2015-01-14,78.54
2015-01-15,81.0
2015-01-16,80.83
2015-01-19,81.38
2015-01-20,82.81
2015-01-21,83.8
2015-01-22,82.5
2015-01-23,83.64
2015-01-27,84.19
2015-01-28,84.27
2015-01-29,84.76
2015-01-30,83.52
2015-02-02,83.08
2015-02-03,82.83
2015-02-04,83.08
2015-02-05,82.06
2015-02-06,82.14
2015-02-09,81.27
2015-02-10,82.49
2015-02-11,83.25
2015-02-12,82.9
2015-02-13,83.4
2015-02-16,84.19
2015-02-18,84.37
2015-02-19,84.84
2015-02-20,84.0
2015-02-23,85.24
2015-02-24,83.58
2015-02-25,82.99
2015-02-26,82.23
2015-02-27,83.7
2015-02-28,84.16
2015-03-02,84.75
2015-03-03,85.02
2015-03-04,84.82
2015-03-05,84.33
2015-03-09,83.85
2015-03-10,82.69
2015-03-11,82.57
2015-03-12,83.21
2015-03-13,81.48
2015-03-16,82.01
2015-03-17,82.14
2015-03-18,82.12
2015-03-19,81.88
2015-03-20,81.62
2015-03-23,80.96
2015-03-24,81.2
2015-03-25,81.04
2015-03-26,79.67
2015-03-27,79.01
2015-03-30,79.93
2015-03-31,80.18
2015-04-01,81.43
2015-04-06,81.92
2015-04-07,82.3
2015-04-08,82.73
2015-04-09,83.6
2015-04-10,83.43
2015-04-13,83.73
2015-04-15,84.0
2015-04-16,82.49
2015-04-17,82.18
2015-04-20,81.5
2015-04-21,79.83
2015-04-22,80.72
2015-04-23,81.33
2015-04-24,79.82
2015-04-27,79.47
2015-04-28,79.3
2015-04-29,78.45
2015-04-30,77.67
2015-05-04,79.04
2015-05-05,78.69
2015-05-06,77.06
2015-05-07,76.6
2015-05-08,77.11
2015-05-11,79.42
2015-05-12,77.97
2015-05-13,77.75
2015-05-14,78.01
2015-05-15,78.57
2015-05-18,79.1
2015-05-19,79.37
2015-05-20,80.03
2015-05-21,80.25
2015-05-22,80.99
2015-05-25,80.35
2015-05-26,79.03
2015-05-27,79.24
2015-05-28,78.85
2015-05-29,79.52
2015-06-01,80.25
2015-06-02,78.16
2015-06-03,77.04
2015-06-04,77.27
2015-06-05,77.2
2015-06-08,76.06
2015-06-09,76.25
2015-06-10,77.62
2015-06-11,76.43
2015-06-12,75.79
2015-06-15,76.51
2015-06-16,76.54
2015-06-17,77.12
2015-06-18,77.61
2015-06-19,78.24
2015-06-22,79.36
2015-06-23,79.88
2015-06-24,79.21
2015-06-25,79.96
2015-06-26,79.95
2015-06-29,78.96
2015-06-30,79.94
2015-07-01,80.64
2015-07-02,80.79
2015-07-03,80.74
2015-07-06,81.02
2015-07-07,80.7
2015-07-08,79.69
2015-07-09,79.5
2015-07-10,79.7
2015-07-13,80.65
2015-07-14,80.49
2015-07-15,81.37
2015-07-16,82.08
2015-07-17,82.15
2015-07-20,81.99
2015-07-21,81.52
2015-07-22,82.25
2015-07-23,82.05
2015-07-24,81.44
2015-07-27,80.49
2015-07-28,79.58
2015-07-29,79.91
2015-07-30,80.32
2015-07-31,81.5
2015-08-03,82.5
2015-08-04,81.56
2015-08-05,81.93
2015-08-06,82.31
2015-08-07,82.1
2015-08-10,82.0
2015-08-11,80.65
2015-08-12,80.02
2015-08-13,79.6
2015-08-14,80.99
2015-08-17,81.25
2015-08-18,81.0
2015-08-19,79.69
2015-08-20,79.95
2015-08-21,79.85
2015-08-24,74.75
2015-08-25,75.93
2015-08-26,75.0
2015-08-27,75.99
2015-08-28,77.17
2015-08-31,76.24
2015-09-01,74.92
2015-09-02,74.37
2015-09-03,74.72
2015-09-04,73.98
2015-09-07,72.2
2015-09-08,73.41
2015-09-09,74.75
2015-09-10,74.75
2015-09-11,74.5
2015-09-14,74.53
2015-09-15,75.1
2015-09-16,75.5
2015-09-18,75.93
2015-09-21,76.33
2015-09-22,74.03
2015-09-23,74.53
2015-09-24,75.03
2015-09-28,74.56
2015-09-29,74.67
2015-09-30,75.7
2015-10-01,76.0
2015-10-05,77.54
2015-10-06,78.0
2015-10-07,78.22
2015-10-08,77.86
2015-10-09,78.16
2015-10-12,78.4
2015-10-13,77.4
2015-10-14,77.4
2015-10-15,78.08
2015-10-16,78.41
2015-10-19,78.91
2015-10-20,79.4
2015-10-21,79.0
2015-10-23,79.0
2015-10-26,78.83
2015-10-27,78.55
2015-10-28,77.43
2015-10-29,77.93
2015-10-30,77.11
2015-11-02,77.42
2015-11-03,76.7
2015-11-04,76.8
2015-11-05,76.65
2015-11-06,76.1
2015-11-09,75.79
2015-11-10,74.99
2015-11-11,75.99
2015-11-13,74.64
2015-11-16,75.02
2015-11-17,74.89
2015-11-18,74.5
2015-11-19,74.88
2015-11-20,75.11
2015-11-23,75.1
2015-11-24,74.7
2015-11-26,75.2
2015-11-27,75.16
2015-11-30,76.11
2015-12-01,76.12
2015-12-02,75.99
2015-12-03,75.35
2015-12-04,73.91
2015-12-07,74.75
2015-12-08,74.2
2015-12-09,73.38
2015-12-10,72.7
2015-12-11,72.63
2015-12-14,72.96
2015-12-15,73.98
2015-12-16,73.99
2015-12-17,74.55
2015-12-18,73.71
2015-12-21,75.0
2015-12-22,74.58
2015-12-23,74.42
2015-12-24,75.0
2015-12-28,74.79
2015-12-29,76.08
2015-12-30,75.43
2015-12-31,75.67
