Date,NBCC
2015-01-01,821.8
2015-01-02,827.3
2015-01-05,827.6
2015-01-06,787.0
2015-01-07,788.9
2015-01-08,805.2
2015-01-09,829.1
2015-01-12,823.05
2015-01-13,822.5
2015-01-14,814.15
2015-01-15,819.6
2015-01-16,827.95
2015-01-19,821.35
2015-01-20,824.7
2015-01-21,826.6
2015-01-22,831.85
2015-01-23,820.45
2015-01-27,812.7
2015-01-28,865.75
2015-01-29,868.95
2015-01-30,880.35
2015-02-02,892.25
2015-02-03,878.15
2015-02-04,856.75
2015-02-05,838.85
2015-02-06,807.0
2015-02-09,709.3
2015-02-10,726.5
2015-02-11,741.4
2015-02-12,736.65
2015-02-13,732.95
2015-02-16,725.8
2015-02-18,753.25
2015-02-19,813.45
2015-02-20,803.45
2015-02-23,835.0
2015-02-24,839.35
2015-02-25,844.5
2015-02-26,847.9
2015-02-27,853.45
2015-02-28,867.7
2015-03-02,932.8
2015-03-03,945.75
2015-03-04,1016.45
2015-03-05,1060.95
2015-03-09,1021.7
2015-03-10,1010.3
2015-03-11,990.75
2015-03-12,1002.7
2015-03-13,1009.8
2015-03-16,1006.3
2015-03-17,1022.6
2015-03-18,1008.05
2015-03-19,998.6
2015-03-20,961.05
2015-03-23,958.7
2015-03-24,951.85
2015-03-25,916.8
2015-03-26,921.5
2015-03-27,912.8
2015-03-30,957.6
2015-03-31,957.0
2015-04-01,976.7
2015-04-06,983.05
2015-04-07,984.8
2015-04-08,998.7
2015-04-09,985.6
2015-04-10,988.65
2015-04-13,966.15
2015-04-15,920.05
2015-04-16,905.4
2015-04-17,894.65
2015-04-20,871.0
2015-04-21,861.15
2015-04-22,858.65
2015-04-23,849.55
2015-04-24,784.1
2015-04-27,726.05
2015-04-28,763.85
2015-04-29,797.35
2015-04-30,783.7
2015-05-04,798.3
2015-05-05,790.05
2015-05-06,752.45
2015-05-07,720.55
2015-05-08,756.95
2015-05-11,775.9
2015-05-12,752.2
2015-05-13,767.8
2015-05-14,769.35
2015-05-15,773.2
2015-05-18,788.05
2015-05-19,811.4
2015-05-20,819.65
2015-05-21,811.0
2015-05-22,807.0
2015-05-25,809.1
2015-05-26,793.45
2015-05-27,767.45
2015-05-28,780.0
2015-05-29,771.3
2015-06-01,774.95
2015-06-02,757.15
2015-06-03,717.05
2015-06-04,723.15
2015-06-05,720.6
2015-06-08,713.85
2015-06-09,708.2
2015-06-10,739.75
2015-06-11,742.35
2015-06-12,753.4
2015-06-15,756.4
2015-06-16,770.55
2015-06-17,770.7
2015-06-18,777.95
2015-06-19,778.85
2015-06-22,782.4
2015-06-23,798.9
2015-06-24,805.0
2015-06-25,882.3
2015-06-26,927.15
2015-06-29,899.55
2015-06-30,904.85
2015-07-01,988.4
2015-07-02,980.05
2015-07-03,970.8
2015-07-06,982.2
2015-07-07,989.25
2015-07-08,966.8
2015-07-09,969.85
2015-07-10,966.4
2015-07-13,981.0
2015-07-14,982.85
2015-07-15,974.65
2015-07-16,997.5
2015-07-17,1010.25
2015-07-20,1025.25
2015-07-21,1003.3
2015-07-22,1003.95
2015-07-23,1058.25
2015-07-24,1049.75
2015-07-27,1015.95
2015-07-28,1009.35
2015-07-29,1011.75
2015-07-30,1011.0
2015-07-31,1028.2
2015-08-03,1061.25
2015-08-04,1057.75
2015-08-05,1189.85
2015-08-06,1139.5
2015-08-07,1133.35
2015-08-10,1140.75
2015-08-11,1102.95
2015-08-12,1064.75
2015-08-13,997.35
2015-08-14,1027.85
2015-08-17,1022.6
2015-08-18,1037.5
2015-08-19,1029.7
2015-08-20,1031.1
2015-08-21,999.8
2015-08-24,902.8
2015-08-25,918.9
2015-08-26,938.3
2015-08-27,976.6
2015-08-28,984.5
2015-08-31,977.3
2015-09-01,956.8
2015-09-02,969.45
2015-09-03,991.8
2015-09-04,968.0
2015-09-07,943.7
2015-09-08,945.6
2015-09-09,959.2
2015-09-10,940.65
2015-09-11,939.7
2015-09-14,942.05
2015-09-15,923.6
2015-09-16,915.05
2015-09-18,929.5
2015-09-21,940.35
2015-09-22,923.8
2015-09-23,929.8
2015-09-24,936.95
2015-09-28,943.95
2015-09-29,957.5
2015-09-30,959.5
2015-10-01,956.6
2015-10-05,973.7
2015-10-06,982.95
2015-10-07,977.0
2015-10-08,980.6
2015-10-09,1013.2
2015-10-12,1009.3
2015-10-13,1012.8
2015-10-14,1014.6
2015-10-15,1013.15
2015-10-16,1017.0
2015-10-19,1020.6
2015-10-20,1000.45
2015-10-21,984.1
2015-10-23,971.9
2015-10-26,957.3
2015-10-27,941.95
2015-10-28,956.4
2015-10-29,938.35
2015-10-30,932.2
2015-11-02,948.2
2015-11-03,944.2
2015-11-04,944.75
2015-11-05,930.1
2015-11-06,922.1
2015-11-09,894.4
2015-11-10,895.05
2015-11-11,908.75
2015-11-13,892.35
2015-11-16,908.7
2015-11-17,906.55
2015-11-18,908.15
2015-11-19,929.6
2015-11-20,935.15
2015-11-23,940.0
2015-11-24,994.35
2015-11-26,1001.35
2015-11-27,996.75
2015-11-30,1007.35
2015-12-01,999.45
2015-12-02,998.15
2015-12-03,984.25
2015-12-04,968.2
2015-12-07,973.35
2015-12-08,947.0
2015-12-09,920.95
2015-12-10,945.35
2015-12-11,948.0
2015-12-14,958.0
2015-12-15,993.6
2015-12-16,981.75
2015-12-17,999.0
2015-12-18,994.15
2015-12-21,989.95
2015-12-22,1006.25
2015-12-23,998.55
2015-12-24,991.7
2015-12-28,996.7
2015-12-29,992.2
2015-12-30,985.15
2015-12-31,989.65
