Date,KALPATPOWR
2015-01-01,229.1
2015-01-02,235.0
2015-01-05,232.55
2015-01-06,221.45
2015-01-07,229.3
2015-01-08,244.3
2015-01-09,237.25
2015-01-12,241.3
2015-01-13,234.9
2015-01-14,227.6
2015-01-15,234.85
2015-01-16,236.6
2015-01-19,233.65
2015-01-20,233.1
2015-01-21,241.7
2015-01-22,237.05
2015-01-23,237.5
2015-01-27,238.9
2015-01-28,237.7
2015-01-29,236.3
2015-01-30,233.55
2015-02-02,237.65
2015-02-03,237.85
2015-02-04,237.25
2015-02-05,238.05
2015-02-06,230.55
2015-02-09,228.75
2015-02-10,228.9
2015-02-11,227.05
2015-02-12,229.85
2015-02-13,236.8
2015-02-16,233.15
2015-02-18,233.3
2015-02-19,237.35
2015-02-20,240.35
2015-02-23,240.15
2015-02-24,235.9
2015-02-25,236.3
2015-02-26,236.9
2015-02-27,237.0
2015-02-28,236.0
2015-03-02,240.15
2015-03-03,242.85
2015-03-04,225.75
2015-03-05,229.7
2015-03-09,224.55
2015-03-10,228.15
2015-03-11,225.55
2015-03-12,228.4
2015-03-13,218.15
2015-03-16,214.35
2015-03-17,219.5
2015-03-18,224.35
2015-03-19,226.0
2015-03-20,216.45
2015-03-23,210.65
2015-03-24,209.0
2015-03-25,204.85
2015-03-26,206.45
2015-03-27,210.1
2015-03-30,218.9
2015-03-31,219.45
2015-04-01,227.6
2015-04-06,225.4
2015-04-07,225.0
2015-04-08,225.25
2015-04-09,227.65
2015-04-10,229.1
2015-04-13,234.35
2015-04-15,245.5
2015-04-16,241.95
2015-04-17,238.25
2015-04-20,230.15
2015-04-21,236.9
2015-04-22,232.65
2015-04-23,241.35
2015-04-24,237.65
2015-04-27,226.0
2015-04-28,228.75
2015-04-29,235.15
2015-04-30,230.6
2015-05-04,234.8
2015-05-05,229.9
2015-05-06,228.2
2015-05-07,224.0
2015-05-08,227.1
2015-05-11,226.35
2015-05-12,218.25
2015-05-13,222.05
2015-05-14,223.7
2015-05-15,226.95
2015-05-18,227.8
2015-05-19,227.35
2015-05-20,223.35
2015-05-21,223.85
2015-05-22,227.95
2015-05-25,228.0
2015-05-26,227.7
2015-05-27,227.2
2015-05-28,220.25
2015-05-29,227.45
2015-06-01,221.15
2015-06-02,224.15
2015-06-03,216.05
2015-06-04,218.7
2015-06-05,222.65
2015-06-08,220.1
2015-06-09,218.6
2015-06-10,229.8
2015-06-11,227.35
2015-06-12,232.45
2015-06-15,237.45
2015-06-16,237.45
2015-06-17,231.85
2015-06-18,249.0
2015-06-19,254.0
2015-06-22,263.3
2015-06-23,262.85
2015-06-24,253.65
2015-06-25,258.0
2015-06-26,258.85
2015-06-29,253.2
2015-06-30,260.75
2015-07-01,257.4
2015-07-02,255.45
2015-07-03,258.0
2015-07-06,261.65
2015-07-07,268.55
2015-07-08,261.8
2015-07-09,268.45
2015-07-10,271.35
2015-07-13,272.55
2015-07-14,263.3
2015-07-15,268.85
2015-07-16,269.1
2015-07-17,269.3
2015-07-20,272.0
2015-07-21,267.55
2015-07-22,268.75
2015-07-23,268.05
2015-07-24,265.25
2015-07-27,264.2
2015-07-28,268.6
2015-07-29,271.35
2015-07-30,278.75
2015-07-31,271.3
2015-08-03,273.7
2015-08-04,272.55
2015-08-05,285.9
2015-08-06,280.0
2015-08-07,275.5
2015-08-10,276.0
2015-08-11,269.15
2015-08-12,257.55
2015-08-13,261.45
2015-08-14,267.45
2015-08-17,263.75
2015-08-18,264.55
2015-08-19,268.05
2015-08-20,262.6
2015-08-21,260.15
2015-08-24,230.75
2015-08-25,242.85
2015-08-26,247.9
2015-08-27,252.15
2015-08-28,248.8
2015-08-31,249.0
2015-09-01,247.85
2015-09-02,244.95
2015-09-03,243.45
2015-09-04,235.05
2015-09-07,230.05
2015-09-08,235.9
2015-09-09,243.8
2015-09-10,242.5
2015-09-11,241.8
2015-09-14,239.1
2015-09-15,239.4
2015-09-16,238.55
2015-09-18,241.4
2015-09-21,241.4
2015-09-22,240.95
2015-09-23,237.4
2015-09-24,239.75
2015-09-28,241.65
2015-09-29,247.9
2015-09-30,254.15
2015-10-01,264.7
2015-10-05,266.75
2015-10-06,259.15
2015-10-07,251.8
2015-10-08,252.7
2015-10-09,260.1
2015-10-12,258.65
2015-10-13,261.45
2015-10-14,265.95
2015-10-15,269.7
2015-10-16,264.85
2015-10-19,265.3
2015-10-20,263.5
2015-10-21,259.35
2015-10-23,263.7
2015-10-26,268.05
2015-10-27,263.15
2015-10-28,260.5
2015-10-29,262.4
2015-10-30,260.25
2015-11-02,264.6
2015-11-03,266.6
2015-11-04,270.5
2015-11-05,266.3
2015-11-06,259.85
2015-11-09,252.3
2015-11-10,247.2
2015-11-11,248.85
2015-11-13,249.4
2015-11-16,246.4
2015-11-17,246.75
2015-11-18,254.15
2015-11-19,255.5
2015-11-20,251.55
2015-11-23,255.55
2015-11-24,262.0
2015-11-26,261.2
2015-11-27,277.8
2015-11-30,277.8
2015-12-01,271.9
2015-12-02,275.95
2015-12-03,274.75
2015-12-04,264.05
2015-12-07,257.0
2015-12-08,251.65
2015-12-09,246.85
2015-12-10,246.2
2015-12-11,242.2
2015-12-14,241.65
2015-12-15,249.0
2015-12-16,248.9
2015-12-17,250.35
2015-12-18,252.3
2015-12-21,254.35
2015-12-22,257.9
2015-12-23,266.8
2015-12-24,263.9
2015-12-28,258.65
2015-12-29,255.45
2015-12-30,259.1
2015-12-31,256.45
