Date,NHPC
2015-01-01,18.9
2015-01-02,19.05
2015-01-05,18.9
2015-01-06,18.5
2015-01-07,18.25
2015-01-08,18.6
2015-01-09,18.55
2015-01-12,18.6
2015-01-13,18.55
2015-01-14,19.6
2015-01-15,19.5
2015-01-16,19.35
2015-01-19,19.3
2015-01-20,19.1
2015-01-21,19.1
2015-01-22,19.9
2015-01-23,19.85
2015-01-27,19.65
2015-01-28,20.05
2015-01-29,19.7
2015-01-30,19.25
2015-02-02,19.55
2015-02-03,19.9
2015-02-04,20.0
2015-02-05,20.05
2015-02-06,20.0
2015-02-09,19.85
2015-02-10,19.8
2015-02-11,20.05
2015-02-12,20.75
2015-02-13,20.9
2015-02-16,20.65
2015-02-18,20.85
2015-02-19,20.9
2015-02-20,20.85
2015-02-23,21.0
2015-02-24,20.95
2015-02-25,21.0
2015-02-26,20.75
2015-02-27,21.25
2015-02-28,21.25
2015-03-02,21.0
2015-03-03,21.05
2015-03-04,20.45
2015-03-05,20.15
2015-03-09,19.8
2015-03-10,19.6
2015-03-11,19.7
2015-03-12,19.9
2015-03-13,19.65
2015-03-16,19.4
2015-03-17,19.4
2015-03-18,19.55
2015-03-19,19.8
2015-03-20,19.7
2015-03-23,19.6
2015-03-24,19.35
2015-03-25,19.5
2015-03-26,19.5
2015-03-27,19.75
2015-03-30,19.85
2015-03-31,19.8
2015-04-01,20.05
2015-04-06,20.05
2015-04-07,20.05
2015-04-08,20.3
2015-04-09,20.3
2015-04-10,20.65
2015-04-13,20.95
2015-04-15,20.75
2015-04-16,20.7
2015-04-17,20.6
2015-04-20,20.25
2015-04-21,20.25
2015-04-22,20.25
2015-04-23,20.15
2015-04-24,20.05
2015-04-27,19.85
2015-04-28,19.75
2015-04-29,19.65
2015-04-30,19.75
2015-05-04,20.0
2015-05-05,19.9
2015-05-06,19.5
2015-05-07,19.2
2015-05-08,19.3
2015-05-11,19.3
2015-05-12,18.9
2015-05-13,19.0
2015-05-14,19.0
2015-05-15,19.0
2015-05-18,19.0
2015-05-19,19.05
2015-05-20,19.2
2015-05-21,19.35
2015-05-22,19.45
2015-05-25,19.2
2015-05-26,19.25
2015-05-27,19.5
2015-05-28,20.2
2015-05-29,20.15
2015-06-01,20.0
2015-06-02,19.7
2015-06-03,19.1
2015-06-04,18.95
2015-06-05,19.15
2015-06-08,18.85
2015-06-09,19.1
2015-06-10,19.1
2015-06-11,18.85
2015-06-12,19.0
2015-06-15,18.9
2015-06-16,19.0
2015-06-17,19.1
2015-06-18,19.15
2015-06-19,19.75
2015-06-22,19.6
2015-06-23,19.65
2015-06-24,19.75
2015-06-25,20.05
2015-06-26,19.85
2015-06-29,19.6
2015-06-30,19.6
2015-07-01,19.65
2015-07-02,19.55
2015-07-03,19.6
2015-07-06,19.4
2015-07-07,19.4
2015-07-08,19.6
2015-07-09,19.4
2015-07-10,18.95
2015-07-13,19.05
2015-07-14,18.95
2015-07-15,19.05
2015-07-16,19.05
2015-07-17,19.1
2015-07-20,19.05
2015-07-21,19.2
2015-07-22,19.05
2015-07-23,18.95
2015-07-24,18.9
2015-07-27,18.7
2015-07-28,18.75
2015-07-29,18.9
2015-07-30,18.65
2015-07-31,18.9
2015-08-03,19.0
2015-08-04,19.05
2015-08-05,19.05
2015-08-06,18.95
2015-08-07,18.85
2015-08-10,18.75
2015-08-11,18.5
2015-08-12,18.3
2015-08-13,18.0
2015-08-14,18.1
2015-08-17,18.25
2015-08-18,18.35
2015-08-19,18.2
2015-08-20,17.95
2015-08-21,17.75
2015-08-24,16.05
2015-08-25,16.35
2015-08-26,16.45
2015-08-27,16.8
2015-08-28,16.9
2015-08-31,16.45
2015-09-01,16.05
2015-09-02,16.05
2015-09-03,16.45
2015-09-04,16.15
2015-09-07,16.0
2015-09-08,16.2
2015-09-09,16.7
2015-09-10,16.1
2015-09-11,16.1
2015-09-14,16.1
2015-09-15,16.2
2015-09-16,16.15
2015-09-18,16.65
2015-09-21,16.75
2015-09-22,16.65
2015-09-23,16.45
2015-09-24,16.5
2015-09-28,16.35
2015-09-29,16.55
2015-09-30,16.55
2015-10-01,16.7
2015-10-05,16.95
2015-10-06,17.25
2015-10-07,17.2
2015-10-08,17.15
2015-10-09,17.1
2015-10-12,17.5
2015-10-13,17.4
2015-10-14,17.35
2015-10-15,17.3
2015-10-16,17.45
2015-10-19,17.6
2015-10-20,18.05
2015-10-21,18.1
2015-10-23,18.25
2015-10-26,18.0
2015-10-27,18.05
2015-10-28,17.95
2015-10-29,18.1
2015-10-30,18.15
2015-11-02,17.9
2015-11-03,17.95
2015-11-04,17.95
2015-11-05,17.85
2015-11-06,17.6
2015-11-09,17.8
2015-11-10,18.25
2015-11-11,18.3
2015-11-13,18.3
2015-11-16,18.55
2015-11-17,18.45
2015-11-18,18.6
2015-11-19,18.95
2015-11-20,19.05
2015-11-23,19.05
2015-11-24,18.95
2015-11-26,18.85
2015-11-27,18.85
2015-11-30,19.15
2015-12-01,19.95
2015-12-02,20.2
2015-12-03,19.9
2015-12-04,19.4
2015-12-07,19.65
2015-12-08,19.0
2015-12-09,18.7
2015-12-10,19.3
2015-12-11,18.95
2015-12-14,18.75
2015-12-15,18.85
2015-12-16,19.15
2015-12-17,19.6
2015-12-18,19.75
2015-12-21,20.45
2015-12-22,20.1
2015-12-23,20.05
2015-12-24,20.05
2015-12-28,20.1
2015-12-29,20.15
2015-12-30,20.05
2015-12-31,21.05
