Date,ANDHRABANK
2015-01-01,96.45
2015-01-02,96.25
2015-01-05,94.15
2015-01-06,89.35
2015-01-07,88.5
2015-01-08,91.0
2015-01-09,92.3
2015-01-12,94.35
2015-01-13,91.75
2015-01-14,91.25
2015-01-15,94.4
2015-01-16,92.7
2015-01-19,93.35
2015-01-20,93.35
2015-01-21,93.75
2015-01-22,91.95
2015-01-23,91.5
2015-01-27,91.35
2015-01-28,91.8
2015-01-29,90.15
2015-01-30,91.1
2015-02-02,93.75
2015-02-03,91.9
2015-02-04,91.0
2015-02-05,86.6
2015-02-06,86.5
2015-02-09,84.4
2015-02-10,84.8
2015-02-11,86.6
2015-02-12,85.95
2015-02-13,88.0
2015-02-16,87.25
2015-02-18,87.0
2015-02-19,86.25
2015-02-20,88.75
2015-02-23,86.55
2015-02-24,85.3
2015-02-25,84.8
2015-02-26,82.3
2015-02-27,85.25
2015-02-28,85.45
2015-03-02,85.6
2015-03-03,87.1
2015-03-04,84.45
2015-03-05,84.3
2015-03-09,82.25
2015-03-10,82.3
2015-03-11,82.3
2015-03-12,82.7
2015-03-13,80.65
2015-03-16,79.9
2015-03-17,79.45
2015-03-18,81.35
2015-03-19,78.95
2015-03-20,78.95
2015-03-23,78.9
2015-03-24,78.5
2015-03-25,78.5
2015-03-26,76.85
2015-03-27,79.0
2015-03-30,80.5
2015-03-31,79.0
2015-04-01,80.55
2015-04-06,79.4
2015-04-07,79.0
2015-04-08,79.7
2015-04-09,81.9
2015-04-10,81.7
2015-04-13,83.45
2015-04-15,85.35
2015-04-16,83.75
2015-04-17,83.1
2015-04-20,80.4
2015-04-21,79.95
2015-04-22,78.5
2015-04-23,76.8
2015-04-24,74.9
2015-04-27,76.0
2015-04-28,76.65
2015-04-29,76.0
2015-04-30,76.4
2015-05-04,79.55
2015-05-05,78.4
2015-05-06,74.05
2015-05-07,72.65
2015-05-08,75.25
2015-05-11,77.8
2015-05-12,73.85
2015-05-13,76.15
2015-05-14,79.65
2015-05-15,78.7
2015-05-18,77.8
2015-05-19,78.95
2015-05-20,79.05
2015-05-21,77.6
2015-05-22,76.9
2015-05-25,76.9
2015-05-26,76.45
2015-05-27,78.25
2015-05-28,80.55
2015-05-29,80.1
2015-06-01,79.6
2015-06-02,75.2
2015-06-03,71.2
2015-06-04,70.35
2015-06-05,70.7
2015-06-08,68.5
2015-06-09,69.15
2015-06-10,70.0
2015-06-11,68.15
2015-06-12,68.7
2015-06-15,68.15
2015-06-16,68.75
2015-06-17,69.2
2015-06-18,69.75
2015-06-19,70.9
2015-06-22,72.75
2015-06-23,73.35
2015-06-24,71.9
2015-06-25,72.25
2015-06-26,71.4
2015-06-29,69.8
2015-06-30,68.0
2015-07-01,69.95
2015-07-02,69.2
2015-07-03,68.85
2015-07-06,70.05
2015-07-07,70.0
2015-07-08,69.2
2015-07-09,70.8
2015-07-10,71.0
2015-07-13,72.05
2015-07-14,72.15
2015-07-15,72.3
2015-07-16,72.7
2015-07-17,72.55
2015-07-20,70.35
2015-07-21,69.0
2015-07-22,70.85
2015-07-23,70.35
2015-07-24,69.0
2015-07-27,70.5
2015-07-28,70.95
2015-07-29,69.05
2015-07-30,71.45
2015-07-31,74.1
2015-08-03,75.6
2015-08-04,76.75
2015-08-05,76.45
2015-08-06,77.2
2015-08-07,75.7
2015-08-10,74.6
2015-08-11,73.05
2015-08-12,71.45
2015-08-13,71.6
2015-08-14,75.65
2015-08-17,79.65
2015-08-18,78.9
2015-08-19,76.85
2015-08-20,74.05
2015-08-21,74.95
2015-08-24,64.6
2015-08-25,64.75
2015-08-26,63.45
2015-08-27,67.8
2015-08-28,66.15
2015-08-31,67.45
2015-09-01,64.3
2015-09-02,63.3
2015-09-03,64.2
2015-09-04,61.8
2015-09-07,60.15
2015-09-08,61.25
2015-09-09,61.5
2015-09-10,60.15
2015-09-11,61.0
2015-09-14,62.85
2015-09-15,62.05
2015-09-16,62.4
2015-09-18,65.85
2015-09-21,68.3
2015-09-22,65.9
2015-09-23,68.0
2015-09-24,67.4
2015-09-28,67.2
2015-09-29,67.55
2015-09-30,67.0
2015-10-01,66.5
2015-10-05,68.5
2015-10-06,68.65
2015-10-07,68.7
2015-10-08,68.75
2015-10-09,69.2
2015-10-12,70.3
2015-10-13,69.75
2015-10-14,69.05
2015-10-15,69.65
2015-10-16,69.6
2015-10-19,70.0
2015-10-20,69.8
2015-10-21,68.0
2015-10-23,67.75
2015-10-26,66.2
2015-10-27,66.9
2015-10-28,66.05
2015-10-29,66.15
2015-10-30,65.25
2015-11-02,65.8
2015-11-03,65.8
2015-11-04,65.9
2015-11-05,64.7
2015-11-06,66.45
2015-11-09,68.55
2015-11-10,67.65
2015-11-11,68.3
2015-11-13,67.75
2015-11-16,69.2
2015-11-17,68.65
2015-11-18,66.15
2015-11-19,66.75
2015-11-20,66.8
2015-11-23,67.7
2015-11-24,67.7
2015-11-26,66.5
2015-11-27,68.65
2015-11-30,69.1
2015-12-01,69.4
2015-12-02,68.7
2015-12-03,67.55
2015-12-04,66.1
2015-12-07,65.75
2015-12-08,64.2
2015-12-09,63.15
2015-12-10,63.55
2015-12-11,61.7
2015-12-14,62.25
2015-12-15,61.9
2015-12-16,62.35
2015-12-17,63.7
2015-12-18,64.2
2015-12-21,64.4
2015-12-22,63.7
2015-12-23,64.4
2015-12-24,63.9
2015-12-28,64.05
2015-12-29,63.45
2015-12-30,63.2
2015-12-31,65.65
