Date,NAHARINDUS
2015-01-01,57.3
2015-01-02,58.75
2015-01-05,58.4
2015-01-06,57.15
2015-01-07,56.9
2015-01-08,57.5
2015-01-09,57.75
2015-01-12,57.0
2015-01-13,57.15
2015-01-14,57.45
2015-01-15,56.55
2015-01-16,56.55
2015-01-19,56.5
2015-01-20,57.0
2015-01-21,56.05
2015-01-22,56.0
2015-01-23,55.7
2015-01-27,55.1
2015-01-28,54.35
2015-01-29,54.5
2015-01-30,54.05
2015-02-02,54.25
2015-02-03,53.85
2015-02-04,54.65
2015-02-05,53.25
2015-02-06,53.0
2015-02-09,52.1
2015-02-10,52.75
2015-02-11,53.4
2015-02-12,53.15
2015-02-13,52.6
2015-02-16,52.6
2015-02-18,53.0
2015-02-19,53.0
2015-02-20,53.55
2015-02-23,55.1
2015-02-24,53.35
2015-02-25,53.0
2015-02-26,52.9
2015-02-27,53.1
2015-02-28,52.2
2015-03-02,52.5
2015-03-03,53.85
2015-03-04,53.6
2015-03-05,52.7
2015-03-09,51.2
2015-03-10,51.2
2015-03-11,50.75
2015-03-12,51.45
2015-03-13,49.15
2015-03-16,47.4
2015-03-17,47.9
2015-03-18,46.9
2015-03-19,47.35
2015-03-20,44.85
2015-03-23,44.6
2015-03-24,46.0
2015-03-25,43.5
2015-03-26,42.4
2015-03-27,43.95
2015-03-30,43.5
2015-03-31,44.0
2015-04-01,44.9
2015-04-06,45.0
2015-04-07,46.0
2015-04-08,55.2
2015-04-09,55.35
2015-04-10,56.25
2015-04-13,55.9
2015-04-15,55.75
2015-04-16,54.4
2015-04-17,53.4
2015-04-20,54.0
2015-04-21,54.0
2015-04-22,53.05
2015-04-23,53.7
2015-04-24,53.5
2015-04-27,52.0
2015-04-28,53.75
2015-04-29,53.95
2015-04-30,53.35
2015-05-04,54.55
2015-05-05,53.65
2015-05-06,52.75
2015-05-07,52.65
2015-05-08,52.9
2015-05-11,52.3
2015-05-12,51.75
2015-05-13,54.0
2015-05-14,52.0
2015-05-15,52.0
2015-05-18,52.0
2015-05-19,52.45
2015-05-20,52.2
2015-05-21,51.6
2015-05-22,51.0
2015-05-25,50.3
2015-05-26,49.5
2015-05-27,49.55
2015-05-28,50.45
2015-05-29,50.05
2015-06-01,47.25
2015-06-02,47.65
2015-06-03,48.0
2015-06-04,47.0
2015-06-05,47.25
2015-06-08,47.05
2015-06-09,47.0
2015-06-10,47.05
2015-06-11,47.0
2015-06-12,46.55
2015-06-15,45.0
2015-06-16,44.25
2015-06-17,44.6
2015-06-18,44.55
2015-06-19,44.5
2015-06-22,44.2
2015-06-23,49.2
2015-06-24,49.45
2015-06-25,49.0
2015-06-26,48.0
2015-06-29,47.45
2015-06-30,50.55
2015-07-01,52.2
2015-07-02,50.55
2015-07-03,52.65
2015-07-06,52.5
2015-07-07,54.2
2015-07-08,54.0
2015-07-09,55.0
2015-07-10,53.5
2015-07-13,53.7
2015-07-14,56.1
2015-07-15,57.1
2015-07-16,57.7
2015-07-17,56.1
2015-07-20,57.9
2015-07-21,54.0
2015-07-22,54.0
2015-07-23,54.0
2015-07-24,58.65
2015-07-27,59.0
2015-07-28,57.85
2015-07-29,57.95
2015-07-30,59.9
2015-07-31,60.7
2015-08-03,66.9
2015-08-04,64.55
2015-08-05,65.75
2015-08-06,73.3
2015-08-07,69.25
2015-08-10,66.0
2015-08-11,62.6
2015-08-12,61.85
2015-08-13,55.45
2015-08-14,58.4
2015-08-17,56.15
2015-08-18,57.0
2015-08-19,57.95
2015-08-20,57.0
2015-08-21,54.55
2015-08-24,49.15
2015-08-25,50.5
2015-08-26,49.85
2015-08-27,52.5
2015-08-28,51.35
2015-08-31,50.7
2015-09-01,50.0
2015-09-02,49.75
2015-09-03,49.0
2015-09-04,48.55
2015-09-07,46.55
2015-09-08,47.55
2015-09-09,47.5
2015-09-10,46.15
2015-09-11,47.3
2015-09-14,48.65
2015-09-15,48.25
2015-09-16,47.5
2015-09-18,49.0
2015-09-21,48.55
2015-09-22,49.5
2015-09-23,50.15
2015-09-24,50.5
2015-09-28,49.35
2015-09-29,50.0
2015-09-30,49.3
2015-10-01,49.05
2015-10-05,50.0
2015-10-06,51.75
2015-10-07,56.8
2015-10-08,53.0
2015-10-09,54.9
2015-10-12,53.6
2015-10-13,56.3
2015-10-14,59.05
2015-10-15,58.65
2015-10-16,60.9
2015-10-19,62.7
2015-10-20,62.45
2015-10-21,60.5
2015-10-23,61.15
2015-10-26,62.5
2015-10-27,61.95
2015-10-28,59.3
2015-10-29,58.75
2015-10-30,59.95
2015-11-02,57.85
2015-11-03,58.05
2015-11-04,59.05
2015-11-05,59.05
2015-11-06,58.0
2015-11-09,59.0
2015-11-10,57.35
2015-11-11,58.85
2015-11-13,58.1
2015-11-16,54.6
2015-11-17,56.45
2015-11-18,56.1
2015-11-19,57.55
2015-11-20,56.5
2015-11-23,54.35
2015-11-24,55.5
2015-11-26,55.35
2015-11-27,56.0
2015-11-30,55.65
2015-12-01,58.35
2015-12-02,61.05
2015-12-03,61.05
2015-12-04,59.35
2015-12-07,58.45
2015-12-08,57.0
2015-12-09,54.95
2015-12-10,56.1
2015-12-11,54.0
2015-12-14,54.55
2015-12-15,54.6
2015-12-16,55.25
2015-12-17,56.6
2015-12-18,57.8
2015-12-21,59.6
2015-12-22,60.0
2015-12-23,59.35
2015-12-24,60.15
2015-12-28,61.4
2015-12-29,60.05
2015-12-30,59.45
2015-12-31,59.5
