Date,PENINLAND
2015-01-01,33.5
2015-01-02,33.65
2015-01-05,35.15
2015-01-06,33.8
2015-01-07,33.45
2015-01-08,33.7
2015-01-09,33.1
2015-01-12,33.75
2015-01-13,33.7
2015-01-14,33.75
2015-01-15,34.95
2015-01-16,35.35
2015-01-19,34.85
2015-01-20,35.45
2015-01-21,35.05
2015-01-22,35.45
2015-01-23,36.45
2015-01-27,35.35
2015-01-28,35.75
2015-01-29,36.0
2015-01-30,37.6
2015-02-02,37.75
2015-02-03,36.3
2015-02-04,36.85
2015-02-05,34.75
2015-02-06,34.2
2015-02-09,33.7
2015-02-10,32.95
2015-02-11,33.45
2015-02-12,33.95
2015-02-13,34.45
2015-02-16,34.3
2015-02-18,35.05
2015-02-19,34.25
2015-02-20,34.15
2015-02-23,33.85
2015-02-24,34.1
2015-02-25,34.15
2015-02-26,33.7
2015-02-27,34.1
2015-02-28,34.25
2015-03-02,34.35
2015-03-03,33.8
2015-03-04,33.25
2015-03-05,32.9
2015-03-09,32.4
2015-03-10,32.3
2015-03-11,31.8
2015-03-12,32.1
2015-03-13,31.1
2015-03-16,30.45
2015-03-17,30.1
2015-03-18,29.95
2015-03-19,29.15
2015-03-20,29.1
2015-03-23,28.85
2015-03-24,27.45
2015-03-25,27.2
2015-03-26,27.05
2015-03-27,26.45
2015-03-30,27.65
2015-03-31,27.75
2015-04-01,29.0
2015-04-06,31.0
2015-04-07,29.8
2015-04-08,30.55
2015-04-09,30.5
2015-04-10,30.6
2015-04-13,31.45
2015-04-15,31.05
2015-04-16,29.95
2015-04-17,29.65
2015-04-20,28.65
2015-04-21,28.8
2015-04-22,28.85
2015-04-23,28.65
2015-04-24,28.1
2015-04-27,27.8
2015-04-28,27.95
2015-04-29,27.7
2015-04-30,27.9
2015-05-04,28.8
2015-05-05,28.95
2015-05-06,27.8
2015-05-07,26.25
2015-05-08,27.4
2015-05-11,26.5
2015-05-12,26.0
2015-05-13,25.9
2015-05-14,25.95
2015-05-15,26.5
2015-05-18,27.1
2015-05-19,26.9
2015-05-20,27.0
2015-05-21,26.85
2015-05-22,26.9
2015-05-25,26.45
2015-05-26,27.0
2015-05-27,27.0
2015-05-28,26.4
2015-05-29,26.5
2015-06-01,26.55
2015-06-02,26.0
2015-06-03,25.35
2015-06-04,24.5
2015-06-05,23.75
2015-06-08,23.7
2015-06-09,23.3
2015-06-10,23.95
2015-06-11,23.25
2015-06-12,22.5
2015-06-15,22.65
2015-06-16,22.9
2015-06-17,22.85
2015-06-18,22.85
2015-06-19,22.7
2015-06-22,24.2
2015-06-23,24.45
2015-06-24,23.95
2015-06-25,23.85
2015-06-26,23.65
2015-06-29,23.05
2015-06-30,23.1
2015-07-01,23.1
2015-07-02,22.95
2015-07-03,23.0
2015-07-06,23.0
2015-07-07,23.4
2015-07-08,23.15
2015-07-09,22.95
2015-07-10,22.9
2015-07-13,23.0
2015-07-14,22.95
2015-07-15,24.25
2015-07-16,24.45
2015-07-17,24.05
2015-07-20,23.9
2015-07-21,23.0
2015-07-22,23.75
2015-07-23,23.9
2015-07-24,25.45
2015-07-27,24.85
2015-07-28,24.85
2015-07-29,24.95
2015-07-30,25.0
2015-07-31,25.65
2015-08-03,25.7
2015-08-04,25.55
2015-08-05,25.2
2015-08-06,25.1
2015-08-07,25.3
2015-08-10,26.25
2015-08-11,25.45
2015-08-12,24.45
2015-08-13,24.6
2015-08-14,25.25
2015-08-17,25.2
2015-08-18,25.55
2015-08-19,26.25
2015-08-20,25.35
2015-08-21,25.65
2015-08-24,23.3
2015-08-25,23.1
2015-08-26,22.95
2015-08-27,23.5
2015-08-28,23.35
2015-08-31,23.05
2015-09-01,22.35
2015-09-02,22.15
2015-09-03,22.25
2015-09-04,20.8
2015-09-07,21.2
2015-09-08,22.0
2015-09-09,22.95
2015-09-10,22.1
2015-09-11,21.95
2015-09-14,21.55
2015-09-15,21.8
2015-09-16,21.6
2015-09-18,21.7
2015-09-21,21.7
2015-09-22,21.7
2015-09-23,21.8
2015-09-24,21.8
2015-09-28,22.0
2015-09-29,22.55
2015-09-30,22.9
2015-10-01,22.8
2015-10-05,23.75
2015-10-06,23.7
2015-10-07,23.9
2015-10-08,24.15
2015-10-09,24.4
2015-10-12,24.45
2015-10-13,23.85
2015-10-14,24.15
2015-10-15,24.05
2015-10-16,23.9
2015-10-19,24.0
2015-10-20,23.9
2015-10-21,23.85
2015-10-23,23.55
2015-10-26,22.95
2015-10-27,22.4
2015-10-28,22.4
2015-10-29,22.25
2015-10-30,24.2
2015-11-02,23.05
2015-11-03,22.7
2015-11-04,22.8
2015-11-05,22.35
2015-11-06,23.4
2015-11-09,23.3
2015-11-10,22.85
2015-11-11,23.7
2015-11-13,23.5
2015-11-16,22.95
2015-11-17,22.55
2015-11-18,22.7
2015-11-19,22.65
2015-11-20,22.55
2015-11-23,22.55
2015-11-24,22.1
2015-11-26,22.75
2015-11-27,24.65
2015-11-30,25.35
2015-12-01,26.0
2015-12-02,25.85
2015-12-03,25.0
2015-12-04,23.8
2015-12-07,23.05
2015-12-08,22.6
2015-12-09,22.3
2015-12-10,22.75
2015-12-11,22.35
2015-12-14,22.35
2015-12-15,22.35
2015-12-16,22.8
2015-12-17,22.95
2015-12-18,22.85
2015-12-21,23.0
2015-12-22,22.8
2015-12-23,23.65
2015-12-24,25.05
2015-12-28,24.85
2015-12-29,23.9
2015-12-30,23.8
2015-12-31,23.95
