Date,ENGINERSIN
2015-01-01,228.95
2015-01-02,231.5
2015-01-05,236.05
2015-01-06,222.85
2015-01-07,220.6
2015-01-08,224.4
2015-01-09,224.55
2015-01-12,225.9
2015-01-13,225.95
2015-01-14,223.05
2015-01-15,226.05
2015-01-16,225.45
2015-01-19,226.35
2015-01-20,226.5
2015-01-21,227.05
2015-01-22,226.6
2015-01-23,224.1
2015-01-27,223.6
2015-01-28,222.8
2015-01-29,219.65
2015-01-30,216.5
2015-02-02,218.45
2015-02-03,216.05
2015-02-04,223.55
2015-02-05,217.05
2015-02-06,212.8
2015-02-09,208.85
2015-02-10,209.2
2015-02-11,210.75
2015-02-12,212.95
2015-02-13,212.1
2015-02-16,211.7
2015-02-18,213.6
2015-02-19,215.0
2015-02-20,213.3
2015-02-23,209.2
2015-02-24,209.75
2015-02-25,209.2
2015-02-26,202.8
2015-02-27,207.0
2015-02-28,206.45
2015-03-02,217.75
2015-03-03,222.55
2015-03-04,213.15
2015-03-05,213.0
2015-03-09,207.9
2015-03-10,209.3
2015-03-11,210.35
2015-03-12,210.2
2015-03-13,211.35
2015-03-16,209.4
2015-03-17,208.95
2015-03-18,209.85
2015-03-19,209.05
2015-03-20,208.15
2015-03-23,202.1
2015-03-24,203.2
2015-03-25,200.15
2015-03-26,194.6
2015-03-27,190.35
2015-03-30,195.25
2015-03-31,193.15
2015-04-01,200.55
2015-04-06,198.15
2015-04-07,207.25
2015-04-08,205.8
2015-04-09,208.95
2015-04-10,211.75
2015-04-13,211.0
2015-04-15,211.3
2015-04-16,211.4
2015-04-17,207.3
2015-04-20,199.7
2015-04-21,196.85
2015-04-22,197.25
2015-04-23,200.1
2015-04-24,191.8
2015-04-27,191.65
2015-04-28,189.5
2015-04-29,186.5
2015-04-30,183.55
2015-05-04,184.0
2015-05-05,184.1
2015-05-06,182.55
2015-05-07,181.35
2015-05-08,187.65
2015-05-11,190.2
2015-05-12,188.0
2015-05-13,189.2
2015-05-14,189.9
2015-05-15,192.25
2015-05-18,196.9
2015-05-19,199.2
2015-05-20,196.45
2015-05-21,197.55
2015-05-22,201.35
2015-05-25,198.95
2015-05-26,197.25
2015-05-27,197.0
2015-05-28,199.9
2015-05-29,210.65
2015-06-01,210.45
2015-06-02,205.15
2015-06-03,197.1
2015-06-04,199.8
2015-06-05,194.95
2015-06-08,193.55
2015-06-09,195.1
2015-06-10,198.05
2015-06-11,200.35
2015-06-12,199.0
2015-06-15,204.8
2015-06-16,207.55
2015-06-17,211.0
2015-06-18,223.0
2015-06-19,222.35
2015-06-22,222.3
2015-06-23,226.25
2015-06-24,220.05
2015-06-25,229.45
2015-06-26,230.75
2015-06-29,227.15
2015-06-30,227.4
2015-07-01,236.9
2015-07-02,237.55
2015-07-03,241.35
2015-07-06,243.4
2015-07-07,235.1
2015-07-08,228.45
2015-07-09,227.15
2015-07-10,227.25
2015-07-13,233.35
2015-07-14,236.05
2015-07-15,234.45
2015-07-16,235.95
2015-07-17,235.25
2015-07-20,236.2
2015-07-21,228.35
2015-07-22,231.85
2015-07-23,229.3
2015-07-24,230.05
2015-07-27,224.75
2015-07-28,229.9
2015-07-29,226.8
2015-07-30,232.5
2015-07-31,241.7
2015-08-03,242.4
2015-08-04,240.65
2015-08-05,236.65
2015-08-06,241.4
2015-08-07,241.6
2015-08-10,234.95
2015-08-11,219.35
2015-08-12,208.25
2015-08-13,212.05
2015-08-14,213.9
2015-08-17,213.8
2015-08-18,210.45
2015-08-19,210.7
2015-08-20,206.1
2015-08-21,201.8
2015-08-24,174.3
2015-08-25,172.0
2015-08-26,173.7
2015-08-27,185.0
2015-08-28,186.35
2015-08-31,187.4
2015-09-01,183.15
2015-09-02,179.65
2015-09-03,186.65
2015-09-04,175.6
2015-09-07,176.05
2015-09-08,184.15
2015-09-09,187.05
2015-09-10,185.9
2015-09-11,185.45
2015-09-14,191.35
2015-09-15,189.3
2015-09-16,187.95
2015-09-18,184.7
2015-09-21,189.4
2015-09-22,186.65
2015-09-23,186.6
2015-09-24,187.9
2015-09-28,187.5
2015-09-29,187.25
2015-09-30,191.15
2015-10-01,192.2
2015-10-05,195.75
2015-10-06,199.1
2015-10-07,199.9
2015-10-08,196.65
2015-10-09,196.65
2015-10-12,196.3
2015-10-13,203.0
2015-10-14,209.1
2015-10-15,213.05
2015-10-16,209.1
2015-10-19,210.65
2015-10-20,210.2
2015-10-21,207.2
2015-10-23,202.85
2015-10-26,201.8
2015-10-27,201.55
2015-10-28,201.1
2015-10-29,200.15
2015-10-30,196.4
2015-11-02,195.1
2015-11-03,193.2
2015-11-04,196.2
2015-11-05,189.15
2015-11-06,184.9
2015-11-09,189.85
2015-11-10,188.15
2015-11-11,190.55
2015-11-13,191.45
2015-11-16,190.4
2015-11-17,195.2
2015-11-18,191.55
2015-11-19,212.15
2015-11-20,214.3
2015-11-23,213.05
2015-11-24,210.65
2015-11-26,218.4
2015-11-27,221.35
2015-11-30,218.3
2015-12-01,227.1
2015-12-02,231.3
2015-12-03,227.25
2015-12-04,222.75
2015-12-07,224.95
2015-12-08,217.3
2015-12-09,210.9
2015-12-10,212.35
2015-12-11,207.1
2015-12-14,215.25
2015-12-15,221.0
2015-12-16,218.15
2015-12-17,222.35
2015-12-18,223.8
2015-12-21,222.1
2015-12-22,218.05
2015-12-23,219.15
2015-12-24,227.65
2015-12-28,227.3
2015-12-29,234.5
2015-12-30,235.25
2015-12-31,241.35
