Date,APCOTEXIND
2015-01-01,481.85
2015-01-02,500.15
2015-01-05,527.3
2015-01-06,516.05
2015-01-07,524.1
2015-01-08,549.15
2015-01-09,548.15
2015-01-12,549.0
2015-01-13,554.0
2015-01-14,553.75
2015-01-15,549.4
2015-01-16,545.6
2015-01-19,546.95
2015-01-20,564.4
2015-01-21,557.45
2015-01-22,554.05
2015-01-23,546.65
2015-01-27,546.2
2015-01-28,536.4
2015-01-29,538.55
2015-01-30,532.7
2015-02-02,526.9
2015-02-03,528.65
2015-02-04,532.9
2015-02-05,541.0
2015-02-06,487.15
2015-02-09,453.8
2015-02-10,457.8
2015-02-11,470.0
2015-02-12,474.2
2015-02-13,470.8
2015-02-16,468.3
2015-02-18,464.85
2015-02-19,453.55
2015-02-20,454.9
2015-02-23,450.5
2015-02-24,442.3
2015-02-25,442.45
2015-02-26,431.7
2015-02-27,428.4
2015-02-28,425.15
2015-03-02,452.35
2015-03-03,464.9
2015-03-04,467.85
2015-03-05,475.65
2015-03-09,473.05
2015-03-10,513.55
2015-03-11,514.2
2015-03-12,528.0
2015-03-13,518.95
2015-03-16,511.95
2015-03-17,514.05
2015-03-18,510.65
2015-03-19,512.35
2015-03-20,506.05
2015-03-23,504.55
2015-03-24,500.35
2015-03-25,503.45
2015-03-26,503.55
2015-03-27,504.3
2015-03-30,487.7
2015-03-31,498.25
2015-04-01,495.85
2015-04-06,505.0
2015-04-07,503.5
2015-04-08,502.85
2015-04-09,507.2
2015-04-10,500.35
2015-04-13,494.95
2015-04-15,499.35
2015-04-16,487.05
2015-04-17,476.7
2015-04-20,469.9
2015-04-21,476.4
2015-04-22,468.3
2015-04-23,469.0
2015-04-24,462.75
2015-04-27,440.1
2015-04-28,446.8
2015-04-29,447.7
2015-04-30,448.65
2015-05-04,466.8
2015-05-05,482.05
2015-05-06,460.9
2015-05-07,450.25
2015-05-08,457.35
2015-05-11,470.85
2015-05-12,459.65
2015-05-13,465.05
2015-05-14,463.45
2015-05-15,463.9
2015-05-18,516.25
2015-05-19,509.35
2015-05-20,500.1
2015-05-21,489.15
2015-05-22,483.65
2015-05-25,484.7
2015-05-26,476.0
2015-05-27,477.6
2015-05-28,470.45
2015-05-29,471.1
2015-06-01,475.15
2015-06-02,461.5
2015-06-03,444.7
2015-06-04,442.85
2015-06-05,450.25
2015-06-08,445.85
2015-06-09,443.15
2015-06-10,452.75
2015-06-11,440.0
2015-06-12,435.55
2015-06-15,441.05
2015-06-16,438.0
2015-06-17,444.35
2015-06-18,451.2
2015-06-19,462.4
2015-06-22,461.5
2015-06-23,469.2
2015-06-24,469.15
2015-06-25,480.0
2015-06-26,475.2
2015-06-29,457.3
2015-06-30,458.9
2015-07-01,479.15
2015-07-02,510.65
2015-07-03,505.45
2015-07-06,495.55
2015-07-07,509.05
2015-07-08,501.0
2015-07-09,500.4
2015-07-10,493.05
2015-07-13,503.05
2015-07-14,515.55
2015-07-15,510.95
2015-07-16,510.5
2015-07-17,516.7
2015-07-20,530.75
2015-07-21,522.5
2015-07-22,522.55
2015-07-23,521.55
2015-07-24,567.5
2015-07-27,599.0
2015-07-28,661.35
2015-07-29,668.85
2015-07-30,671.2
2015-07-31,676.35
2015-08-03,610.95
2015-08-04,624.7
2015-08-05,621.65
2015-08-06,606.95
2015-08-07,611.2
2015-08-10,592.85
2015-08-11,580.3
2015-08-12,565.45
2015-08-13,562.05
2015-08-14,568.95
2015-08-17,567.4
2015-08-18,596.6
2015-08-19,584.0
2015-08-20,580.55
2015-08-21,572.75
2015-08-24,532.3
2015-08-25,538.55
2015-08-26,534.1
2015-08-27,543.0
2015-08-28,538.0
2015-08-31,530.1
2015-09-01,511.45
2015-09-02,509.2
2015-09-03,547.05
2015-09-04,531.35
2015-09-07,501.2
2015-09-08,507.7
2015-09-09,515.05
2015-09-10,517.5
2015-09-11,516.05
2015-09-14,540.05
2015-09-15,547.3
2015-09-16,546.8
2015-09-18,562.25
2015-09-21,573.65
2015-09-22,559.45
2015-09-23,270.15
2015-09-24,272.95
2015-09-28,271.55
2015-09-29,266.05
2015-09-30,264.0
2015-10-01,263.7
2015-10-05,265.6
2015-10-06,265.05
2015-10-07,261.55
2015-10-08,259.8
2015-10-09,258.55
2015-10-12,253.95
2015-10-13,256.2
2015-10-14,255.05
2015-10-15,254.9
2015-10-16,259.3
2015-10-19,273.25
2015-10-20,273.4
2015-10-21,274.5
2015-10-23,269.3
2015-10-26,258.6
2015-10-27,254.75
2015-10-28,256.05
2015-10-29,256.55
2015-10-30,250.9
2015-11-02,242.9
2015-11-03,240.65
2015-11-04,237.6
2015-11-05,233.95
2015-11-06,224.15
2015-11-09,229.2
2015-11-10,225.05
2015-11-11,228.05
2015-11-13,224.1
2015-11-16,218.15
2015-11-17,215.55
2015-11-18,214.6
2015-11-19,215.55
2015-11-20,225.45
2015-11-23,232.55
2015-11-24,228.05
2015-11-26,232.9
2015-11-27,236.75
2015-11-30,243.75
2015-12-01,263.65
2015-12-02,262.35
2015-12-03,255.1
2015-12-04,242.35
2015-12-07,240.65
2015-12-08,233.55
2015-12-09,224.0
2015-12-10,226.8
2015-12-11,223.0
2015-12-14,219.25
2015-12-15,226.2
2015-12-16,226.8
2015-12-17,226.5
2015-12-18,226.55
2015-12-21,232.7
2015-12-22,236.0
2015-12-23,240.55
2015-12-24,246.5
2015-12-28,237.8
2015-12-29,241.6
2015-12-30,237.15
2015-12-31,238.0
