Date,MANAKSIA
2015-01-01,55.1
2015-01-02,55.0
2015-01-05,55.05
2015-01-06,53.9
2015-01-07,52.9
2015-01-08,53.55
2015-01-09,53.35
2015-01-12,51.9
2015-01-13,51.35
2015-01-14,50.25
2015-01-15,51.7
2015-01-16,53.2
2015-01-19,52.9
2015-01-20,52.05
2015-01-21,52.05
2015-01-22,51.05
2015-01-23,50.45
2015-01-27,50.65
2015-01-28,48.85
2015-01-29,47.95
2015-01-30,48.6
2015-02-02,48.5
2015-02-03,48.55
2015-02-04,50.75
2015-02-05,50.45
2015-02-06,49.2
2015-02-09,49.5
2015-02-10,49.9
2015-02-11,49.35
2015-02-12,47.45
2015-02-13,48.3
2015-02-16,57.95
2015-02-18,61.7
2015-02-19,62.7
2015-02-20,63.25
2015-02-23,63.0
2015-02-24,62.85
2015-02-25,62.2
2015-02-26,61.65
2015-02-27,62.25
2015-02-28,62.75
2015-03-02,61.1
2015-03-03,61.0
2015-03-04,60.2
2015-03-05,60.55
2015-03-09,60.65
2015-03-10,59.8
2015-03-11,59.5
2015-03-12,60.45
2015-03-13,59.2
2015-03-16,57.8
2015-03-17,58.0
2015-03-18,57.85
2015-03-19,57.0
2015-03-20,56.7
2015-03-23,56.6
2015-03-24,54.65
2015-03-25,55.25
2015-03-26,55.1
2015-03-27,55.55
2015-03-30,54.25
2015-03-31,54.75
2015-04-01,54.25
2015-04-06,52.9
2015-04-07,53.6
2015-04-08,54.15
2015-04-09,54.0
2015-04-10,56.15
2015-04-13,55.5
2015-04-15,56.05
2015-04-16,56.05
2015-04-17,58.05
2015-04-20,56.0
2015-04-21,55.05
2015-04-22,55.05
2015-04-23,54.05
2015-04-24,52.25
2015-04-27,50.0
2015-04-28,50.0
2015-04-29,50.55
2015-04-30,50.3
2015-05-04,51.75
2015-05-05,51.9
2015-05-06,49.9
2015-05-07,49.75
2015-05-08,50.5
2015-05-11,50.65
2015-05-12,49.15
2015-05-13,49.0
2015-05-14,49.6
2015-05-15,48.95
2015-05-18,49.3
2015-05-19,48.95
2015-05-20,49.45
2015-05-21,48.65
2015-05-22,48.35
2015-05-25,48.9
2015-05-26,48.0
2015-05-27,48.1
2015-05-28,48.0
2015-05-29,48.4
2015-06-01,48.2
2015-06-02,46.6
2015-06-03,47.4
2015-06-04,46.65
2015-06-05,47.7
2015-06-08,46.6
2015-06-09,46.95
2015-06-10,46.0
2015-06-11,45.75
2015-06-12,46.0
2015-06-15,46.7
2015-06-16,46.0
2015-06-17,45.7
2015-06-18,45.8
2015-06-19,46.2
2015-06-22,46.35
2015-06-23,46.9
2015-06-24,46.75
2015-06-25,46.6
2015-06-26,45.05
2015-06-29,46.4
2015-06-30,46.0
2015-07-01,46.5
2015-07-02,43.75
2015-07-03,43.7
2015-07-06,44.85
2015-07-07,45.4
2015-07-08,44.8
2015-07-09,45.75
2015-07-10,45.9
2015-07-13,45.35
2015-07-14,47.0
2015-07-15,46.6
2015-07-16,46.85
2015-07-17,46.5
2015-07-20,46.75
2015-07-21,45.15
2015-07-22,45.3
2015-07-23,46.1
2015-07-24,46.15
2015-07-27,45.7
2015-07-28,46.15
2015-07-29,45.55
2015-07-30,46.1
2015-07-31,48.15
2015-08-03,51.5
2015-08-04,56.8
2015-08-05,55.8
2015-08-06,54.8
2015-08-07,54.05
2015-08-10,52.1
2015-08-11,50.05
2015-08-12,51.85
2015-08-13,53.75
2015-08-14,55.15
2015-08-17,54.1
2015-08-18,54.15
2015-08-19,53.5
2015-08-20,51.8
2015-08-21,51.85
2015-08-24,46.4
2015-08-25,46.2
2015-08-26,45.75
2015-08-27,46.35
2015-08-28,46.2
2015-08-31,46.35
2015-09-01,46.35
2015-09-02,45.0
2015-09-03,47.65
2015-09-04,44.6
2015-09-07,42.35
2015-09-08,42.05
2015-09-09,44.05
2015-09-10,44.15
2015-09-11,44.05
2015-09-14,46.0
2015-09-15,44.25
2015-09-16,45.2
2015-09-18,44.25
2015-09-21,45.45
2015-09-22,44.05
2015-09-23,45.0
2015-09-24,44.4
2015-09-28,45.6
2015-09-29,44.95
2015-09-30,45.75
2015-10-01,47.25
2015-10-05,48.0
2015-10-06,47.25
2015-10-07,46.8
2015-10-08,46.05
2015-10-09,46.8
2015-10-12,46.3
2015-10-13,46.45
2015-10-14,46.05
2015-10-15,46.35
2015-10-16,46.2
2015-10-19,46.5
2015-10-20,47.9
2015-10-21,46.8
2015-10-23,46.3
2015-10-26,46.0
2015-10-27,46.95
2015-10-28,45.45
2015-10-29,46.05
2015-10-30,46.3
2015-11-02,46.2
2015-11-03,46.45
2015-11-04,46.8
2015-11-05,48.35
2015-11-06,48.85
2015-11-09,49.65
2015-11-10,46.25
2015-11-11,46.75
2015-11-13,45.7
2015-11-16,45.95
2015-11-17,44.45
2015-11-18,45.7
2015-11-19,45.4
2015-11-20,45.0
2015-11-23,46.0
2015-11-24,49.7
2015-11-26,49.0
2015-11-27,48.9
2015-11-30,47.8
2015-12-01,47.0
2015-12-02,46.5
2015-12-03,46.85
2015-12-04,47.05
2015-12-07,47.3
2015-12-08,46.1
2015-12-09,46.5
2015-12-10,45.95
2015-12-11,45.8
2015-12-14,45.8
2015-12-15,46.35
2015-12-16,48.45
2015-12-17,47.85
2015-12-18,46.85
2015-12-21,47.0
2015-12-22,47.55
2015-12-23,48.3
2015-12-24,47.7
2015-12-28,47.7
2015-12-29,47.55
2015-12-30,47.5
2015-12-31,48.15
