Date,TECHNO
2015-01-01,408.95
2015-01-02,415.8
2015-01-05,405.3
2015-01-06,390.15
2015-01-07,395.8
2015-01-08,410.25
2015-01-09,407.8
2015-01-12,412.15
2015-01-13,414.15
2015-01-14,427.7
2015-01-15,434.6
2015-01-16,433.05
2015-01-19,430.1
2015-01-20,427.4
2015-01-21,415.15
2015-01-22,416.3
2015-01-23,410.25
2015-01-27,402.3
2015-01-28,398.9
2015-01-29,397.2
2015-01-30,399.5
2015-02-02,398.8
2015-02-03,395.25
2015-02-04,405.65
2015-02-05,401.1
2015-02-06,403.15
2015-02-09,391.05
2015-02-10,379.35
2015-02-11,392.35
2015-02-12,410.6
2015-02-13,431.0
2015-02-16,429.9
2015-02-18,427.8
2015-02-19,426.05
2015-02-20,424.2
2015-02-23,416.95
2015-02-24,415.75
2015-02-25,405.6
2015-02-26,397.2
2015-02-27,406.9
2015-02-28,406.9
2015-03-02,416.85
2015-03-03,425.15
2015-03-04,436.05
2015-03-05,436.4
2015-03-09,425.4
2015-03-10,433.8
2015-03-11,424.05
2015-03-12,431.65
2015-03-13,421.25
2015-03-16,426.05
2015-03-17,419.0
2015-03-18,424.65
2015-03-19,424.85
2015-03-20,411.65
2015-03-23,405.5
2015-03-24,399.45
2015-03-25,389.95
2015-03-26,388.25
2015-03-27,377.25
2015-03-30,388.25
2015-03-31,390.4
2015-04-01,388.15
2015-04-06,385.45
2015-04-07,382.35
2015-04-08,401.9
2015-04-09,406.75
2015-04-10,403.25
2015-04-13,396.05
2015-04-15,399.2
2015-04-16,402.95
2015-04-17,408.85
2015-04-20,408.6
2015-04-21,407.7
2015-04-22,408.25
2015-04-23,409.4
2015-04-24,398.05
2015-04-27,377.25
2015-04-28,376.65
2015-04-29,389.4
2015-04-30,389.9
2015-05-04,396.35
2015-05-05,409.75
2015-05-06,398.55
2015-05-07,390.45
2015-05-08,393.95
2015-05-11,400.2
2015-05-12,389.8
2015-05-13,396.0
2015-05-14,401.9
2015-05-15,421.0
2015-05-18,421.3
2015-05-19,420.7
2015-05-20,423.65
2015-05-21,409.9
2015-05-22,434.25
2015-05-25,422.95
2015-05-26,427.95
2015-05-27,422.75
2015-05-28,424.3
2015-05-29,452.85
2015-06-01,450.6
2015-06-02,450.75
2015-06-03,440.75
2015-06-04,439.8
2015-06-05,435.45
2015-06-08,434.85
2015-06-09,430.55
2015-06-10,432.15
2015-06-11,430.45
2015-06-12,420.3
2015-06-15,418.9
2015-06-16,413.8
2015-06-17,442.3
2015-06-18,454.45
2015-06-19,463.7
2015-06-22,477.25
2015-06-23,485.15
2015-06-24,487.5
2015-06-25,489.45
2015-06-26,489.65
2015-06-29,473.65
2015-06-30,479.95
2015-07-01,508.95
2015-07-02,492.6
2015-07-03,490.35
2015-07-06,500.55
2015-07-07,504.1
2015-07-08,507.9
2015-07-09,512.1
2015-07-10,514.6
2015-07-13,510.3
2015-07-14,514.8
2015-07-15,512.2
2015-07-16,518.8
2015-07-17,523.75
2015-07-20,517.65
2015-07-21,521.0
2015-07-22,519.6
2015-07-23,529.65
2015-07-24,520.45
2015-07-27,521.45
2015-07-28,536.15
2015-07-29,542.7
2015-07-30,539.85
2015-07-31,533.75
2015-08-03,528.9
2015-08-04,521.15
2015-08-05,532.75
2015-08-06,523.5
2015-08-07,536.85
2015-08-10,550.1
2015-08-11,526.0
2015-08-12,523.0
2015-08-13,523.35
2015-08-14,536.05
2015-08-17,555.7
2015-08-18,564.65
2015-08-19,553.55
2015-08-20,539.25
2015-08-21,534.6
2015-08-24,525.15
2015-08-25,522.7
2015-08-26,517.5
2015-08-27,525.45
2015-08-28,534.35
2015-08-31,565.4
2015-09-01,549.55
2015-09-02,563.85
2015-09-03,563.9
2015-09-04,563.65
2015-09-07,539.7
2015-09-08,551.9
2015-09-09,540.25
2015-09-10,523.5
2015-09-11,521.4
2015-09-14,524.4
2015-09-15,520.0
2015-09-16,519.6
2015-09-18,519.5
2015-09-21,519.2
2015-09-22,502.0
2015-09-23,497.05
2015-09-24,501.15
2015-09-28,499.15
2015-09-29,499.45
2015-09-30,533.5
2015-10-01,519.75
2015-10-05,528.05
2015-10-06,522.0
2015-10-07,516.9
2015-10-08,522.2
2015-10-09,519.35
2015-10-12,515.8
2015-10-13,512.5
2015-10-14,522.8
2015-10-15,511.7
2015-10-16,512.65
2015-10-19,514.2
2015-10-20,508.45
2015-10-21,505.5
2015-10-23,504.15
2015-10-26,497.9
2015-10-27,499.75
2015-10-28,497.0
2015-10-29,496.8
2015-10-30,488.95
2015-11-02,491.5
2015-11-03,492.35
2015-11-04,505.7
2015-11-05,509.9
2015-11-06,511.3
2015-11-09,500.0
2015-11-10,510.6
2015-11-11,515.05
2015-11-13,520.35
2015-11-16,528.1
2015-11-17,529.6
2015-11-18,536.35
2015-11-19,542.75
2015-11-20,541.95
2015-11-23,558.75
2015-11-24,564.6
2015-11-26,561.4
2015-11-27,552.35
2015-11-30,564.8
2015-12-01,564.65
2015-12-02,562.6
2015-12-03,563.95
2015-12-04,552.95
2015-12-07,549.85
2015-12-08,551.5
2015-12-09,549.2
2015-12-10,547.55
2015-12-11,548.0
2015-12-14,532.3
2015-12-15,543.25
2015-12-16,553.2
2015-12-17,550.25
2015-12-18,543.4
2015-12-21,548.75
2015-12-22,548.05
2015-12-23,552.6
2015-12-24,551.55
2015-12-28,542.3
2015-12-29,533.0
2015-12-30,539.3
2015-12-31,536.25
