Date,REVATHI
2015-01-01,385.35
2015-01-02,373.0
2015-01-05,385.95
2015-01-06,361.5
2015-01-07,361.55
2015-01-08,381.2
2015-01-09,392.0
2015-01-12,380.0
2015-01-13,376.1
2015-01-14,377.65
2015-01-15,364.5
2015-01-16,388.8
2015-01-19,389.05
2015-01-20,398.0
2015-01-21,391.9
2015-01-23,380.2
2015-01-27,392.75
2015-01-29,376.85
2015-01-30,378.0
2015-02-02,380.0
2015-02-03,380.0
2015-02-04,396.0
2015-02-05,387.5
2015-02-06,379.0
2015-02-09,371.0
2015-02-10,371.0
2015-02-11,379.95
2015-02-12,370.0
2015-02-13,373.4
2015-02-16,393.0
2015-02-18,384.1
2015-02-19,380.3
2015-02-20,380.15
2015-02-23,380.0
2015-02-24,384.85
2015-02-25,378.35
2015-02-26,380.0
2015-02-27,390.0
2015-02-28,412.3
2015-03-02,393.0
2015-03-04,380.0
2015-03-05,371.0
2015-03-09,380.0
2015-03-10,380.0
2015-03-11,380.0
2015-03-13,396.6
2015-03-16,361.85
2015-03-17,380.0
2015-03-18,372.0
2015-03-19,368.65
2015-03-20,359.85
2015-03-23,349.0
2015-03-24,354.8
2015-03-25,338.0
2015-03-26,360.0
2015-03-27,333.1
2015-03-30,354.95
2015-03-31,335.55
2015-04-01,343.5
2015-04-06,359.6
2015-04-07,355.0
2015-04-08,355.0
2015-04-09,346.85
2015-04-10,362.0
2015-04-13,369.85
2015-04-15,375.0
2015-04-16,379.4
2015-04-17,378.0
2015-04-20,375.45
2015-04-21,376.5
2015-04-22,372.0
2015-04-23,380.3
2015-04-24,361.5
2015-04-27,354.15
2015-04-28,370.0
2015-04-29,375.95
2015-04-30,361.6
2015-05-05,364.0
2015-05-06,359.8
2015-05-08,352.45
2015-05-11,364.6
2015-05-12,352.0
2015-05-13,377.75
2015-05-14,353.35
2015-05-15,350.7
2015-05-18,350.7
2015-05-19,350.0
2015-05-20,344.6
2015-05-21,346.1
2015-05-22,358.7
2015-05-25,345.25
2015-05-28,342.05
2015-05-29,345.3
2015-06-01,414.35
2015-06-02,472.2
2015-06-03,508.05
2015-06-04,536.05
2015-06-05,522.35
2015-06-08,494.4
2015-06-09,480.95
2015-06-10,480.4
2015-06-11,474.4
2015-06-12,496.4
2015-06-15,492.0
2015-06-16,534.05
2015-06-17,558.75
2015-06-18,547.8
2015-06-19,552.1
2015-06-22,558.65
2015-06-23,548.55
2015-06-24,543.25
2015-06-25,532.65
2015-06-26,547.35
2015-06-29,535.25
2015-06-30,550.9
2015-07-01,560.0
2015-07-02,567.45
2015-07-03,680.9
2015-07-06,721.6
2015-07-07,713.7
2015-07-08,703.75
2015-07-09,706.15
2015-07-10,685.85
2015-07-13,823.0
2015-07-14,838.1
2015-07-15,819.75
2015-07-16,825.95
2015-07-17,817.0
2015-07-20,823.65
2015-07-21,806.7
2015-07-22,796.9
2015-07-23,812.7
2015-07-24,820.45
2015-07-27,797.8
2015-07-28,798.4
2015-07-29,757.4
2015-07-30,783.85
2015-07-31,778.25
2015-08-03,779.8
2015-08-04,777.35
2015-08-05,771.9
2015-08-06,770.5
2015-08-07,760.45
2015-08-10,754.25
2015-08-11,747.75
2015-08-12,684.2
2015-08-13,672.15
2015-08-14,701.5
2015-08-17,737.95
2015-08-18,726.35
2015-08-19,734.15
2015-08-20,693.05
2015-08-21,681.15
2015-08-24,616.2
2015-08-25,618.4
2015-08-26,610.55
2015-08-27,636.0
2015-08-28,629.05
2015-08-31,625.2
2015-09-01,568.0
2015-09-02,575.75
2015-09-03,641.0
2015-09-04,589.25
2015-09-07,588.25
2015-09-08,588.2
2015-09-09,615.05
2015-09-10,594.6
2015-09-11,619.55
2015-09-14,635.0
2015-09-15,649.2
2015-09-16,668.0
2015-09-18,680.25
2015-09-21,664.9
2015-09-22,685.6
2015-09-23,665.2
2015-09-24,670.85
2015-09-28,676.45
2015-09-29,666.2
2015-09-30,677.75
2015-10-01,651.15
2015-10-05,629.25
2015-10-06,624.35
2015-10-07,645.1
2015-10-08,703.55
2015-10-09,718.3
2015-10-12,741.1
2015-10-13,739.45
2015-10-14,719.0
2015-10-15,712.75
2015-10-16,690.85
2015-10-19,725.4
2015-10-20,747.6
2015-10-21,784.85
2015-10-23,755.0
2015-10-26,784.85
2015-10-27,785.0
2015-10-28,778.0
2015-10-29,783.95
2015-10-30,778.55
2015-11-02,774.55
2015-11-03,765.0
2015-11-04,770.55
2015-11-05,758.25
2015-11-06,757.3
2015-11-09,769.95
2015-11-10,775.05
2015-11-11,794.75
2015-11-13,798.15
2015-11-16,780.95
2015-11-17,796.1
2015-11-18,772.7
2015-11-19,770.25
2015-11-20,784.0
2015-11-23,776.7
2015-11-24,786.9
2015-11-26,798.25
2015-11-27,790.85
2015-11-30,799.0
2015-12-01,781.05
2015-12-02,794.0
2015-12-03,768.0
2015-12-04,783.0
2015-12-07,770.85
2015-12-08,737.55
2015-12-09,719.15
2015-12-10,735.0
2015-12-11,734.85
2015-12-14,725.0
2015-12-15,740.0
2015-12-16,749.85
2015-12-17,743.0
2015-12-18,762.9
2015-12-21,755.0
2015-12-22,752.85
2015-12-23,756.95
2015-12-24,740.1
2015-12-28,735.0
2015-12-29,748.1
2015-12-30,736.55
2015-12-31,732.0
