Date,REPRO
2015-01-01,300.15
2015-01-02,301.4
2015-01-05,301.0
2015-01-06,295.95
2015-01-07,297.4
2015-01-08,294.1
2015-01-09,294.2
2015-01-12,288.25
2015-01-13,290.85
2015-01-14,288.45
2015-01-15,288.0
2015-01-16,285.4
2015-01-19,287.25
2015-01-20,293.15
2015-01-21,292.4
2015-01-22,295.05
2015-01-23,290.6
2015-01-27,310.4
2015-01-28,301.8
2015-01-29,297.75
2015-01-30,294.75
2015-02-02,295.8
2015-02-03,296.65
2015-02-04,295.2
2015-02-05,294.7
2015-02-06,295.0
2015-02-09,290.55
2015-02-10,291.4
2015-02-11,281.3
2015-02-12,280.45
2015-02-13,283.45
2015-02-16,340.1
2015-02-18,397.0
2015-02-19,402.95
2015-02-20,414.35
2015-02-23,402.25
2015-02-24,399.35
2015-02-25,393.05
2015-02-26,381.5
2015-02-27,380.3
2015-02-28,374.95
2015-03-02,391.9
2015-03-03,388.4
2015-03-04,378.35
2015-03-05,378.45
2015-03-09,370.6
2015-03-10,376.15
2015-03-11,370.55
2015-03-12,379.6
2015-03-13,366.25
2015-03-16,353.9
2015-03-17,349.65
2015-03-18,356.95
2015-03-19,344.9
2015-03-20,339.4
2015-03-23,329.5
2015-03-24,326.4
2015-03-25,326.05
2015-03-26,325.2
2015-03-27,349.15
2015-03-30,350.6
2015-03-31,349.6
2015-04-01,350.3
2015-04-06,383.95
2015-04-07,433.15
2015-04-08,412.65
2015-04-09,400.65
2015-04-10,402.2
2015-04-13,399.3
2015-04-15,389.55
2015-04-16,387.9
2015-04-17,393.4
2015-04-20,393.95
2015-04-21,423.15
2015-04-22,425.95
2015-04-23,424.1
2015-04-24,390.0
2015-04-27,370.75
2015-04-28,383.3
2015-04-29,384.4
2015-04-30,379.25
2015-05-04,434.9
2015-05-05,426.4
2015-05-06,410.4
2015-05-07,394.9
2015-05-08,408.25
2015-05-11,450.1
2015-05-12,439.25
2015-05-13,434.95
2015-05-14,451.75
2015-05-15,502.95
2015-05-18,564.05
2015-05-19,579.8
2015-05-20,573.3
2015-05-21,542.75
2015-05-22,549.4
2015-05-25,545.35
2015-05-26,524.95
2015-05-27,498.95
2015-05-28,475.25
2015-05-29,461.9
2015-06-01,439.9
2015-06-02,455.75
2015-06-03,449.05
2015-06-04,454.4
2015-06-05,453.6
2015-06-08,443.2
2015-06-09,450.0
2015-06-10,457.0
2015-06-11,442.5
2015-06-12,439.6
2015-06-15,443.3
2015-06-16,437.05
2015-06-17,452.35
2015-06-18,459.1
2015-06-19,483.65
2015-06-22,490.95
2015-06-23,491.1
2015-06-24,476.05
2015-06-25,468.95
2015-06-26,492.25
2015-06-29,495.8
2015-06-30,498.7
2015-07-01,505.55
2015-07-02,508.0
2015-07-03,506.15
2015-07-06,551.15
2015-07-07,547.6
2015-07-08,531.65
2015-07-09,536.35
2015-07-10,530.4
2015-07-13,530.8
2015-07-14,526.2
2015-07-15,517.85
2015-07-16,520.2
2015-07-17,507.05
2015-07-20,510.85
2015-07-21,504.25
2015-07-22,503.6
2015-07-23,504.45
2015-07-24,502.15
2015-07-27,493.5
2015-07-28,488.5
2015-07-29,511.65
2015-07-30,517.5
2015-07-31,516.25
2015-08-03,522.6
2015-08-04,521.8
2015-08-05,520.35
2015-08-06,512.65
2015-08-07,506.25
2015-08-10,506.6
2015-08-11,503.45
2015-08-12,467.85
2015-08-13,455.4
2015-08-14,454.9
2015-08-17,446.3
2015-08-18,451.8
2015-08-19,450.35
2015-08-20,446.6
2015-08-21,437.15
2015-08-24,412.3
2015-08-25,412.0
2015-08-26,405.45
2015-08-27,413.45
2015-08-28,413.35
2015-08-31,403.5
2015-09-01,389.5
2015-09-02,392.9
2015-09-03,389.05
2015-09-04,385.45
2015-09-07,390.0
2015-09-08,385.55
2015-09-09,391.8
2015-09-10,388.1
2015-09-11,384.25
2015-09-14,384.15
2015-09-15,382.1
2015-09-16,382.55
2015-09-18,392.25
2015-09-21,384.25
2015-09-22,393.25
2015-09-23,386.35
2015-09-24,387.2
2015-09-28,384.15
2015-09-29,378.8
2015-09-30,378.7
2015-10-01,381.85
2015-10-05,381.05
2015-10-06,378.95
2015-10-07,381.55
2015-10-08,377.5
2015-10-09,370.95
2015-10-12,380.8
2015-10-13,385.4
2015-10-14,390.05
2015-10-15,402.05
2015-10-16,442.65
2015-10-19,531.15
2015-10-20,517.3
2015-10-21,524.25
2015-10-23,505.4
2015-10-26,495.3
2015-10-27,487.25
2015-10-28,476.1
2015-10-29,456.35
2015-10-30,454.2
2015-11-02,458.2
2015-11-03,442.5
2015-11-04,440.85
2015-11-05,430.0
2015-11-06,417.9
2015-11-09,419.35
2015-11-10,434.85
2015-11-11,432.0
2015-11-13,431.85
2015-11-16,420.0
2015-11-17,422.6
2015-11-18,414.8
2015-11-19,414.45
2015-11-20,415.95
2015-11-23,426.5
2015-11-24,423.85
2015-11-26,423.7
2015-11-27,423.45
2015-11-30,437.15
2015-12-01,440.2
2015-12-02,467.9
2015-12-03,463.15
2015-12-04,453.75
2015-12-07,453.5
2015-12-08,448.4
2015-12-09,428.6
2015-12-10,428.4
2015-12-11,434.85
2015-12-14,489.45
2015-12-15,505.3
2015-12-16,499.6
2015-12-17,505.1
2015-12-18,487.6
2015-12-21,484.6
2015-12-22,492.95
2015-12-23,482.55
2015-12-24,482.45
2015-12-28,487.4
2015-12-29,483.45
2015-12-30,485.55
2015-12-31,476.5
