Date,ANANTRAJ
2015-01-01,47.2
2015-01-02,47.45
2015-01-05,47.15
2015-01-06,43.85
2015-01-07,43.2
2015-01-08,43.45
2015-01-09,42.6
2015-01-12,42.0
2015-01-13,42.8
2015-01-14,42.15
2015-01-15,45.75
2015-01-16,46.15
2015-01-19,47.05
2015-01-20,46.9
2015-01-21,44.95
2015-01-22,47.05
2015-01-23,46.3
2015-01-27,45.65
2015-01-28,45.7
2015-01-29,48.3
2015-01-30,50.15
2015-02-02,50.6
2015-02-03,48.45
2015-02-04,50.4
2015-02-05,48.55
2015-02-06,49.05
2015-02-09,47.05
2015-02-10,46.85
2015-02-11,48.8
2015-02-12,50.65
2015-02-13,48.7
2015-02-16,48.1
2015-02-18,48.95
2015-02-19,48.25
2015-02-20,48.85
2015-02-23,47.85
2015-02-24,47.75
2015-02-25,46.15
2015-02-26,46.7
2015-02-27,47.9
2015-02-28,46.3
2015-03-02,45.8
2015-03-03,46.0
2015-03-04,45.6
2015-03-05,44.85
2015-03-09,43.6
2015-03-10,43.45
2015-03-11,42.9
2015-03-12,43.35
2015-03-13,42.35
2015-03-16,41.05
2015-03-17,40.65
2015-03-18,40.8
2015-03-19,40.55
2015-03-20,39.6
2015-03-23,38.15
2015-03-24,38.4
2015-03-25,37.3
2015-03-26,38.15
2015-03-27,38.0
2015-03-30,39.45
2015-03-31,39.9
2015-04-01,40.05
2015-04-06,42.6
2015-04-07,41.7
2015-04-08,43.65
2015-04-09,43.0
2015-04-10,44.55
2015-04-13,43.45
2015-04-15,44.2
2015-04-16,43.05
2015-04-17,42.65
2015-04-20,40.3
2015-04-21,40.75
2015-04-22,40.9
2015-04-23,40.1
2015-04-24,38.75
2015-04-27,37.3
2015-04-28,38.0
2015-04-29,38.75
2015-04-30,38.75
2015-05-04,39.35
2015-05-05,38.8
2015-05-06,37.15
2015-05-07,35.95
2015-05-08,36.9
2015-05-11,37.2
2015-05-12,36.05
2015-05-13,36.2
2015-05-14,37.05
2015-05-15,36.9
2015-05-18,37.5
2015-05-19,37.8
2015-05-20,38.4
2015-05-21,38.1
2015-05-22,37.95
2015-05-25,37.75
2015-05-26,37.0
2015-05-27,36.75
2015-05-28,36.8
2015-05-29,36.9
2015-06-01,36.5
2015-06-02,35.7
2015-06-03,33.25
2015-06-04,34.9
2015-06-05,33.9
2015-06-08,33.15
2015-06-09,32.95
2015-06-10,34.8
2015-06-11,36.55
2015-06-12,38.15
2015-06-15,37.85
2015-06-16,36.85
2015-06-17,37.9
2015-06-18,38.35
2015-06-19,37.65
2015-06-22,38.6
2015-06-23,38.4
2015-06-24,37.7
2015-06-25,38.1
2015-06-26,37.7
2015-06-29,37.2
2015-06-30,41.65
2015-07-01,42.7
2015-07-02,41.5
2015-07-03,40.15
2015-07-06,40.9
2015-07-07,41.2
2015-07-08,40.1
2015-07-09,39.9
2015-07-10,38.9
2015-07-13,39.7
2015-07-14,40.8
2015-07-15,42.6
2015-07-16,41.05
2015-07-17,40.85
2015-07-20,40.8
2015-07-21,39.4
2015-07-22,40.8
2015-07-23,41.0
2015-07-24,40.6
2015-07-27,39.6
2015-07-28,39.0
2015-07-29,40.15
2015-07-30,40.15
2015-07-31,41.4
2015-08-03,41.8
2015-08-04,44.4
2015-08-05,45.05
2015-08-06,43.2
2015-08-07,43.25
2015-08-10,44.8
2015-08-11,46.15
2015-08-12,42.75
2015-08-13,41.8
2015-08-14,43.55
2015-08-17,42.45
2015-08-18,42.85
2015-08-19,42.05
2015-08-20,39.8
2015-08-21,38.6
2015-08-24,33.65
2015-08-25,33.9
2015-08-26,32.65
2015-08-27,33.0
2015-08-28,33.65
2015-08-31,33.45
2015-09-01,31.6
2015-09-02,31.35
2015-09-03,32.35
2015-09-04,31.5
2015-09-07,32.0
2015-09-08,32.0
2015-09-09,32.2
2015-09-10,32.15
2015-09-11,33.2
2015-09-14,33.55
2015-09-15,33.2
2015-09-16,32.35
2015-09-18,32.5
2015-09-21,33.45
2015-09-22,34.15
2015-09-23,34.15
2015-09-24,34.15
2015-09-28,35.15
2015-09-29,35.45
2015-09-30,36.0
2015-10-01,36.15
2015-10-05,36.45
2015-10-06,35.8
2015-10-07,37.1
2015-10-08,36.8
2015-10-09,37.15
2015-10-12,36.95
2015-10-13,37.7
2015-10-14,38.9
2015-10-15,38.55
2015-10-16,38.25
2015-10-19,38.95
2015-10-20,38.95
2015-10-21,38.4
2015-10-23,40.25
2015-10-26,39.55
2015-10-27,39.1
2015-10-28,39.45
2015-10-29,38.95
2015-10-30,37.85
2015-11-02,36.95
2015-11-03,36.9
2015-11-04,37.35
2015-11-05,36.25
2015-11-06,36.0
2015-11-09,34.9
2015-11-10,34.5
2015-11-11,34.95
2015-11-13,35.1
2015-11-16,34.55
2015-11-17,35.65
2015-11-18,34.6
2015-11-19,34.7
2015-11-20,35.0
2015-11-23,34.7
2015-11-24,35.65
2015-11-26,36.0
2015-11-27,36.05
2015-11-30,36.55
2015-12-01,37.0
2015-12-02,37.2
2015-12-03,38.05
2015-12-04,37.15
2015-12-07,37.6
2015-12-08,36.55
2015-12-09,34.9
2015-12-10,35.6
2015-12-11,35.25
2015-12-14,35.25
2015-12-15,35.2
2015-12-16,35.6
2015-12-17,36.3
2015-12-18,35.85
2015-12-21,38.3
2015-12-22,39.0
2015-12-23,42.4
2015-12-24,42.75
2015-12-28,42.0
2015-12-29,40.9
2015-12-30,41.45
2015-12-31,41.8
