Date,ASHOKLEY
2015-01-01,52.0
2015-01-02,53.4
2015-01-05,57.8
2015-01-06,56.55
2015-01-07,59.65
2015-01-08,61.25
2015-01-09,58.7
2015-01-12,60.3
2015-01-13,59.8
2015-01-14,58.95
2015-01-15,60.25
2015-01-16,60.35
2015-01-19,60.5
2015-01-20,61.1
2015-01-21,63.75
2015-01-22,63.1
2015-01-23,64.3
2015-01-27,66.1
2015-01-28,68.15
2015-01-29,65.95
2015-01-30,65.7
2015-02-02,66.05
2015-02-03,64.9
2015-02-04,63.9
2015-02-05,62.45
2015-02-06,60.9
2015-02-09,57.35
2015-02-10,60.85
2015-02-11,64.3
2015-02-12,67.2
2015-02-13,67.0
2015-02-16,66.2
2015-02-18,69.2
2015-02-19,70.1
2015-02-20,68.2
2015-02-23,67.6
2015-02-24,66.75
2015-02-25,67.0
2015-02-26,64.9
2015-02-27,66.9
2015-02-28,69.85
2015-03-02,72.95
2015-03-03,73.95
2015-03-04,71.95
2015-03-05,73.8
2015-03-09,72.65
2015-03-10,74.5
2015-03-11,75.05
2015-03-12,75.0
2015-03-13,72.4
2015-03-16,73.25
2015-03-17,71.95
2015-03-18,71.05
2015-03-19,70.85
2015-03-20,69.05
2015-03-23,68.6
2015-03-24,67.4
2015-03-25,67.4
2015-03-26,68.45
2015-03-27,69.6
2015-03-30,74.1
2015-03-31,73.3
2015-04-01,74.05
2015-04-06,73.75
2015-04-07,73.35
2015-04-08,73.25
2015-04-09,75.3
2015-04-10,75.4
2015-04-13,75.9
2015-04-15,74.95
2015-04-16,74.3
2015-04-17,72.95
2015-04-20,70.65
2015-04-21,70.35
2015-04-22,70.9
2015-04-23,70.1
2015-04-24,67.45
2015-04-27,65.6
2015-04-28,68.45
2015-04-29,68.8
2015-04-30,69.6
2015-05-04,71.3
2015-05-05,70.55
2015-05-06,66.9
2015-05-07,65.65
2015-05-08,68.7
2015-05-11,74.3
2015-05-12,71.95
2015-05-13,69.65
2015-05-14,71.35
2015-05-15,69.95
2015-05-18,70.8
2015-05-19,70.5
2015-05-20,70.85
2015-05-21,70.2
2015-05-22,69.2
2015-05-25,68.95
2015-05-26,69.3
2015-05-27,71.0
2015-05-28,70.5
2015-05-29,71.45
2015-06-01,71.95
2015-06-02,69.2
2015-06-03,67.5
2015-06-04,66.8
2015-06-05,67.65
2015-06-08,66.5
2015-06-09,66.3
2015-06-10,67.4
2015-06-11,65.65
2015-06-12,65.8
2015-06-15,65.35
2015-06-16,64.95
2015-06-17,65.65
2015-06-18,68.45
2015-06-19,69.75
2015-06-22,70.35
2015-06-23,71.55
2015-06-24,69.75
2015-06-25,69.9
2015-06-26,71.35
2015-06-29,70.95
2015-06-30,72.55
2015-07-01,74.1
2015-07-02,73.95
2015-07-03,72.7
2015-07-06,73.7
2015-07-07,72.95
2015-07-08,71.25
2015-07-09,71.2
2015-07-10,71.65
2015-07-13,72.75
2015-07-14,74.25
2015-07-15,74.45
2015-07-16,74.4
2015-07-17,75.15
2015-07-20,77.65
2015-07-21,79.3
2015-07-22,81.35
2015-07-23,82.1
2015-07-24,80.5
2015-07-27,80.9
2015-07-28,83.3
2015-07-29,84.9
2015-07-30,84.15
2015-07-31,84.45
2015-08-03,84.95
2015-08-04,88.0
2015-08-05,87.45
2015-08-06,87.2
2015-08-07,87.35
2015-08-10,87.75
2015-08-11,86.75
2015-08-12,88.1
2015-08-13,88.4
2015-08-14,89.05
2015-08-17,91.65
2015-08-18,97.3
2015-08-19,95.45
2015-08-20,95.6
2015-08-21,95.1
2015-08-24,84.45
2015-08-25,86.5
2015-08-26,87.5
2015-08-27,91.5
2015-08-28,92.15
2015-08-31,90.3
2015-09-01,87.45
2015-09-02,85.95
2015-09-03,87.65
2015-09-04,85.0
2015-09-07,81.95
2015-09-08,82.0
2015-09-09,87.5
2015-09-10,87.25
2015-09-11,87.7
2015-09-14,89.5
2015-09-15,87.2
2015-09-16,87.2
2015-09-18,87.95
2015-09-21,88.15
2015-09-22,88.8
2015-09-23,90.6
2015-09-24,91.1
2015-09-28,90.55
2015-09-29,90.7
2015-09-30,92.25
2015-10-01,94.25
2015-10-05,94.7
2015-10-06,94.35
2015-10-07,93.05
2015-10-08,91.65
2015-10-09,92.2
2015-10-12,93.85
2015-10-13,94.05
2015-10-14,94.85
2015-10-15,95.0
2015-10-16,96.0
2015-10-19,96.05
2015-10-20,96.25
2015-10-21,95.8
2015-10-23,95.0
2015-10-26,92.7
2015-10-27,92.9
2015-10-28,91.0
2015-10-29,93.8
2015-10-30,93.7
2015-11-02,90.3
2015-11-03,90.3
2015-11-04,92.2
2015-11-05,86.8
2015-11-06,87.6
2015-11-09,88.95
2015-11-10,89.5
2015-11-11,90.5
2015-11-13,90.3
2015-11-16,90.7
2015-11-17,91.95
2015-11-18,91.7
2015-11-19,93.1
2015-11-20,93.65
2015-11-23,96.1
2015-11-24,94.8
2015-11-26,94.1
2015-11-27,97.6
2015-11-30,94.6
2015-12-01,93.4
2015-12-02,92.85
2015-12-03,91.95
2015-12-04,90.25
2015-12-07,90.05
2015-12-08,89.6
2015-12-09,86.55
2015-12-10,89.1
2015-12-11,86.35
2015-12-14,86.05
2015-12-15,87.3
2015-12-16,88.1
2015-12-17,89.2
2015-12-18,89.65
2015-12-21,89.35
2015-12-22,88.4
2015-12-23,87.9
2015-12-24,87.9
2015-12-28,88.95
2015-12-29,89.75
2015-12-30,89.5
2015-12-31,87.9
