Date,TIIL
2015-01-01,178.15
2015-01-02,184.9
2015-01-05,182.5
2015-01-06,177.2
2015-01-07,174.05
2015-01-08,177.75
2015-01-09,175.1
2015-01-12,182.2
2015-01-13,178.9
2015-01-14,176.7
2015-01-15,182.7
2015-01-16,195.7
2015-01-19,196.2
2015-01-20,196.0
2015-01-21,199.0
2015-01-22,202.55
2015-01-23,200.05
2015-01-27,195.75
2015-01-28,219.5
2015-01-29,221.15
2015-01-30,216.55
2015-02-02,220.9
2015-02-03,215.95
2015-02-04,217.9
2015-02-05,214.9
2015-02-06,205.15
2015-02-09,221.75
2015-02-10,226.25
2015-02-11,233.45
2015-02-12,247.0
2015-02-13,241.5
2015-02-16,244.5
2015-02-18,243.2
2015-02-19,240.55
2015-02-20,236.0
2015-02-23,240.1
2015-02-24,241.4
2015-02-25,233.6
2015-02-26,231.2
2015-02-27,233.3
2015-02-28,237.3
2015-03-02,229.75
2015-03-03,228.3
2015-03-04,220.95
2015-03-05,238.35
2015-03-09,234.45
2015-03-10,233.25
2015-03-11,229.75
2015-03-12,233.55
2015-03-13,230.3
2015-03-16,231.35
2015-03-17,232.5
2015-03-18,233.2
2015-03-19,230.7
2015-03-20,222.95
2015-03-23,216.3
2015-03-24,213.75
2015-03-25,211.25
2015-03-26,211.4
2015-03-27,210.4
2015-03-30,222.4
2015-03-31,219.5
2015-04-01,223.7
2015-04-06,241.8
2015-04-07,249.25
2015-04-08,260.6
2015-04-09,259.05
2015-04-10,274.35
2015-04-13,271.9
2015-04-15,255.3
2015-04-16,257.0
2015-04-17,248.9
2015-04-20,241.1
2015-04-21,240.0
2015-04-22,238.6
2015-04-23,239.0
2015-04-24,227.05
2015-04-27,223.85
2015-04-28,227.4
2015-04-29,235.4
2015-04-30,231.1
2015-05-04,229.0
2015-05-05,229.1
2015-05-06,220.3
2015-05-07,210.85
2015-05-08,223.6
2015-05-11,220.75
2015-05-12,215.55
2015-05-13,219.95
2015-05-14,220.4
2015-05-15,225.7
2015-05-18,225.6
2015-05-19,232.2
2015-05-20,229.3
2015-05-21,220.45
2015-05-22,224.6
2015-05-25,218.65
2015-05-26,214.35
2015-05-27,214.45
2015-05-28,186.85
2015-05-29,191.35
2015-06-01,188.6
2015-06-02,188.55
2015-06-03,180.5
2015-06-04,180.3
2015-06-05,178.75
2015-06-08,172.9
2015-06-09,171.1
2015-06-10,172.15
2015-06-11,166.2
2015-06-12,169.2
2015-06-15,167.85
2015-06-16,170.1
2015-06-17,168.55
2015-06-18,169.8
2015-06-19,170.1
2015-06-22,170.85
2015-06-23,169.05
2015-06-24,167.15
2015-06-25,164.4
2015-06-26,165.95
2015-06-29,164.05
2015-06-30,165.75
2015-07-01,163.95
2015-07-02,165.25
2015-07-03,175.85
2015-07-06,182.2
2015-07-07,182.0
2015-07-08,178.75
2015-07-09,183.15
2015-07-10,181.55
2015-07-13,184.65
2015-07-14,183.7
2015-07-15,185.1
2015-07-16,185.75
2015-07-17,186.4
2015-07-20,189.45
2015-07-21,184.25
2015-07-22,182.5
2015-07-23,180.9
2015-07-24,182.55
2015-07-27,177.65
2015-07-28,176.1
2015-07-29,182.25
2015-07-30,181.35
2015-07-31,177.4
2015-08-03,182.0
2015-08-04,184.7
2015-08-05,180.7
2015-08-06,181.35
2015-08-07,183.45
2015-08-10,190.0
2015-08-11,188.3
2015-08-12,185.95
2015-08-13,185.2
2015-08-14,189.6
2015-08-17,193.3
2015-08-18,193.5
2015-08-19,200.25
2015-08-20,195.25
2015-08-21,191.3
2015-08-24,175.6
2015-08-25,158.0
2015-08-26,160.6
2015-08-27,166.2
2015-08-28,173.0
2015-08-31,172.05
2015-09-01,166.25
2015-09-02,162.55
2015-09-03,169.25
2015-09-04,166.0
2015-09-07,153.75
2015-09-08,163.0
2015-09-09,164.15
2015-09-10,165.65
2015-09-11,165.7
2015-09-14,167.45
2015-09-15,168.45
2015-09-16,167.9
2015-09-18,169.7
2015-09-21,168.4
2015-09-22,170.55
2015-09-23,173.85
2015-09-24,174.5
2015-09-28,182.65
2015-09-29,183.75
2015-09-30,187.6
2015-10-01,185.65
2015-10-05,187.05
2015-10-06,185.5
2015-10-07,187.0
2015-10-08,184.5
2015-10-09,180.1
2015-10-12,179.9
2015-10-13,177.7
2015-10-14,183.7
2015-10-15,186.75
2015-10-16,189.75
2015-10-19,203.3
2015-10-20,201.75
2015-10-21,201.1
2015-10-23,199.15
2015-10-26,193.1
2015-10-27,191.85
2015-10-28,188.75
2015-10-29,190.85
2015-10-30,195.6
2015-11-02,202.1
2015-11-03,213.9
2015-11-04,215.05
2015-11-05,208.15
2015-11-06,221.4
2015-11-09,234.4
2015-11-10,231.1
2015-11-11,230.95
2015-11-13,228.55
2015-11-16,231.15
2015-11-17,231.75
2015-11-18,232.85
2015-11-19,232.45
2015-11-20,232.2
2015-11-23,232.75
2015-11-24,231.75
2015-11-26,232.2
2015-11-27,233.35
2015-11-30,233.0
2015-12-01,241.65
2015-12-02,244.35
2015-12-03,244.95
2015-12-04,244.45
2015-12-07,245.05
2015-12-08,242.5
2015-12-09,235.3
2015-12-10,235.9
2015-12-11,236.65
2015-12-14,237.05
2015-12-15,239.3
2015-12-16,241.25
2015-12-17,242.35
2015-12-18,242.05
2015-12-21,240.0
2015-12-22,240.05
2015-12-23,244.2
2015-12-24,247.35
2015-12-28,251.05
2015-12-29,253.5
2015-12-30,255.45
2015-12-31,257.15
