Date,DAAWAT
2015-01-01,113.55
2015-01-02,116.2
2015-01-05,117.15
2015-01-06,117.85
2015-01-07,116.15
2015-01-08,116.7
2015-01-09,114.3
2015-01-12,115.25
2015-01-13,115.3
2015-01-14,114.85
2015-01-15,115.35
2015-01-16,115.9
2015-01-19,119.05
2015-01-20,116.75
2015-01-21,117.55
2015-01-22,120.35
2015-01-23,118.0
2015-01-27,116.55
2015-01-28,114.9
2015-01-29,117.2
2015-01-30,116.45
2015-02-02,117.2
2015-02-03,117.3
2015-02-04,116.3
2015-02-05,117.1
2015-02-06,113.4
2015-02-09,112.1
2015-02-10,112.05
2015-02-11,113.85
2015-02-12,113.3
2015-02-13,113.05
2015-02-16,108.85
2015-02-18,111.25
2015-02-19,110.2
2015-02-20,111.05
2015-02-23,111.55
2015-02-24,109.25
2015-02-25,106.4
2015-02-26,109.0
2015-02-27,111.8
2015-02-28,111.2
2015-03-02,109.9
2015-03-03,108.4
2015-03-04,108.3
2015-03-05,106.75
2015-03-09,108.5
2015-03-10,106.7
2015-03-11,111.25
2015-03-12,114.1
2015-03-13,108.4
2015-03-16,107.75
2015-03-17,108.0
2015-03-18,109.25
2015-03-19,109.75
2015-03-20,106.05
2015-03-23,103.0
2015-03-24,99.9
2015-03-25,100.35
2015-03-26,97.9
2015-03-27,98.3
2015-03-30,100.05
2015-03-31,99.25
2015-04-01,108.4
2015-04-06,111.2
2015-04-07,115.0
2015-04-08,136.95
2015-04-09,126.55
2015-04-10,127.85
2015-04-13,128.4
2015-04-15,126.7
2015-04-16,125.35
2015-04-17,126.35
2015-04-20,124.25
2015-04-21,122.65
2015-04-22,122.55
2015-04-23,122.3
2015-04-24,119.65
2015-04-27,116.75
2015-04-28,115.65
2015-04-29,115.2
2015-04-30,115.95
2015-05-04,118.35
2015-05-05,120.8
2015-05-06,118.1
2015-05-07,116.55
2015-05-08,118.05
2015-05-11,120.95
2015-05-12,118.1
2015-05-13,119.4
2015-05-14,122.35
2015-05-15,128.55
2015-05-18,131.0
2015-05-19,129.45
2015-05-20,137.7
2015-05-21,149.35
2015-05-22,147.2
2015-05-25,150.15
2015-05-26,148.1
2015-05-27,152.75
2015-05-28,147.3
2015-05-29,142.85
2015-06-01,138.2
2015-06-02,133.95
2015-06-03,127.4
2015-06-04,125.45
2015-06-05,145.7
2015-06-08,156.45
2015-06-09,159.05
2015-06-10,153.9
2015-06-11,152.9
2015-06-12,153.15
2015-06-15,152.2
2015-06-16,152.5
2015-06-17,164.05
2015-06-18,163.4
2015-06-19,168.55
2015-06-22,172.8
2015-06-23,167.75
2015-06-24,163.25
2015-06-25,163.1
2015-06-26,163.9
2015-06-29,163.75
2015-06-30,164.1
2015-07-01,165.2
2015-07-02,166.6
2015-07-03,168.9
2015-07-06,166.4
2015-07-07,165.05
2015-07-08,165.45
2015-07-09,168.35
2015-07-10,170.15
2015-07-13,172.9
2015-07-14,172.95
2015-07-15,171.55
2015-07-16,169.6
2015-07-17,168.65
2015-07-20,168.15
2015-07-21,163.25
2015-07-22,165.95
2015-07-23,167.35
2015-07-24,166.75
2015-07-27,165.95
2015-07-28,166.85
2015-07-29,166.95
2015-07-30,172.95
2015-07-31,196.4
2015-08-03,189.75
2015-08-04,192.55
2015-08-05,193.25
2015-08-06,192.3
2015-08-07,189.35
2015-08-10,193.65
2015-08-11,190.25
2015-08-12,190.3
2015-08-13,181.5
2015-08-14,182.0
2015-08-17,183.55
2015-08-18,181.05
2015-08-19,183.05
2015-08-20,181.85
2015-08-21,181.05
2015-08-24,161.55
2015-08-25,160.1
2015-08-26,165.25
2015-08-27,169.35
2015-08-28,173.5
2015-08-31,179.7
2015-09-01,171.35
2015-09-02,175.3
2015-09-03,173.25
2015-09-04,169.2
2015-09-07,168.2
2015-09-08,169.2
2015-09-09,168.85
2015-09-10,177.05
2015-09-11,177.25
2015-09-14,180.9
2015-09-15,178.55
2015-09-16,181.9
2015-09-18,182.2
2015-09-21,192.65
2015-09-22,191.7
2015-09-23,192.55
2015-09-24,189.15
2015-09-28,189.95
2015-09-29,190.25
2015-09-30,188.5
2015-10-01,186.5
2015-10-05,186.85
2015-10-06,184.45
2015-10-07,186.1
2015-10-08,182.85
2015-10-09,189.05
2015-10-12,189.45
2015-10-13,189.55
2015-10-14,187.05
2015-10-15,188.1
2015-10-16,188.0
2015-10-19,190.1
2015-10-20,207.85
2015-10-21,232.15
2015-10-23,232.75
2015-10-26,233.35
2015-10-27,231.6
2015-10-28,229.45
2015-10-29,234.8
2015-10-30,233.45
2015-11-02,231.5
2015-11-03,261.0
2015-11-04,244.25
2015-11-05,248.6
2015-11-06,240.0
2015-11-09,236.6
2015-11-10,240.45
2015-11-11,242.25
2015-11-13,235.45
2015-11-16,270.1
2015-11-17,270.0
2015-11-18,267.65
2015-11-19,275.2
2015-11-20,273.2
2015-11-23,278.5
2015-11-24,295.35
2015-11-26,287.85
2015-11-27,286.7
2015-11-30,287.05
2015-12-01,293.2
2015-12-02,291.05
2015-12-03,290.9
2015-12-04,289.0
2015-12-07,285.1
2015-12-08,276.8
2015-12-09,263.6
2015-12-10,270.5
2015-12-11,275.1
2015-12-14,275.5
2015-12-15,274.55
2015-12-16,273.95
2015-12-17,276.05
2015-12-18,274.8
2015-12-21,274.35
2015-12-22,274.65
2015-12-23,275.25
2015-12-24,271.65
2015-12-28,269.3
2015-12-29,266.45
2015-12-30,267.1
2015-12-31,264.6
