Date,HONDAPOWER
2015-01-01,921.1
2015-01-02,957.75
2015-01-05,969.2
2015-01-06,928.15
2015-01-07,937.8
2015-01-08,969.2
2015-01-09,947.9
2015-01-12,934.1
2015-01-13,924.25
2015-01-14,924.85
2015-01-15,934.15
2015-01-16,904.3
2015-01-19,915.45
2015-01-20,912.1
2015-01-21,893.65
2015-01-22,890.55
2015-01-23,860.3
2015-01-27,860.4
2015-01-28,850.9
2015-01-29,871.0
2015-01-30,854.55
2015-02-02,873.35
2015-02-03,865.3
2015-02-04,871.15
2015-02-05,859.45
2015-02-06,877.35
2015-02-09,882.25
2015-02-10,898.35
2015-02-11,907.75
2015-02-12,944.75
2015-02-13,964.35
2015-02-16,955.1
2015-02-18,977.6
2015-02-19,972.7
2015-02-20,1083.65
2015-02-23,1094.8
2015-02-24,1057.85
2015-02-25,1029.7
2015-02-26,994.65
2015-02-27,1057.55
2015-02-28,1052.7
2015-03-02,1090.0
2015-03-03,1115.25
2015-03-04,1153.6
2015-03-05,1228.35
2015-03-09,1145.8
2015-03-10,1141.75
2015-03-11,1138.05
2015-03-12,1151.75
2015-03-13,1131.55
2015-03-16,1119.45
2015-03-17,1134.65
2015-03-18,1151.2
2015-03-19,1141.4
2015-03-20,1139.55
2015-03-23,1085.95
2015-03-24,1082.3
2015-03-25,1119.8
2015-03-26,1097.95
2015-03-27,1094.6
2015-03-30,1143.2
2015-03-31,1122.35
2015-04-01,1150.7
2015-04-06,1150.45
2015-04-07,1166.45
2015-04-08,1333.35
2015-04-09,1290.3
2015-04-10,1329.65
2015-04-13,1319.3
2015-04-15,1315.0
2015-04-16,1291.25
2015-04-17,1214.9
2015-04-20,1199.4
2015-04-21,1196.15
2015-04-22,1189.25
2015-04-23,1200.35
2015-04-24,1143.9
2015-04-27,1083.55
2015-04-28,1092.8
2015-04-29,1110.75
2015-04-30,1133.0
2015-05-04,1126.35
2015-05-05,1110.85
2015-05-06,1049.25
2015-05-07,1052.05
2015-05-08,1107.8
2015-05-11,1224.75
2015-05-12,1178.5
2015-05-13,1238.95
2015-05-14,1280.2
2015-05-15,1249.55
2015-05-18,1285.15
2015-05-19,1200.6
2015-05-20,1199.25
2015-05-21,1208.75
2015-05-22,1224.65
2015-05-25,1160.5
2015-05-26,1128.8
2015-05-27,1122.15
2015-05-28,1118.5
2015-05-29,1120.75
2015-06-01,1127.45
2015-06-02,1099.15
2015-06-03,1078.8
