Date,DEEPIND
2015-01-01,66.05
2015-01-02,65.35
2015-01-05,64.0
2015-01-06,61.15
2015-01-07,60.55
2015-01-08,61.2
2015-01-09,60.4
2015-01-12,60.85
2015-01-13,59.85
2015-01-14,58.35
2015-01-15,64.35
2015-01-16,63.65
2015-01-19,66.0
2015-01-20,66.6
2015-01-21,66.8
2015-01-22,64.95
2015-01-23,63.95
2015-01-27,63.3
2015-01-28,63.0
2015-01-29,62.4
2015-01-30,61.9
2015-02-02,60.75
2015-02-03,64.5
2015-02-04,66.7
2015-02-05,63.2
2015-02-06,61.0
2015-02-09,61.15
2015-02-10,61.4
2015-02-11,62.05
2015-02-12,62.2
2015-02-13,61.95
2015-02-16,61.6
2015-02-18,61.45
2015-02-19,61.0
2015-02-20,61.1
2015-02-23,60.0
2015-02-24,59.65
2015-02-25,59.4
2015-02-26,57.05
2015-02-27,57.65
2015-02-28,58.8
2015-03-02,59.0
2015-03-03,61.5
2015-03-04,59.65
2015-03-05,59.0
2015-03-09,57.2
2015-03-10,54.8
2015-03-11,52.85
2015-03-12,51.85
2015-03-13,52.7
2015-03-16,51.15
2015-03-17,50.95
2015-03-18,51.3
2015-03-19,49.8
2015-03-20,48.15
2015-03-23,48.1
2015-03-24,47.95
2015-03-25,47.85
2015-03-26,46.35
2015-03-27,46.3
2015-03-30,47.25
2015-03-31,46.3
2015-04-01,51.9
2015-04-06,54.65
2015-04-07,63.45
2015-04-08,61.05
2015-04-09,62.2
2015-04-10,62.0
2015-04-13,62.7
2015-04-15,62.75
2015-04-16,63.85
2015-04-17,76.2
2015-04-20,71.05
2015-04-21,70.3
2015-04-22,70.6
2015-04-23,72.8
2015-04-24,70.7
2015-04-27,64.55
2015-04-28,66.3
2015-04-29,64.9
2015-04-30,64.4
2015-05-04,69.8
2015-05-05,69.55
2015-05-06,65.55
2015-05-07,63.1
2015-05-08,63.9
2015-05-11,65.35
2015-05-12,65.6
2015-05-13,66.2
2015-05-14,67.5
2015-05-15,75.5
2015-05-18,82.75
2015-05-19,83.1
2015-05-20,82.95
2015-05-21,87.75
2015-05-22,90.6
2015-05-25,93.45
2015-05-26,91.35
2015-05-27,89.05
2015-05-28,86.85
2015-05-29,83.3
2015-06-01,81.5
2015-06-02,79.25
2015-06-03,77.05
2015-06-04,79.45
2015-06-05,80.45
2015-06-08,76.75
2015-06-09,78.95
2015-06-10,79.15
2015-06-11,77.35
2015-06-12,77.1
2015-06-15,85.3
2015-06-16,84.95
2015-06-17,85.6
2015-06-18,82.55
2015-06-19,83.4
2015-06-22,85.95
2015-06-23,84.3
2015-06-24,82.75
2015-06-25,81.2
2015-06-26,79.5
2015-06-29,77.15
2015-06-30,88.55
2015-07-01,90.7
2015-07-02,87.5
2015-07-03,84.0
2015-07-06,85.8
2015-07-07,83.9
2015-07-08,84.3
2015-07-09,81.15
2015-07-10,82.85
2015-07-13,86.9
2015-07-14,91.1
2015-07-15,101.85
2015-07-16,97.7
2015-07-17,117.2
2015-07-20,122.6
2015-07-21,116.85
2015-07-22,127.0
2015-07-23,129.25
2015-07-24,131.2
2015-07-27,128.7
2015-07-28,130.85
2015-07-29,130.3
2015-07-30,129.0
2015-07-31,126.6
2015-08-03,127.85
2015-08-04,140.6
2015-08-05,145.4
2015-08-06,159.1
2015-08-07,152.2
2015-08-10,148.35
2015-08-11,148.45
2015-08-12,140.3
2015-08-13,139.75
2015-08-14,141.05
2015-08-17,140.95
2015-08-18,139.1
2015-08-19,140.15
2015-08-20,136.1
2015-08-21,132.7
2015-08-24,118.0
2015-08-25,124.15
2015-08-26,135.2
2015-08-27,137.15
2015-08-28,140.65
2015-08-31,139.9
2015-09-01,137.7
2015-09-02,136.4
2015-09-03,141.6
2015-09-04,132.45
2015-09-07,122.25
2015-09-08,126.35
2015-09-09,149.25
2015-09-10,142.05
2015-09-11,138.6
2015-09-14,139.7
2015-09-15,139.9
2015-09-16,139.4
2015-09-18,138.1
2015-09-21,140.85
2015-09-22,136.1
2015-09-23,139.9
2015-09-24,155.1
2015-09-28,162.5
2015-09-29,154.2
2015-09-30,157.75
2015-10-01,154.65
2015-10-05,160.15
2015-10-06,158.4
2015-10-07,189.05
2015-10-08,187.1
2015-10-09,194.2
2015-10-12,189.0
2015-10-13,191.75
2015-10-14,195.95
2015-10-15,190.05
2015-10-16,191.65
2015-10-19,194.65
2015-10-20,201.15
2015-10-21,202.2
2015-10-23,207.45
2015-10-26,200.75
2015-10-27,201.8
2015-10-28,200.05
2015-10-29,196.65
2015-10-30,203.55
2015-11-02,198.55
2015-11-03,196.8
2015-11-04,191.8
2015-11-05,194.65
2015-11-06,191.25
2015-11-09,195.75
2015-11-10,192.5
2015-11-11,190.4
2015-11-13,185.85
2015-11-16,189.2
2015-11-17,201.25
2015-11-18,198.55
2015-11-19,210.5
2015-11-20,206.15
2015-11-23,205.6
2015-11-24,204.2
2015-11-26,200.6
2015-11-27,208.0
2015-11-30,208.85
2015-12-01,206.8
2015-12-02,202.85
2015-12-03,200.35
2015-12-04,194.8
2015-12-07,191.0
2015-12-08,198.0
2015-12-09,187.7
2015-12-10,192.1
2015-12-11,188.25
2015-12-14,191.9
2015-12-15,189.65
2015-12-16,188.4
2015-12-17,188.7
2015-12-18,186.8
2015-12-21,187.1
2015-12-22,187.05
2015-12-23,185.0
2015-12-24,185.8
2015-12-28,184.35
2015-12-29,188.9
2015-12-30,187.55
2015-12-31,185.45
