Date,VENKEYS
2015-01-01,392.15
2015-01-02,391.1
2015-01-05,394.3
2015-01-06,388.4
2015-01-07,389.85
2015-01-08,392.45
2015-01-09,389.8
2015-01-12,389.65
2015-01-13,388.25
2015-01-14,383.9
2015-01-15,386.65
2015-01-16,385.8
2015-01-19,387.2
2015-01-20,387.05
2015-01-21,386.65
2015-01-22,386.35
2015-01-23,383.25
2015-01-27,382.7
2015-01-28,378.9
2015-01-29,373.9
2015-01-30,374.25
2015-02-02,373.6
2015-02-03,383.55
2015-02-04,390.1
2015-02-05,386.75
2015-02-06,382.75
2015-02-09,380.3
2015-02-10,380.85
2015-02-11,392.05
2015-02-12,394.45
2015-02-13,373.15
2015-02-16,366.65
2015-02-18,361.7
2015-02-19,365.45
2015-02-20,385.3
2015-02-23,385.3
2015-02-24,377.95
2015-02-25,372.95
2015-02-26,365.25
2015-02-27,366.4
2015-02-28,366.85
2015-03-02,363.0
2015-03-03,351.05
2015-03-04,354.65
2015-03-05,381.3
2015-03-09,385.6
2015-03-10,393.55
2015-03-11,401.75
2015-03-12,406.2
2015-03-13,393.6
2015-03-16,384.75
2015-03-17,382.1
2015-03-18,372.8
2015-03-19,376.25
2015-03-20,362.25
2015-03-23,351.2
2015-03-24,348.8
2015-03-25,339.95
2015-03-26,333.75
2015-03-27,335.55
2015-03-30,338.0
2015-03-31,332.35
2015-04-01,337.7
2015-04-06,339.6
2015-04-07,348.9
2015-04-08,345.4
2015-04-09,346.05
2015-04-10,346.95
2015-04-13,345.1
2015-04-15,340.15
2015-04-16,332.2
2015-04-17,329.1
2015-04-20,326.75
2015-04-21,325.45
2015-04-22,321.85
2015-04-23,321.5
2015-04-24,313.85
2015-04-27,309.25
2015-04-28,312.8
2015-04-29,308.35
2015-04-30,309.3
2015-05-04,312.45
2015-05-05,310.55
2015-05-06,301.0
2015-05-07,296.35
2015-05-08,298.2
2015-05-11,296.1
2015-05-12,291.8
2015-05-13,290.45
2015-05-14,281.6
2015-05-15,281.3
2015-05-18,278.75
2015-05-19,286.55
2015-05-20,293.6
2015-05-21,290.0
2015-05-22,282.45
2015-05-25,283.85
2015-05-26,280.85
2015-05-27,290.25
2015-05-28,289.1
2015-05-29,289.4
2015-06-01,331.25
2015-06-02,325.95
2015-06-03,307.5
2015-06-04,311.6
2015-06-05,301.35
2015-06-08,291.35
2015-06-09,293.55
2015-06-10,293.8
2015-06-11,288.65
2015-06-12,287.05
2015-06-15,288.55
2015-06-16,291.0
2015-06-17,297.7
2015-06-18,319.05
2015-06-19,311.6
2015-06-22,313.8
2015-06-23,321.9
2015-06-24,367.1
2015-06-25,370.15
2015-06-26,363.3
2015-06-29,345.4
2015-06-30,334.55
2015-07-01,339.55
2015-07-02,407.0
2015-07-03,395.85
2015-07-06,440.6
2015-07-07,442.7
2015-07-08,437.05
2015-07-09,474.25
2015-07-10,474.3
2015-07-13,487.15
2015-07-14,561.1
2015-07-15,592.3
2015-07-16,568.25
2015-07-17,553.05
2015-07-20,542.25
2015-07-21,588.6
2015-07-22,594.6
2015-07-23,569.55
2015-07-24,553.75
2015-07-27,522.15
2015-07-28,506.85
2015-07-29,517.6
2015-07-30,520.95
2015-07-31,552.15
2015-08-03,540.05
2015-08-04,562.5
2015-08-05,552.8
2015-08-06,565.7
2015-08-07,544.1
2015-08-10,542.45
2015-08-11,532.7
2015-08-12,515.55
2015-08-13,514.2
2015-08-14,557.05
2015-08-17,539.75
2015-08-18,555.85
2015-08-19,570.95
2015-08-20,555.75
2015-08-21,530.7
2015-08-24,461.4
2015-08-25,462.8
2015-08-26,455.0
2015-08-27,479.55
2015-08-28,497.95
2015-08-31,481.9
2015-09-01,458.45
2015-09-02,459.55
2015-09-03,462.5
2015-09-04,437.45
2015-09-07,418.75
2015-09-08,414.85
2015-09-09,432.25
2015-09-10,433.8
2015-09-11,428.75
2015-09-14,506.1
2015-09-15,523.6
2015-09-16,508.75
2015-09-18,514.3
2015-09-21,521.25
2015-09-22,508.75
2015-09-23,516.35
2015-09-24,512.65
2015-09-28,545.15
2015-09-29,550.4
2015-09-30,544.65
2015-10-01,540.05
2015-10-05,542.7
2015-10-06,549.0
2015-10-07,543.5
2015-10-08,535.15
2015-10-09,539.3
2015-10-12,526.2
2015-10-13,525.45
2015-10-14,521.2
2015-10-15,544.85
2015-10-16,544.15
2015-10-19,544.6
2015-10-20,544.65
2015-10-21,524.9
2015-10-23,516.9
2015-10-26,511.5
2015-10-27,511.0
2015-10-28,505.05
2015-10-29,499.55
2015-10-30,497.6
2015-11-02,491.2
2015-11-03,506.2
2015-11-04,502.85
2015-11-05,485.3
2015-11-06,476.75
2015-11-09,476.5
2015-11-10,473.85
2015-11-11,480.6
2015-11-13,469.3
2015-11-16,467.2
2015-11-17,469.0
2015-11-18,453.45
2015-11-19,470.7
2015-11-20,468.95
2015-11-23,477.3
2015-11-24,481.7
2015-11-26,475.95
2015-11-27,464.75
2015-11-30,465.2
2015-12-01,470.1
2015-12-02,464.1
2015-12-03,463.5
2015-12-04,455.05
2015-12-07,465.9
2015-12-08,459.1
2015-12-09,432.25
2015-12-10,477.35
2015-12-11,461.9
2015-12-14,461.6
2015-12-15,463.25
2015-12-16,475.2
2015-12-17,481.65
2015-12-18,496.15
2015-12-21,358.45
2015-12-22,351.7
2015-12-23,345.4
2015-12-24,342.45
2015-12-28,338.0
2015-12-29,333.65
2015-12-30,337.95
2015-12-31,336.8
