Date,UNIONBANK
2015-01-01,241.15
2015-01-02,240.3
2015-01-05,237.65
2015-01-06,225.05
2015-01-07,219.5
2015-01-08,229.3
2015-01-09,230.4
2015-01-12,235.95
2015-01-13,232.7
2015-01-14,225.35
2015-01-15,239.3
2015-01-16,236.4
2015-01-19,237.8
2015-01-20,240.5
2015-01-21,247.35
2015-01-22,246.7
2015-01-23,251.4
2015-01-27,238.15
2015-01-28,226.55
2015-01-29,215.95
2015-01-30,209.15
2015-02-02,209.45
2015-02-03,205.0
2015-02-04,200.5
2015-02-05,193.35
2015-02-06,190.2
2015-02-09,177.55
2015-02-10,180.4
2015-02-11,179.7
2015-02-12,178.4
2015-02-13,181.55
2015-02-16,179.3
2015-02-18,178.3
2015-02-19,176.2
2015-02-20,179.85
2015-02-23,177.9
2015-02-24,178.15
2015-02-25,174.75
2015-02-26,166.65
2015-02-27,175.35
2015-02-28,171.5
2015-03-02,171.0
2015-03-03,173.85
2015-03-04,170.05
2015-03-05,171.45
2015-03-09,169.6
2015-03-10,170.95
2015-03-11,169.9
2015-03-12,170.95
2015-03-13,169.15
2015-03-16,169.95
2015-03-17,170.8
2015-03-18,169.65
2015-03-19,169.25
2015-03-20,167.35
2015-03-23,165.8
2015-03-24,163.95
2015-03-25,166.05
2015-03-26,162.0
2015-03-27,160.1
2015-03-30,159.45
2015-03-31,156.5
2015-04-01,162.05
2015-04-06,159.55
2015-04-07,157.8
2015-04-08,157.1
2015-04-09,160.6
2015-04-10,161.25
2015-04-13,163.9
2015-04-15,165.7
2015-04-16,164.0
2015-04-17,164.6
2015-04-20,158.5
2015-04-21,158.25
2015-04-22,156.1
2015-04-23,153.0
2015-04-24,147.85
2015-04-27,142.95
2015-04-28,143.0
2015-04-29,142.25
2015-04-30,143.8
2015-05-04,147.05
2015-05-05,144.6
2015-05-06,136.55
2015-05-07,131.7
2015-05-08,134.0
2015-05-11,140.35
2015-05-12,143.65
2015-05-13,154.6
2015-05-14,162.65
2015-05-15,164.9
2015-05-18,161.0
2015-05-19,162.05
2015-05-20,163.05
2015-05-21,164.0
2015-05-22,163.2
2015-05-25,163.25
2015-05-26,162.9
2015-05-27,168.85
2015-05-28,171.5
2015-05-29,173.4
2015-06-01,175.15
2015-06-02,161.05
2015-06-03,162.45
2015-06-04,155.3
2015-06-05,154.65
2015-06-08,147.85
2015-06-09,147.8
2015-06-10,149.35
2015-06-11,141.85
2015-06-12,144.75
2015-06-15,143.8
2015-06-16,148.55
2015-06-17,148.2
2015-06-18,143.1
2015-06-19,143.3
2015-06-22,150.8
2015-06-23,159.15
2015-06-24,151.6
2015-06-25,154.45
2015-06-26,153.25
2015-06-29,148.2
2015-06-30,147.65
2015-07-01,156.3
2015-07-02,153.95
2015-07-03,161.75
2015-07-06,165.05
2015-07-07,165.5
2015-07-08,161.3
2015-07-09,165.55
2015-07-10,170.4
2015-07-13,171.3
2015-07-14,173.4
2015-07-15,171.6
2015-07-16,174.75
2015-07-17,174.35
2015-07-20,168.75
2015-07-21,162.15
2015-07-22,165.4
2015-07-23,163.0
2015-07-24,159.5
2015-07-27,154.1
2015-07-28,157.35
2015-07-29,153.15
2015-07-30,164.1
2015-07-31,176.5
2015-08-03,186.35
2015-08-04,202.9
2015-08-05,204.3
2015-08-06,213.7
2015-08-07,206.55
2015-08-10,206.15
2015-08-11,203.9
2015-08-12,196.7
2015-08-13,196.85
2015-08-14,207.8
2015-08-17,219.65
2015-08-18,218.35
2015-08-19,212.1
2015-08-20,201.2
2015-08-21,199.9
2015-08-24,173.4
2015-08-25,175.9
2015-08-26,170.15
2015-08-27,180.95
2015-08-28,175.0
2015-08-31,177.45
2015-09-01,167.75
2015-09-02,158.45
2015-09-03,161.6
2015-09-04,156.85
2015-09-07,153.45
2015-09-08,159.45
2015-09-09,170.9
2015-09-10,166.9
2015-09-11,166.05
2015-09-14,172.5
2015-09-15,170.3
2015-09-16,171.65
2015-09-18,178.0
2015-09-21,181.3
2015-09-22,173.15
2015-09-23,179.6
2015-09-24,179.05
2015-09-28,179.1
2015-09-29,180.1
2015-09-30,175.2
2015-10-01,173.85
2015-10-05,182.4
2015-10-06,185.05
2015-10-07,185.0
2015-10-08,185.15
2015-10-09,181.8
2015-10-12,182.25
2015-10-13,180.05
2015-10-14,175.55
2015-10-15,178.15
2015-10-16,175.65
2015-10-19,173.8
2015-10-20,174.05
2015-10-21,170.0
2015-10-23,168.95
2015-10-26,164.4
2015-10-27,166.7
2015-10-28,163.75
2015-10-29,159.55
2015-10-30,156.6
2015-11-02,159.55
2015-11-03,158.5
2015-11-04,163.7
2015-11-05,161.95
2015-11-06,162.9
2015-11-09,163.3
2015-11-10,160.55
2015-11-11,161.75
2015-11-13,160.7
2015-11-16,165.75
2015-11-17,165.2
2015-11-18,160.0
2015-11-19,161.3
2015-11-20,161.95
2015-11-23,160.5
2015-11-24,158.8
2015-11-26,160.0
2015-11-27,168.25
2015-11-30,173.05
2015-12-01,172.6
2015-12-02,170.45
2015-12-03,168.75
2015-12-04,165.5
2015-12-07,165.3
2015-12-08,160.6
2015-12-09,156.9
2015-12-10,150.05
2015-12-11,146.0
2015-12-14,144.75
2015-12-15,145.85
2015-12-16,146.6
2015-12-17,148.4
2015-12-18,150.7
2015-12-21,153.1
2015-12-22,151.35
2015-12-23,153.2
2015-12-24,151.35
2015-12-28,152.85
2015-12-29,151.4
2015-12-30,149.5
2015-12-31,148.65
