Date,ADANIENT
2015-01-01,490.0
2015-01-02,492.4
2015-01-05,500.55
2015-01-06,496.75
2015-01-07,492.35
2015-01-08,511.75
2015-01-09,506.65
2015-01-12,514.55
2015-01-13,496.7
2015-01-14,491.35
2015-01-15,500.9
2015-01-16,500.3
2015-01-19,506.3
2015-01-20,506.5
2015-01-21,506.15
2015-01-22,518.6
2015-01-23,563.85
2015-01-27,561.3
2015-01-28,557.2
2015-01-29,583.4
2015-01-30,627.3
2015-02-02,654.8
2015-02-03,641.6
2015-02-04,648.3
2015-02-05,622.85
2015-02-06,627.35
2015-02-09,609.2
2015-02-10,634.95
2015-02-11,661.5
2015-02-12,684.35
2015-02-13,671.9
2015-02-16,663.0
2015-02-18,665.75
2015-02-19,692.25
2015-02-20,687.4
2015-02-23,679.85
2015-02-24,712.2
2015-02-25,695.9
2015-02-26,688.05
2015-02-27,711.35
2015-02-28,697.5
2015-03-02,709.9
2015-03-03,721.8
2015-03-04,704.3
2015-03-05,699.45
2015-03-09,665.75
2015-03-10,648.45
2015-03-11,648.7
2015-03-12,655.7
2015-03-13,634.1
2015-03-16,640.0
2015-03-17,644.85
2015-03-18,644.1
2015-03-19,618.75
2015-03-20,609.85
2015-03-23,596.25
2015-03-24,591.45
2015-03-25,608.8
2015-03-26,601.5
2015-03-27,595.25
2015-03-30,618.75
2015-03-31,615.35
2015-04-01,612.4
2015-04-06,629.0
2015-04-07,640.95
2015-04-08,644.85
2015-04-09,640.0
2015-04-10,638.05
2015-04-13,661.8
2015-04-15,645.4
2015-04-16,640.75
2015-04-17,642.5
2015-04-20,641.75
2015-04-21,651.2
2015-04-22,660.2
2015-04-23,672.7
2015-04-24,660.25
2015-04-27,654.0
2015-04-28,653.95
2015-04-29,677.5
2015-04-30,674.2
2015-05-04,707.6
2015-05-05,715.45
2015-05-06,678.65
2015-05-07,649.65
2015-05-08,684.15
2015-05-11,707.15
2015-05-12,673.65
2015-05-13,722.2
2015-05-14,737.45
2015-05-15,738.7
2015-05-18,774.35
2015-05-19,770.05
2015-05-20,780.45
2015-05-21,780.45
2015-05-22,794.75
2015-05-25,786.3
2015-05-26,793.5
2015-05-27,790.5
2015-05-28,734.5
2015-05-29,706.3
2015-06-01,633.05
2015-06-02,637.0
2015-06-03,109.75
2015-06-04,116.55
2015-06-05,115.25
2015-06-08,99.75
2015-06-09,100.25
2015-06-10,100.6
2015-06-11,97.9
2015-06-12,93.95
2015-06-15,100.45
2015-06-16,96.8
2015-06-17,99.25
2015-06-18,99.65
2015-06-19,96.9
2015-06-22,97.85
2015-06-23,100.35
2015-06-24,97.15
2015-06-25,94.5
2015-06-26,94.35
2015-06-29,91.35
2015-06-30,90.85
2015-07-01,91.65
2015-07-02,91.3
2015-07-03,91.0
2015-07-06,90.75
2015-07-07,92.05
2015-07-08,89.45
2015-07-09,88.95
2015-07-10,89.6
2015-07-13,90.65
2015-07-14,89.4
2015-07-15,89.1
2015-07-16,89.0
2015-07-17,88.6
2015-07-20,87.95
2015-07-21,84.7
2015-07-22,84.85
2015-07-23,84.55
2015-07-24,85.35
2015-07-27,81.05
2015-07-28,80.35
2015-07-29,81.75
2015-07-30,88.65
2015-07-31,87.15
2015-08-03,84.8
2015-08-04,94.45
2015-08-05,98.9
2015-08-06,95.15
2015-08-07,90.3
2015-08-10,91.25
2015-08-11,92.45
2015-08-12,88.25
2015-08-13,86.0
2015-08-14,88.65
2015-08-17,88.55
2015-08-18,86.4
2015-08-19,85.8
2015-08-20,83.2
2015-08-21,82.1
2015-08-24,71.35
2015-08-25,72.55
2015-08-26,72.0
2015-08-27,79.8
2015-08-28,77.1
2015-08-31,75.15
2015-09-01,72.0
2015-09-02,71.25
2015-09-03,73.0
2015-09-04,69.4
2015-09-07,67.3
2015-09-08,68.4
2015-09-09,70.45
2015-09-10,69.5
2015-09-11,69.4
2015-09-14,77.1
2015-09-15,73.45
2015-09-16,74.65
2015-09-18,77.95
2015-09-21,81.15
2015-09-22,78.4
2015-09-23,80.0
2015-09-24,80.3
2015-09-28,80.35
2015-09-29,79.05
2015-09-30,80.85
2015-10-01,80.55
2015-10-05,82.25
2015-10-06,84.15
2015-10-07,84.85
2015-10-08,84.15
2015-10-09,83.95
2015-10-12,86.1
2015-10-13,85.05
2015-10-14,84.8
2015-10-15,96.75
2015-10-16,96.1
2015-10-19,93.75
2015-10-20,96.0
2015-10-21,93.7
2015-10-23,94.05
2015-10-26,91.65
2015-10-27,91.8
2015-10-28,91.1
2015-10-29,91.15
2015-10-30,92.4
2015-11-02,88.4
2015-11-03,88.4
2015-11-04,85.2
2015-11-05,81.55
2015-11-06,79.05
2015-11-09,79.45
2015-11-10,76.3
2015-11-11,77.6
2015-11-13,75.45
2015-11-16,77.1
2015-11-17,80.15
2015-11-18,77.95
2015-11-19,77.95
2015-11-20,78.2
2015-11-23,79.25
2015-11-24,79.6
2015-11-26,82.6
2015-11-27,82.25
2015-11-30,82.4
2015-12-01,81.5
2015-12-02,83.3
2015-12-03,80.95
2015-12-04,79.0
2015-12-07,79.3
2015-12-08,76.25
2015-12-09,75.3
2015-12-10,75.45
2015-12-11,72.85
2015-12-14,75.05
2015-12-15,78.55
2015-12-16,77.65
2015-12-17,80.05
2015-12-18,80.1
2015-12-21,81.45
2015-12-22,81.3
2015-12-23,82.35
2015-12-24,84.25
2015-12-28,84.0
2015-12-29,83.8
2015-12-30,83.4
2015-12-31,83.4
