Date,DLF
2015-01-01,137.4
2015-01-02,139.2
2015-01-05,135.8
2015-01-06,133.65
2015-01-07,134.6
2015-01-08,142.75
2015-01-09,137.85
2015-01-12,136.5
2015-01-13,133.25
2015-01-14,133.35
2015-01-15,147.8
2015-01-16,146.25
2015-01-19,145.35
2015-01-20,145.65
2015-01-21,143.7
2015-01-22,148.6
2015-01-23,156.7
2015-01-27,157.9
2015-01-28,163.05
2015-01-29,166.65
2015-01-30,169.9
2015-02-02,172.95
2015-02-03,170.1
2015-02-04,173.35
2015-02-05,169.4
2015-02-06,163.45
2015-02-09,157.1
2015-02-10,157.55
2015-02-11,158.4
2015-02-12,158.75
2015-02-13,155.2
2015-02-16,155.5
2015-02-18,149.95
2015-02-19,150.25
2015-02-20,151.35
2015-02-23,146.55
2015-02-24,146.65
2015-02-25,147.45
2015-02-26,150.5
2015-02-27,155.95
2015-02-28,155.4
2015-03-02,154.55
2015-03-03,151.3
2015-03-04,154.1
2015-03-05,154.15
2015-03-09,151.0
2015-03-10,144.9
2015-03-11,145.05
2015-03-12,149.45
2015-03-13,157.4
2015-03-16,164.3
2015-03-17,165.0
2015-03-18,164.5
2015-03-19,163.95
2015-03-20,159.9
2015-03-23,159.35
2015-03-24,160.1
2015-03-25,165.05
2015-03-26,159.3
2015-03-27,154.95
2015-03-30,159.5
2015-03-31,158.25
2015-04-01,159.7
2015-04-06,167.45
2015-04-07,161.95
2015-04-08,161.85
2015-04-09,159.3
2015-04-10,158.4
2015-04-13,156.8
2015-04-15,153.35
2015-04-16,150.1
2015-04-17,147.15
2015-04-20,146.25
2015-04-21,138.9
2015-04-22,136.8
2015-04-23,136.2
2015-04-24,131.05
2015-04-27,123.95
2015-04-28,128.1
2015-04-29,133.75
2015-04-30,136.45
2015-05-04,138.3
2015-05-05,139.3
2015-05-06,131.6
2015-05-07,129.0
2015-05-08,132.95
2015-05-11,130.25
2015-05-12,125.5
2015-05-13,125.0
2015-05-14,126.95
2015-05-15,125.0
2015-05-18,122.8
2015-05-19,124.2
2015-05-20,123.25
2015-05-21,124.15
2015-05-22,123.2
2015-05-25,121.3
2015-05-26,116.9
2015-05-27,119.4
2015-05-28,119.4
2015-05-29,117.75
2015-06-01,118.15
2015-06-02,113.1
2015-06-03,110.55
2015-06-04,111.15
2015-06-05,107.25
2015-06-08,109.9
2015-06-09,110.8
2015-06-10,112.0
2015-06-11,107.9
2015-06-12,107.55
2015-06-15,108.15
2015-06-16,107.9
2015-06-17,108.55
2015-06-18,106.9
2015-06-19,106.5
2015-06-22,114.6
2015-06-23,117.5
2015-06-24,114.45
2015-06-25,118.2
2015-06-26,120.0
2015-06-29,117.0
2015-06-30,116.9
2015-07-01,117.4
2015-07-02,116.8
2015-07-03,116.0
2015-07-06,117.6
2015-07-07,119.2
2015-07-08,116.5
2015-07-09,116.85
2015-07-10,114.65
2015-07-13,115.4
2015-07-14,114.4
2015-07-15,116.7
2015-07-16,116.05
2015-07-17,114.2
2015-07-20,108.7
2015-07-21,106.6
2015-07-22,106.6
2015-07-23,107.8
2015-07-24,103.2
2015-07-27,101.2
2015-07-28,95.4
2015-07-29,101.55
2015-07-30,109.7
2015-07-31,115.05
2015-08-03,115.5
2015-08-04,115.05
2015-08-05,122.1
2015-08-06,122.45
2015-08-07,125.7
2015-08-10,128.3
2015-08-11,124.35
2015-08-12,117.1
2015-08-13,114.25
2015-08-14,135.25
2015-08-17,129.3
2015-08-18,128.05
2015-08-19,126.7
2015-08-20,120.0
2015-08-21,113.95
2015-08-24,96.65
2015-08-25,112.1
2015-08-26,110.6
2015-08-27,114.75
2015-08-28,115.2
2015-08-31,110.9
2015-09-01,105.8
2015-09-02,109.7
2015-09-03,120.6
2015-09-04,116.75
2015-09-07,112.7
2015-09-08,120.35
2015-09-09,122.5
2015-09-10,123.9
2015-09-11,124.8
2015-09-14,126.1
2015-09-15,123.15
2015-09-16,123.6
2015-09-18,126.35
2015-09-21,127.9
2015-09-22,124.7
2015-09-23,127.15
2015-09-24,126.55
2015-09-28,129.55
2015-09-29,134.6
2015-09-30,137.35
2015-10-01,134.2
2015-10-05,133.95
2015-10-06,135.2
2015-10-07,138.4
2015-10-08,138.65
2015-10-09,139.95
2015-10-12,136.15
2015-10-13,136.85
2015-10-14,133.4
2015-10-15,134.55
2015-10-16,128.4
2015-10-19,132.15
2015-10-20,131.7
2015-10-21,128.85
2015-10-23,130.05
2015-10-26,129.0
2015-10-27,126.95
2015-10-28,123.9
2015-10-29,120.4
2015-10-30,116.5
2015-11-02,118.7
2015-11-03,120.1
2015-11-04,122.35
2015-11-05,116.15
2015-11-06,118.5
2015-11-09,113.9
2015-11-10,108.75
2015-11-11,112.0
2015-11-13,110.2
2015-11-16,109.85
2015-11-17,111.4
2015-11-18,106.5
2015-11-19,103.3
2015-11-20,102.25
2015-11-23,103.15
2015-11-24,107.15
2015-11-26,113.55
2015-11-27,114.05
2015-11-30,114.6
2015-12-01,117.9
2015-12-02,117.05
2015-12-03,118.9
2015-12-04,117.15
2015-12-07,116.6
2015-12-08,110.4
2015-12-09,110.45
2015-12-10,111.55
2015-12-11,108.2
2015-12-14,107.05
2015-12-15,108.3
2015-12-16,113.1
2015-12-17,115.35
2015-12-18,114.55
2015-12-21,116.1
2015-12-22,113.45
2015-12-23,116.1
2015-12-24,114.35
2015-12-28,115.15
2015-12-29,113.8
2015-12-30,113.9
2015-12-31,116.0
