Date,GESHIP
2015-01-01,366.6
2015-01-02,375.8
2015-01-05,378.5
2015-01-06,372.25
2015-01-07,359.75
2015-01-08,358.15
2015-01-09,350.2
2015-01-12,351.0
2015-01-13,350.0
2015-01-14,352.7
2015-01-15,350.3
2015-01-16,350.05
2015-01-19,348.15
2015-01-20,351.0
2015-01-21,351.6
2015-01-22,350.7
2015-01-23,356.35
2015-01-27,372.65
2015-01-28,363.7
2015-01-29,350.5
2015-01-30,359.9
2015-02-02,356.3
2015-02-03,352.55
2015-02-04,348.2
2015-02-05,331.2
2015-02-06,345.65
2015-02-09,339.65
2015-02-10,340.6
2015-02-11,352.85
2015-02-12,349.75
2015-02-13,351.2
2015-02-16,355.0
2015-02-18,343.75
2015-02-19,349.3
2015-02-20,346.6
2015-02-23,342.3
2015-02-24,353.7
2015-02-25,355.6
2015-02-26,363.3
2015-02-27,368.0
2015-02-28,356.35
2015-03-02,364.5
2015-03-03,372.7
2015-03-04,370.7
2015-03-05,366.9
2015-03-09,362.0
2015-03-10,357.25
2015-03-11,352.0
2015-03-12,350.9
2015-03-13,343.7
2015-03-16,340.1
2015-03-17,345.7
2015-03-18,346.45
2015-03-19,339.05
2015-03-20,334.9
2015-03-23,338.2
2015-03-24,346.45
2015-03-25,344.45
2015-03-26,339.75
2015-03-27,338.9
2015-03-30,356.55
2015-03-31,365.8
2015-04-01,362.0
2015-04-06,354.9
2015-04-07,351.75
2015-04-08,349.2
2015-04-09,346.55
2015-04-10,348.05
2015-04-13,348.6
2015-04-15,342.4
2015-04-16,343.05
2015-04-17,344.15
2015-04-20,341.05
2015-04-21,344.75
2015-04-22,338.3
2015-04-23,346.05
2015-04-24,344.15
2015-04-27,341.55
2015-04-28,337.95
2015-04-29,329.35
2015-04-30,340.45
2015-05-04,347.65
2015-05-05,354.55
2015-05-06,349.6
2015-05-07,350.95
2015-05-08,354.5
2015-05-11,349.35
2015-05-12,350.35
2015-05-13,353.9
2015-05-14,349.7
2015-05-15,350.0
2015-05-18,350.05
2015-05-19,345.8
2015-05-20,344.6
2015-05-21,349.55
2015-05-22,346.2
2015-05-25,342.9
2015-05-26,344.95
2015-05-27,349.8
2015-05-28,348.1
2015-05-29,340.5
2015-06-01,342.65
2015-06-02,335.9
2015-06-03,334.65
2015-06-04,332.05
2015-06-05,332.4
2015-06-08,333.3
2015-06-09,334.9
2015-06-10,348.25
2015-06-11,354.5
2015-06-12,348.0
2015-06-15,347.85
2015-06-16,352.85
2015-06-17,353.25
2015-06-18,350.95
2015-06-19,354.45
2015-06-22,350.75
2015-06-23,352.3
2015-06-24,348.1
2015-06-25,347.3
2015-06-26,339.65
2015-06-29,336.65
2015-06-30,334.05
2015-07-01,341.6
2015-07-02,342.0
2015-07-03,340.8
2015-07-06,342.2
2015-07-07,342.0
2015-07-08,340.35
2015-07-09,340.5
2015-07-10,346.1
2015-07-13,348.45
2015-07-14,347.35
2015-07-15,348.25
2015-07-16,351.05
2015-07-17,351.1
2015-07-20,353.3
2015-07-21,359.6
2015-07-22,360.25
2015-07-23,355.4
2015-07-24,352.75
2015-07-27,350.15
2015-07-28,347.65
2015-07-29,344.3
2015-07-30,345.2
2015-07-31,347.35
2015-08-03,362.35
2015-08-04,356.6
2015-08-05,358.45
2015-08-06,363.05
2015-08-07,371.05
2015-08-10,376.75
2015-08-11,382.75
2015-08-12,382.75
2015-08-13,392.2
2015-08-14,404.75
2015-08-17,394.0
2015-08-18,394.8
2015-08-19,404.85
2015-08-20,389.5
2015-08-21,390.85
2015-08-24,355.05
2015-08-25,372.9
2015-08-26,375.2
2015-08-27,369.8
2015-08-28,365.0
2015-08-31,367.95
2015-09-01,361.95
2015-09-02,364.0
2015-09-03,370.55
2015-09-04,357.7
2015-09-07,349.1
2015-09-08,343.3
2015-09-09,347.25
2015-09-10,356.45
2015-09-11,365.25
2015-09-14,370.7
2015-09-15,372.0
2015-09-16,367.65
2015-09-18,371.25
2015-09-21,365.6
2015-09-22,352.75
2015-09-23,360.4
2015-09-24,369.95
2015-09-28,365.8
2015-09-29,360.05
2015-09-30,369.2
2015-10-01,360.7
2015-10-05,359.8
2015-10-06,356.95
2015-10-07,360.1
2015-10-08,359.5
2015-10-09,360.35
2015-10-12,360.95
2015-10-13,359.4
2015-10-14,362.75
2015-10-15,357.5
2015-10-16,364.0
2015-10-19,371.65
2015-10-20,372.15
2015-10-21,364.9
2015-10-23,365.85
2015-10-26,367.5
2015-10-27,365.2
2015-10-28,365.15
2015-10-29,374.3
2015-10-30,377.65
2015-11-02,382.85
2015-11-03,373.85
2015-11-04,378.5
2015-11-05,371.15
2015-11-06,373.1
2015-11-09,404.45
2015-11-10,397.9
2015-11-11,406.15
2015-11-13,400.05
2015-11-16,397.2
2015-11-17,402.6
2015-11-18,394.85
2015-11-19,392.25
2015-11-20,385.15
2015-11-23,384.8
2015-11-24,374.5
2015-11-26,377.6
2015-11-27,381.35
2015-11-30,381.95
2015-12-01,382.6
2015-12-02,378.9
2015-12-03,371.05
2015-12-04,365.35
2015-12-07,365.35
2015-12-08,361.35
2015-12-09,357.25
2015-12-10,362.3
2015-12-11,357.3
2015-12-14,357.2
2015-12-15,374.7
2015-12-16,374.05
2015-12-17,376.5
2015-12-18,366.8
2015-12-21,377.1
2015-12-22,365.1
2015-12-23,366.85
2015-12-24,369.6
2015-12-28,375.0
2015-12-29,365.55
2015-12-30,366.0
2015-12-31,368.2
